CONBPRES,CONIDX,CONIPOS,CONJPOS,CONKPOS,DATE,DEPTH,Drawdown,PRESSURE,SGAS,SWAT,WELL,WELLMODEL
303.97869873046875,1,27,30,5,2000-02-01,1612.7657470703125,0,303.97869873046875,0.0,0.03198790177702904,OP_1,MULTISEG
304.18487548828125,2,27,30,6,2000-02-01,1615.65380859375,0,304.18487548828125,0.0,0.041956786066293716,OP_1,MULTISEG
304.3648376464844,3,27,30,7,2000-02-01,1618.474609375,0,304.3648376464844,0.0,0.03378432244062424,OP_1,MULTISEG
304.5447998046875,4,27,30,8,2000-02-01,1621.29541015625,0,304.5447998046875,0.0,0.040390390902757645,OP_1,MULTISEG
304.72479248046875,5,27,30,9,2000-02-01,1624.1162109375,0,304.72479248046875,0.0,0.030783142894506454,OP_1,MULTISEG
304.9047546386719,6,27,30,10,2000-02-01,1626.937255859375,0,304.9047546386719,0.0,0.051878996193408966,OP_1,MULTISEG
306.36309814453125,1,20,13,6,2000-02-01,1653.7220458984375,0,306.36309814453125,0.0,0.0747365728020668,OP_2,MULTISEG
306.5179138183594,2,20,13,7,2000-02-01,1656.1461181640625,0,306.5179138183594,0.0,0.0600750595331192,OP_2,MULTISEG
306.6726989746094,3,20,13,8,2000-02-01,1658.5704345703125,0,306.6726989746094,0.0,0.04536014795303345,OP_2,MULTISEG
306.82745361328125,4,20,13,9,2000-02-01,1660.99462890625,0,306.82745361328125,0.0,0.05284975469112396,OP_2,MULTISEG
306.98309326171875,5,20,13,10,2000-02-01,1663.4188232421875,0,306.98309326171875,0.0,0.1857660859823227,OP_2,MULTISEG
306.9582214355469,1,28,47,9,2000-02-01,1658.908447265625,0,306.9582214355469,0.0,0.08100401610136032,OP_3,MULTISEG
307.1332702636719,2,28,47,10,2000-02-01,1661.64990234375,0,307.1332702636719,0.0,0.07238037884235382,OP_3,MULTISEG
307.30267333984375,3,28,47,11,2000-02-01,1664.3031005859375,0,307.30267333984375,0.0,0.04802820831537247,OP_3,MULTISEG
307.46649169921875,4,28,47,12,2000-02-01,1666.8685302734375,0,307.46649169921875,0.0,0.04245680570602417,OP_3,MULTISEG
307.6302795410156,5,28,47,13,2000-02-01,1669.433837890625,0,307.6302795410156,0.0,0.06659426540136337,OP_3,MULTISEG
307.7940979003906,6,28,47,14,2000-02-01,1671.999267578125,0,307.7940979003906,0.0,0.048139724880456924,OP_3,MULTISEG
309.7808837890625,1,14,38,2,2000-02-01,1704.4517822265625,0,309.7808837890625,2.8416408781595237e-07,1.000001311302185,WI_1,MULTISEG
310.0265808105469,2,14,38,3,2000-02-01,1707.2200927734375,0,310.0265808105469,2.2711199676450633e-07,1.000001072883606,WI_1,MULTISEG
310.2721252441406,3,14,38,4,2000-02-01,1709.9884033203125,0,310.2721252441406,1.1056319948465898e-07,1.0000004768371582,WI_1,MULTISEG
310.5177307128906,4,14,38,5,2000-02-01,1712.756591796875,0,310.5177307128906,8.233540427227126e-08,1.0000003576278687,WI_1,MULTISEG
282.763427734375,1,28,20,7,2000-06-01,1693.697265625,0,282.763427734375,0.0,0.1181689202785492,WI_2,MULTISEG
282.9844970703125,2,28,20,8,2000-06-01,1697.185791015625,0,282.9844970703125,0.0,0.12595504522323608,WI_2,MULTISEG
283.20562744140625,3,28,20,9,2000-06-01,1700.6741943359375,0,283.20562744140625,0.0,0.3147364854812622,WI_2,MULTISEG
279.03265380859375,1,18,29,2,2001-01-01,1650.35107421875,0,279.03265380859375,0.0,0.18587444722652435,OP_4,MULTISEG
279.2012634277344,2,18,29,3,2001-01-01,1652.998779296875,0,279.2012634277344,0.0,0.1078561320900917,OP_4,MULTISEG
279.3709716796875,3,18,29,4,2001-01-01,1655.6463623046875,0,279.3709716796875,0.0,0.050178635865449905,OP_4,MULTISEG
279.53948974609375,4,18,29,5,2001-01-01,1658.294189453125,0,279.53948974609375,0.0,0.07865050435066223,OP_4,MULTISEG
275.4793701171875,5,18,29,10,2001-01-01,1670.802978515625,0,275.4793701171875,0.0,0.2151002436876297,OP_4,MULTISEG
275.6404724121094,6,18,29,11,2001-01-01,1673.3074951171875,0,275.6404724121094,0.0,0.052669256925582886,OP_4,MULTISEG
275.8002014160156,7,18,29,12,2001-01-01,1675.8311767578125,0,275.8002014160156,0.0,0.09257014840841293,OP_4,MULTISEG
275.9598693847656,8,18,29,13,2001-01-01,1678.354736328125,0,275.9598693847656,0.0,0.06846020370721817,OP_4,MULTISEG
276.1193542480469,9,18,29,14,2001-01-01,1680.8782958984375,0,276.1193542480469,0.0,0.11179785430431366,OP_4,MULTISEG
273.3248291015625,1,24,37,1,2001-01-01,1613.485595703125,0,273.3248291015625,0.0,0.03696434199810028,OP_5,MULTISEG
273.5442810058594,2,24,37,2,2001-01-01,1616.961181640625,0,273.5442810058594,0.0,0.03459196165204048,OP_5,MULTISEG
273.7633972167969,3,24,37,3,2001-01-01,1620.4366455078125,0,273.7633972167969,0.0,0.03768200799822807,OP_5,MULTISEG
273.9828796386719,4,24,37,4,2001-01-01,1623.9122314453125,0,273.9828796386719,0.0,0.036358706653118134,OP_5,MULTISEG
274.2025451660156,5,24,37,5,2001-01-01,1627.3876953125,0,274.2025451660156,0.0,0.030314214527606964,OP_5,MULTISEG
272.54705810546875,6,25,37,11,2001-01-01,1632.06201171875,0,272.54705810546875,0.0,0.029916105791926384,OP_5,MULTISEG
272.7535095214844,7,25,37,12,2001-01-01,1635.3271484375,0,272.7535095214844,0.0,0.030789174139499664,OP_5,MULTISEG
272.9599609375,8,25,37,13,2001-01-01,1638.5924072265625,0,272.9599609375,0.0,0.02892085164785385,OP_5,MULTISEG
273.1664733886719,9,25,37,14,2001-01-01,1641.8575439453125,0,273.1664733886719,0.0,0.05074825882911682,OP_5,MULTISEG
271.05712890625,1,17,10,6,2001-03-01,1705.02880859375,0,271.05712890625,0.0,0.7429947257041931,WI_3,MULTISEG
273.25750732421875,2,16,10,6,2001-03-01,1719.308349609375,0,273.25750732421875,-5.536538338901664e-08,0.9999995231628418,WI_3,MULTISEG
273.5439147949219,3,16,10,7,2001-03-01,1721.7841796875,0,273.5439147949219,-6.267705288109937e-08,0.999999463558197,WI_3,MULTISEG
273.71697998046875,4,16,10,8,2001-03-01,1724.259765625,0,273.71697998046875,-1.0266911232292841e-07,0.9999991059303284,WI_3,MULTISEG
273.9467468261719,5,16,10,9,2001-03-01,1726.7354736328125,0,273.9467468261719,-2.3064556486929177e-08,0.9999998211860657,WI_3,MULTISEG
274.23309326171875,6,16,10,10,2001-03-01,1729.2103271484375,0,274.23309326171875,-6.0709575387674075e-12,1.0,WI_3,MULTISEG
