CONIPOS,CONKPOS,CONJPOS,WELLMODEL,DRAWDOWN,SWAT,CONIDX,CONBPRES,WELL,SGAS,PRESSURE,DEPTH,DATE
22,1,30,STANDARD,0,0.054458536207675934,1,300.61639404296875,R_A2,0.0,300.61639404296875,1639.66064453125,2018-01-01
22,2,30,STANDARD,0,0.05833256244659424,2,300.7396545410156,R_A2,0.0,300.7396545410156,1641.4989013671875,2018-01-01
22,3,30,STANDARD,0,0.06088053807616234,3,300.8629150390625,R_A2,0.0,300.8629150390625,1643.3372802734375,2018-01-01
22,4,30,STANDARD,0,0.06674481928348541,4,300.9861755371094,R_A2,0.0,300.9861755371094,1645.175537109375,2018-01-01
22,5,30,STANDARD,0,0.06950650364160538,5,301.1094665527344,R_A2,0.0,301.1094665527344,1647.0137939453125,2018-01-01
22,6,30,STANDARD,0,0.30086368322372437,6,301.23272705078125,R_A2,0.0,301.23272705078125,1648.85205078125,2018-01-01
22,7,30,STANDARD,0,0.8860112428665161,7,301.35601806640625,R_A2,0.0,301.35601806640625,1650.6903076171875,2018-01-01
22,8,30,STANDARD,0,0.8729067444801331,8,301.47930908203125,R_A2,0.0,301.47930908203125,1652.528564453125,2018-01-01
22,9,30,STANDARD,0,0.8761468529701233,9,301.60260009765625,R_A2,0.0,301.60260009765625,1654.3668212890625,2018-01-01
22,10,30,STANDARD,0,0.8922343254089355,10,301.72589111328125,R_A2,0.0,301.72589111328125,1656.2052001953125,2018-01-01
22,11,30,STANDARD,0,0.07137603312730789,11,301.8545837402344,R_A2,0.0,301.8545837402344,1658.1239013671875,2018-01-01
22,13,30,STANDARD,0,0.4443381428718567,12,302.12274169921875,R_A2,0.0,302.12274169921875,1662.1220703125,2018-01-01
22,14,30,STANDARD,0,0.49265700578689575,13,302.2568359375,R_A2,0.0,302.2568359375,1664.12109375,2018-01-01
22,15,30,STANDARD,0,0.9323406219482422,14,302.39093017578125,R_A2,0.0,302.39093017578125,1666.1201171875,2018-01-01
22,16,30,STANDARD,0,0.9556114077568054,15,302.5250244140625,R_A2,0.0,302.5250244140625,1668.1192626953125,2018-01-01
22,16,29,STANDARD,0,0.9483659267425537,16,302.5210266113281,R_A2,0.0,302.5210266113281,1668.0594482421875,2018-01-01
22,17,29,STANDARD,0,0.9106572270393372,17,302.6695861816406,R_A2,0.0,302.6695861816406,1670.2738037109375,2018-01-01
22,18,29,STANDARD,0,0.9519942998886108,18,302.7947692871094,R_A2,0.0,302.7947692871094,1672.14013671875,2018-01-01
22,24,29,STANDARD,0,0.6481541991233826,19,302.9155578613281,R_A2,0.0,302.9155578613281,1673.9405517578125,2018-01-01
22,25,29,STANDARD,0,1.0,20,303.0370178222656,R_A2,0.0,303.0370178222656,1675.7506103515625,2018-01-01
22,26,29,STANDARD,0,1.0,21,303.158447265625,R_A2,0.0,303.158447265625,1677.560791015625,2018-01-01
22,27,29,STANDARD,0,1.0,22,303.6139221191406,R_A2,0.0,303.6139221191406,1679.370849609375,2018-01-01
22,28,29,STANDARD,0,1.0,23,303.78546142578125,R_A2,0.0,303.78546142578125,1681.180908203125,2018-01-01
28,1,41,STANDARD,0,0.22571083903312683,1,298.3804016113281,R_A3,0.0,298.3804016113281,1606.303955078125,2018-01-01
29,2,41,STANDARD,0,0.19183896481990814,2,298.34722900390625,R_A3,0.0,298.34722900390625,1605.80908203125,2018-01-01
29,3,41,STANDARD,0,0.18834573030471802,3,298.47625732421875,R_A3,0.0,298.47625732421875,1607.734375,2018-01-01
29,4,41,STANDARD,0,0.3698607385158539,4,298.60528564453125,R_A3,0.0,298.60528564453125,1609.65966796875,2018-01-01
29,5,41,STANDARD,0,0.820883572101593,5,298.73431396484375,R_A3,0.0,298.73431396484375,1611.5849609375,2018-01-01
29,6,41,STANDARD,0,0.6481541991233826,6,298.86334228515625,R_A3,0.0,298.86334228515625,1613.51025390625,2018-01-01
29,7,41,STANDARD,0,0.1991012543439865,7,298.9924011230469,R_A3,0.0,298.9924011230469,1615.435546875,2018-01-01
29,8,41,STANDARD,0,0.2003341168165207,8,299.1214294433594,R_A3,0.0,299.1214294433594,1617.36083984375,2018-01-01
29,9,41,STANDARD,0,0.8043050765991211,9,299.25048828125,R_A3,0.0,299.25048828125,1619.2861328125,2018-01-01
29,10,41,STANDARD,0,0.7960348129272461,10,299.3795471191406,R_A3,0.0,299.3795471191406,1621.21142578125,2018-01-01
29,11,41,STANDARD,0,0.050746697932481766,11,299.52099609375,R_A3,0.0,299.52099609375,1623.3216552734375,2018-01-01
29,12,41,STANDARD,0,0.057113297283649445,12,299.6748352050781,R_A3,0.0,299.6748352050781,1625.6168212890625,2018-01-01
29,13,41,STANDARD,0,0.37607863545417786,13,299.8287048339844,R_A3,0.0,299.8287048339844,1627.9119873046875,2018-01-01
29,14,41,STANDARD,0,0.35528260469436646,14,299.9825744628906,R_A3,0.0,299.9825744628906,1630.2071533203125,2018-01-01
29,15,41,STANDARD,0,0.8101723790168762,15,300.13623046875,R_A3,0.0,300.13623046875,1632.4991455078125,2018-01-01
29,16,41,STANDARD,0,0.8027644157409668,16,300.2335510253906,R_A3,0.0,300.2335510253906,1633.9505615234375,2018-01-01
29,24,41,STANDARD,0,1.0,17,300.36669921875,R_A3,0.0,300.36669921875,1635.9366455078125,2018-01-01
29,25,41,STANDARD,0,0.04804464802145958,18,300.59185791015625,R_A3,0.0,300.59185791015625,1639.294921875,2018-01-01
29,26,41,STANDARD,0,0.053828299045562744,19,300.8170471191406,R_A3,0.0,300.8170471191406,1642.6531982421875,2018-01-01
29,27,41,STANDARD,0,0.6637609004974365,20,301.042236328125,R_A3,0.0,301.042236328125,1646.0113525390625,2018-01-01
29,28,41,STANDARD,0,0.06528792530298233,21,301.2674560546875,R_A3,0.0,301.2674560546875,1649.36962890625,2018-01-01
30,1,52,STANDARD,0,0.12443337589502335,1,300.04437255859375,R_A4,0.0,300.04437255859375,1631.129150390625,2018-01-01
31,1,52,STANDARD,0,0.6481541991233826,2,299.8025207519531,R_A4,0.0,299.8025207519531,1627.521240234375,2018-01-01
31,2,52,STANDARD,0,0.052203547209501266,3,299.9371643066406,R_A4,0.0,299.9371643066406,1629.5296630859375,2018-01-01
