PROPERTY,ZONE,REGION,FACIES,Avg,Avg_Weighted,Max,Min,P10,P90,Stddev,SOURCE,ID
PERM,LowerReek,Dorne,Background,10.132492,,100.0,0.1734119,1.7325082,22.634193,12.520386,geogrid,geogrid
PORO,LowerReek,Dorne,Background,0.10941665,,0.26806897,0.0,0.05278907,0.16512452,0.043457378,geogrid,geogrid
SW,LowerReek,Dorne,Background,0.9999771,,1.0,0.87565064,1.0,1.0,0.0015175114,geogrid,geogrid
PERM,LowerReek,Dorne,Channel,3097.3696,,10000.0,29.592482,470.72617,8389.422,2884.5598,geogrid,geogrid
PORO,LowerReek,Dorne,Channel,0.25025046,,0.42968306,0.03444922,0.18590438,0.31311482,0.049220182,geogrid,geogrid
SW,LowerReek,Dorne,Channel,0.98123777,,1.0,0.075040445,1.0,1.0,0.11991613,geogrid,geogrid
PERM,LowerReek,Dorne,Crevasse,166.29585,,1000.0,1.7438235,21.924845,409.91025,194.56895,geogrid,geogrid
PORO,LowerReek,Dorne,Crevasse,0.19844711,,0.37108007,0.024768114,0.13378623,0.2607107,0.050170407,geogrid,geogrid
SW,LowerReek,Dorne,Crevasse,0.991291,,1.0,0.17296307,1.0,1.0,0.069865696,geogrid,geogrid
PERM,LowerReek,IronIslands,Background,9.716657,,100.0,0.09133185,1.2137016,22.479692,13.780507,geogrid,geogrid
PORO,LowerReek,IronIslands,Background,0.09787306,,0.29121235,0.0,0.033481605,0.16401014,0.049930654,geogrid,geogrid
SW,LowerReek,IronIslands,Background,0.79039645,,1.0,0.0,0.29366234,1.0,0.29462728,geogrid,geogrid
PERM,LowerReek,IronIslands,Channel,2715.6643,,10000.0,3.1202354,365.92807,7209.1147,2750.9258,geogrid,geogrid
PORO,LowerReek,IronIslands,Channel,0.24304357,,0.44700706,0.056922287,0.17788671,0.30787495,0.050658762,geogrid,geogrid
SW,LowerReek,IronIslands,Channel,0.2926279,,1.0,0.018916307,0.032397766,1.0,0.40569502,geogrid,geogrid
PERM,LowerReek,IronIslands,Crevasse,167.26173,,1000.0,0.9343447,22.524046,405.84384,201.99028,geogrid,geogrid
PORO,LowerReek,IronIslands,Crevasse,0.19675556,,0.35703284,0.017247662,0.13450533,0.26032087,0.049582303,geogrid,geogrid
SW,LowerReek,IronIslands,Crevasse,0.3461991,,1.0,0.047406554,0.07907517,1.0,0.36446235,geogrid,geogrid
PERM,LowerReek,North,Background,9.254913,,100.0,0.08582131,1.3930542,20.968939,11.927179,geogrid,geogrid
PORO,LowerReek,North,Background,0.090071656,,0.27490973,0.0,0.03383781,0.14791751,0.04393515,geogrid,geogrid
SW,LowerReek,North,Background,0.993385,,1.0,0.18635145,1.0,1.0,0.06286549,geogrid,geogrid
PERM,LowerReek,North,Channel,3130.881,,10000.0,33.862385,466.32587,8355.414,2894.8694,geogrid,geogrid
PORO,LowerReek,North,Channel,0.25053138,,0.4452877,0.052799538,0.18716167,0.31274962,0.048979647,geogrid,geogrid
SW,LowerReek,North,Channel,0.99107456,,1.0,0.023014057,1.0,1.0,0.09076263,geogrid,geogrid
PERM,LowerReek,North,Crevasse,197.17044,,1000.0,1.6162041,24.051771,490.80716,224.9335,geogrid,geogrid
PORO,LowerReek,North,Crevasse,0.20622838,,0.38097623,0.00064893067,0.141993,0.2690481,0.049832933,geogrid,geogrid
SW,LowerReek,North,Crevasse,0.9907751,,1.0,0.061552636,1.0,1.0,0.08806301,geogrid,geogrid
PERM,LowerReek,Reach,Background,11.987585,,100.0,0.08720874,1.6162782,27.316322,15.66431,geogrid,geogrid
PORO,LowerReek,Reach,Background,0.10652395,,0.29629722,0.0,0.041067917,0.17004204,0.050148502,geogrid,geogrid
SW,LowerReek,Reach,Background,0.86020887,,1.0,0.0,0.44208905,1.0,0.23431271,geogrid,geogrid
PERM,LowerReek,Reach,Channel,2704.2498,,10000.0,17.331509,402.26663,6958.9946,2671.0173,geogrid,geogrid
