CONIPOS,PRESSURE,DRAWDOWN,CONBPRES,CONKPOS,DEPTH,SWAT,SGAS,CONIDX,DATE,WELL,CONJPOS,WELLMODEL
22,300.5687561035156,0,300.5687561035156,1,1641.2763671875,0.059204962104558945,0.0,1,2018-01-01,R_A2,30,STANDARD
22,300.6939697265625,0,300.6939697265625,2,1643.1434326171875,0.06363006681203842,0.0,2,2018-01-01,R_A2,30,STANDARD
22,300.81915283203125,0,300.81915283203125,3,1645.010498046875,0.0667683482170105,0.0,3,2018-01-01,R_A2,30,STANDARD
22,300.9443664550781,0,300.9443664550781,4,1646.877685546875,0.07324673235416412,0.0,4,2018-01-01,R_A2,30,STANDARD
22,301.0695495605469,0,301.0695495605469,5,1648.7447509765625,0.07599308341741562,0.0,5,2018-01-01,R_A2,30,STANDARD
22,301.19476318359375,0,301.19476318359375,6,1650.61181640625,0.32776716351509094,0.0,6,2018-01-01,R_A2,30,STANDARD
22,301.3199768066406,0,301.3199768066406,7,1652.47900390625,0.9219681024551392,0.0,7,2018-01-01,R_A2,30,STANDARD
22,301.4451904296875,0,301.4451904296875,8,1654.3460693359375,0.915886640548706,0.0,8,2018-01-01,R_A2,30,STANDARD
22,301.5704040527344,0,301.5704040527344,9,1656.213134765625,0.6481541991233826,0.0,9,2018-01-01,R_A2,30,STANDARD
22,301.6956481933594,0,301.6956481933594,10,1658.0802001953125,0.3155164420604706,0.0,10,2018-01-01,R_A2,30,STANDARD
22,301.826904296875,0,301.826904296875,11,1660.03759765625,0.09169379621744156,0.0,11,2018-01-01,R_A2,30,STANDARD
22,301.9642639160156,0,301.9642639160156,12,1662.085205078125,0.09713193029165268,0.0,12,2018-01-01,R_A2,30,STANDARD
22,302.1015930175781,0,302.1015930175781,13,1664.1328125,0.5056335926055908,0.0,13,2018-01-01,R_A2,30,STANDARD
22,302.23895263671875,0,302.23895263671875,14,1666.180419921875,0.6027143001556396,0.0,14,2018-01-01,R_A2,30,STANDARD
22,302.37628173828125,0,302.37628173828125,15,1668.2279052734375,0.7987845540046692,0.0,15,2018-01-01,R_A2,30,STANDARD
22,302.5136413574219,0,302.5136413574219,16,1670.2755126953125,1.0,0.0,16,2018-01-01,R_A2,30,STANDARD
22,302.6510009765625,0,302.6510009765625,17,1672.3231201171875,0.9999206066131592,0.0,17,2018-01-01,R_A2,30,STANDARD
22,302.98919677734375,0,302.98919677734375,18,1674.3472900390625,1.0,0.0,18,2018-01-01,R_A2,30,STANDARD
22,303.1085205078125,0,303.1085205078125,19,1675.6064453125,1.0,0.0,19,2018-01-01,R_A2,30,STANDARD
22,303.0704650878906,0,303.0704650878906,26,1676.86279296875,1.0,0.0,20,2018-01-01,R_A2,30,STANDARD
22,302.7851867675781,0,302.7851867675781,26,1673.85205078125,1.0,0.0,21,2018-01-01,R_A2,29,STANDARD
22,303.2568359375,0,303.2568359375,27,1675.6024169921875,1.0,0.0,22,2018-01-01,R_A2,29,STANDARD
22,303.4226989746094,0,303.4226989746094,28,1677.3526611328125,1.0,0.0,23,2018-01-01,R_A2,29,STANDARD
22,303.5885314941406,0,303.5885314941406,29,1679.10302734375,1.0,0.0,24,2018-01-01,R_A2,29,STANDARD
22,303.75439453125,0,303.75439453125,30,1680.853271484375,1.0,0.0,25,2018-01-01,R_A2,29,STANDARD
28,298.5168762207031,0,298.5168762207031,1,1610.6666259765625,0.3719511926174164,0.0,1,2018-01-01,R_A3,41,STANDARD
29,297.76812744140625,0,297.76812744140625,1,1599.492919921875,0.6481541991233826,0.0,2,2018-01-01,R_A3,41,STANDARD
29,297.9073486328125,0,297.9073486328125,2,1601.5706787109375,0.2898096442222595,0.0,3,2018-01-01,R_A3,41,STANDARD
29,298.04656982421875,0,298.04656982421875,3,1603.6484375,0.28392288088798523,0.0,4,2018-01-01,R_A3,41,STANDARD
29,298.1858215332031,0,298.1858215332031,4,1605.7261962890625,0.6481541991233826,0.0,5,2018-01-01,R_A3,41,STANDARD
29,298.3250427246094,0,298.3250427246094,5,1607.803955078125,0.8172727227210999,0.0,6,2018-01-01,R_A3,41,STANDARD
29,298.46429443359375,0,298.46429443359375,6,1609.8817138671875,0.6481541991233826,0.0,7,2018-01-01,R_A3,41,STANDARD
29,298.6035461425781,0,298.6035461425781,7,1611.95947265625,0.17607887089252472,0.0,8,2018-01-01,R_A3,41,STANDARD
29,298.7427673339844,0,298.7427673339844,8,1614.0372314453125,0.20338395237922668,0.0,9,2018-01-01,R_A3,41,STANDARD
29,298.88201904296875,0,298.88201904296875,9,1616.1148681640625,0.3585769832134247,0.0,10,2018-01-01,R_A3,41,STANDARD
29,299.02130126953125,0,299.02130126953125,10,1618.192626953125,0.24108126759529114,0.0,11,2018-01-01,R_A3,41,STANDARD
29,299.1658630371094,0,299.1658630371094,11,1620.3494873046875,0.05174748972058296,0.0,12,2018-01-01,R_A3,41,STANDARD
29,299.31573486328125,0,299.31573486328125,12,1622.58544921875,0.05625832825899124,0.0,13,2018-01-01,R_A3,41,STANDARD
29,299.4656066894531,0,299.4656066894531,13,1624.8214111328125,0.3744645416736603,0.0,14,2018-01-01,R_A3,41,STANDARD
29,299.615478515625,0,299.615478515625,14,1627.057373046875,0.29583844542503357,0.0,15,2018-01-01,R_A3,41,STANDARD
29,299.765380859375,0,299.765380859375,15,1629.2933349609375,0.5202334523200989,0.0,16,2018-01-01,R_A3,41,STANDARD
29,299.8976135253906,0,299.8976135253906,16,1631.2657470703125,0.8189002275466919,0.0,17,2018-01-01,R_A3,41,STANDARD
29,300.0866394042969,0,300.0866394042969,26,1634.085205078125,1.0,0.0,18,2018-01-01,R_A3,41,STANDARD
29,300.3294677734375,0,300.3294677734375,27,1637.707275390625,0.04754510894417763,0.0,19,2018-01-01,R_A3,41,STANDARD
29,300.57232666015625,0,300.57232666015625,28,1641.329345703125,0.16217508912086487,0.0,20,2018-01-01,R_A3,41,STANDARD
29,300.815185546875,0,300.815185546875,29,1644.951416015625,0.8074240684509277,0.0,21,2018-01-01,R_A3,41,STANDARD
29,301.0580749511719,0,301.0580749511719,30,1648.573486328125,0.07029229402542114,0.0,22,2018-01-01,R_A3,41,STANDARD
30,299.74365234375,0,299.74365234375,1,1628.9691162109375,0.052116136997938156,0.0,1,2018-01-01,R_A4,52,STANDARD
31,299.7259826660156,0,299.7259826660156,1,1628.7056884765625,0.05202527716755867,0.0,2,2018-01-01,R_A4,52,STANDARD
31,299.8647766113281,0,299.8647766113281,2,1630.7762451171875,0.0547967292368412,0.0,3,2018-01-01,R_A4,52,STANDARD
31,300.00360107421875,0,300.00360107421875,3,1632.8468017578125,0.05788903310894966,0.0,4,2018-01-01,R_A4,52,STANDARD
32,300.10015869140625,0,300.10015869140625,3,1634.286865234375,0.05987945571541786,0.0,5,2018-01-01,R_A4,52,STANDARD
