ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,18748332,3101719,1716169,1196770,168505263
Valysar,CentralSouth,70177704,13752163,10605076,7395451,1041279500
Valysar,CentralNorth,47764745,8150015,5947024,4147158,583919849
Valysar,NorthHorst,3492364,504968,291630,179134,35092276
Valysar,CentralRamp,13820089,2359446,1677157,1169566,164674867
Valysar,CentralHorst,90158632,14266014,10518860,7335328,1032814149
Valysar,EastLowland,19356651,3074153,1892078,1319441,185777264
Therys,WestLowland,3769766,841220,442757,308757,43472924
Therys,CentralSouth,16264202,3854854,2549722,1778049,250349270
Therys,CentralNorth,27480181,5770370,3326607,2319810,326629192
Therys,NorthHorst,7390595,1057035,443416,272368,53356948
Therys,CentralRamp,6800194,1677492,1287253,897666,126391327
Therys,CentralHorst,30785835,7492487,5801551,4045712,569636250
Therys,EastLowland,1891431,598627,446835,311601,43873373
Volon,WestLowland,252853,38997,21041,14673,2065985
Volon,CentralSouth,33638819,6339499,4783620,3335858,469688756
Volon,CentralNorth,4282917,595636,293687,204803,28836247
Volon,NorthHorst,5006349,881526,614901,377703,73992020
Volon,CentralRamp,13386203,2615113,2126849,1483158,208828652
Volon,CentralHorst,85803264,14939905,11678257,8143833,1146651757
Volon,EastLowland,1254548,147500,70104,48887,6883340
