DRAWDOWN,SGAS,CONJPOS,CONKPOS,CONIPOS,CONIDX,SWAT,CONBPRES,PRESSURE,DATE,WELL,WELLMODEL,DEPTH
0,0.0,30,1,22,1,0.05556846410036087,300.7861633300781,300.7861633300781,2018-01-01,R_A2,STANDARD,1641.7967529296875
0,0.0,30,2,22,2,0.05833234265446663,300.9112548828125,300.9112548828125,2018-01-01,R_A2,STANDARD,1643.6622314453125
0,0.0,30,3,22,3,0.06127302721142769,301.0363464355469,301.0363464355469,2018-01-01,R_A2,STANDARD,1645.52783203125
0,0.0,30,4,22,4,0.06637245416641235,301.1614685058594,301.1614685058594,2018-01-01,R_A2,STANDARD,1647.393310546875
0,0.0,30,5,22,5,0.06895454227924347,301.28656005859375,301.28656005859375,2018-01-01,R_A2,STANDARD,1649.2589111328125
0,0.0,30,6,22,6,0.6481541991233826,301.41168212890625,301.41168212890625,2018-01-01,R_A2,STANDARD,1651.12451171875
0,0.0,30,7,22,7,0.8835473656654358,301.53680419921875,301.53680419921875,2018-01-01,R_A2,STANDARD,1652.9901123046875
0,0.0,30,8,22,8,0.8827854990959167,301.66192626953125,301.66192626953125,2018-01-01,R_A2,STANDARD,1654.8555908203125
0,0.0,30,9,22,9,0.9042222499847412,301.7870178222656,301.7870178222656,2018-01-01,R_A2,STANDARD,1656.72119140625
0,0.0,30,10,22,10,0.9143382906913757,301.91217041015625,301.91217041015625,2018-01-01,R_A2,STANDARD,1658.586669921875
0,0.0,30,11,22,11,0.07723166048526764,302.0445251464844,302.0445251464844,2018-01-01,R_A2,STANDARD,1660.5601806640625
0,0.0,30,12,22,12,0.076665960252285,302.18414306640625,302.18414306640625,2018-01-01,R_A2,STANDARD,1662.6414794921875
0,0.0,30,13,22,13,0.4539644420146942,302.3237609863281,302.3237609863281,2018-01-01,R_A2,STANDARD,1664.7227783203125
0,0.0,30,14,22,14,0.5001999735832214,302.46337890625,302.46337890625,2018-01-01,R_A2,STANDARD,1666.80419921875
0,0.0,30,15,22,15,0.9469918608665466,302.6029968261719,302.6029968261719,2018-01-01,R_A2,STANDARD,1668.885498046875
0,0.0,30,16,22,16,0.959802508354187,302.74261474609375,302.74261474609375,2018-01-01,R_A2,STANDARD,1670.9669189453125
0,0.0,30,17,22,17,0.9386070966720581,302.88226318359375,302.88226318359375,2018-01-01,R_A2,STANDARD,1673.0482177734375
0,0.0,29,17,22,18,0.8836730718612671,302.6941833496094,302.6941833496094,2018-01-01,R_A2,STANDARD,1670.24462890625
0,0.0,29,18,22,19,0.9573401212692261,302.83056640625,302.83056640625,2018-01-01,R_A2,STANDARD,1672.2779541015625
0,0.0,29,26,22,20,1.0,302.954833984375,302.954833984375,2018-01-01,R_A2,STANDARD,1674.1302490234375
0,0.0,29,27,22,21,1.0,303.07757568359375,303.07757568359375,2018-01-01,R_A2,STANDARD,1675.95947265625
0,0.0,29,28,22,22,0.8082404136657715,303.2002868652344,303.2002868652344,2018-01-01,R_A2,STANDARD,1677.78857421875
0,0.0,29,29,22,23,1.0,303.6373291015625,303.6373291015625,2018-01-01,R_A2,STANDARD,1679.61767578125
0,0.0,29,30,22,24,1.0,303.8106689453125,303.8106689453125,2018-01-01,R_A2,STANDARD,1681.4468994140625
0,0.0,41,1,28,1,0.6481541991233826,298.6639099121094,298.6639099121094,2018-01-01,R_A3,STANDARD,1610.138427734375
0,0.0,41,2,28,2,0.17182418704032898,298.79595947265625,298.79595947265625,2018-01-01,R_A3,STANDARD,1612.1090087890625
0,0.0,41,3,28,3,0.11823459714651108,298.92803955078125,298.92803955078125,2018-01-01,R_A3,STANDARD,1614.07958984375
0,0.0,41,3,29,4,0.16681435704231262,298.16888427734375,298.16888427734375,2018-01-01,R_A3,STANDARD,1602.751708984375
0,0.0,41,4,29,5,0.6481541991233826,298.31658935546875,298.31658935546875,2018-01-01,R_A3,STANDARD,1604.9556884765625
0,0.0,41,5,29,6,0.8100641965866089,298.4642639160156,298.4642639160156,2018-01-01,R_A3,STANDARD,1607.15966796875
0,0.0,41,6,29,7,0.33059608936309814,298.6119689941406,298.6119689941406,2018-01-01,R_A3,STANDARD,1609.363525390625
0,0.0,41,7,29,8,0.19539397954940796,298.7596740722656,298.7596740722656,2018-01-01,R_A3,STANDARD,1611.5673828125
0,0.0,41,8,29,9,0.197853222489357,298.9073791503906,298.9073791503906,2018-01-01,R_A3,STANDARD,1613.7713623046875
0,0.0,41,9,29,10,0.797136664390564,299.05511474609375,299.05511474609375,2018-01-01,R_A3,STANDARD,1615.975341796875
0,0.0,41,10,29,11,0.8032931685447693,299.20281982421875,299.20281982421875,2018-01-01,R_A3,STANDARD,1618.1793212890625
0,0.0,41,11,29,12,0.04821249097585678,299.3586120605469,299.3586120605469,2018-01-01,R_A3,STANDARD,1620.50341796875
0,0.0,41,12,29,13,0.05504060536623001,299.5224609375,299.5224609375,2018-01-01,R_A3,STANDARD,1622.9476318359375
0,0.0,41,13,29,14,0.37770795822143555,299.686279296875,299.686279296875,2018-01-01,R_A3,STANDARD,1625.391845703125
0,0.0,41,14,29,15,0.3547452986240387,299.85015869140625,299.85015869140625,2018-01-01,R_A3,STANDARD,1627.8359375
0,0.0,41,15,29,16,0.7919654250144958,300.00994873046875,300.00994873046875,2018-01-01,R_A3,STANDARD,1630.2196044921875
0,0.0,41,16,29,17,0.7895178198814392,300.1106262207031,300.1106262207031,2018-01-01,R_A3,STANDARD,1631.7215576171875
0,0.0,41,26,29,18,1.0,300.2485656738281,300.2485656738281,2018-01-01,R_A3,STANDARD,1633.779052734375
0,0.0,41,27,29,19,0.04608657956123352,300.4787902832031,300.4787902832031,2018-01-01,R_A3,STANDARD,1637.2127685546875
0,0.0,41,28,29,20,0.05203867703676224,300.70904541015625,300.70904541015625,2018-01-01,R_A3,STANDARD,1640.646484375
0,0.0,41,29,29,21,0.6481541991233826,300.93927001953125,300.93927001953125,2018-01-01,R_A3,STANDARD,1644.0802001953125
0,0.0,41,30,29,22,0.0605727955698967,301.1695556640625,301.1695556640625,2018-01-01,R_A3,STANDARD,1647.513916015625
0,0.0,52,1,30,1,0.05220642685890198,300.3236083984375,300.3236083984375,2018-01-01,R_A4,STANDARD,1634.898193359375
0,0.0,52,1,31,2,0.049295421689748764,299.89825439453125,299.89825439453125,2018-01-01,R_A4,STANDARD,1628.5535888671875
0,0.0,52,2,31,3,0.050360098481178284,300.04052734375,300.04052734375,2018-01-01,R_A4,STANDARD,1630.6759033203125
0,0.0,52,3,31,4,0.053252924233675,300.1828308105469,300.1828308105469,2018-01-01,R_A4,STANDARD,1632.7982177734375
0,0.0,52,4,31,5,0.05476944148540497,300.3251037597656,300.3251037597656,2018-01-01,R_A4,STANDARD,1634.9205322265625
0,0.0,52,4,32,6,0.05483408272266388,300.1943359375,300.1943359375,2018-01-01,R_A4,STANDARD,1632.9698486328125
0,0.0,51,4,32,7,0.058985836803913116,300.5035705566406,300.5035705566406,2018-01-01,R_A4,STANDARD,1637.58203125
0,0.0,51,3,32,8,0.05711854621767998,300.3799133300781,300.3799133300781,2018-01-01,R_A4,STANDARD,1635.738037109375
