WELLMODEL,DRAWDOWN,PRESSURE,CONJPOS,WELL,CONBPRES,CONKPOS,SGAS,SWAT,DEPTH,DATE,CONIDX,CONIPOS
STANDARD,0,291.7463073730469,41,R_A3,291.7463073730469,5,0.0,0.6488043665885925,1616.7301025390625,2018-07-03,5,28
STANDARD,0,291.91021728515625,41,R_A3,291.91021728515625,6,0.0,0.3511267900466919,1618.80419921875,2018-07-03,6,28
STANDARD,0,292.0489501953125,41,R_A3,292.0489501953125,7,0.0,0.20931200683116913,1620.8782958984375,2018-07-03,7,28
STANDARD,0,291.569580078125,41,R_A3,291.569580078125,7,0.0,0.2028968334197998,1614.4324951171875,2018-07-03,8,29
STANDARD,0,291.69683837890625,41,R_A3,291.69683837890625,8,0.0,0.20462965965270996,1616.334228515625,2018-07-03,9,29
STANDARD,0,291.8655090332031,41,R_A3,291.8655090332031,9,0.0,0.8101418018341064,1618.236083984375,2018-07-03,10,29
STANDARD,0,292.3975524902344,41,R_A3,292.3975524902344,10,0.0,0.8134652972221375,1620.137939453125,2018-07-03,11,29
STANDARD,0,293.8553466796875,41,R_A3,293.8553466796875,11,0.0,0.04902074486017227,1622.228759765625,2018-07-03,12,29
STANDARD,0,294.0079650878906,41,R_A3,294.0079650878906,12,0.0,0.058373987674713135,1624.5086669921875,2018-07-03,13,29
STANDARD,0,294.1612548828125,41,R_A3,294.1612548828125,13,0.0,0.3862847685813904,1626.78857421875,2018-07-03,14,29
STANDARD,0,294.496826171875,41,R_A3,294.496826171875,14,0.0,0.3906829357147217,1629.0684814453125,2018-07-03,15,29
STANDARD,0,294.810546875,41,R_A3,294.810546875,15,0.0,0.5090833902359009,1631.2314453125,2018-07-03,16,29
STANDARD,0,294.91375732421875,41,R_A3,294.91375732421875,16,0.0,0.8112669587135315,1632.7039794921875,2018-07-03,17,29
STANDARD,0,291.6220397949219,41,R_A3,291.6220397949219,24,-9.539504741695737e-10,1.0,1634.87158203125,2018-07-03,18,29
STANDARD,0,287.08209228515625,41,R_A3,287.08209228515625,25,0.0,0.04612404853105545,1638.3074951171875,2018-07-03,19,29
STANDARD,0,287.3117370605469,41,R_A3,287.3117370605469,26,0.0,0.056756339967250824,1641.743408203125,2018-07-03,20,29
STANDARD,0,289.7110595703125,41,R_A3,289.7110595703125,27,2.1793805909248176e-12,1.0,1645.179443359375,2018-07-03,21,29
STANDARD,0,287.70794677734375,41,R_A3,287.70794677734375,28,0.0,0.11948513984680176,1648.6153564453125,2018-07-03,22,29
STANDARD,0,272.6581115722656,52,R_A4,272.6581115722656,1,0.0,0.05297670513391495,1631.3292236328125,2018-09-12,1,30
STANDARD,0,272.6842956542969,52,R_A4,272.6842956542969,1,0.0,0.05010085552930832,1626.595458984375,2018-09-12,2,31
STANDARD,0,272.8221740722656,52,R_A4,272.8221740722656,2,0.0,0.16599449515342712,1628.661376953125,2018-09-12,3,31
STANDARD,0,272.9607238769531,52,R_A4,272.9607238769531,3,0.0,0.2631221115589142,1630.7274169921875,2018-09-12,4,31
STANDARD,0,273.2525634765625,52,R_A4,273.2525634765625,4,0.0,0.3066178858280182,1632.7933349609375,2018-09-12,5,31
STANDARD,0,273.2134704589844,52,R_A4,273.2134704589844,4,0.0,0.13592243194580078,1629.898193359375,2018-09-12,6,32
STANDARD,0,273.3424987792969,52,R_A4,273.3424987792969,5,0.0,0.13576671481132507,1631.85546875,2018-09-12,7,32
STANDARD,0,272.87445068359375,51,R_A4,272.87445068359375,5,0.0,0.05922287702560425,1632.5123291015625,2018-09-12,8,32
STANDARD,0,273.0027160644531,51,R_A4,273.0027160644531,6,0.0,0.06045599654316902,1634.443603515625,2018-09-12,9,32
STANDARD,0,273.13116455078125,51,R_A4,273.13116455078125,7,0.0,0.06088031083345413,1636.374755859375,2018-09-12,10,32
STANDARD,0,273.5895080566406,51,R_A4,273.5895080566406,7,0.0,0.05977794900536537,1636.7430419921875,2018-09-12,11,33
STANDARD,0,273.412109375,50,R_A4,273.412109375,7,0.0,0.06341293454170227,1639.0963134765625,2018-09-12,12,33
STANDARD,0,273.9932556152344,50,R_A4,273.9932556152344,7,0.0,0.06453113257884979,1641.51123046875,2018-09-12,13,34
STANDARD,0,273.8730163574219,50,R_A4,273.8730163574219,6,0.0,0.06551999598741531,1639.7039794921875,2018-09-12,14,34
STANDARD,0,273.7530212402344,50,R_A4,273.7530212402344,5,0.0,0.06540057063102722,1637.8966064453125,2018-09-12,15,34
STANDARD,0,274.37615966796875,50,R_A4,274.37615966796875,5,0.0,0.06672314554452896,1641.989501953125,2018-09-12,16,35
STANDARD,0,274.2602844238281,50,R_A4,274.2602844238281,4,0.0,0.14703164994716644,1640.228515625,2018-09-12,17,35
STANDARD,0,274.2117004394531,49,R_A4,274.2117004394531,4,0.0,0.15071052312850952,1643.54638671875,2018-09-12,18,35
STANDARD,0,274.096435546875,49,R_A4,274.096435546875,3,0.0,0.2420182228088379,1641.754638671875,2018-09-12,19,35
STANDARD,0,273.9820556640625,49,R_A4,273.9820556640625,2,0.0,0.24179556965827942,1639.9630126953125,2018-09-12,20,35
STANDARD,0,278.5525207519531,49,R_A4,278.5525207519531,28,0.0,0.061302345246076584,1646.2886962890625,2018-09-12,21,36
STANDARD,0,278.15594482421875,49,R_A4,278.15594482421875,27,0.0,0.09799299389123917,1640.353271484375,2018-09-12,22,36
STANDARD,0,278.0283508300781,48,R_A4,278.0283508300781,27,0.0,0.0961800292134285,1639.505126953125,2018-09-12,23,36
STANDARD,0,278.86151123046875,48,R_A4,278.86151123046875,27,0.0,0.27559196949005127,1650.69873046875,2018-09-12,24,37
STANDARD,0,278.416015625,48,R_A4,278.416015625,26,0.0,0.6935271620750427,1645.17138671875,2018-09-12,25,37
STANDARD,0,277.8135070800781,48,R_A4,277.8135070800781,26,0.0,0.8404920697212219,1653.8175048828125,2018-09-12,26,38
STANDARD,0,278.5883483886719,48,R_A4,278.5883483886719,25,0.0,0.1753014475107193,1648.1767578125,2018-09-12,27,38
STANDARD,0,279.266845703125,47,R_A4,279.266845703125,25,0.0,0.13344141840934753,1658.699462890625,2018-09-12,28,38
