ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4948641,661338,369663,257785,36296095
Valysar,CentralSouth,66298745,11576372,8354874,5826272,820339096
Valysar,CentralNorth,39897450,6846041,5093975,3552284,500161587
Valysar,NorthHorst,4891285,735118,417328,256344,50217824
Valysar,CentralRamp,13337749,2040990,1442655,1006036,141649805
Valysar,CentralHorst,85318178,13611645,10496076,7319439,1030577084
Valysar,EastLowland,216729,27953,7988,5571,784351
Therys,WestLowland,2305865,436807,226019,157614,22192067
Therys,CentralSouth,12652106,3092317,1961562,1367895,192599681
Therys,CentralNorth,21687142,3911854,2327932,1623383,228572398
Therys,NorthHorst,7308146,899609,367203,225554,44186121
Therys,CentralRamp,6602587,1537100,1199451,836438,117770405
Therys,CentralHorst,30430508,7863740,6176418,4307125,606443281
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,276064,47366,27450,19142,2695211
Volon,CentralSouth,34036370,6261254,4719667,3291260,463409458
Volon,CentralNorth,7362312,992725,522290,364219,51281993
Volon,NorthHorst,5165371,882793,625424,384167,75258330
Volon,CentralRamp,12814856,2343811,1790422,1248551,175795934
Volon,CentralHorst,85591918,15025086,11809973,8235686,1159584551
Volon,EastLowland,0,0,0,0,0
