WELL,DATE,CONBPRES,SGAS,CONJPOS,DEPTH,SWAT,CONKPOS,CONIDX,PRESSURE,CONIPOS,WELLMODEL,DRAWDOWN
R_A3,2018-01-01,299.24237060546875,0.0,41,1619.750732421875,0.0496298223733902,11,12,299.24237060546875,29,STANDARD,0
R_A3,2018-01-01,299.3978271484375,0.0,41,1622.0697021484375,0.053643446415662766,12,13,299.3978271484375,29,STANDARD,0
R_A3,2018-01-01,299.5532531738281,0.0,41,1624.388671875,0.37673479318618774,13,14,299.5532531738281,29,STANDARD,0
R_A3,2018-01-01,299.8641662597656,0.0,41,1629.026611328125,0.5016454458236694,15,15,299.8641662597656,29,STANDARD,0
R_A3,2018-01-01,299.992919921875,0.0,41,1630.9468994140625,0.8152031302452087,16,16,299.992919921875,29,STANDARD,0
R_A3,2018-01-01,300.16583251953125,0.0,41,1633.5262451171875,0.7525281310081482,27,17,300.16583251953125,29,STANDARD,0
R_A3,2018-01-01,300.40966796875,0.0,41,1637.1630859375,0.04628218337893486,28,18,300.40966796875,29,STANDARD,0
R_A3,2018-01-01,300.6535339355469,0.0,41,1640.8001708984375,0.05226979777216911,29,19,300.6535339355469,29,STANDARD,0
R_A3,2018-01-01,300.89739990234375,0.0,41,1644.4371337890625,0.8057911992073059,30,20,300.89739990234375,29,STANDARD,0
R_A3,2018-01-01,301.14129638671875,0.0,41,1648.0740966796875,0.13994601368904114,31,21,301.14129638671875,29,STANDARD,0
R_A4,2018-01-01,300.009033203125,0.0,52,1631.1873779296875,0.05151934176683426,1,1,300.009033203125,30,STANDARD,0
R_A4,2018-01-01,299.7571105957031,0.0,52,1627.4293212890625,0.04863721504807472,1,2,299.7571105957031,31,STANDARD,0
R_A4,2018-01-01,299.89520263671875,0.0,52,1629.4896240234375,0.0520753338932991,2,3,299.89520263671875,31,STANDARD,0
R_A4,2018-01-01,300.0333251953125,0.0,52,1631.5498046875,0.05323897302150726,3,4,300.0333251953125,31,STANDARD,0
R_A4,2018-01-01,300.17144775390625,0.0,52,1633.610107421875,0.0529385581612587,4,5,300.17144775390625,31,STANDARD,0
R_A4,2018-01-01,300.0901184082031,0.0,52,1632.3968505859375,0.056289657950401306,4,6,300.0901184082031,32,STANDARD,0
R_A4,2018-01-01,300.3236999511719,0.0,51,1635.880615234375,0.057290755212306976,4,7,300.3236999511719,32,STANDARD,0
R_A4,2018-01-01,300.4202575683594,0.0,51,1637.321044921875,0.05848418176174164,4,8,300.4202575683594,33,STANDARD,0
R_A4,2018-01-01,300.29644775390625,0.0,51,1635.474609375,0.056494034826755524,3,9,300.29644775390625,33,STANDARD,0
R_A4,2018-01-01,300.74395751953125,0.0,50,1642.1485595703125,0.06261570006608963,4,10,300.74395751953125,33,STANDARD,0
R_A4,2018-01-01,300.67578125,0.0,50,1641.132080078125,0.06255142390727997,4,11,300.67578125,34,STANDARD,0
R_A4,2018-01-01,300.5467224121094,0.0,50,1639.20703125,0.09832502156496048,3,12,300.5467224121094,34,STANDARD,0
R_A4,2018-01-01,300.66064453125,0.0,50,1640.9061279296875,0.0954970121383667,3,13,300.66064453125,35,STANDARD,0
R_A4,2018-01-01,300.53570556640625,0.0,50,1639.0426025390625,0.16065853834152222,2,14,300.53570556640625,35,STANDARD,0
R_A4,2018-01-01,300.72943115234375,0.0,49,1641.93212890625,0.2374390959739685,2,15,300.72943115234375,35,STANDARD,0
R_A4,2018-01-01,300.7579650878906,0.0,49,1642.357421875,0.24230048060417175,30,16,300.7579650878906,36,STANDARD,0
R_A4,2018-01-01,300.5735168457031,0.0,48,1639.6068115234375,0.19549621641635895,30,17,300.5735168457031,36,STANDARD,0
R_A4,2018-01-01,301.0526123046875,0.0,48,1646.7513427734375,0.2985859513282776,30,18,301.0526123046875,37,STANDARD,0
R_A4,2018-01-01,301.5025939941406,0.0,48,1653.461669921875,0.6481541991233826,30,19,301.5025939941406,38,STANDARD,0
R_A4,2018-01-01,301.7947998046875,0.0,47,1657.8184814453125,0.6481541991233826,30,20,301.7947998046875,38,STANDARD,0
R_A5,2018-01-01,303.8440856933594,0.0,20,1685.026611328125,1.0,1,1,303.8440856933594,31,STANDARD,0
R_A5,2018-01-01,304.0601806640625,0.0,20,1687.3070068359375,1.0,2,2,304.0601806640625,31,STANDARD,0
R_A5,2018-01-01,304.27630615234375,0.0,20,1689.5875244140625,1.0,3,3,304.27630615234375,31,STANDARD,0
R_A5,2018-01-01,304.4924011230469,0.0,20,1691.8680419921875,1.0,4,4,304.4924011230469,31,STANDARD,0
R_A5,2018-01-01,304.7085266113281,0.0,20,1694.1485595703125,1.0,5,5,304.7085266113281,31,STANDARD,0
R_A5,2018-01-01,304.9246520996094,0.0,20,1696.4290771484375,1.0,6,6,304.9246520996094,31,STANDARD,0
R_A5,2018-01-01,305.446533203125,0.0,20,1698.70947265625,1.0,7,7,305.446533203125,31,STANDARD,0
R_A5,2018-01-01,305.988037109375,0.0,20,1707.6488037109375,1.0,11,8,305.988037109375,31,STANDARD,0
R_A5,2018-01-01,306.1695251464844,0.0,20,1709.5638427734375,1.0,12,9,306.1695251464844,31,STANDARD,0
R_A5,2018-01-01,305.4322814941406,0.0,21,1701.7845458984375,1.0,12,10,305.4322814941406,31,STANDARD,0
R_A5,2018-01-01,305.6291198730469,0.0,21,1703.735107421875,1.0,13,11,305.6291198730469,31,STANDARD,0
R_A5,2018-01-01,305.81396484375,0.0,21,1705.6856689453125,1.0,14,12,305.81396484375,31,STANDARD,0
R_A5,2018-01-01,305.9988098144531,0.0,21,1707.63623046875,1.0,15,13,305.9988098144531,31,STANDARD,0
R_A5,2018-01-01,306.3287048339844,0.0,21,1709.5867919921875,1.0,16,14,306.3287048339844,31,STANDARD,0
R_A5,2018-01-01,306.5135498046875,0.0,21,1711.537353515625,1.0,17,15,306.5135498046875,31,STANDARD,0
R_A5,2018-01-01,306.6856994628906,0.0,21,1713.35400390625,1.0,18,16,306.6856994628906,31,STANDARD,0
R_A5,2018-01-01,306.7843933105469,0.0,21,1714.3951416015625,1.0,19,17,306.7843933105469,31,STANDARD,0
R_A5,2018-01-01,306.75689697265625,0.0,21,1715.7628173828125,1.0,27,18,306.75689697265625,31,STANDARD,0
R_A5,2018-01-01,306.978271484375,0.0,21,1718.098388671875,1.0,28,19,306.978271484375,31,STANDARD,0
R_A5,2018-01-01,307.5054016113281,0.0,21,1720.43408203125,1.0,29,20,307.5054016113281,31,STANDARD,0
R_A5,2018-01-01,307.7267761230469,0.0,21,1722.7696533203125,1.0,30,21,307.7267761230469,31,STANDARD,0
R_A5,2018-01-01,307.9481506347656,0.0,21,1725.105224609375,1.0,31,22,307.9481506347656,31,STANDARD,0
R_A6,2018-01-01,305.11419677734375,0.0,42,1695.20263671875,1.0,1,1,305.11419677734375,17,STANDARD,0
R_A6,2018-01-01,305.2609558105469,0.0,42,1696.7510986328125,1.0,2,2,305.2609558105469,17,STANDARD,0
R_A6,2018-01-01,305.4076843261719,0.0,42,1698.299560546875,1.0,3,3,305.4076843261719,17,STANDARD,0
R_A6,2018-01-01,305.554443359375,0.0,42,1699.84814453125,1.0,4,4,305.554443359375,17,STANDARD,0
R_A6,2018-01-01,305.7012023925781,0.0,42,1701.3966064453125,1.0,5,5,305.7012023925781,17,STANDARD,0
R_A6,2018-01-01,305.84796142578125,0.0,42,1702.9451904296875,1.0,6,6,305.84796142578125,17,STANDARD,0
R_A6,2018-01-01,305.6956481933594,0.0,42,1704.49365234375,1.0,7,7,305.6956481933594,17,STANDARD,0
R_A6,2018-01-01,305.8424072265625,0.0,42,1706.042236328125,1.0,8,8,305.8424072265625,17,STANDARD,0
R_A6,2018-01-01,306.2882080078125,0.0,42,1707.5906982421875,1.0,9,9,306.2882080078125,17,STANDARD,0
R_A6,2018-01-01,306.1291809082031,0.0,42,1709.1392822265625,1.0,10,10,306.1291809082031,17,STANDARD,0
R_A6,2018-01-01,306.3109130859375,0.0,42,1711.055419921875,1.0,11,11,306.3109130859375,17,STANDARD,0
R_A6,2018-01-01,306.52734375,0.0,42,1713.3392333984375,1.0,12,12,306.52734375,17,STANDARD,0
R_A6,2018-01-01,306.7557678222656,0.0,42,1715.623046875,1.0,13,13,306.7557678222656,17,STANDARD,0
R_A6,2018-01-01,306.9721984863281,0.0,42,1717.9068603515625,1.0,14,14,306.9721984863281,17,STANDARD,0
R_A6,2018-01-01,307.18865966796875,0.0,42,1720.190673828125,1.0,15,15,307.18865966796875,17,STANDARD,0
R_A6,2018-01-01,307.55010986328125,0.0,42,1722.474365234375,1.0,16,16,307.55010986328125,17,STANDARD,0
R_A6,2018-01-01,307.7665710449219,0.0,42,1724.7581787109375,1.0,17,17,307.7665710449219,17,STANDARD,0
R_A6,2018-01-01,307.921630859375,0.0,42,1726.394287109375,1.0,18,18,307.921630859375,17,STANDARD,0
R_A6,2018-01-01,307.8930969238281,0.0,42,1727.7508544921875,1.0,27,19,307.8930969238281,17,STANDARD,0
R_A6,2018-01-01,308.3623352050781,0.0,42,1729.4755859375,1.0,28,20,308.3623352050781,17,STANDARD,0
R_A6,2018-01-01,308.52581787109375,0.0,42,1731.2001953125,1.0,29,21,308.52581787109375,17,STANDARD,0
R_A6,2018-01-01,308.68927001953125,0.0,42,1732.9249267578125,1.0,30,22,308.68927001953125,17,STANDARD,0
R_A6,2018-01-01,308.5469665527344,0.0,42,1734.649658203125,1.0,31,23,308.5469665527344,17,STANDARD,0
R_A2,2018-03-01,297.95159912109375,0.0,30,1641.094970703125,0.05589604377746582,1,1,297.95159912109375,22,STANDARD,0
R_A2,2018-03-01,298.0718078613281,0.0,30,1642.8890380859375,0.057967789471149445,2,2,298.0718078613281,22,STANDARD,0
R_A2,2018-03-01,298.1920471191406,0.0,30,1644.68310546875,0.06061987951397896,3,3,298.1920471191406,22,STANDARD,0
R_A2,2018-03-01,298.31231689453125,0.0,30,1646.4771728515625,0.0678287148475647,4,4,298.31231689453125,22,STANDARD,0
R_A2,2018-03-01,298.4326477050781,0.0,30,1648.2713623046875,0.07154972106218338,5,5,298.4326477050781,22,STANDARD,0
R_A2,2018-03-01,298.55303955078125,0.0,30,1650.0654296875,0.14332756400108337,6,6,298.55303955078125,22,STANDARD,0
R_A2,2018-03-01,298.6734924316406,0.0,30,1651.859619140625,0.2599174678325653,7,7,298.6734924316406,22,STANDARD,0
R_A2,2018-03-01,298.8047180175781,0.0,30,1653.6536865234375,0.6483494639396667,8,8,298.8047180175781,22,STANDARD,0
R_A2,2018-03-01,298.93194580078125,0.0,30,1655.44775390625,0.6486114263534546,9,9,298.93194580078125,22,STANDARD,0
R_A2,2018-03-01,299.8030090332031,0.0,30,1657.2418212890625,0.9129026532173157,10,10,299.8030090332031,22,STANDARD,0
R_A2,2018-03-01,300.4728698730469,0.0,30,1659.1368408203125,0.07877551764249802,11,11,300.4728698730469,22,STANDARD,0
R_A2,2018-03-01,300.8663330078125,0.0,30,1661.132568359375,0.0862506702542305,12,12,300.8663330078125,22,STANDARD,0
R_A2,2018-03-01,300.9403076171875,0.0,30,1663.12841796875,0.45784977078437805,13,13,300.9403076171875,22,STANDARD,0
R_A2,2018-03-01,301.1077575683594,0.0,30,1665.1241455078125,0.5200222730636597,14,14,301.1077575683594,22,STANDARD,0
R_A2,2018-03-01,301.2411193847656,0.0,30,1667.1199951171875,0.6916981339454651,15,15,301.2411193847656,22,STANDARD,0
R_A2,2018-03-01,301.3661804199219,0.0,30,1669.11572265625,0.9726516604423523,16,16,301.3661804199219,22,STANDARD,0
R_A2,2018-03-01,301.49920654296875,0.0,30,1671.111572265625,0.9493961930274963,17,17,301.49920654296875,22,STANDARD,0
R_A2,2018-03-01,301.6248474121094,0.0,30,1672.9881591796875,0.9820557236671448,18,18,301.6248474121094,22,STANDARD,0
R_A2,2018-03-01,301.4227600097656,0.0,29,1674.229736328125,0.9921706318855286,18,19,301.4227600097656,22,STANDARD,0
R_A2,2018-03-01,301.5076599121094,0.0,29,1676.1676025390625,0.4977436065673828,27,20,301.5076599121094,22,STANDARD,0
R_A2,2018-03-01,301.7759704589844,0.0,29,1677.9368896484375,0.9990238547325134,28,21,301.7759704589844,22,STANDARD,0
R_A2,2018-03-01,302.14459228515625,-3.306891982468585e-10,29,1679.7061767578125,1.0,29,22,302.14459228515625,22,STANDARD,0
R_A2,2018-03-01,303.1029357910156,-8.889738852815507e-14,29,1681.4754638671875,1.0,30,23,303.1029357910156,22,STANDARD,0
R_A2,2018-03-01,303.61358642578125,-5.73988530926735e-15,29,1683.2447509765625,1.0,31,24,303.61358642578125,22,STANDARD,0
R_A5,2018-04-28,270.6213073730469,3.81037440450102e-18,20,1685.026611328125,1.0,1,1,270.6213073730469,31,STANDARD,0
R_A5,2018-04-28,270.8380432128906,-4.80496644686743e-16,20,1687.3070068359375,1.0,2,2,270.8380432128906,31,STANDARD,0
R_A5,2018-04-28,271.0544128417969,-6.417161842463574e-16,20,1689.5875244140625,1.0,3,3,271.0544128417969,31,STANDARD,0
R_A5,2018-04-28,271.2705993652344,-6.792536139742342e-16,20,1691.8680419921875,1.0,4,4,271.2705993652344,31,STANDARD,0
R_A5,2018-04-28,271.4866638183594,-6.961521330301943e-16,20,1694.1485595703125,1.0,5,5,271.4866638183594,31,STANDARD,0
R_A5,2018-04-28,271.70257568359375,-5.846813266221075e-16,20,1696.4290771484375,1.0,6,6,271.70257568359375,31,STANDARD,0
R_A5,2018-04-28,272.2450866699219,-2.0292511254181122e-16,20,1698.70947265625,1.0,7,7,272.2450866699219,31,STANDARD,0
R_A5,2018-04-28,274.1446838378906,-1.9728093941448477e-13,20,1707.6488037109375,1.0,11,8,274.1446838378906,31,STANDARD,0
R_A5,2018-04-28,274.32598876953125,-1.3069738704924588e-13,20,1709.5638427734375,1.0,12,9,274.32598876953125,31,STANDARD,0
R_A5,2018-04-28,272.82537841796875,-9.748132162590295e-11,21,1701.7845458984375,1.0,12,10,272.82537841796875,31,STANDARD,0
R_A5,2018-04-28,273.0223693847656,-5.833571039420837e-12,21,1703.735107421875,1.0,13,11,273.0223693847656,31,STANDARD,0
R_A5,2018-04-28,273.2073974609375,-9.444283896598016e-12,21,1705.6856689453125,1.0,14,12,273.2073974609375,31,STANDARD,0
R_A5,2018-04-28,273.4933166503906,-1.2699085706613378e-11,21,1707.63623046875,1.0,15,13,273.4933166503906,31,STANDARD,0
R_A5,2018-04-28,274.12750244140625,-1.1519803340409585e-11,21,1709.5867919921875,1.0,16,14,274.12750244140625,31,STANDARD,0
R_A5,2018-04-28,274.3302917480469,-1.335279760025787e-12,21,1711.537353515625,1.0,17,15,274.3302917480469,31,STANDARD,0
R_A5,2018-04-28,274.5225830078125,-2.036311223807541e-12,21,1713.35400390625,1.0,18,16,274.5225830078125,31,STANDARD,0
R_A5,2018-04-28,274.6297607421875,0.0,21,1714.3951416015625,1.0,19,17,274.6297607421875,31,STANDARD,0
R_A5,2018-04-28,274.6085510253906,-1.9290064337540436e-12,21,1715.7628173828125,1.0,27,18,274.6085510253906,31,STANDARD,0
R_A5,2018-04-28,274.8162841796875,-2.4158518067973755e-12,21,1718.098388671875,1.0,28,19,274.8162841796875,31,STANDARD,0
R_A5,2018-04-28,291.0174255371094,-1.7154306772611383e-19,21,1720.43408203125,1.0,29,20,291.0174255371094,31,STANDARD,0
R_A5,2018-04-28,302.4003601074219,-1.4114363737751307e-20,21,1722.7696533203125,1.0,30,21,302.4003601074219,31,STANDARD,0
R_A5,2018-04-28,306.4331359863281,2.2335487077355846e-22,21,1725.105224609375,1.0,31,22,306.4331359863281,31,STANDARD,0
R_A3,2018-07-03,280.4664611816406,0.0,41,1609.243408203125,0.3089051842689514,1,1,280.4664611816406,28,STANDARD,0
R_A3,2018-07-03,280.6047668457031,0.0,41,1611.3077392578125,0.20006613433361053,2,2,280.6047668457031,28,STANDARD,0
R_A3,2018-07-03,280.74267578125,0.0,41,1613.3720703125,0.20031504333019257,3,3,280.74267578125,28,STANDARD,0
R_A3,2018-07-03,280.8950500488281,0.0,41,1615.4365234375,0.37531578540802,4,4,280.8950500488281,28,STANDARD,0
R_A3,2018-07-03,281.2612609863281,0.0,41,1617.5008544921875,0.8183676600456238,5,5,281.2612609863281,28,STANDARD,0
R_A3,2018-07-03,281.3544921875,0.0,41,1619.565185546875,0.2667404115200043,6,6,281.3544921875,28,STANDARD,0
R_A3,2018-07-03,280.7027587890625,0.0,41,1609.3663330078125,0.6492877006530762,6,7,280.7027587890625,29,STANDARD,0
R_A3,2018-07-03,280.8360290527344,0.0,41,1611.4163818359375,0.19417814910411835,7,8,280.8360290527344,29,STANDARD,0
R_A3,2018-07-03,280.9727783203125,0.0,41,1613.46630859375,0.2000337541103363,8,9,280.9727783203125,29,STANDARD,0
R_A3,2018-07-03,281.2520751953125,0.0,41,1615.516357421875,0.7967292070388794,9,10,281.2520751953125,29,STANDARD,0
R_A3,2018-07-03,284.9548645019531,0.0,41,1617.5662841796875,0.7994646430015564,10,11,284.9548645019531,29,STANDARD,0
R_A3,2018-07-03,286.047119140625,0.0,41,1619.750732421875,0.04969456419348717,11,12,286.047119140625,29,STANDARD,0
R_A3,2018-07-03,286.2020568847656,0.0,41,1622.0697021484375,0.053726401180028915,12,13,286.2020568847656,29,STANDARD,0
R_A3,2018-07-03,286.3574523925781,0.0,41,1624.388671875,0.37720391154289246,13,14,286.3574523925781,29,STANDARD,0
R_A3,2018-07-03,287.37255859375,0.0,41,1629.026611328125,0.5025157928466797,15,15,287.37255859375,29,STANDARD,0
R_A3,2018-07-03,287.5244445800781,0.0,41,1630.9468994140625,0.8144972324371338,16,16,287.5244445800781,29,STANDARD,0
R_A3,2018-07-03,286.4000549316406,0.0,41,1633.5262451171875,0.753333568572998,27,17,286.4000549316406,29,STANDARD,0
R_A3,2018-07-03,286.5237121582031,0.0,41,1637.1630859375,0.046350087970495224,28,18,286.5237121582031,29,STANDARD,0
R_A3,2018-07-03,286.76678466796875,0.0,41,1640.8001708984375,0.05246121436357498,29,19,286.76678466796875,29,STANDARD,0
R_A3,2018-07-03,294.9166564941406,0.0,41,1644.4371337890625,0.8054358959197998,30,20,294.9166564941406,29,STANDARD,0
R_A3,2018-07-03,287.2006530761719,0.0,41,1648.0740966796875,0.14033253490924835,31,21,287.2006530761719,29,STANDARD,0
R_A4,2018-09-12,279.51593017578125,0.0,52,1631.1873779296875,0.05162311717867851,1,1,279.51593017578125,30,STANDARD,0
R_A4,2018-09-12,279.2862548828125,0.0,52,1627.4293212890625,0.048735275864601135,1,2,279.2862548828125,31,STANDARD,0
R_A4,2018-09-12,279.42364501953125,0.0,52,1629.4896240234375,0.05217816308140755,2,3,279.42364501953125,31,STANDARD,0
R_A4,2018-09-12,279.56103515625,0.0,52,1631.5498046875,0.05334441736340523,3,4,279.56103515625,31,STANDARD,0
R_A4,2018-09-12,279.6983947753906,0.0,52,1633.610107421875,0.05304696038365364,4,5,279.6983947753906,31,STANDARD,0
R_A4,2018-09-12,279.6572570800781,0.0,52,1632.3968505859375,0.05640016123652458,4,6,279.6572570800781,32,STANDARD,0
R_A4,2018-09-12,279.8585510253906,0.0,51,1635.880615234375,0.05740009993314743,4,7,279.8585510253906,32,STANDARD,0
R_A4,2018-09-12,280.0010681152344,0.0,51,1637.321044921875,0.05874864384531975,4,8,280.0010681152344,33,STANDARD,0
R_A4,2018-09-12,279.87786865234375,0.0,51,1635.474609375,0.05663095414638519,3,9,279.87786865234375,33,STANDARD,0
R_A4,2018-09-12,280.255615234375,0.0,50,1642.1485595703125,0.06378602981567383,4,10,280.255615234375,33,STANDARD,0
R_A4,2018-09-12,280.2497253417969,0.0,50,1641.132080078125,0.06344723701477051,4,11,280.2497253417969,34,STANDARD,0
R_A4,2018-09-12,280.1213684082031,0.0,50,1639.20703125,0.09853547066450119,3,12,280.1213684082031,34,STANDARD,0
R_A4,2018-09-12,280.30181884765625,0.0,50,1640.9061279296875,0.09568396210670471,3,13,280.30181884765625,35,STANDARD,0
R_A4,2018-09-12,280.1775207519531,0.0,50,1639.0426025390625,0.16099098324775696,2,14,280.1775207519531,35,STANDARD,0
R_A4,2018-09-12,280.2813415527344,0.0,49,1641.93212890625,0.23775933682918549,2,15,280.2813415527344,35,STANDARD,0
R_A4,2018-09-12,279.3382568359375,0.0,49,1642.357421875,0.24179314076900482,30,16,279.3382568359375,36,STANDARD,0
R_A4,2018-09-12,279.07891845703125,0.0,48,1639.6068115234375,0.19916337728500366,30,17,279.07891845703125,36,STANDARD,0
R_A4,2018-09-12,279.6508483886719,0.0,48,1646.7513427734375,0.29594141244888306,30,18,279.6508483886719,37,STANDARD,0
R_A4,2018-09-12,280.2393798828125,0.0,48,1653.461669921875,0.7225973606109619,30,19,280.2393798828125,38,STANDARD,0
R_A4,2018-09-12,280.42291259765625,0.0,47,1657.8184814453125,0.6555048227310181,30,20,280.42291259765625,38,STANDARD,0
R_A6,2018-11-07,276.1307373046875,-6.666050192036515e-15,42,1695.20263671875,1.0,1,1,276.1307373046875,17,STANDARD,0
R_A6,2018-11-07,276.2785949707031,-8.753060070611424e-16,42,1696.7510986328125,1.0,2,2,276.2785949707031,17,STANDARD,0
R_A6,2018-11-07,276.42547607421875,-1.647248160052369e-15,42,1698.299560546875,1.0,3,3,276.42547607421875,17,STANDARD,0
R_A6,2018-11-07,276.5707092285156,-1.4854809607527954e-15,42,1699.84814453125,1.0,4,4,276.5707092285156,17,STANDARD,0
R_A6,2018-11-07,276.71429443359375,-2.031596242011704e-15,42,1701.3966064453125,1.0,5,5,276.71429443359375,17,STANDARD,0
R_A6,2018-11-07,276.8583068847656,-1.2386984070845292e-13,42,1702.9451904296875,1.0,6,6,276.8583068847656,17,STANDARD,0
R_A6,2018-11-07,276.7149658203125,-1.7495553616964088e-13,42,1704.49365234375,1.0,7,7,276.7149658203125,17,STANDARD,0
R_A6,2018-11-07,276.8622131347656,-1.2212557625335824e-13,42,1706.042236328125,1.0,8,8,276.8622131347656,17,STANDARD,0
R_A6,2018-11-07,277.3503723144531,-7.874966107543954e-15,42,1707.5906982421875,1.0,9,9,277.3503723144531,17,STANDARD,0
R_A6,2018-11-07,277.35931396484375,0.0,42,1709.1392822265625,1.0,10,10,277.35931396484375,17,STANDARD,0
R_A6,2018-11-07,277.6292419433594,-1.3888304568887566e-13,42,1711.055419921875,1.0,11,11,277.6292419433594,17,STANDARD,0
R_A6,2018-11-07,277.8559265136719,0.0,42,1713.3392333984375,1.0,12,12,277.8559265136719,17,STANDARD,0
R_A6,2018-11-07,278.1359558105469,-4.188040905283956e-15,42,1715.623046875,1.0,13,13,278.1359558105469,17,STANDARD,0
R_A6,2018-11-07,278.3523254394531,-3.082956194275081e-15,42,1717.9068603515625,1.0,14,14,278.3523254394531,17,STANDARD,0
R_A6,2018-11-07,278.5696716308594,-1.930107930645246e-15,42,1720.190673828125,1.0,15,15,278.5696716308594,17,STANDARD,0
R_A6,2018-11-07,278.93377685546875,-6.227435991399267e-16,42,1722.474365234375,1.0,16,16,278.93377685546875,17,STANDARD,0
R_A6,2018-11-07,279.1528015136719,-1.2942599906574665e-15,42,1724.7581787109375,1.0,17,17,279.1528015136719,17,STANDARD,0
