Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:57:15
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       275276699.52         49379316.23         39074814.83         24575354.82
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  275276699.52         49379316.23         39074814.83         24575354.82
MidReek    1                       214837736.57         40749109.91         32538507.04         20464469.49
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  214837736.57         40749109.91         32538507.04         20464469.49
LowerReek  1                       126624064.76         27127584.04         22453768.41         14121866.68
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  126624064.76         27127584.04         22453768.41         14121866.68
Totals     1                       616738500.85        117256010.19         94067090.28         59161690.98
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  616738500.85        117256010.19         94067090.28         59161690.98
