ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,298022929.4,46588377.87,35233327.35,22159325.02
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,208409983.93,39098656.45,30545010.85,19210698.32
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,137328462.33,27284217.77,21270418.47,13377621.45
LowerReek,2,0.0,0.0,0.0,0.0
