FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WATER_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATER_PORV,HCPV_GAS,HCPV_TOTAL
1,25392059.0,0,25392059.0,46739170.0,0.0,4672138885.0,4672138885.0,88669137.0,40500385.0,48168752.0,0.0,40500385.0
2,0.0,0,0.0,70480760.0,0.0,0.0,0.0,72647108.0,0.0,72647108.0,0.0,0.0
3,22332171.0,0,22332171.0,50624135.0,0.0,4109119410.0,4109119410.0,87783742.0,35614563.0,52169179.0,0.0,35614563.0
4,0.0,0,0.0,70900850.0,0.0,0.0,0.0,73075184.0,0.0,73075184.0,0.0,0.0
5,14588280.0,0,14588280.0,32988278.0,0.0,2684243493.0,2684243493.0,57258077.0,23263602.0,33994474.0,0.0,23263602.0
6,0.0,0,0.0,44973824.0,0.0,0.0,0.0,46350777.0,0.0,46350777.0,0.0,0.0
