Project name			: /project/fmu/tutorial/reek/resmod/ff/2019a/users/hakal/r001/rms/model/reek.rms11.0.1
Date				: 2019.11.13 14:22:58
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       298484642.31         52175980.47         40411774.24         25416209.79
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  298484642.31         52175980.47         40411774.24         25416209.79
MidReek    1                       228590822.64         44105739.19         35561336.88         22365620.34
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  228590822.64         44105739.19         35561336.88         22365620.34
LowerReek  1                       136423880.56         28433620.95         23246346.66         14620343.57
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  136423880.56         28433620.95         23246346.66         14620343.57
Totals     1                       663499345.50        124715340.61         99219457.79         62402173.70
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  663499345.50        124715340.61         99219457.79         62402173.70
