order,utm_x,utm_y,measured_depth,true_vertical_depth,zone,pressure,swat,sgas,soil,valid_zone,is_active,i,j,k,well,time,inactive_info,report_step,observed,error
0,460994.9,5933813.29,1697.9,1648.9,Valysar,298.8295593261719,0.05727986618876457,0.0,0.9427201338112354,True,True,21,29,2,R_A2,2018-03-01,,1,299.23,3.0
0,462753.44,5932869.64,1673.4,1624.4,Therys,298.08453369140625,0.05290312319993973,0.0,0.9470968768000604,True,True,28,40,11,R_A3,2018-07-03,,1,298.52,3.0
1,462753.44,5932869.64,1690.7,1641.7,Volon,286.8864440917969,0.048271525651216514,0.0,0.9517284743487836,True,True,28,40,27,R_A3,2018-07-03,,1,280.43,3.0
0,464008.82200000004,5931878.919,2578.7,1634.5379999999998,Valysar,,,,,True,False,31,50,3,R_A4,2018-09-12,"TRAJECTORY_POINT_NOT_IN_RFT (utm_x=464008.822, utm_y=5931878.919, measured_depth=2578.7)",1,288.6,3.0
1,464291.761,5932429.155,3197.5,1643.655,Volon,277.28225708007807,0.14277254045009613,0.0,0.8572274595499039,True,True,35,48,28,R_A4,2018-09-12,,1,282.13,3.0
0,461519.21,5935692.65,1737.8,1688.8,Valysar,285.6552429199219,0.9999999403953552,-3.601133391484268e-09,6.320577816687488e-08,True,True,30,19,3,R_A5,2018-04-28,,1,278.7,3.0
1,461519.21,5935692.65,1769.1,1720.1,Volon,287.32861328125,1.0,-6.707217420354183e-11,6.707217420354183e-11,True,True,30,20,26,R_A5,2018-04-28,,1,286.55,3.0
0,461292.74,5931883.26,1759.9,1710.9,Therys,280.80621337890625,0.9999999403953552,-1.6873283881224665e-09,6.129197316351309e-08,True,True,16,41,10,R_A6,2018-11-07,,1,280.85,3.0
1,461292.74,5931883.26,1777.4,1728.4,Volon,282.1712646484375,1.0,5.796141778341424e-12,-5.796141778341424e-12,True,True,16,41,25,R_A6,2018-11-07,,1,286.41,3.0
