DATE,SWAT,WELLMODEL,CONKPOS,CONJPOS,SGAS,DEPTH,CONIDX,PRESSURE,DRAWDOWN,CONBPRES,CONIPOS,WELL
2018-09-12,0.06010821834206581,STANDARD,4,50,0.0,1642.3515625,11,278.62860107421875,0,278.62860107421875,33,R_A4
2018-09-12,0.05895010381937027,STANDARD,4,50,0.0,1641.21875,12,278.50726318359375,0,278.50726318359375,34,R_A4
2018-09-12,0.05987938120961189,STANDARD,3,50,0.0,1639.3826904296875,13,278.384765625,0,278.384765625,34,R_A4
2018-09-12,0.05976245552301407,STANDARD,3,50,0.0,1642.36083984375,14,278.45550537109375,0,278.45550537109375,35,R_A4
2018-09-12,0.2551002502441406,STANDARD,2,50,0.0,1640.627197265625,15,278.3397216796875,0,278.3397216796875,35,R_A4
2018-09-12,0.22452257573604584,STANDARD,1,50,0.0,1638.8935546875,16,278.1106872558594,0,278.1106872558594,35,R_A4
2018-09-12,0.2314758598804474,STANDARD,1,49,0.0,1644.4599609375,17,278.42279052734375,0,278.42279052734375,35,R_A4
2018-09-12,0.05817423760890961,STANDARD,28,49,0.0,1643.2418212890625,18,277.1891784667969,0,277.1891784667969,36,R_A4
2018-09-12,0.05209524184465408,STANDARD,28,48,0.0,1641.3511962890625,19,276.7169494628906,0,276.7169494628906,36,R_A4
2018-09-12,0.06164556369185448,STANDARD,28,48,0.0,1646.6739501953125,20,277.3106384277344,0,277.3106384277344,37,R_A4
2018-09-12,0.23685508966445923,STANDARD,28,48,0.0,1649.101318359375,21,277.8306579589844,0,277.8306579589844,38,R_A4
2018-09-12,0.15759798884391785,STANDARD,29,48,0.0,1654.884765625,22,278.21356201171875,0,278.21356201171875,38,R_A4
2018-09-12,0.1410205215215683,STANDARD,29,47,0.0,1657.9908447265625,23,278.0477600097656,0,278.0477600097656,38,R_A4
