Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:52:41
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       269877301.89         46905749.28         36518114.02         22967366.94
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  269877301.89         46905749.28         36518114.02         22967366.94
MidReek    1                       202657605.89         39603568.19         31550488.85         19843074.41
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  202657605.89         39603568.19         31550488.85         19843074.41
LowerReek  1                       129623116.29         26916890.95         21966891.16         13815654.59
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  129623116.29         26916890.95         21966891.16         13815654.59
Totals     1                       602158024.08        113426208.43         90035494.03         56626095.93
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  602158024.08        113426208.43         90035494.03         56626095.93
