ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,Region_1,278348197.37,41165741.85,29726933.2,18696184.09
UpperReek,Region_2,0.0,0.0,0.0,0.0
MidReek,Region_1,218153773.81,37038734.73,27744899.51,17449622.04
MidReek,Region_2,0.0,0.0,0.0,0.0
LowerReek,Region_1,133939098.04,27587311.32,22225999.61,13978615.88
LowerReek,Region_2,0.0,0.0,0.0,0.0
