Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:53:31
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       273628940.48         48384661.65         37627373.65         23665014.49
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  273628940.48         48384661.65         37627373.65         23665014.49
MidReek    1                       207765791.28         41945591.53         33836594.58         21280876.74
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  207765791.28         41945591.53         33836594.58         21280876.74
LowerReek  1                       125055882.15         25523269.69         20738860.21         13043308.11
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  125055882.15         25523269.69         20738860.21         13043308.11
Totals     1                       606450613.91        115853522.87         92202828.44         57989199.35
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  606450613.91        115853522.87         92202828.44         57989199.35
