DRAWDOWN,DEPTH,DATE,CONKPOS,CONIDX,CONIPOS,SWAT,WELLMODEL,WELL,PRESSURE,CONBPRES,CONJPOS,SGAS
0,1643.017822265625,2018-01-01,28,20,36,0.049650177359580994,STANDARD,R_A4,300.9183654785156,300.9183654785156,48,0.0
0,1648.5989990234375,2018-01-01,28,21,37,0.19303132593631744,STANDARD,R_A4,301.2926330566406,301.2926330566406,48,0.0
0,1651.5035400390625,2018-01-01,28,22,38,0.23606471717357635,STANDARD,R_A4,301.4874267578125,301.4874267578125,48,0.0
0,1659.27392578125,2018-01-01,28,23,38,0.6481541991233826,STANDARD,R_A4,302.0085754394531,302.0085754394531,47,0.0
0,1685.2169189453125,2018-01-01,1,1,31,1.0,STANDARD,R_A5,303.86212158203125,303.86212158203125,20,0.0
0,1687.291748046875,2018-01-01,2,2,31,1.0,STANDARD,R_A5,304.0587463378906,304.0587463378906,20,0.0
0,1689.3665771484375,2018-01-01,3,3,31,1.0,STANDARD,R_A5,304.25537109375,304.25537109375,20,0.0
0,1691.44140625,2018-01-01,4,4,31,1.0,STANDARD,R_A5,304.4519958496094,304.4519958496094,20,0.0
0,1693.5162353515625,2018-01-01,5,5,31,1.0,STANDARD,R_A5,304.6485900878906,304.6485900878906,20,0.0
0,1695.591064453125,2018-01-01,6,6,31,1.0,STANDARD,R_A5,304.8452453613281,304.8452453613281,20,0.0
0,1697.666015625,2018-01-01,7,7,31,1.0,STANDARD,R_A5,305.34765625,305.34765625,20,0.0
0,1699.74072265625,2018-01-01,8,8,31,1.0,STANDARD,R_A5,305.5442810058594,305.5442810058594,20,0.0
0,1696.531494140625,2018-01-01,9,9,31,1.0,STANDARD,R_A5,305.2401428222656,305.2401428222656,21,0.0
0,1698.8216552734375,2018-01-01,10,10,31,1.0,STANDARD,R_A5,305.4571838378906,305.4571838378906,21,0.0
0,1700.978515625,2018-01-01,11,11,31,1.0,STANDARD,R_A5,305.35589599609375,305.35589599609375,21,0.0
0,1703.0018310546875,2018-01-01,12,12,31,1.0,STANDARD,R_A5,305.54766845703125,305.54766845703125,21,0.0
0,1705.0252685546875,2018-01-01,13,13,31,1.0,STANDARD,R_A5,305.7513732910156,305.7513732910156,21,0.0
0,1707.048583984375,2018-01-01,14,14,31,1.0,STANDARD,R_A5,305.9431457519531,305.9431457519531,21,0.0
0,1709.072021484375,2018-01-01,15,15,31,1.0,STANDARD,R_A5,306.1348876953125,306.1348876953125,21,0.0
0,1711.0953369140625,2018-01-01,16,16,31,1.0,STANDARD,R_A5,306.4716491699219,306.4716491699219,21,0.0
0,1713.1103515625,2018-01-01,17,17,31,1.0,STANDARD,R_A5,306.6626281738281,306.6626281738281,21,0.0
0,1714.4542236328125,2018-01-01,18,18,31,1.0,STANDARD,R_A5,306.78997802734375,306.78997802734375,21,0.0
0,1714.9671630859375,2018-01-01,19,19,31,1.0,STANDARD,R_A5,306.8385925292969,306.8385925292969,21,0.0
0,1716.238037109375,2018-01-01,25,20,31,1.0,STANDARD,R_A5,306.80194091796875,306.80194091796875,21,0.0
0,1718.4349365234375,2018-01-01,26,21,31,1.0,STANDARD,R_A5,307.0101623535156,307.0101623535156,21,0.0
0,1720.6318359375,2018-01-01,27,22,31,1.0,STANDARD,R_A5,307.524169921875,307.524169921875,21,0.0
0,1722.8287353515625,2018-01-01,28,23,31,1.0,STANDARD,R_A5,307.73236083984375,307.73236083984375,21,0.0
0,1725.025634765625,2018-01-01,29,24,31,1.0,STANDARD,R_A5,307.9405822753906,307.9405822753906,21,0.0
0,1694.873291015625,2018-01-01,1,1,17,1.0,STANDARD,R_A6,305.0830078125,305.0830078125,42,0.0
0,1696.416015625,2018-01-01,2,2,17,1.0,STANDARD,R_A6,305.22918701171875,305.22918701171875,42,0.0
0,1697.958740234375,2018-01-01,3,3,17,1.0,STANDARD,R_A6,305.3753967285156,305.3753967285156,42,0.0
0,1699.5013427734375,2018-01-01,4,4,17,1.0,STANDARD,R_A6,305.5215759277344,305.5215759277344,42,0.0
0,1701.0440673828125,2018-01-01,5,5,17,1.0,STANDARD,R_A6,305.66778564453125,305.66778564453125,42,0.0
0,1702.5867919921875,2018-01-01,6,6,17,1.0,STANDARD,R_A6,305.8139953613281,305.8139953613281,42,0.0
0,1704.1295166015625,2018-01-01,7,7,17,1.0,STANDARD,R_A6,305.6611328125,305.6611328125,42,0.0
0,1705.672119140625,2018-01-01,8,8,17,1.0,STANDARD,R_A6,305.8073425292969,305.8073425292969,42,0.0
0,1707.21484375,2018-01-01,9,9,17,1.0,STANDARD,R_A6,306.2525939941406,306.2525939941406,42,0.0
0,1708.757568359375,2018-01-01,10,10,17,1.0,STANDARD,R_A6,306.0929870605469,306.0929870605469,42,0.0
0,1710.65625,2018-01-01,11,11,17,1.0,STANDARD,R_A6,306.2730712890625,306.2730712890625,42,0.0
0,1712.9110107421875,2018-01-01,12,12,17,1.0,STANDARD,R_A6,306.48675537109375,306.48675537109375,42,0.0
0,1715.165771484375,2018-01-01,13,13,17,1.0,STANDARD,R_A6,306.71240234375,306.71240234375,42,0.0
0,1717.4205322265625,2018-01-01,14,14,17,1.0,STANDARD,R_A6,306.9261169433594,306.9261169433594,42,0.0
0,1719.67529296875,2018-01-01,15,15,17,1.0,STANDARD,R_A6,307.1398010253906,307.1398010253906,42,0.0
0,1721.9300537109375,2018-01-01,16,16,17,1.0,STANDARD,R_A6,307.4985046386719,307.4985046386719,42,0.0
0,1724.184814453125,2018-01-01,17,17,17,1.0,STANDARD,R_A6,307.71221923828125,307.71221923828125,42,0.0
0,1725.8668212890625,2018-01-01,18,18,17,1.0,STANDARD,R_A6,307.87164306640625,307.87164306640625,42,0.0
0,1727.279052734375,2018-01-01,25,19,17,1.0,STANDARD,R_A6,307.848388671875,307.848388671875,42,0.0
0,1728.993896484375,2018-01-01,26,20,17,1.0,STANDARD,R_A6,308.31671142578125,308.31671142578125,42,0.0
0,1730.7088623046875,2018-01-01,27,21,17,1.0,STANDARD,R_A6,308.479248046875,308.479248046875,42,0.0
0,1732.423828125,2018-01-01,28,22,17,1.0,STANDARD,R_A6,308.64178466796875,308.64178466796875,42,0.0
0,1734.1387939453125,2018-01-01,29,23,17,1.0,STANDARD,R_A6,308.49853515625,308.49853515625,42,0.0
0,1641.114501953125,2018-03-01,1,1,22,0.053139928728342056,STANDARD,R_A2,298.39215087890625,298.39215087890625,30,0.0
0,1642.857666015625,2018-03-01,2,2,22,0.0561184287071228,STANDARD,R_A2,298.50897216796875,298.50897216796875,30,0.0
0,1644.600830078125,2018-03-01,3,3,22,0.059477757662534714,STANDARD,R_A2,298.6258544921875,298.6258544921875,30,0.0
0,1646.343994140625,2018-03-01,4,4,22,0.06287248432636261,STANDARD,R_A2,298.7427673339844,298.7427673339844,30,0.0
0,1648.087158203125,2018-03-01,5,5,22,0.06695318967103958,STANDARD,R_A2,298.8596496582031,298.8596496582031,30,0.0
0,1649.830322265625,2018-03-01,6,6,22,0.6955171823501587,STANDARD,R_A2,299.042724609375,299.042724609375,30,0.0
0,1651.573486328125,2018-03-01,7,7,22,0.8798647522926331,STANDARD,R_A2,299.2917175292969,299.2917175292969,30,0.0
0,1653.316650390625,2018-03-01,8,8,22,0.6483533382415771,STANDARD,R_A2,299.4510498046875,299.4510498046875,30,0.0
0,1655.0596923828125,2018-03-01,9,9,22,0.6483378410339355,STANDARD,R_A2,299.7221374511719,299.7221374511719,30,0.0
0,1656.8028564453125,2018-03-01,10,10,22,0.8855870962142944,STANDARD,R_A2,299.95050048828125,299.95050048828125,30,0.0
0,1658.6932373046875,2018-03-01,11,11,22,0.06817559152841568,STANDARD,R_A2,299.6981506347656,299.6981506347656,30,0.0
0,1660.730712890625,2018-03-01,12,12,22,0.06991853564977646,STANDARD,R_A2,299.82489013671875,299.82489013671875,30,0.0
0,1662.7681884765625,2018-03-01,13,13,22,0.4327006936073303,STANDARD,R_A2,300.0555419921875,300.0555419921875,30,0.0
0,1664.8056640625,2018-03-01,14,14,22,0.46773090958595276,STANDARD,R_A2,300.1932067871094,300.1932067871094,30,0.0
0,1666.8431396484375,2018-03-01,15,15,22,0.9027852416038513,STANDARD,R_A2,300.3353271484375,300.3353271484375,30,0.0
0,1668.880615234375,2018-03-01,16,16,22,0.9308125972747803,STANDARD,R_A2,300.47735595703125,300.47735595703125,30,0.0
0,1670.9180908203125,2018-03-01,17,17,22,0.8659992814064026,STANDARD,R_A2,300.6180725097656,300.6180725097656,30,0.0
0,1674.291015625,2018-03-01,17,18,22,0.9224753379821777,STANDARD,R_A2,300.811767578125,300.811767578125,29,0.0
0,1676.1661376953125,2018-03-01,18,19,22,0.9868701100349426,STANDARD,R_A2,300.9374084472656,300.9374084472656,29,0.0
0,1677.9029541015625,2018-03-01,25,20,22,1.0,STANDARD,R_A2,302.923095703125,302.923095703125,29,-6.347717490529092e-11
0,1679.651123046875,2018-03-01,26,21,22,0.8227781653404236,STANDARD,R_A2,302.8258972167969,302.8258972167969,29,0.0
0,1681.3992919921875,2018-03-01,27,22,22,1.0,STANDARD,R_A2,303.6684875488281,303.6684875488281,29,-9.977601308775981e-16
0,1683.1474609375,2018-03-01,28,23,22,1.0,STANDARD,R_A2,303.9440612792969,303.9440612792969,29,-2.973457015870406e-16
0,1684.895751953125,2018-03-01,29,24,22,1.0,STANDARD,R_A2,304.108154296875,304.108154296875,29,-2.0061895734621062e-14
0,1685.2169189453125,2018-04-28,1,1,31,1.0,STANDARD,R_A5,283.90582275390625,283.90582275390625,20,-1.0220160273632928e-09
0,1687.291748046875,2018-04-28,2,2,31,1.0,STANDARD,R_A5,284.1022033691406,284.1022033691406,20,-1.0401636219015131e-09
0,1689.3665771484375,2018-04-28,3,3,31,1.0,STANDARD,R_A5,284.29852294921875,284.29852294921875,20,-1.0431088215412387e-09
0,1691.44140625,2018-04-28,4,4,31,1.0,STANDARD,R_A5,284.4949645996094,284.4949645996094,20,-1.1178310499460054e-09
0,1693.5162353515625,2018-04-28,5,5,31,1.0,STANDARD,R_A5,284.6912841796875,284.6912841796875,20,-6.903741467390034e-10
0,1695.591064453125,2018-04-28,6,6,31,1.0,STANDARD,R_A5,284.8879699707031,284.8879699707031,20,-8.658225802982145e-10
0,1697.666015625,2018-04-28,7,7,31,1.0,STANDARD,R_A5,285.4173583984375,285.4173583984375,20,-6.250959819209534e-12
0,1699.74072265625,2018-04-28,8,8,31,1.0,STANDARD,R_A5,285.65911865234375,285.65911865234375,20,-1.1821813493406719e-11
0,1696.531494140625,2018-04-28,9,9,31,1.0,STANDARD,R_A5,284.7679138183594,284.7679138183594,21,-5.895853250059702e-11
0,1698.8216552734375,2018-04-28,10,10,31,1.0,STANDARD,R_A5,284.76324462890625,284.76324462890625,21,-6.476915791892024e-12
0,1700.978515625,2018-04-28,11,11,31,1.0,STANDARD,R_A5,276.6127624511719,276.6127624511719,21,-2.4724632063932717e-11
0,1703.0018310546875,2018-04-28,12,12,31,1.0,STANDARD,R_A5,276.8470458984375,276.8470458984375,21,-4.4302925911177127e-11
0,1705.0252685546875,2018-04-28,13,13,31,1.0,STANDARD,R_A5,277.0503234863281,277.0503234863281,21,-1.4131281865156775e-12
0,1707.048583984375,2018-04-28,14,14,31,1.0,STANDARD,R_A5,277.2415466308594,277.2415466308594,21,-1.6000691440212766e-12
0,1709.072021484375,2018-04-28,15,15,31,1.0,STANDARD,R_A5,277.4350280761719,277.4350280761719,21,-1.4189395101601998e-12
0,1711.0953369140625,2018-04-28,16,16,31,1.0,STANDARD,R_A5,277.77911376953125,277.77911376953125,21,-1.3931576432844178e-13
0,1713.1103515625,2018-04-28,17,17,31,1.0,STANDARD,R_A5,277.9786376953125,277.9786376953125,21,-1.9710210026613328e-13
0,1714.4542236328125,2018-04-28,18,18,31,1.0,STANDARD,R_A5,278.1083984375,278.1083984375,21,-4.313629802746993e-14
0,1714.9671630859375,2018-04-28,19,19,31,1.0,STANDARD,R_A5,278.1578674316406,278.1578674316406,21,0.0
0,1716.238037109375,2018-04-28,25,20,31,1.0,STANDARD,R_A5,284.4967346191406,284.4967346191406,21,-3.0603591763631727e-14
0,1718.4349365234375,2018-04-28,26,21,31,1.0,STANDARD,R_A5,284.7427062988281,284.7427062988281,21,-3.209310597764199e-14
0,1720.6318359375,2018-04-28,27,22,31,1.0,STANDARD,R_A5,288.4786071777344,288.4786071777344,21,-2.6093953644675112e-20
0,1722.8287353515625,2018-04-28,28,23,31,1.0,STANDARD,R_A5,300.6393127441406,300.6393127441406,21,-7.862729365809075e-22
0,1725.025634765625,2018-04-28,29,24,31,1.0,STANDARD,R_A5,305.65594482421875,305.65594482421875,21,-5.565739091457642e-24
0,1609.5123291015625,2018-07-03,1,1,28,0.6494495272636414,STANDARD,R_A3,278.22882080078125,278.22882080078125,41,0.0
0,1611.516845703125,2018-07-03,2,2,28,0.15410403907299042,STANDARD,R_A3,278.3575439453125,278.3575439453125,41,0.0
0,1613.5213623046875,2018-07-03,3,3,28,0.09674769639968872,STANDARD,R_A3,278.49114990234375,278.49114990234375,41,0.0
0,1603.212890625,2018-07-03,3,4,29,0.11858921498060226,STANDARD,R_A3,277.8094482421875,277.8094482421875,41,0.0
0,1605.362060546875,2018-07-03,4,5,29,0.12127529829740524,STANDARD,R_A3,277.9527587890625,277.9527587890625,41,0.0
0,1607.5111083984375,2018-07-03,5,6,29,0.22533948719501495,STANDARD,R_A3,278.0963134765625,278.0963134765625,41,0.0
0,1609.66015625,2018-07-03,6,7,29,0.24385802447795868,STANDARD,R_A3,278.24041748046875,278.24041748046875,41,0.0
0,1611.8092041015625,2018-07-03,7,8,29,0.23786886036396027,STANDARD,R_A3,278.3850402832031,278.3850402832031,41,0.0
0,1613.9583740234375,2018-07-03,8,9,29,0.24328289926052094,STANDARD,R_A3,278.5292663574219,278.5292663574219,41,0.0
0,1616.107421875,2018-07-03,9,10,29,0.8000791668891907,STANDARD,R_A3,278.7891845703125,278.7891845703125,41,0.0
0,1618.2564697265625,2018-07-03,10,11,29,0.7909209728240967,STANDARD,R_A3,281.8511047363281,281.8511047363281,41,0.0
0,1620.4525146484375,2018-07-03,11,12,29,0.04677862301468849,STANDARD,R_A3,296.9084777832031,296.9084777832031,41,0.0
0,1622.6954345703125,2018-07-03,12,13,29,0.05323341488838196,STANDARD,R_A3,297.0587463378906,297.0587463378906,41,0.0
0,1624.9384765625,2018-07-03,13,14,29,0.36532554030418396,STANDARD,R_A3,297.209228515625,297.209228515625,41,0.0
0,1627.181396484375,2018-07-03,14,15,29,0.19339022040367126,STANDARD,R_A3,297.4420166015625,297.4420166015625,41,0.0
0,1629.4244384765625,2018-07-03,15,16,29,0.4964669644832611,STANDARD,R_A3,297.7748107910156,297.7748107910156,41,0.0
0,1631.43310546875,2018-07-03,16,17,29,0.8005714416503906,STANDARD,R_A3,297.911865234375,297.911865234375,41,0.0
0,1634.2974853515625,2018-07-03,25,18,29,0.3549356162548065,STANDARD,R_A3,287.0653991699219,287.0653991699219,41,0.0
0,1637.90283203125,2018-07-03,26,19,29,0.045169487595558167,STANDARD,R_A3,287.26373291015625,287.26373291015625,41,0.0
0,1641.5081787109375,2018-07-03,27,20,29,0.05067333206534386,STANDARD,R_A3,287.5042724609375,287.5042724609375,41,0.0
0,1645.1134033203125,2018-07-03,28,21,29,0.19312554597854614,STANDARD,R_A3,287.7424011230469,287.7424011230469,41,0.0
0,1648.71875,2018-07-03,29,22,29,0.06185123696923256,STANDARD,R_A3,287.9772033691406,287.9772033691406,41,0.0
0,1632.23779296875,2018-09-12,1,1,30,0.04909561201930046,STANDARD,R_A4,278.47650146484375,278.47650146484375,52,0.0
0,1626.577392578125,2018-09-12,1,2,31,0.04823155328631401,STANDARD,R_A4,278.357177734375,278.357177734375,52,0.0
0,1628.6138916015625,2018-09-12,2,3,31,0.04938272386789322,STANDARD,R_A4,278.4927978515625,278.4927978515625,52,0.0
0,1630.6505126953125,2018-09-12,3,4,31,0.04978294298052788,STANDARD,R_A4,278.6283264160156,278.6283264160156,52,0.0
0,1632.6871337890625,2018-09-12,4,5,31,0.05313487723469734,STANDARD,R_A4,278.76385498046875,278.76385498046875,52,0.0
0,1634.7236328125,2018-09-12,5,6,31,0.054338544607162476,STANDARD,R_A4,278.8995056152344,278.8995056152344,52,0.0
0,1632.849365234375,2018-09-12,5,7,32,0.09116806089878082,STANDARD,R_A4,278.99334716796875,278.99334716796875,52,0.0
0,1636.50439453125,2018-09-12,5,8,32,0.15595410764217377,STANDARD,R_A4,279.1136169433594,279.1136169433594,51,0.0
0,1634.664794921875,2018-09-12,4,9,32,0.056352559477090836,STANDARD,R_A4,278.9908752441406,278.9908752441406,51,0.0
0,1635.6788330078125,2018-09-12,4,10,33,0.055285997688770294,STANDARD,R_A4,279.275634765625,279.275634765625,51,0.0
0,1637.513916015625,2018-09-12,5,11,33,0.09697334468364716,STANDARD,R_A4,279.3979797363281,279.3979797363281,51,0.0
0,1641.8411865234375,2018-09-12,5,12,33,0.06111402437090874,STANDARD,R_A4,279.6170959472656,279.6170959472656,50,0.0
0,1641.3824462890625,2018-09-12,5,13,34,0.061615150421857834,STANDARD,R_A4,279.7577819824219,279.7577819824219,50,0.0
0,1639.5283203125,2018-09-12,4,14,34,0.06003027409315109,STANDARD,R_A4,279.6340637207031,279.6340637207031,50,0.0
0,1640.8031005859375,2018-09-12,4,15,35,0.06145670637488365,STANDARD,R_A4,279.842041015625,279.842041015625,50,0.0
0,1639.0147705078125,2018-09-12,3,16,35,0.22403836250305176,STANDARD,R_A4,279.7227478027344,279.7227478027344,50,0.0
0,1642.86328125,2018-09-12,3,17,35,0.23243863880634308,STANDARD,R_A4,279.9178161621094,279.9178161621094,49,0.0
0,1641.08056640625,2018-09-12,2,18,35,0.22950001060962677,STANDARD,R_A4,279.799072265625,279.799072265625,49,0.0
0,1643.2548828125,2018-09-12,28,19,36,0.23035965859889984,STANDARD,R_A4,277.0072937011719,277.0072937011719,49,0.0
0,1643.017822265625,2018-09-12,28,20,36,0.06092264875769615,STANDARD,R_A4,276.2384033203125,276.2384033203125,48,0.0
0,1648.5989990234375,2018-09-12,28,21,37,0.19429026544094086,STANDARD,R_A4,277.26690673828125,277.26690673828125,48,0.0
0,1651.5035400390625,2018-09-12,28,22,38,0.21968741714954376,STANDARD,R_A4,277.9772033691406,277.9772033691406,48,0.0
0,1659.27392578125,2018-09-12,28,23,38,0.6781566143035889,STANDARD,R_A4,277.96209716796875,277.96209716796875,47,0.0
0,1694.873291015625,2018-11-07,1,1,17,1.0,STANDARD,R_A6,276.18353271484375,276.18353271484375,42,7.537435085802624e-12
0,1696.416015625,2018-11-07,2,2,17,1.0,STANDARD,R_A6,276.3359680175781,276.3359680175781,42,1.6310320065035522e-12
0,1697.958740234375,2018-11-07,3,3,17,1.0,STANDARD,R_A6,276.4925842285156,276.4925842285156,42,1.0035915241207727e-12
0,1699.5013427734375,2018-11-07,4,4,17,1.0,STANDARD,R_A6,276.65118408203125,276.65118408203125,42,5.546005278286859e-13
0,1701.0440673828125,2018-11-07,5,5,17,1.0,STANDARD,R_A6,276.8075256347656,276.8075256347656,42,4.4013951554580655e-13
0,1702.5867919921875,2018-11-07,6,6,17,1.0,STANDARD,R_A6,276.9582824707031,276.9582824707031,42,1.640997754348561e-11
