ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4908777,727634,468785,326907,46028571
Valysar,CentralSouth,60358268,10838759,7726395,5388002,758630762
Valysar,CentralNorth,33496707,5719089,4152224,2895553,407693942
Valysar,NorthHorst,4025607,544704,262794,161421,31622447
Valysar,CentralRamp,13747335,1886085,1169304,815415,114810366
Valysar,CentralHorst,83965845,13730625,10263731,7157414,1007763860
Valysar,EastLowland,288978,55631,12272,8558,1204916
Therys,WestLowland,2193689,431413,199090,138835,19548022
Therys,CentralSouth,8219316,1581476,886793,618405,87071447
Therys,CentralNorth,17576284,3614532,2055996,1433749,201871904
Therys,NorthHorst,6910232,978758,382847,235164,46068615
Therys,CentralRamp,6771661,1558475,1179891,822797,115849811
Therys,CentralHorst,27416911,6923232,5293027,3691093,519705885
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,252999,48404,24554,17123,2410856
Volon,CentralSouth,26486060,4923362,3381819,2358312,332050303
Volon,CentralNorth,4038314,549701,241760,168591,23737643
Volon,NorthHorst,4982967,906201,676600,415602,81416397
Volon,CentralRamp,11700895,2154649,1608668,1121804,157950071
Volon,CentralHorst,77883766,14300150,11114777,7750891,1091325446
Volon,EastLowland,0,0,0,0,0
