ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4036813,704070,422519,294643,41485798,0,0,0,0,0
Valysar,CentralSouth,68764834,13073302,9427922,6574562,925698384,0,0,0,0,0
Valysar,CentralNorth,37684030,7341275,5849563,4079193,574350428,0,0,0,0,0
Valysar,NorthHorst,4472400,591434,304269,186898,36613258,21413001,2860456,2097376,487761771,74628
Valysar,CentralRamp,13835632,2493556,1874851,1307427,184085793,0,0,0,0,0
Valysar,CentralHorst,86983715,15978665,12573954,8768448,1234597513,0,0,0,0,0
Valysar,EastLowland,30610,6802,1692,1180,166097,0,0,0,0,0
Therys,WestLowland,1680949,324621,143008,99727,14041537,0,0,0,0,0
Therys,CentralSouth,11296491,2741021,1866848,1301847,183300016,0,0,0,0,0
Therys,CentralNorth,23559738,4749025,2887529,2013619,283517526,0,0,0,0,0
Therys,NorthHorst,6149247,891329,347475,213437,41812290,14372420,2530217,1618849,376476390,57601
Therys,CentralRamp,6478129,1332864,989671,690147,97172712,0,0,0,0,0
Therys,CentralHorst,27262316,6412224,5086685,3547200,499445841,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,229509,36031,14011,9771,1375711,0,0,0,0,0
Volon,CentralSouth,40549966,7143913,5117076,3568393,502429788,0,0,0,0,0
Volon,CentralNorth,10839543,1607440,931474,649563,91458495,0,0,0,0,0
Volon,NorthHorst,4910134,941663,717139,440503,86294523,2614932,511244,446042,103730749,15871
Volon,CentralRamp,13400154,2354481,1809615,1261935,177680435,0,0,0,0,0
Volon,CentralHorst,82289383,14276585,11201261,7811200,1099817031,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
