DATE,WELLMODEL,CONJPOS,SWAT,DRAWDOWN,CONBPRES,WELL,CONIDX,CONKPOS,SGAS,PRESSURE,CONIPOS,DEPTH
2018-01-01,STANDARD,30,0.05362379923462868,0,300.7694396972656,R_A2,1,1,0.0,300.7694396972656,22,1640.54150390625
2018-01-01,STANDARD,30,0.05554184317588806,0,300.8848876953125,R_A2,2,2,0.0,300.8848876953125,22,1642.262939453125
2018-01-01,STANDARD,30,0.058018531650304794,0,301.00030517578125,R_A2,3,3,0.0,301.00030517578125,22,1643.984375
2018-01-01,STANDARD,30,0.06283068656921387,0,301.1157531738281,R_A2,4,4,0.0,301.1157531738281,22,1645.705810546875
2018-01-01,STANDARD,30,0.10371742397546768,0,301.231201171875,R_A2,5,5,0.0,301.231201171875,22,1647.4273681640625
2018-01-01,STANDARD,30,0.29745805263519287,0,301.3466491699219,R_A2,6,6,0.0,301.3466491699219,22,1649.1488037109375
2018-01-01,STANDARD,30,0.163615420460701,0,301.46209716796875,R_A2,7,7,0.0,301.46209716796875,22,1650.870361328125
2018-01-01,STANDARD,30,0.6481541991233826,0,301.5775451660156,R_A2,8,8,0.0,301.5775451660156,22,1652.591796875
2018-01-01,STANDARD,30,0.221995010972023,0,301.6929931640625,R_A2,9,9,0.0,301.6929931640625,22,1654.313232421875
2018-01-01,STANDARD,30,0.8961368203163147,0,301.8084716796875,R_A2,10,10,0.0,301.8084716796875,22,1656.03466796875
2018-01-01,STANDARD,30,0.06649702042341232,0,301.93365478515625,R_A2,11,11,0.0,301.93365478515625,22,1657.901123046875
2018-01-01,STANDARD,30,0.2230851948261261,0,302.06854248046875,R_A2,12,12,0.0,302.06854248046875,22,1659.9124755859375
2018-01-01,STANDARD,30,0.42163902521133423,0,302.2034606933594,R_A2,13,13,0.0,302.2034606933594,22,1661.923828125
2018-01-01,STANDARD,30,0.4710521996021271,0,302.3384094238281,R_A2,14,14,0.0,302.3384094238281,22,1663.9351806640625
2018-01-01,STANDARD,30,0.8954693078994751,0,302.47332763671875,R_A2,15,15,0.0,302.47332763671875,22,1665.946533203125
2018-01-01,STANDARD,30,0.8899613618850708,0,302.6082458496094,R_A2,16,16,0.0,302.6082458496094,22,1667.9578857421875
2018-01-01,STANDARD,29,0.9606093168258667,0,302.95355224609375,R_A2,17,16,0.0,302.95355224609375,22,1673.10498046875
2018-01-01,STANDARD,29,0.9426188468933105,0,303.09735107421875,R_A2,18,17,0.0,303.09735107421875,22,1675.2484130859375
2018-01-01,STANDARD,29,0.9911653995513916,0,303.21533203125,R_A2,19,18,0.0,303.21533203125,22,1677.0068359375
2018-01-01,STANDARD,29,1.0,0,303.31964111328125,R_A2,20,25,0.0,303.31964111328125,22,1678.5614013671875
2018-01-01,STANDARD,29,1.0,0,303.4361267089844,R_A2,21,26,0.0,303.4361267089844,22,1680.2972412109375
2018-01-01,STANDARD,29,1.0,0,303.8662109375,R_A2,22,27,0.0,303.8662109375,22,1682.0330810546875
2018-01-01,STANDARD,29,1.0,0,304.03070068359375,R_A2,23,28,0.0,304.03070068359375,22,1683.7689208984375
2018-01-01,STANDARD,29,1.0,0,304.1951904296875,R_A2,24,29,0.0,304.1951904296875,22,1685.504638671875
2018-01-01,STANDARD,41,0.6481541991233826,0,298.8314514160156,R_A3,1,1,0.0,298.8314514160156,28,1611.6324462890625
2018-01-01,STANDARD,41,0.15030811727046967,0,298.9670104980469,R_A3,2,2,0.0,298.9670104980469,28,1613.65478515625
2018-01-01,STANDARD,41,0.11823459714651108,0,299.1025390625,R_A3,3,3,0.0,299.1025390625,28,1615.67724609375
2018-01-01,STANDARD,41,0.13496771454811096,0,299.23809814453125,R_A3,4,4,0.0,299.23809814453125,28,1617.69970703125
2018-01-01,STANDARD,41,0.16913849115371704,0,299.3736572265625,R_A3,5,5,0.0,299.3736572265625,28,1619.72216796875
2018-01-01,STANDARD,41,0.6481541991233826,0,298.5614929199219,R_A3,6,5,0.0,298.5614929199219,29,1607.6046142578125
2018-01-01,STANDARD,41,0.28090575337409973,0,298.6976318359375,R_A3,7,6,0.0,298.6976318359375,29,1609.6357421875
2018-01-01,STANDARD,41,0.19212467968463898,0,298.833740234375,R_A3,8,7,0.0,298.833740234375,29,1611.6668701171875
2018-01-01,STANDARD,41,0.19368065893650055,0,298.9698791503906,R_A3,9,8,0.0,298.9698791503906,29,1613.697998046875
2018-01-01,STANDARD,41,0.7871882319450378,0,299.10601806640625,R_A3,10,9,0.0,299.10601806640625,29,1615.7291259765625
2018-01-01,STANDARD,41,0.7960484027862549,0,299.2421569824219,R_A3,11,10,0.0,299.2421569824219,29,1617.76025390625
2018-01-01,STANDARD,41,0.04864072427153587,0,299.38861083984375,R_A3,12,11,0.0,299.38861083984375,29,1619.9451904296875
2018-01-01,STANDARD,41,0.053596850484609604,0,299.54541015625,R_A3,13,12,0.0,299.54541015625,29,1622.2841796875
2018-01-01,STANDARD,41,0.36585161089897156,0,299.70220947265625,R_A3,14,13,0.0,299.70220947265625,29,1624.6231689453125
2018-01-01,STANDARD,41,0.34126949310302734,0,299.8590087890625,R_A3,15,14,0.0,299.8590087890625,29,1626.962158203125
2018-01-01,STANDARD,41,0.601466715335846,0,300.0144958496094,R_A3,16,15,0.0,300.0144958496094,29,1629.28173828125
2018-01-01,STANDARD,41,0.7984001636505127,0,300.1228332519531,R_A3,17,16,0.0,300.1228332519531,29,1630.8974609375
2018-01-01,STANDARD,41,0.6481541991233826,0,300.27191162109375,R_A3,18,25,0.0,300.27191162109375,29,1633.1209716796875
2018-01-01,STANDARD,41,0.04305845871567726,0,300.5076599121094,R_A3,19,26,0.0,300.5076599121094,29,1636.6370849609375
2018-01-01,STANDARD,41,0.0494072251021862,0,300.743408203125,R_A3,20,27,0.0,300.743408203125,29,1640.153076171875
2018-01-01,STANDARD,41,0.6965782642364502,0,300.97918701171875,R_A3,21,28,0.0,300.97918701171875,29,1643.669189453125
2018-01-01,STANDARD,41,0.0601741224527359,0,301.2149658203125,R_A3,22,29,0.0,301.2149658203125,29,1647.185302734375
2018-01-01,STANDARD,52,0.0678277239203453,0,300.1817932128906,R_A4,1,1,0.0,300.1817932128906,30,1631.777099609375
2018-01-01,STANDARD,52,0.13097523152828217,0,299.8480224609375,R_A4,2,1,0.0,299.8480224609375,31,1626.798583984375
2018-01-01,STANDARD,52,0.1603899747133255,0,299.9885559082031,R_A4,3,2,0.0,299.9885559082031,31,1628.8946533203125
2018-01-01,STANDARD,52,0.050965312868356705,0,300.12908935546875,R_A4,4,3,0.0,300.12908935546875,31,1630.9906005859375
2018-01-01,STANDARD,52,0.05388285964727402,0,300.26959228515625,R_A4,5,4,0.0,300.26959228515625,31,1633.086669921875
2018-01-01,STANDARD,52,0.05358712747693062,0,300.2392578125,R_A4,6,4,0.0,300.2392578125,32,1632.6341552734375
2018-01-01,STANDARD,51,0.055472373962402344,0,300.4342956542969,R_A4,7,4,0.0,300.4342956542969,32,1635.543212890625
2018-01-01,STANDARD,51,0.05628642067313194,0,300.5535888671875,R_A4,8,4,0.0,300.5535888671875,33,1637.3221435546875
2018-01-01,STANDARD,51,0.05501887574791908,0,300.4280090332031,R_A4,9,3,0.0,300.4280090332031,33,1635.4490966796875
2018-01-01,STANDARD,50,0.05971046909689903,0,300.959716796875,R_A4,10,4,0.0,300.959716796875,33,1643.37890625
2018-01-01,STANDARD,50,0.060171231627464294,0,300.8265380859375,R_A4,11,4,0.0,300.8265380859375,34,1641.39306640625
2018-01-01,STANDARD,50,0.12196233123540878,0,300.7040710449219,R_A4,12,3,0.0,300.7040710449219,34,1639.5662841796875
2018-01-01,STANDARD,50,0.116701140999794,0,300.6432189941406,R_A4,13,3,0.0,300.6432189941406,35,1638.65869140625
2018-01-01,STANDARD,50,0.2190924882888794,0,300.5235900878906,R_A4,14,2,0.0,300.5235900878906,35,1636.8748779296875
2018-01-01,STANDARD,49,0.23264530301094055,0,301.0263671875,R_A4,15,2,0.0,301.0263671875,35,1644.3729248046875
2018-01-01,STANDARD,49,0.09161430597305298,0,301.0526428222656,R_A4,16,28,0.0,301.0526428222656,36,1644.764892578125
2018-01-01,STANDARD,48,0.20584797859191895,0,301.13763427734375,R_A4,17,28,0.0,301.13763427734375,36,1646.031982421875
2018-01-01,STANDARD,48,0.05802100524306297,0,301.4218444824219,R_A4,18,28,0.0,301.4218444824219,37,1650.27001953125
2018-01-01,STANDARD,48,0.09418446570634842,0,301.0495300292969,R_A4,19,27,0.0,301.0495300292969,37,1644.718505859375
2018-01-01,STANDARD,48,0.05428960546851158,0,301.3418273925781,R_A4,20,27,0.0,301.3418273925781,38,1649.076904296875
2018-01-01,STANDARD,47,0.06740745157003403,0,302.1053161621094,R_A4,21,27,0.0,302.1053161621094,38,1660.4603271484375
2018-01-01,STANDARD,20,1.0,0,303.8878479003906,R_A5,1,1,0.0,303.8878479003906,31,1685.4884033203125
2018-01-01,STANDARD,20,1.0,0,304.0970153808594,R_A5,2,2,0.0,304.0970153808594,31,1687.695556640625
2018-01-01,STANDARD,20,1.0,0,304.30615234375,R_A5,3,3,0.0,304.30615234375,31,1689.902587890625
2018-01-01,STANDARD,20,1.0,0,304.51531982421875,R_A5,4,4,0.0,304.51531982421875,31,1692.1097412109375
2018-01-01,STANDARD,20,1.0,0,304.7244873046875,R_A5,5,5,0.0,304.7244873046875,31,1694.31689453125
2018-01-01,STANDARD,20,1.0,0,304.9336242675781,R_A5,6,6,0.0,304.9336242675781,31,1696.52392578125
2018-01-01,STANDARD,20,1.0,0,305.4485778808594,R_A5,7,7,0.0,305.4485778808594,31,1698.73095703125
2018-01-01,STANDARD,20,1.0,0,305.6577453613281,R_A5,8,8,0.0,305.6577453613281,31,1700.9381103515625
2018-01-01,STANDARD,21,1.0,0,305.19085693359375,R_A5,9,9,0.0,305.19085693359375,31,1696.011474609375
2018-01-01,STANDARD,21,1.0,0,305.3184814453125,R_A5,10,11,0.0,305.3184814453125,31,1700.583740234375
2018-01-01,STANDARD,21,1.0,0,305.50604248046875,R_A5,11,12,0.0,305.50604248046875,31,1702.5626220703125
2018-01-01,STANDARD,21,1.0,0,305.7055358886719,R_A5,12,13,0.0,305.7055358886719,31,1704.54150390625
2018-01-01,STANDARD,21,1.0,0,305.89306640625,R_A5,13,14,0.0,305.89306640625,31,1706.5203857421875
2018-01-01,STANDARD,21,1.0,0,306.0805969238281,R_A5,14,15,0.0,306.0805969238281,31,1708.499267578125
2018-01-01,STANDARD,21,1.0,0,306.41314697265625,R_A5,15,16,0.0,306.41314697265625,31,1710.47802734375
2018-01-01,STANDARD,21,1.0,0,306.6007080078125,R_A5,16,17,0.0,306.6007080078125,31,1712.4569091796875
2018-01-01,STANDARD,21,1.0,0,306.76226806640625,R_A5,17,18,0.0,306.76226806640625,31,1714.1614990234375
2018-01-01,STANDARD,21,1.0,0,306.79345703125,R_A5,18,25,0.0,306.79345703125,31,1716.1483154296875
2018-01-01,STANDARD,21,1.0,0,307.0166931152344,R_A5,19,26,0.0,307.0166931152344,31,1718.5037841796875
2018-01-01,STANDARD,21,1.0,0,307.54571533203125,R_A5,20,27,0.0,307.54571533203125,31,1720.859130859375
2018-01-01,STANDARD,21,1.0,0,307.7689514160156,R_A5,21,28,0.0,307.7689514160156,31,1723.214599609375
2018-01-01,STANDARD,21,1.0,0,307.9921875,R_A5,22,29,0.0,307.9921875,31,1725.570068359375
2018-01-01,STANDARD,42,1.0,0,304.7583312988281,R_A6,1,1,0.0,304.7583312988281,17,1694.674072265625
2018-01-01,STANDARD,42,1.0,0,305.2100524902344,R_A6,2,2,0.0,305.2100524902344,17,1696.214111328125
2018-01-01,STANDARD,42,1.0,0,305.3559875488281,R_A6,3,3,0.0,305.3559875488281,17,1697.7540283203125
2018-01-01,STANDARD,42,1.0,0,305.501953125,R_A6,4,4,0.0,305.501953125,17,1699.2940673828125
2018-01-01,STANDARD,42,1.0,0,305.64788818359375,R_A6,5,5,0.0,305.64788818359375,17,1700.8341064453125
2018-01-01,STANDARD,42,1.0,0,305.7938537597656,R_A6,6,6,0.0,305.7938537597656,17,1702.374267578125
2018-01-01,STANDARD,42,1.0,0,305.6407470703125,R_A6,7,7,0.0,305.6407470703125,17,1703.914306640625
2018-01-01,STANDARD,42,1.0,0,305.78668212890625,R_A6,8,8,0.0,305.78668212890625,17,1705.454345703125
2018-01-01,STANDARD,42,1.0,0,306.231689453125,R_A6,9,9,0.0,306.231689453125,17,1706.994384765625
