DATE,WELLMODEL,CONJPOS,SWAT,DRAWDOWN,CONBPRES,WELL,CONIDX,CONKPOS,SGAS,PRESSURE,CONIPOS,DEPTH
2018-01-01,STANDARD,42,1.0,0,306.07183837890625,R_A6,10,10,0.0,306.07183837890625,17,1708.534423828125
2018-01-01,STANDARD,42,1.0,0,306.25518798828125,R_A6,11,11,0.0,306.25518798828125,17,1710.467529296875
2018-01-01,STANDARD,42,1.0,0,306.47564697265625,R_A6,12,12,0.0,306.47564697265625,17,1712.7939453125
2018-01-01,STANDARD,42,1.0,0,306.7080993652344,R_A6,13,13,0.0,306.7080993652344,17,1715.1202392578125
2018-01-01,STANDARD,42,1.0,0,306.9285583496094,R_A6,14,14,0.0,306.9285583496094,17,1717.446533203125
2018-01-01,STANDARD,42,1.0,0,307.1490478515625,R_A6,15,15,0.0,307.1490478515625,17,1719.7728271484375
2018-01-01,STANDARD,42,1.0,0,307.5145263671875,R_A6,16,16,0.0,307.5145263671875,17,1722.09912109375
2018-01-01,STANDARD,42,1.0,0,307.7350158691406,R_A6,17,17,0.0,307.7350158691406,17,1724.4254150390625
2018-01-01,STANDARD,42,1.0,0,307.87384033203125,R_A6,18,18,0.0,307.87384033203125,17,1725.89013671875
2018-01-01,STANDARD,42,1.0,0,307.82659912109375,R_A6,19,25,0.0,307.82659912109375,17,1727.049072265625
2018-01-01,STANDARD,42,1.0,0,308.294921875,R_A6,20,26,0.0,308.294921875,17,1728.7640380859375
2018-01-01,STANDARD,42,1.0,0,308.45745849609375,R_A6,21,27,0.0,308.45745849609375,17,1730.47900390625
2018-01-01,STANDARD,42,1.0,0,308.6199951171875,R_A6,22,28,0.0,308.6199951171875,17,1732.19384765625
2018-01-01,STANDARD,42,1.0,0,308.47674560546875,R_A6,23,29,0.0,308.47674560546875,17,1733.9088134765625
2018-03-01,STANDARD,30,0.05381216108798981,0,297.95794677734375,R_A2,1,1,0.0,297.95794677734375,22,1640.54150390625
2018-03-01,STANDARD,30,0.05574094131588936,0,298.0732421875,R_A2,2,2,0.0,298.0732421875,22,1642.262939453125
2018-03-01,STANDARD,30,0.05823579058051109,0,298.18853759765625,R_A2,3,3,0.0,298.18853759765625,22,1643.984375
2018-03-01,STANDARD,30,0.06350741535425186,0,298.3038635253906,R_A2,4,4,0.0,298.3038635253906,22,1645.705810546875
2018-03-01,STANDARD,30,0.10476461052894592,0,298.4193420410156,R_A2,5,5,0.0,298.4193420410156,22,1647.4273681640625
2018-03-01,STANDARD,30,0.29578086733818054,0,298.65643310546875,R_A2,6,6,0.0,298.65643310546875,22,1649.1488037109375
2018-03-01,STANDARD,30,0.16354863345623016,0,298.78680419921875,R_A2,7,7,0.0,298.78680419921875,22,1650.870361328125
2018-03-01,STANDARD,30,0.6483421325683594,0,298.9021911621094,R_A2,8,8,0.0,298.9021911621094,22,1652.591796875
2018-03-01,STANDARD,30,0.2222137302160263,0,299.01763916015625,R_A2,9,9,0.0,299.01763916015625,22,1654.313232421875
2018-03-01,STANDARD,30,0.895942747592926,0,299.493408203125,R_A2,10,10,0.0,299.493408203125,22,1656.03466796875
2018-03-01,STANDARD,30,0.06654036045074463,0,300.26068115234375,R_A2,11,11,0.0,300.26068115234375,22,1657.901123046875
2018-03-01,STANDARD,30,0.22324271500110626,0,300.45068359375,R_A2,12,12,0.0,300.45068359375,22,1659.9124755859375
2018-03-01,STANDARD,30,0.42166486382484436,0,300.772216796875,R_A2,13,13,0.0,300.772216796875,22,1661.923828125
2018-03-01,STANDARD,30,0.47105658054351807,0,300.9073181152344,R_A2,14,14,0.0,300.9073181152344,22,1663.9351806640625
2018-03-01,STANDARD,30,0.8954212665557861,0,301.0424499511719,R_A2,15,15,0.0,301.0424499511719,22,1665.946533203125
2018-03-01,STANDARD,30,0.8899132609367371,0,301.1771240234375,R_A2,16,16,0.0,301.1771240234375,22,1667.9578857421875
2018-03-01,STANDARD,29,0.9605913162231445,0,301.460205078125,R_A2,17,16,0.0,301.460205078125,22,1673.10498046875
2018-03-01,STANDARD,29,0.9425926208496094,0,301.6034851074219,R_A2,18,17,0.0,301.6034851074219,22,1675.2484130859375
2018-03-01,STANDARD,29,0.9911613464355469,0,301.7213439941406,R_A2,19,18,0.0,301.7213439941406,22,1677.0068359375
2018-03-01,STANDARD,29,1.0,0,303.2487487792969,R_A2,20,25,1.0154430942597637e-18,303.2487487792969,22,1678.5614013671875
2018-03-01,STANDARD,29,1.0,0,303.3141784667969,R_A2,21,26,-2.0519928811690846e-10,303.3141784667969,22,1680.2972412109375
2018-03-01,STANDARD,29,1.0,0,303.60003662109375,R_A2,22,27,-6.848163969762084e-16,303.60003662109375,22,1682.0330810546875
2018-03-01,STANDARD,29,1.0,0,303.3956298828125,R_A2,23,28,-1.4872004588115453e-14,303.3956298828125,22,1683.7689208984375
2018-03-01,STANDARD,29,0.9999998211860657,0,303.1533508300781,R_A2,24,29,-1.8551361335994443e-08,303.1533508300781,22,1685.504638671875
2018-04-28,STANDARD,20,0.9999999403953552,0,276.1700134277344,R_A5,1,1,-2.0733752492674284e-09,276.1700134277344,31,1685.4884033203125
2018-04-28,STANDARD,20,0.9999999403953552,0,276.3788757324219,R_A5,2,2,-2.008785360274601e-09,276.3788757324219,31,1687.695556640625
2018-04-28,STANDARD,20,0.9999999403953552,0,276.5877380371094,R_A5,3,3,-1.516041181481853e-09,276.5877380371094,31,1689.902587890625
2018-04-28,STANDARD,20,0.9999999403953552,0,276.7967834472656,R_A5,4,4,-2.4383903785007988e-09,276.7967834472656,31,1692.1097412109375
2018-04-28,STANDARD,20,0.9999999403953552,0,277.0057678222656,R_A5,5,5,-2.1031656416425903e-09,277.0057678222656,31,1694.31689453125
2018-04-28,STANDARD,20,0.9999999403953552,0,277.2145690917969,R_A5,6,6,-1.6003424141430855e-09,277.2145690917969,31,1696.52392578125
2018-04-28,STANDARD,20,1.0,0,277.74652099609375,R_A5,7,7,-8.787892288864008e-12,277.74652099609375,31,1698.73095703125
2018-04-28,STANDARD,20,1.0,0,278.49798583984375,R_A5,8,8,-1.6419475154516583e-11,278.49798583984375,31,1700.9381103515625
2018-04-28,STANDARD,21,1.0,0,277.5108337402344,R_A5,9,9,-3.2236416314113114e-10,277.5108337402344,31,1696.011474609375
2018-04-28,STANDARD,21,1.0,0,276.3096008300781,R_A5,10,11,-4.560184868607209e-11,276.3096008300781,31,1700.583740234375
2018-04-28,STANDARD,21,1.0,0,276.480712890625,R_A5,11,12,-2.8604920515595822e-11,276.480712890625,31,1702.5626220703125
2018-04-28,STANDARD,21,1.0,0,276.6828918457031,R_A5,12,13,-1.628813403597995e-11,276.6828918457031,31,1704.54150390625
2018-04-28,STANDARD,21,1.0,0,276.87493896484375,R_A5,13,14,-1.1322726783946635e-10,276.87493896484375,31,1706.5203857421875
2018-04-28,STANDARD,21,1.0,0,277.08404541015625,R_A5,14,15,-2.131376672376284e-11,277.08404541015625,31,1708.499267578125
2018-04-28,STANDARD,21,1.0,0,277.4363098144531,R_A5,15,16,-6.041312415605571e-12,277.4363098144531,31,1710.47802734375
2018-04-28,STANDARD,21,1.0,0,277.63751220703125,R_A5,16,17,-4.750914505552428e-12,277.63751220703125,31,1712.4569091796875
2018-04-28,STANDARD,21,1.0,0,277.8053894042969,R_A5,17,18,-9.69735489825263e-12,277.8053894042969,31,1714.1614990234375
2018-04-28,STANDARD,21,1.0,0,287.36846923828125,R_A5,18,25,-6.019661158429557e-11,287.36846923828125,31,1716.1483154296875
2018-04-28,STANDARD,21,1.0,0,287.5154724121094,R_A5,19,26,-2.55698916901137e-11,287.5154724121094,31,1718.5037841796875
2018-04-28,STANDARD,21,1.0,0,290.4557189941406,R_A5,20,27,-3.086142044008382e-17,290.4557189941406,31,1720.859130859375
2018-04-28,STANDARD,21,1.0,0,301.63525390625,R_A5,21,28,-2.2343000341088207e-18,301.63525390625,31,1723.214599609375
2018-04-28,STANDARD,21,1.0,0,306.0902099609375,R_A5,22,29,-2.1261442044635575e-19,306.0902099609375,31,1725.570068359375
2018-07-03,STANDARD,41,0.6493743658065796,0,280.39703369140625,R_A3,1,1,0.0,280.39703369140625,28,1611.6324462890625
2018-07-03,STANDARD,41,0.15062080323696136,0,280.52557373046875,R_A3,2,2,0.0,280.52557373046875,28,1613.65478515625
2018-07-03,STANDARD,41,0.11855831742286682,0,280.66046142578125,R_A3,3,3,0.0,280.66046142578125,28,1615.67724609375
2018-07-03,STANDARD,41,0.1353624314069748,0,280.79541015625,R_A3,4,4,0.0,280.79541015625,28,1617.69970703125
2018-07-03,STANDARD,41,0.1697445809841156,0,280.9303894042969,R_A3,5,5,0.0,280.9303894042969,28,1619.72216796875
2018-07-03,STANDARD,41,0.6498857736587524,0,280.0811462402344,R_A3,6,5,0.0,280.0811462402344,29,1607.6046142578125
2018-07-03,STANDARD,41,0.28226953744888306,0,280.23284912109375,R_A3,7,6,0.0,280.23284912109375,29,1609.6357421875
2018-07-03,STANDARD,41,0.1932789832353592,0,280.3681335449219,R_A3,8,7,0.0,280.3681335449219,29,1611.6668701171875
2018-07-03,STANDARD,41,0.19515906274318695,0,280.50360107421875,R_A3,9,8,0.0,280.50360107421875,29,1613.697998046875
2018-07-03,STANDARD,41,0.7860700488090515,0,280.7937927246094,R_A3,10,9,0.0,280.7937927246094,29,1615.7291259765625
2018-07-03,STANDARD,41,0.7687813639640808,0,283.1057434082031,R_A3,11,10,0.0,283.1057434082031,29,1617.76025390625
2018-07-03,STANDARD,41,0.04871586337685585,0,289.72198486328125,R_A3,12,11,0.0,289.72198486328125,29,1619.9451904296875
2018-07-03,STANDARD,41,0.053667426109313965,0,289.87841796875,R_A3,13,12,0.0,289.87841796875,29,1622.2841796875
2018-07-03,STANDARD,41,0.36614635586738586,0,290.0355529785156,R_A3,14,13,0.0,290.0355529785156,29,1624.6231689453125
2018-07-03,STANDARD,41,0.34151148796081543,0,290.3079528808594,R_A3,15,14,0.0,290.3079528808594,29,1626.962158203125
2018-07-03,STANDARD,41,0.6025117635726929,0,290.5045166015625,R_A3,16,15,0.0,290.5045166015625,29,1629.28173828125
2018-07-03,STANDARD,41,0.7979899048805237,0,290.640625,R_A3,17,16,0.0,290.640625,29,1630.8974609375
2018-07-03,STANDARD,41,0.6487401127815247,0,291.02191162109375,R_A3,18,25,0.0,291.02191162109375,29,1633.1209716796875
2018-07-03,STANDARD,41,0.04316096752882004,0,286.0747375488281,R_A3,19,26,0.0,286.0747375488281,29,1636.6370849609375
2018-07-03,STANDARD,41,0.049513619393110275,0,286.30975341796875,R_A3,20,27,0.0,286.30975341796875,29,1640.153076171875
2018-07-03,STANDARD,41,0.6977198123931885,0,286.5704650878906,R_A3,21,28,0.0,286.5704650878906,29,1643.669189453125
2018-07-03,STANDARD,41,0.06434119492769241,0,286.61212158203125,R_A3,22,29,0.0,286.61212158203125,29,1647.185302734375
2018-09-12,STANDARD,52,0.06794171780347824,0,277.7061767578125,R_A4,1,1,0.0,277.7061767578125,30,1631.777099609375
2018-09-12,STANDARD,52,0.13130059838294983,0,277.4767150878906,R_A4,2,1,0.0,277.4767150878906,31,1626.798583984375
2018-09-12,STANDARD,52,0.16068653762340546,0,277.61639404296875,R_A4,3,2,0.0,277.61639404296875,31,1628.8946533203125
2018-09-12,STANDARD,52,0.05109603703022003,0,277.75604248046875,R_A4,4,3,0.0,277.75604248046875,31,1630.9906005859375
2018-09-12,STANDARD,52,0.05400689318776131,0,277.895751953125,R_A4,5,4,0.0,277.895751953125,31,1633.086669921875
2018-09-12,STANDARD,52,0.05372392386198044,0,278.0038757324219,R_A4,6,4,0.0,278.0038757324219,32,1632.6341552734375
2018-09-12,STANDARD,51,0.055607523769140244,0,278.0954284667969,R_A4,7,4,0.0,278.0954284667969,32,1635.543212890625
2018-09-12,STANDARD,51,0.05632876232266426,0,278.3741760253906,R_A4,8,4,0.0,278.3741760253906,33,1637.3221435546875
2018-09-12,STANDARD,51,0.055058322846889496,0,278.24932861328125,R_A4,9,3,0.0,278.24932861328125,33,1635.4490966796875
2018-09-12,STANDARD,50,0.059831272810697556,0,278.6736755371094,R_A4,10,4,0.0,278.6736755371094,33,1643.37890625
2018-09-12,STANDARD,50,0.0603133961558342,0,278.7177734375,R_A4,11,4,0.0,278.7177734375,34,1641.39306640625
2018-09-12,STANDARD,50,0.1224883496761322,0,278.59619140625,R_A4,12,3,0.0,278.59619140625,34,1639.5662841796875
2018-09-12,STANDARD,50,0.11697547137737274,0,278.6780090332031,R_A4,13,3,0.0,278.6780090332031,35,1638.65869140625
2018-09-12,STANDARD,50,0.21953819692134857,0,278.5592041015625,R_A4,14,2,0.0,278.5592041015625,35,1636.8748779296875
2018-09-12,STANDARD,49,0.2328760027885437,0,278.9882507324219,R_A4,15,2,0.0,278.9882507324219,35,1644.3729248046875
2018-09-12,STANDARD,49,0.0916949212551117,0,279.3846130371094,R_A4,16,28,0.0,279.3846130371094,36,1644.764892578125
2018-09-12,STANDARD,48,0.20816542208194733,0,279.3216552734375,R_A4,17,28,0.0,279.3216552734375,36,1646.031982421875
2018-09-12,STANDARD,48,0.0578191801905632,0,279.77911376953125,R_A4,18,28,0.0,279.77911376953125,37,1650.27001953125
2018-09-12,STANDARD,48,0.0939285159111023,0,279.40838623046875,R_A4,19,27,0.0,279.40838623046875,37,1644.718505859375
2018-09-12,STANDARD,48,0.05517376959323883,0,279.825439453125,R_A4,20,27,0.0,279.825439453125,38,1649.076904296875
2018-09-12,STANDARD,47,0.0703076422214508,0,280.4748840332031,R_A4,21,27,0.0,280.4748840332031,38,1660.4603271484375
2018-11-07,STANDARD,42,1.0,0,275.355712890625,R_A6,1,1,-4.904032735453256e-10,275.355712890625,17,1694.674072265625
2018-11-07,STANDARD,42,1.0,0,275.8226013183594,R_A6,2,2,-2.0206349614360075e-12,275.8226013183594,17,1696.214111328125
2018-11-07,STANDARD,42,1.0,0,276.0038757324219,R_A6,3,3,-6.734597146444699e-13,276.0038757324219,17,1697.7540283203125
2018-11-07,STANDARD,42,1.0,0,276.1944274902344,R_A6,4,4,-2.949970793358382e-14,276.1944274902344,17,1699.2940673828125
2018-11-07,STANDARD,42,1.0,0,276.3791198730469,R_A6,5,5,3.439337573421519e-13,276.3791198730469,17,1700.8341064453125
2018-11-07,STANDARD,42,1.0,0,276.5440979003906,R_A6,6,6,1.858207684946045e-11,276.5440979003906,17,1702.374267578125
2018-11-07,STANDARD,42,1.0,0,276.3972473144531,R_A6,7,7,3.479289079066916e-11,276.3972473144531,17,1703.914306640625
2018-11-07,STANDARD,42,1.0,0,276.54315185546875,R_A6,8,8,3.07643008290448e-11,276.54315185546875,17,1705.454345703125
2018-11-07,STANDARD,42,1.0,0,277.00885009765625,R_A6,9,9,1.4401822833257083e-12,277.00885009765625,17,1706.994384765625
2018-11-07,STANDARD,42,1.0,0,276.9529113769531,R_A6,10,10,8.404579115994792e-11,276.9529113769531,17,1708.534423828125
2018-11-07,STANDARD,42,1.0,0,278.9637756347656,R_A6,11,11,-3.0830104094659028e-12,278.9637756347656,17,1710.467529296875
2018-11-07,STANDARD,42,1.0,0,279.1850891113281,R_A6,12,12,-1.2178666278575556e-12,279.1850891113281,17,1712.7939453125
2018-11-07,STANDARD,42,1.0,0,279.434326171875,R_A6,13,13,-7.177618959255949e-14,279.434326171875,17,1715.1202392578125
