DATE,PRESSURE,SGAS,DEPTH,CONBPRES,CONIPOS,CONIDX,WELLMODEL,SWAT,CONJPOS,CONKPOS,WELL,DRAWDOWN
2018-01-01,300.71856689453125,0.0,1640.760009765625,300.71856689453125,22,1,STANDARD,0.05480928346514702,30,1,R_A2,0
2018-01-01,300.8306884765625,0.0,1642.4317626953125,300.8306884765625,22,2,STANDARD,0.05756315588951111,30,2,R_A2,0
2018-01-01,300.9427795410156,0.0,1644.1033935546875,300.9427795410156,22,3,STANDARD,0.060144659131765366,30,3,R_A2,0
2018-01-01,301.05487060546875,0.0,1645.7750244140625,301.05487060546875,22,4,STANDARD,0.06367198377847672,30,4,R_A2,0
2018-01-01,301.1669616699219,0.0,1647.44677734375,301.1669616699219,22,5,STANDARD,0.06755094230175018,30,5,R_A2,0
2018-01-01,301.2790832519531,0.0,1649.1185302734375,301.2790832519531,22,6,STANDARD,0.235957071185112,30,6,R_A2,0
2018-01-01,301.3912048339844,0.0,1650.790283203125,301.3912048339844,22,7,STANDARD,0.8853201270103455,30,7,R_A2,0
2018-01-01,301.5032958984375,0.0,1652.4619140625,301.5032958984375,22,8,STANDARD,0.8580062985420227,30,8,R_A2,0
2018-01-01,301.61541748046875,0.0,1654.133544921875,301.61541748046875,22,9,STANDARD,0.868798017501831,30,9,R_A2,0
2018-01-01,301.7275390625,0.0,1655.8052978515625,301.7275390625,22,10,STANDARD,0.8868985176086426,30,10,R_A2,0
2018-01-01,301.8476257324219,0.0,1657.5955810546875,301.8476257324219,22,11,STANDARD,0.0713283121585846,30,11,R_A2,0
2018-01-01,301.9756774902344,0.0,1659.504638671875,301.9756774902344,22,12,STANDARD,0.0725858211517334,30,12,R_A2,0
2018-01-01,302.10369873046875,0.0,1661.41357421875,302.10369873046875,22,13,STANDARD,0.4303552210330963,30,13,R_A2,0
2018-01-01,302.23175048828125,0.0,1663.322509765625,302.23175048828125,22,14,STANDARD,0.47213396430015564,30,14,R_A2,0
2018-01-01,302.35980224609375,0.0,1665.2315673828125,302.35980224609375,22,15,STANDARD,0.9033579230308533,30,15,R_A2,0
2018-01-01,302.48785400390625,0.0,1667.1405029296875,302.48785400390625,22,16,STANDARD,0.9267301559448242,30,16,R_A2,0
2018-01-01,303.04107666015625,0.0,1675.3868408203125,303.04107666015625,22,17,STANDARD,1.0,29,16,R_A2,0
2018-01-01,303.1807861328125,0.0,1677.46875,303.1807861328125,22,18,STANDARD,0.9964109659194946,29,17,R_A2,0
2018-01-01,303.2958679199219,0.0,1679.18408203125,303.2958679199219,22,19,STANDARD,1.0,29,18,R_A2,0
2018-01-01,303.4331970214844,0.0,1680.6904296875,303.4331970214844,22,20,STANDARD,1.0,29,27,R_A2,0
2018-01-01,303.89666748046875,0.0,1682.3543701171875,303.89666748046875,22,21,STANDARD,1.0,29,28,R_A2,0
2018-01-01,304.0543518066406,0.0,1684.0184326171875,304.0543518066406,22,22,STANDARD,1.0,29,29,R_A2,0
2018-01-01,304.2120361328125,0.0,1685.6824951171875,304.2120361328125,22,23,STANDARD,1.0,29,30,R_A2,0
2018-01-01,304.3697204589844,0.0,1687.346435546875,304.3697204589844,22,24,STANDARD,1.0,29,31,R_A2,0
2018-01-01,298.6107482910156,0.0,1609.316650390625,298.6107482910156,28,1,STANDARD,0.36633509397506714,41,1,R_A3,0
2018-01-01,298.74444580078125,0.0,1611.311279296875,298.74444580078125,28,2,STANDARD,0.19885402917861938,41,2,R_A3,0
2018-01-01,298.0668029785156,0.0,1601.1995849609375,298.0668029785156,29,3,STANDARD,0.1870809942483902,41,2,R_A3,0
2018-01-01,298.20831298828125,0.0,1603.3111572265625,298.20831298828125,29,4,STANDARD,0.1876547485589981,41,3,R_A3,0
2018-01-01,298.3498229980469,0.0,1605.4227294921875,298.3498229980469,29,5,STANDARD,0.3564634621143341,41,4,R_A3,0
2018-01-01,298.4913330078125,0.0,1607.5343017578125,298.4913330078125,29,6,STANDARD,0.8065052032470703,41,5,R_A3,0
2018-01-01,298.6328125,0.0,1609.6458740234375,298.6328125,29,7,STANDARD,0.6481541991233826,41,6,R_A3,0
2018-01-01,298.77435302734375,0.0,1611.7574462890625,298.77435302734375,29,8,STANDARD,0.19508767127990723,41,7,R_A3,0
2018-01-01,298.9158630371094,0.0,1613.869140625,298.9158630371094,29,9,STANDARD,0.19646255671977997,41,8,R_A3,0
2018-01-01,299.0574035644531,0.0,1615.980712890625,299.0574035644531,29,10,STANDARD,0.7982944250106812,41,9,R_A3,0
2018-01-01,299.19891357421875,0.0,1618.09228515625,299.19891357421875,29,11,STANDARD,0.8031624555587769,41,10,R_A3,0
2018-01-01,299.3427734375,0.0,1620.2384033203125,299.3427734375,29,12,STANDARD,0.049598898738622665,41,11,R_A3,0
2018-01-01,299.48895263671875,0.0,1622.4189453125,299.48895263671875,29,13,STANDARD,0.052140012383461,41,12,R_A3,0
2018-01-01,299.6351318359375,0.0,1624.5994873046875,299.6351318359375,29,14,STANDARD,0.2230851948261261,41,13,R_A3,0
2018-01-01,299.78131103515625,0.0,1626.7801513671875,299.78131103515625,29,15,STANDARD,0.3816280961036682,41,14,R_A3,0
2018-01-01,299.927490234375,0.0,1628.960693359375,299.927490234375,29,16,STANDARD,0.3561689257621765,41,15,R_A3,0
2018-01-01,300.07135009765625,0.0,1631.1064453125,300.07135009765625,29,17,STANDARD,0.7989781498908997,41,16,R_A3,0
2018-01-01,300.1532897949219,0.0,1632.3291015625,300.1532897949219,29,18,STANDARD,0.7517349123954773,41,17,R_A3,0
2018-01-01,300.2884216308594,0.0,1634.344482421875,300.2884216308594,29,19,STANDARD,0.6481541991233826,41,27,R_A3,0
2018-01-01,300.5362854003906,0.0,1638.041259765625,300.5362854003906,29,20,STANDARD,0.042906828224658966,41,28,R_A3,0
2018-01-01,300.7841796875,0.0,1641.738037109375,300.7841796875,29,21,STANDARD,0.05067708343267441,41,29,R_A3,0
2018-01-01,301.03204345703125,0.0,1645.434814453125,301.03204345703125,29,22,STANDARD,1.0,41,30,R_A3,0
2018-01-01,301.27996826171875,0.0,1649.131591796875,301.27996826171875,29,23,STANDARD,0.10526403039693832,41,31,R_A3,0
2018-01-01,299.9657897949219,0.0,1629.531982421875,299.9657897949219,30,1,STANDARD,0.04847995936870575,52,1,R_A4,0
2018-01-01,299.7994079589844,0.0,1627.05029296875,299.7994079589844,31,2,STANDARD,0.04899768531322479,52,1,R_A4,0
2018-01-01,299.937744140625,0.0,1629.114013671875,299.937744140625,31,3,STANDARD,0.05109144747257233,52,2,R_A4,0
2018-01-01,300.07611083984375,0.0,1631.1776123046875,300.07611083984375,31,4,STANDARD,0.05206351727247238,52,3,R_A4,0
2018-01-01,300.2144775390625,0.0,1633.2413330078125,300.2144775390625,31,5,STANDARD,0.05448318272829056,52,4,R_A4,0
2018-01-01,300.2280578613281,0.0,1633.444091796875,300.2280578613281,32,6,STANDARD,0.05489194393157959,52,4,R_A4,0
2018-01-01,300.3543395996094,0.0,1635.3277587890625,300.3543395996094,32,7,STANDARD,0.05810849741101265,52,5,R_A4,0
2018-01-01,300.3737487792969,0.0,1635.6171875,300.3737487792969,32,8,STANDARD,0.07351964712142944,51,5,R_A4,0
2018-01-01,300.2497253417969,0.0,1633.7672119140625,300.2497253417969,32,9,STANDARD,0.0555468425154686,51,4,R_A4,0
2018-01-01,300.4297790527344,0.0,1636.45263671875,300.4297790527344,33,10,STANDARD,0.12739746272563934,51,4,R_A4,0
2018-01-01,300.5545349121094,0.0,1638.3135986328125,300.5545349121094,33,11,STANDARD,0.09179922938346863,51,5,R_A4,0
2018-01-01,300.8307800292969,0.0,1642.4332275390625,300.8307800292969,33,12,STANDARD,0.06109403818845749,50,5,R_A4,0
2018-01-01,300.7174072265625,0.0,1640.7425537109375,300.7174072265625,34,13,STANDARD,0.06105741113424301,50,5,R_A4,0
2018-01-01,300.589599609375,0.0,1638.8363037109375,300.589599609375,34,14,STANDARD,0.058827612549066544,50,4,R_A4,0
2018-01-01,300.58697509765625,0.0,1638.797119140625,300.58697509765625,35,15,STANDARD,0.0777793750166893,50,4,R_A4,0
2018-01-01,300.77130126953125,0.0,1641.546142578125,300.77130126953125,35,16,STANDARD,0.09145142138004303,49,31,R_A4,0
2018-01-01,301.0882873535156,0.0,1646.273193359375,301.0882873535156,36,17,STANDARD,0.05770999938249588,49,31,R_A4,0
