ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,13112707,2548775,1713067,1194608,168200764
Valysar,CentralSouth,58112648,10476741,7921348,5523953,777772581
Valysar,CentralNorth,37919697,6992156,5140671,3584847,504746476
Valysar,NorthHorst,2590960,382674,204931,125879,24659676
Valysar,CentralRamp,13673334,2010874,1360956,949063,133628053
Valysar,CentralHorst,85847234,13917858,10681271,7448585,1048760811
Valysar,EastLowland,2682962,459000,247973,172924,24347676
Therys,WestLowland,3145365,533988,267646,186643,26279300
Therys,CentralSouth,12928327,3153799,2214431,1544233,217428055
Therys,CentralNorth,20056568,3642158,2034129,1418500,199724782
Therys,NorthHorst,3538900,516164,186232,114393,22409658
Therys,CentralRamp,6793027,1548822,1199640,836569,117788927
Therys,CentralHorst,29643277,7193159,5524825,3852737,542465419
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,496690,91835,66583,46432,6537608
Volon,CentralSouth,34209279,5820038,3935281,2744268,386393012
Volon,CentralNorth,5327097,853904,533257,371867,52358893
Volon,NorthHorst,2079807,378873,259754,159554,31256590
Volon,CentralRamp,13282600,2571031,2059824,1436418,202247692
Volon,CentralHorst,81576695,14629819,11332176,7902494,1112671199
Volon,EastLowland,0,0,0,0,0
