Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:00:08
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       273566175.88         40646215.76         29821354.81         18755568.75
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  273566175.88         40646215.76         29821354.81         18755568.75
MidReek    1                       243255822.49         39124038.94         28829216.01         18131582.09
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  243255822.49         39124038.94         28829216.01         18131582.09
LowerReek  1                       150594407.51         23765092.24         16560183.00         10415209.25
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  150594407.51         23765092.24         16560183.00         10415209.25
Totals     1                       667416405.87        103535346.94         75210753.83         47302360.09
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  667416405.87        103535346.94         75210753.83         47302360.09
