DEPTH,DATE,WELLMODEL,CONJPOS,SWAT,DRAWDOWN,CONIPOS,WELL,SGAS,CONIDX,PRESSURE,CONBPRES,CONKPOS
1601.6854248046875,2018-01-01,STANDARD,41,0.18345458805561066,0,29,R_A3,0.0,3,298.15020751953125,298.15020751953125,2
1603.8028564453125,2018-01-01,STANDARD,41,0.14580149948596954,0,29,R_A3,0.0,4,298.2920837402344,298.2920837402344,3
1605.9202880859375,2018-01-01,STANDARD,41,0.6481541991233826,0,29,R_A3,0.0,5,298.4339904785156,298.4339904785156,4
1608.037841796875,2018-01-01,STANDARD,41,0.8073171377182007,0,29,R_A3,0.0,6,298.5758972167969,298.5758972167969,5
1610.1552734375,2018-01-01,STANDARD,41,0.6481541991233826,0,29,R_A3,0.0,7,298.7178039550781,298.7178039550781,6
1612.272705078125,2018-01-01,STANDARD,41,0.19404618442058563,0,29,R_A3,0.0,8,298.8597106933594,298.8597106933594,7
1614.39013671875,2018-01-01,STANDARD,41,0.19479665160179138,0,29,R_A3,0.0,9,299.00164794921875,299.00164794921875,8
1616.5076904296875,2018-01-01,STANDARD,41,0.8000677824020386,0,29,R_A3,0.0,10,299.1435546875,299.1435546875,9
1618.6251220703125,2018-01-01,STANDARD,41,0.795735776424408,0,29,R_A3,0.0,11,299.2854919433594,299.2854919433594,10
1620.7999267578125,2018-01-01,STANDARD,41,0.046587876975536346,0,29,R_A3,0.0,12,299.4312744140625,299.4312744140625,11
1623.0321044921875,2018-01-01,STANDARD,41,0.05345398187637329,0,29,R_A3,0.0,13,299.5809020996094,299.5809020996094,12
1625.26416015625,2018-01-01,STANDARD,41,0.3634893596172333,0,29,R_A3,0.0,14,299.73052978515625,299.73052978515625,13
1627.496337890625,2018-01-01,STANDARD,41,0.18086832761764526,0,29,R_A3,0.0,15,299.8801574707031,299.8801574707031,14
1629.728515625,2018-01-01,STANDARD,41,0.49842172861099243,0,29,R_A3,0.0,16,300.0298156738281,300.0298156738281,15
1631.759765625,2018-01-01,STANDARD,41,0.8085322976112366,0,29,R_A3,0.0,17,300.1659851074219,300.1659851074219,16
1634.5672607421875,2018-01-01,STANDARD,41,0.19134727120399475,0,29,R_A3,0.0,18,300.3542175292969,300.3542175292969,25
1638.155029296875,2018-01-01,STANDARD,41,0.04584436118602753,0,29,R_A3,0.0,19,300.59478759765625,300.59478759765625,26
1641.7427978515625,2018-01-01,STANDARD,41,0.04867474362254143,0,29,R_A3,0.0,20,300.8353576660156,300.8353576660156,27
1645.33056640625,2018-01-01,STANDARD,41,0.19833144545555115,0,29,R_A3,0.0,21,301.075927734375,301.075927734375,28
1648.918212890625,2018-01-01,STANDARD,41,0.0599958673119545,0,29,R_A3,0.0,22,301.3165283203125,301.3165283203125,29
1631.76611328125,2018-01-01,STANDARD,52,0.04938134551048279,0,30,R_A4,0.0,1,300.1664123535156,300.1664123535156,1
1626.71728515625,2018-01-01,STANDARD,52,0.04667341709136963,0,31,R_A4,0.0,2,299.82794189453125,299.82794189453125,1
1628.78759765625,2018-01-01,STANDARD,52,0.04994068294763565,0,31,R_A4,0.0,3,299.96673583984375,299.96673583984375,2
1630.8577880859375,2018-01-01,STANDARD,52,0.05049670487642288,0,31,R_A4,0.0,4,300.10552978515625,300.10552978515625,3
1632.9281005859375,2018-01-01,STANDARD,52,0.05280189961194992,0,31,R_A4,0.0,5,300.24432373046875,300.24432373046875,4
1631.4395751953125,2018-01-01,STANDARD,52,0.052167799323797226,0,32,R_A4,0.0,6,300.14453125,300.14453125,4
1633.31005859375,2018-01-01,STANDARD,52,0.1485685259103775,0,32,R_A4,0.0,7,300.2699279785156,300.2699279785156,5
1637.8720703125,2018-01-01,STANDARD,51,0.6481541991233826,0,32,R_A4,0.0,8,300.5758056640625,300.5758056640625,5
1636.060546875,2018-01-01,STANDARD,51,0.05512237921357155,0,32,R_A4,0.0,9,300.454345703125,300.454345703125,4
1636.570556640625,2018-01-01,STANDARD,51,0.0566374771296978,0,33,R_A4,0.0,10,300.4885559082031,300.4885559082031,4
1643.7886962890625,2018-01-01,STANDARD,50,0.06208670511841774,0,33,R_A4,0.0,11,300.9725341796875,300.9725341796875,4
1640.561279296875,2018-01-01,STANDARD,50,0.05963404104113579,0,34,R_A4,0.0,12,300.7561340332031,300.7561340332031,4
1639.973388671875,2018-01-01,STANDARD,50,0.05962051451206207,0,35,R_A4,0.0,13,300.7167053222656,300.7167053222656,4
1638.230712890625,2018-01-01,STANDARD,50,0.2010916769504547,0,35,R_A4,0.0,14,300.599853515625,300.599853515625,3
1644.2889404296875,2018-01-01,STANDARD,49,0.2356918305158615,0,35,R_A4,0.0,15,301.0060729980469,301.0060729980469,3
1642.53271484375,2018-01-01,STANDARD,49,0.2329769879579544,0,35,R_A4,0.0,16,300.8883056640625,300.8883056640625,2
1643.5142822265625,2018-01-01,STANDARD,49,0.09472853690385818,0,36,R_A4,0.0,17,300.9541320800781,300.9541320800781,28
1645.0743408203125,2018-01-01,STANDARD,48,0.05328367277979851,0,36,R_A4,0.0,18,301.0587463378906,301.0587463378906,28
1649.3172607421875,2018-01-01,STANDARD,48,0.6481541991233826,0,37,R_A4,0.0,19,301.3432922363281,301.3432922363281,28
1653.2978515625,2018-01-01,STANDARD,48,0.6481541991233826,0,38,R_A4,0.0,20,301.6102600097656,301.6102600097656,28
1660.9678955078125,2018-01-01,STANDARD,47,1.0,0,38,R_A4,0.0,21,302.12469482421875,302.12469482421875,28
1655.408935546875,2018-01-01,STANDARD,47,0.06233286112546921,0,38,R_A4,0.0,22,301.7518310546875,301.7518310546875,27
1686.040771484375,2018-01-01,STANDARD,20,1.0,0,31,R_A5,0.0,1,303.940185546875,303.940185546875,1
1688.1519775390625,2018-01-01,STANDARD,20,1.0,0,31,R_A5,0.0,2,304.1402587890625,304.1402587890625,2
1690.2633056640625,2018-01-01,STANDARD,20,1.0,0,31,R_A5,0.0,3,304.34033203125,304.34033203125,3
1692.3746337890625,2018-01-01,STANDARD,20,1.0,0,31,R_A5,0.0,4,304.5404052734375,304.5404052734375,4
1694.4859619140625,2018-01-01,STANDARD,20,1.0,0,31,R_A5,0.0,5,304.7405090332031,304.7405090332031,5
1696.5972900390625,2018-01-01,STANDARD,20,1.0,0,31,R_A5,0.0,6,304.9405822753906,304.9405822753906,6
1698.7086181640625,2018-01-01,STANDARD,20,1.0,0,31,R_A5,0.0,7,305.4464416503906,305.4464416503906,7
1700.81982421875,2018-01-01,STANDARD,20,1.0,0,31,R_A5,0.0,8,305.64654541015625,305.64654541015625,8
1697.9615478515625,2018-01-01,STANDARD,21,1.0,0,31,R_A5,0.0,9,305.07659912109375,305.07659912109375,10
1700.1097412109375,2018-01-01,STANDARD,21,1.0,0,31,R_A5,0.0,10,305.2735595703125,305.2735595703125,11
1702.1044921875,2018-01-01,STANDARD,21,1.0,0,31,R_A5,0.0,11,305.4626159667969,305.4626159667969,12
1704.09912109375,2018-01-01,STANDARD,21,1.0,0,31,R_A5,0.0,12,305.6636047363281,305.6636047363281,13
1706.0938720703125,2018-01-01,STANDARD,21,1.0,0,31,R_A5,0.0,13,305.8526306152344,305.8526306152344,14
1708.088623046875,2018-01-01,STANDARD,21,1.0,0,31,R_A5,0.0,14,306.04168701171875,306.04168701171875,15
1710.083251953125,2018-01-01,STANDARD,21,1.0,0,31,R_A5,0.0,15,306.375732421875,306.375732421875,16
1712.0780029296875,2018-01-01,STANDARD,21,1.0,0,31,R_A5,0.0,16,306.5647888183594,306.5647888183594,17
1713.55615234375,2018-01-01,STANDARD,21,1.0,0,31,R_A5,0.0,17,306.70489501953125,306.70489501953125,18
1715.45751953125,2018-01-01,STANDARD,21,1.0,0,31,R_A5,0.0,18,306.7279968261719,306.7279968261719,25
1717.71826171875,2018-01-01,STANDARD,21,1.0,0,31,R_A5,0.0,19,306.9422302246094,306.9422302246094,26
1719.9788818359375,2018-01-01,STANDARD,21,1.0,0,31,R_A5,0.0,20,307.4622802734375,307.4622802734375,27
1722.239501953125,2018-01-01,STANDARD,21,1.0,0,31,R_A5,0.0,21,307.6765441894531,307.6765441894531,28
1724.5001220703125,2018-01-01,STANDARD,21,1.0,0,31,R_A5,0.0,22,307.8907775878906,307.8907775878906,29
1694.9400634765625,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,1,305.0893249511719,305.0893249511719,1
1696.4876708984375,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,2,305.2359924316406,305.2359924316406,2
1698.03515625,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,3,305.38262939453125,305.38262939453125,3
1699.5826416015625,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,4,305.529296875,305.529296875,4
1701.130126953125,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,5,305.6759338378906,305.6759338378906,5
1702.6776123046875,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,6,305.8226013183594,305.8226013183594,6
1704.2252197265625,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,7,305.6701965332031,305.6701965332031,7
1705.772705078125,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,8,305.8168640136719,305.8168640136719,8
1707.3201904296875,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,9,306.2625732421875,306.2625732421875,9
1708.8677978515625,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,10,306.40924072265625,306.40924072265625,10
1710.78076171875,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,11,306.2848815917969,306.2848815917969,11
1713.059326171875,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,12,306.5008239746094,306.5008239746094,12
1715.337890625,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,13,306.7287292480469,306.7287292480469,13
1717.616455078125,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,14,306.9446716308594,306.9446716308594,14
1719.89501953125,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,15,307.1606140136719,307.1606140136719,15
1722.1734619140625,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,16,307.5215759277344,307.5215759277344,16
1724.4520263671875,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,17,307.737548828125,307.737548828125,17
1726.0897216796875,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,18,307.89276123046875,307.89276123046875,18
1727.448974609375,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,19,307.8644714355469,307.8644714355469,25
1729.1707763671875,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,20,308.3334655761719,308.3334655761719,26
1730.892578125,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,21,308.49664306640625,308.49664306640625,27
1732.6143798828125,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,22,308.65985107421875,308.65985107421875,28
1734.336181640625,2018-01-01,STANDARD,42,1.0,0,17,R_A6,0.0,23,308.5172424316406,308.5172424316406,29
1640.180419921875,2018-03-01,STANDARD,30,0.05233737453818321,0,22,R_A2,0.0,1,298.93048095703125,298.93048095703125,1
1641.9229736328125,2018-03-01,STANDARD,30,0.05506131798028946,0,22,R_A2,0.0,2,299.04730224609375,299.04730224609375,2
1643.6656494140625,2018-03-01,STANDARD,30,0.057820022106170654,0,22,R_A2,0.0,3,299.1640930175781,299.1640930175781,3
1645.408203125,2018-03-01,STANDARD,30,0.0638076663017273,0,22,R_A2,0.0,4,299.2808837890625,299.2808837890625,4
1647.1507568359375,2018-03-01,STANDARD,30,0.0662446990609169,0,22,R_A2,0.0,5,299.397705078125,299.397705078125,5
1648.8934326171875,2018-03-01,STANDARD,30,0.31017711758613586,0,22,R_A2,0.0,6,299.548828125,299.548828125,6
1650.635986328125,2018-03-01,STANDARD,30,0.8690231442451477,0,22,R_A2,0.0,7,299.7548828125,299.7548828125,7
1652.3785400390625,2018-03-01,STANDARD,30,0.6482658982276917,0,22,R_A2,0.0,8,299.9159851074219,299.9159851074219,8
1654.12109375,2018-03-01,STANDARD,30,0.6483264565467834,0,22,R_A2,0.0,9,300.0469665527344,300.0469665527344,9
1655.86376953125,2018-03-01,STANDARD,30,0.8819933533668518,0,22,R_A2,0.0,10,300.2604675292969,300.2604675292969,10
1657.7467041015625,2018-03-01,STANDARD,30,0.06756355613470078,0,22,R_A2,0.0,11,300.22735595703125,300.22735595703125,11
1659.77001953125,2018-03-01,STANDARD,30,0.07176004350185394,0,22,R_A2,0.0,12,300.36029052734375,300.36029052734375,12
1661.793212890625,2018-03-01,STANDARD,30,0.4258158206939697,0,22,R_A2,0.0,13,300.58404541015625,300.58404541015625,13
1663.8165283203125,2018-03-01,STANDARD,30,0.4719558358192444,0,22,R_A2,0.0,14,300.7205810546875,300.7205810546875,14
1665.8397216796875,2018-03-01,STANDARD,30,0.9044502377510071,0,22,R_A2,0.0,15,300.8597106933594,300.8597106933594,15
1667.863037109375,2018-03-01,STANDARD,30,0.9196285605430603,0,22,R_A2,0.0,16,300.9978332519531,300.9978332519531,16
1672.7506103515625,2018-03-01,STANDARD,29,0.9471046924591064,0,22,R_A2,0.0,17,301.34515380859375,301.34515380859375,16
1674.8839111328125,2018-03-01,STANDARD,29,0.9448936581611633,0,22,R_A2,0.0,18,301.4881591796875,301.4881591796875,17
1676.6976318359375,2018-03-01,STANDARD,29,0.9953835010528564,0,22,R_A2,0.0,19,301.60980224609375,301.60980224609375,18
1678.3148193359375,2018-03-01,STANDARD,29,0.649318277835846,0,22,R_A2,0.0,20,302.3279113769531,302.3279113769531,25
1680.0550537109375,2018-03-01,STANDARD,29,0.6482781767845154,0,22,R_A2,0.0,21,302.504150390625,302.504150390625,26
1681.7952880859375,2018-03-01,STANDARD,29,1.0,0,22,R_A2,1.2181756796868226e-14,22,303.1877136230469,303.1877136230469,27
1683.5355224609375,2018-03-01,STANDARD,29,1.0,0,22,R_A2,-2.8394170695222876e-14,23,303.29766845703125,303.29766845703125,28
1685.2757568359375,2018-03-01,STANDARD,29,0.9999999403953552,0,22,R_A2,-4.482481941181504e-09,24,303.1446838378906,303.1446838378906,29
1686.040771484375,2018-04-28,STANDARD,20,1.0,0,31,R_A5,-2.392141484897081e-10,1,284.15289306640625,284.15289306640625,1
1688.1519775390625,2018-04-28,STANDARD,20,1.0,0,31,R_A5,-2.3389140624274773e-10,2,284.3528137207031,284.3528137207031,2
1690.2633056640625,2018-04-28,STANDARD,20,1.0,0,31,R_A5,-2.1090876267670922e-10,3,284.5527648925781,284.5527648925781,3
1692.3746337890625,2018-04-28,STANDARD,20,1.0,0,31,R_A5,-2.505216589732129e-10,4,284.7527160644531,284.7527160644531,4
1694.4859619140625,2018-04-28,STANDARD,20,1.0,0,31,R_A5,-2.0942633738307848e-10,5,284.95257568359375,284.95257568359375,5
1696.5972900390625,2018-04-28,STANDARD,20,1.0,0,31,R_A5,-1.5353281146435194e-10,6,285.1524353027344,285.1524353027344,6
1698.7086181640625,2018-04-28,STANDARD,20,1.0,0,31,R_A5,-1.4657733577241872e-12,7,285.68865966796875,285.68865966796875,7
1700.81982421875,2018-04-28,STANDARD,20,1.0,0,31,R_A5,-2.524342280346703e-12,8,285.924072265625,285.924072265625,8
1697.9615478515625,2018-04-28,STANDARD,21,1.0,0,31,R_A5,-4.105961681766246e-10,9,282.7690124511719,282.7690124511719,10
1700.1097412109375,2018-04-28,STANDARD,21,1.0,0,31,R_A5,-1.0020919510855819e-10,10,279.5035400390625,279.5035400390625,11
1702.1044921875,2018-04-28,STANDARD,21,1.0,0,31,R_A5,-5.968905231190647e-11,11,279.71038818359375,279.71038818359375,12
1704.09912109375,2018-04-28,STANDARD,21,1.0,0,31,R_A5,-4.403334034203121e-12,12,279.9120788574219,279.9120788574219,13
1706.0938720703125,2018-04-28,STANDARD,21,1.0,0,31,R_A5,-6.2491179765589155e-12,13,280.10272216796875,280.10272216796875,14
1708.088623046875,2018-04-28,STANDARD,21,1.0,0,31,R_A5,-1.7267524216046937e-12,14,280.2976379394531,280.2976379394531,15
1710.083251953125,2018-04-28,STANDARD,21,1.0,0,31,R_A5,-2.9731417523250203e-13,15,280.6431579589844,280.6431579589844,16
1712.0780029296875,2018-04-28,STANDARD,21,1.0,0,31,R_A5,-3.140580514832819e-13,16,280.8453369140625,280.8453369140625,17
1713.55615234375,2018-04-28,STANDARD,21,1.0,0,31,R_A5,-4.659308962956521e-13,17,280.9881896972656,280.9881896972656,18
1715.45751953125,2018-04-28,STANDARD,21,1.0,0,31,R_A5,-4.931910321760366e-14,18,286.69287109375,286.69287109375,25
1717.71826171875,2018-04-28,STANDARD,21,1.0,0,31,R_A5,-3.9958037285859824e-14,19,286.9443359375,286.9443359375,26
1719.9788818359375,2018-04-28,STANDARD,21,1.0,0,31,R_A5,-1.5140066081729928e-20,20,291.27191162109375,291.27191162109375,27
1722.239501953125,2018-04-28,STANDARD,21,1.0,0,31,R_A5,-3.853386310013614e-20,21,302.06414794921875,302.06414794921875,28
1724.5001220703125,2018-04-28,STANDARD,21,1.0,0,31,R_A5,-3.3997928445141487e-22,22,306.18865966796875,306.18865966796875,29
1609.052734375,2018-07-03,STANDARD,41,0.6501060128211975,0,28,R_A3,0.0,1,280.30828857421875,280.30828857421875,1
1611.0535888671875,2018-07-03,STANDARD,41,0.19237034022808075,0,28,R_A3,0.0,2,280.4375,280.4375,2
1601.6854248046875,2018-07-03,STANDARD,41,0.18385101854801178,0,29,R_A3,0.0,3,279.7680358886719,279.7680358886719,2
1603.8028564453125,2018-07-03,STANDARD,41,0.14614631235599518,0,29,R_A3,0.0,4,279.9091796875,279.9091796875,3
1605.9202880859375,2018-07-03,STANDARD,41,0.6509587168693542,0,29,R_A3,0.0,5,280.04388427734375,280.04388427734375,4
1608.037841796875,2018-07-03,STANDARD,41,0.8062304258346558,0,29,R_A3,0.0,6,280.2971496582031,280.2971496582031,5
1610.1552734375,2018-07-03,STANDARD,41,0.652309238910675,0,29,R_A3,0.0,7,280.39593505859375,280.39593505859375,6
1612.272705078125,2018-07-03,STANDARD,41,0.19553378224372864,0,29,R_A3,0.0,8,280.5799560546875,280.5799560546875,7
1614.39013671875,2018-07-03,STANDARD,41,0.19643276929855347,0,29,R_A3,0.0,9,280.7215576171875,280.7215576171875,8
1616.5076904296875,2018-07-03,STANDARD,41,0.7987121343612671,0,29,R_A3,0.0,10,280.9754638671875,280.9754638671875,9
1618.6251220703125,2018-07-03,STANDARD,41,0.7940307855606079,0,29,R_A3,0.0,11,283.1372375488281,283.1372375488281,10
1620.7999267578125,2018-07-03,STANDARD,41,0.046635013073682785,0,29,R_A3,0.0,12,293.76043701171875,293.76043701171875,11
1623.0321044921875,2018-07-03,STANDARD,41,0.053495265543460846,0,29,R_A3,0.0,13,293.90985107421875,293.90985107421875,12
1625.26416015625,2018-07-03,STANDARD,41,0.36366480588912964,0,29,R_A3,0.0,14,294.0597229003906,294.0597229003906,13
1627.496337890625,2018-07-03,STANDARD,41,0.18150444328784943,0,29,R_A3,0.0,15,294.30352783203125,294.30352783203125,14
1629.728515625,2018-07-03,STANDARD,41,0.498229444026947,0,29,R_A3,0.0,16,294.7377624511719,294.7377624511719,15
1631.759765625,2018-07-03,STANDARD,41,0.8082278966903687,0,29,R_A3,0.0,17,294.8766174316406,294.8766174316406,16
1634.5672607421875,2018-07-03,STANDARD,41,0.19180499017238617,0,29,R_A3,0.0,18,287.2052917480469,287.2052917480469,25
1638.155029296875,2018-07-03,STANDARD,41,0.04619138315320015,0,29,R_A3,0.0,19,287.42608642578125,287.42608642578125,26
1641.7427978515625,2018-07-03,STANDARD,41,0.04899650067090988,0,29,R_A3,0.0,20,287.66595458984375,287.66595458984375,27
1645.33056640625,2018-07-03,STANDARD,41,0.19896243512630463,0,29,R_A3,0.0,21,287.9064636230469,287.9064636230469,28
1648.918212890625,2018-07-03,STANDARD,41,0.06013402342796326,0,29,R_A3,0.0,22,288.1463317871094,288.1463317871094,29
1631.76611328125,2018-09-12,STANDARD,52,0.04946073517203331,0,30,R_A4,0.0,1,282.6918029785156,282.6918029785156,1
1626.71728515625,2018-09-12,STANDARD,52,0.04673650488257408,0,31,R_A4,0.0,2,282.3721008300781,282.3721008300781,1
1628.78759765625,2018-09-12,STANDARD,52,0.05000276863574982,0,31,R_A4,0.0,3,282.51025390625,282.51025390625,2
1630.8577880859375,2018-09-12,STANDARD,52,0.05056450515985489,0,31,R_A4,0.0,4,282.6484375,282.6484375,3
1632.9281005859375,2018-09-12,STANDARD,52,0.05286991223692894,0,31,R_A4,0.0,5,282.7865905761719,282.7865905761719,4
1631.4395751953125,2018-09-12,STANDARD,52,0.05229896679520607,0,32,R_A4,0.0,6,282.69427490234375,282.69427490234375,4
1633.31005859375,2018-09-12,STANDARD,52,0.1490211933851242,0,32,R_A4,0.0,7,282.81915283203125,282.81915283203125,5
1637.8720703125,2018-09-12,STANDARD,51,0.6496644020080566,0,32,R_A4,0.0,8,283.0876159667969,283.0876159667969,5
1636.060546875,2018-09-12,STANDARD,51,0.05538230016827583,0,32,R_A4,0.0,9,282.968994140625,282.968994140625,4
1636.570556640625,2018-09-12,STANDARD,51,0.05673234164714813,0,33,R_A4,0.0,10,282.9860534667969,282.9860534667969,4
1643.7886962890625,2018-09-12,STANDARD,50,0.06220350041985512,0,33,R_A4,0.0,11,283.43841552734375,283.43841552734375,4
1640.561279296875,2018-09-12,STANDARD,50,0.059820059686899185,0,34,R_A4,0.0,12,283.19012451171875,283.19012451171875,4
1639.973388671875,2018-09-12,STANDARD,50,0.05980454385280609,0,35,R_A4,0.0,13,283.0985107421875,283.0985107421875,4
1638.230712890625,2018-09-12,STANDARD,50,0.20152941346168518,0,35,R_A4,0.0,14,282.98211669921875,282.98211669921875,3
1644.2889404296875,2018-09-12,STANDARD,49,0.23573873937129974,0,35,R_A4,0.0,15,283.36102294921875,283.36102294921875,3
1642.53271484375,2018-09-12,STANDARD,49,0.233059823513031,0,35,R_A4,0.0,16,283.24249267578125,283.24249267578125,2
1643.5142822265625,2018-09-12,STANDARD,49,0.09468692541122437,0,36,R_A4,0.0,17,278.46044921875,278.46044921875,28
1645.0743408203125,2018-09-12,STANDARD,48,0.05808507651090622,0,36,R_A4,0.0,18,278.1824951171875,278.1824951171875,28
1649.3172607421875,2018-09-12,STANDARD,48,0.657917857170105,0,37,R_A4,0.0,19,278.86407470703125,278.86407470703125,28
1653.2978515625,2018-09-12,STANDARD,48,0.6522117257118225,0,38,R_A4,0.0,20,279.5489807128906,279.5489807128906,28
1660.9678955078125,2018-09-12,STANDARD,47,1.0,0,38,R_A4,-2.482546286597387e-12,21,282.39752197265625,282.39752197265625,28
1655.408935546875,2018-09-12,STANDARD,47,0.06392374634742737,0,38,R_A4,0.0,22,279.29205322265625,279.29205322265625,27
1694.9400634765625,2018-11-07,STANDARD,42,1.0,0,17,R_A6,1.0208916096385648e-13,1,278.4914855957031,278.4914855957031,1
1696.4876708984375,2018-11-07,STANDARD,42,1.0,0,17,R_A6,6.550121366523734e-14,2,278.6371154785156,278.6371154785156,2
1698.03515625,2018-11-07,STANDARD,42,1.0,0,17,R_A6,5.2556469918273174e-14,3,278.7808837890625,278.7808837890625,3
1699.5826416015625,2018-11-07,STANDARD,42,1.0,0,17,R_A6,4.834647222493049e-14,4,278.9222106933594,278.9222106933594,4
1701.130126953125,2018-11-07,STANDARD,42,1.0,0,17,R_A6,7.536468194305201e-14,5,279.06207275390625,279.06207275390625,5
1702.6776123046875,2018-11-07,STANDARD,42,1.0,0,17,R_A6,3.913086001061661e-12,6,279.2039794921875,279.2039794921875,6
1704.2252197265625,2018-11-07,STANDARD,42,1.0,0,17,R_A6,6.887749051665004e-12,7,279.0476379394531,279.0476379394531,7
1705.772705078125,2018-11-07,STANDARD,42,1.0,0,17,R_A6,2.681689722713876e-12,8,279.1966552734375,279.1966552734375,8
1707.3201904296875,2018-11-07,STANDARD,42,1.0,0,17,R_A6,3.1247682392987475e-13,9,279.6421813964844,279.6421813964844,9
1708.8677978515625,2018-11-07,STANDARD,42,1.0,0,17,R_A6,6.828469213682187e-12,10,279.75689697265625,279.75689697265625,10
1710.78076171875,2018-11-07,STANDARD,42,1.0,0,17,R_A6,-2.5187008034777136e-10,11,281.4080505371094,281.4080505371094,11
