ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,5344346,836573,513174,357862,50386946
Valysar,CentralSouth,68831552,12690538,9657136,6734404,948204150
Valysar,CentralNorth,40301023,7267829,5325775,3713929,522921274
Valysar,NorthHorst,4503585,703091,381898,234581,45954461
Valysar,CentralRamp,13410012,2060100,1428809,996380,140290333
Valysar,CentralHorst,87398009,13917389,10571793,7372241,1038011517
Valysar,EastLowland,1618722,264759,162933,113621,15997881
Therys,WestLowland,2493713,444932,221309,154330,21729685
Therys,CentralSouth,14666847,3639880,2207764,1539584,216773487
Therys,CentralNorth,21500937,4144562,2380872,1660302,233770467
Therys,NorthHorst,5520946,725874,289745,177976,34865536
Therys,CentralRamp,6614070,1591366,1181560,823961,116013678
Therys,CentralHorst,30922216,7704740,5890578,4107795,578377553
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,314737,50483,26719,18632,2623417
Volon,CentralSouth,33428122,6608830,5109421,3563055,501678172
Volon,CentralNorth,6752121,955573,518995,361921,50958521
Volon,NorthHorst,3808444,695890,519335,319002,62492458
Volon,CentralRamp,12644071,2188302,1630942,1137338,160137144
Volon,CentralHorst,86212067,14925749,11716638,8170599,1150420302
Volon,EastLowland,0,0,0,0,0
