ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,5111445,827666,466720,325467,45825799,0,0,0,0,0
Valysar,CentralSouth,67953857,12375456,9080897,6332564,891625075,0,0,0,0,0
Valysar,CentralNorth,38016756,6478078,4665807,3253701,458121074,0,0,0,0,0
Valysar,NorthHorst,3863414,482236,190753,117170,22953599,24545365,3257984,2129950,495337225,75787
Valysar,CentralRamp,13426352,2024384,1386185,966657,136105244,0,0,0,0,0
Valysar,CentralHorst,84720140,13530509,10266499,7159344,1008035664,0,0,0,0,0
Valysar,EastLowland,217116,43945,6757,4712,663428,0,0,0,0,0
Therys,WestLowland,2329385,425314,197388,137648,19380869,0,0,0,0,0
Therys,CentralSouth,14147861,3402094,2119232,1477847,208080803,0,0,0,0,0
Therys,CentralNorth,19629761,3709311,2047352,1427721,201023088,0,0,0,0,0
Therys,NorthHorst,7346628,875572,297733,182883,35826774,16373548,2630222,1670538,388497243,59440
Therys,CentralRamp,6696027,1550166,1225850,854846,120362386,0,0,0,0,0
Therys,CentralHorst,30790881,7794301,6125798,4271826,601473103,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,257547,41982,19085,13309,1873921,0,0,0,0,0
Volon,CentralSouth,33552443,6151458,4442456,3097947,436190982,0,0,0,0,0
Volon,CentralNorth,6282513,860499,448099,312482,43997424,0,0,0,0,0
Volon,NorthHorst,5200692,865480,580467,356552,69848604,2418894,443960,384278,89366926,13673
Volon,CentralRamp,12251652,2277661,1762522,1229095,173056609,0,0,0,0,0
Volon,CentralHorst,81928052,13880408,10647585,7425094,1045453277,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
