FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WATER_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATER_PORV,HCPV_GAS,HCPV_TOTAL
1,18804915.0,0,18804915.0,44903616.0,0.0,3460104381.0,3460104381.0,76280529.0,30001956.0,46278573.0,0.0,30001956.0
2,0.0,0,0.0,64856293.0,0.0,0.0,0.0,66850046.0,0.0,66850046.0,0.0,0.0
3,18212621.0,0,18212621.0,51470707.0,0.0,3351122330.0,3351122330.0,82093560.0,29050253.0,53043307.0,0.0,29050253.0
4,0.0,0,0.0,66032119.0,0.0,0.0,0.0,68057476.0,0.0,68057476.0,0.0,0.0
5,12242475.0,0,12242475.0,42882076.0,0.0,2252615337.0,2252615337.0,63717166.0,19525524.0,44191641.0,0.0,19525524.0
6,0.0,0,0.0,45642436.0,0.0,0.0,0.0,47040091.0,0.0,47040091.0,0.0,0.0
