DEPTH,DATE,CONKPOS,SWAT,CONIDX,PRESSURE,CONBPRES,CONJPOS,CONIPOS,DRAWDOWN,WELLMODEL,SGAS,WELL
1657.8184814453125,2018-09-12,30,0.12039743363857269,20,283.6075439453125,283.6075439453125,47,38,0,STANDARD,0.0,R_A4
1695.20263671875,2018-11-07,1,1.0,1,279.09417724609375,279.09417724609375,42,17,0,STANDARD,-9.434716717057019e-16,R_A6
1696.7510986328125,2018-11-07,2,1.0,2,279.23870849609375,279.23870849609375,42,17,0,STANDARD,-4.81548977244588e-16,R_A6
1698.299560546875,2018-11-07,3,1.0,3,279.3795471191406,279.3795471191406,42,17,0,STANDARD,-3.9676259388098827e-16,R_A6
1699.84814453125,2018-11-07,4,1.0,4,279.5157165527344,279.5157165527344,42,17,0,STANDARD,-3.4222502761326046e-16,R_A6
1701.3966064453125,2018-11-07,5,1.0,5,279.64971923828125,279.64971923828125,42,17,0,STANDARD,-3.9827203306277504e-16,R_A6
1702.9451904296875,2018-11-07,6,1.0,6,279.7856750488281,279.7856750488281,42,17,0,STANDARD,-6.535664928158003e-16,R_A6
1704.49365234375,2018-11-07,7,1.0,7,279.62738037109375,279.62738037109375,42,17,0,STANDARD,-2.8325364514851514e-14,R_A6
1706.042236328125,2018-11-07,8,1.0,8,280.0665283203125,280.0665283203125,42,17,0,STANDARD,-1.6586169303912978e-15,R_A6
1707.5906982421875,2018-11-07,9,1.0,9,280.19696044921875,280.19696044921875,42,17,0,STANDARD,-1.7984453410822745e-15,R_A6
1709.1392822265625,2018-11-07,10,1.0,10,280.0080261230469,280.0080261230469,42,17,0,STANDARD,-3.5562769092403745e-13,R_A6
1711.055419921875,2018-11-07,11,1.0,11,280.1951904296875,280.1951904296875,42,17,0,STANDARD,-3.688605139644946e-13,R_A6
1713.3392333984375,2018-11-07,12,1.0,12,280.4229431152344,280.4229431152344,42,17,0,STANDARD,-2.1636589275873114e-13,R_A6
