DRAWDOWN,CONIDX,SGAS,DATE,WELL,DEPTH,CONKPOS,PRESSURE,CONIPOS,SWAT,CONJPOS,CONBPRES,WELLMODEL
0,1,0.0,2018-01-01,R_A2,1640.188720703125,1,300.7402648925781,22,0.05231607332825661,30,300.7402648925781,STANDARD
0,2,0.0,2018-01-01,R_A2,1641.9505615234375,2,300.8583984375,22,0.0544787272810936,30,300.8583984375,STANDARD
0,3,0.0,2018-01-01,R_A2,1643.71240234375,3,300.9765625,22,0.057467758655548096,30,300.9765625,STANDARD
0,4,0.0,2018-01-01,R_A2,1645.474365234375,4,301.0946960449219,22,0.06177833676338196,30,301.0946960449219,STANDARD
0,5,0.0,2018-01-01,R_A2,1647.2362060546875,5,301.2128601074219,22,0.06456094980239868,30,301.2128601074219,STANDARD
0,6,0.0,2018-01-01,R_A2,1648.998046875,6,301.33099365234375,22,0.2594147026538849,30,301.33099365234375,STANDARD
0,7,0.0,2018-01-01,R_A2,1650.759765625,7,301.44915771484375,22,0.8743399381637573,30,301.44915771484375,STANDARD
0,8,0.0,2018-01-01,R_A2,1652.5216064453125,8,301.56732177734375,22,0.6481541991233826,30,301.56732177734375,STANDARD
0,9,0.0,2018-01-01,R_A2,1654.283447265625,9,301.68548583984375,22,0.2288190722465515,30,301.68548583984375,STANDARD
0,10,0.0,2018-01-01,R_A2,1656.04541015625,10,301.80364990234375,22,0.6481541991233826,30,301.80364990234375,STANDARD
0,11,0.0,2018-01-01,R_A2,1657.928466796875,11,301.9299621582031,22,0.06686220318078995,30,301.9299621582031,STANDARD
0,12,0.0,2018-01-01,R_A2,1659.932861328125,12,302.06439208984375,22,0.06354981660842896,30,302.06439208984375,STANDARD
0,13,0.0,2018-01-01,R_A2,1661.9373779296875,13,302.1988525390625,22,0.4130135476589203,30,302.1988525390625,STANDARD
0,14,0.0,2018-01-01,R_A2,1663.9417724609375,14,302.33331298828125,22,0.46361595392227173,30,302.33331298828125,STANDARD
0,15,0.0,2018-01-01,R_A2,1665.9461669921875,15,302.4677734375,22,0.6562585234642029,30,302.4677734375,STANDARD
0,16,0.0,2018-01-01,R_A2,1667.9505615234375,16,302.60223388671875,22,0.915610134601593,30,302.60223388671875,STANDARD
0,17,0.0,2018-01-01,R_A2,1669.9549560546875,17,302.7366943359375,22,0.8607268929481506,30,302.7366943359375,STANDARD
0,18,0.0,2018-01-01,R_A2,1671.781982421875,18,302.8592529296875,22,0.9134923219680786,30,302.8592529296875,STANDARD
0,19,0.0,2018-01-01,R_A2,1672.8348388671875,19,302.9299011230469,22,0.9554515480995178,30,302.9299011230469,STANDARD
0,20,0.0,2018-01-01,R_A2,1677.146728515625,25,303.21917724609375,22,0.6481541991233826,29,303.21917724609375,STANDARD
0,21,0.0,2018-01-01,R_A2,1678.9014892578125,26,303.3369140625,22,1.0,29,303.3369140625,STANDARD
0,22,0.0,2018-01-01,R_A2,1680.65625,27,303.4546813964844,22,0.8466752171516418,29,303.4546813964844,STANDARD
0,23,0.0,2018-01-01,R_A2,1682.4110107421875,28,303.9020080566406,22,1.0,29,303.9020080566406,STANDARD
0,24,0.0,2018-01-01,R_A2,1684.165771484375,29,304.06829833984375,22,1.0,29,304.06829833984375,STANDARD
0,1,0.0,2018-01-01,R_A3,1606.397216796875,1,298.4750671386719,28,0.6481541991233826,41,298.4750671386719,STANDARD
0,2,0.0,2018-01-01,R_A3,1608.3736572265625,2,298.6075134277344,28,0.11823459714651108,41,298.6075134277344,STANDARD
0,3,0.0,2018-01-01,R_A3,1610.35009765625,3,298.739990234375,28,0.09056180715560913,41,298.739990234375,STANDARD
0,4,0.0,2018-01-01,R_A3,1605.082763671875,3,298.3869934082031,29,0.11823459714651108,41,298.3869934082031,STANDARD
0,5,0.0,2018-01-01,R_A3,1607.129638671875,4,298.5241394042969,29,0.15652424097061157,41,298.5241394042969,STANDARD
0,6,0.0,2018-01-01,R_A3,1609.1763916015625,5,298.66131591796875,29,0.6481541991233826,41,298.66131591796875,STANDARD
0,7,0.0,2018-01-01,R_A3,1611.2232666015625,6,298.7984924316406,29,0.6481541991233826,41,298.7984924316406,STANDARD
0,8,0.0,2018-01-01,R_A3,1613.27001953125,7,298.9356689453125,29,0.19340750575065613,41,298.9356689453125,STANDARD
0,9,0.0,2018-01-01,R_A3,1615.31689453125,8,299.0728759765625,29,0.19420108199119568,41,299.0728759765625,STANDARD
0,10,0.0,2018-01-01,R_A3,1617.3636474609375,9,299.2100524902344,29,0.7971728444099426,41,299.2100524902344,STANDARD
0,11,0.0,2018-01-01,R_A3,1619.4105224609375,10,299.3472595214844,29,0.19028784334659576,41,299.3472595214844,STANDARD
0,12,0.0,2018-01-01,R_A3,1621.592529296875,11,299.4935302734375,29,0.04691408574581146,41,299.4935302734375,STANDARD
0,13,0.0,2018-01-01,R_A3,1623.909912109375,12,299.64886474609375,29,0.05384368076920509,41,299.64886474609375,STANDARD
0,14,0.0,2018-01-01,R_A3,1626.2271728515625,13,299.80419921875,29,0.3682980239391327,41,299.80419921875,STANDARD
0,15,0.0,2018-01-01,R_A3,1628.54443359375,14,299.9595642089844,29,0.19125725328922272,41,299.9595642089844,STANDARD
0,16,0.0,2018-01-01,R_A3,1630.8616943359375,15,300.1148986816406,29,0.5049847364425659,41,300.1148986816406,STANDARD
0,17,0.0,2018-01-01,R_A3,1632.7169189453125,16,300.2392883300781,29,0.8006110191345215,41,300.2392883300781,STANDARD
0,18,0.0,2018-01-01,R_A3,1635.19873046875,25,300.4056701660156,29,1.0,41,300.4056701660156,STANDARD
0,19,0.0,2018-01-01,R_A3,1638.769287109375,26,300.64508056640625,29,0.04442903399467468,41,300.64508056640625,STANDARD
0,20,0.0,2018-01-01,R_A3,1642.3399658203125,27,300.884521484375,29,0.048865094780921936,41,300.884521484375,STANDARD
0,21,0.0,2018-01-01,R_A3,1645.91064453125,28,301.12396240234375,29,1.0,41,301.12396240234375,STANDARD
0,22,0.0,2018-01-01,R_A3,1649.4810791015625,29,301.3634033203125,29,0.2890762984752655,41,301.3634033203125,STANDARD
0,1,0.0,2018-01-01,R_A4,1629.386474609375,1,300.0159912109375,30,0.04990529641509056,52,300.0159912109375,STANDARD
0,2,0.0,2018-01-01,R_A4,1624.87744140625,1,299.7137145996094,31,0.04696451500058174,52,299.7137145996094,STANDARD
0,3,0.0,2018-01-01,R_A4,1626.863037109375,2,299.8468322753906,31,0.04764210805296898,52,299.8468322753906,STANDARD
0,4,0.0,2018-01-01,R_A4,1628.8487548828125,3,299.9799499511719,31,0.04909648001194,52,299.9799499511719,STANDARD
0,5,0.0,2018-01-01,R_A4,1630.83447265625,4,300.1130676269531,31,0.05067133158445358,52,300.1130676269531,STANDARD
0,6,0.0,2018-01-01,R_A4,1632.8201904296875,5,300.2462158203125,31,0.05355076119303703,52,300.2462158203125,STANDARD
0,7,0.0,2018-01-01,R_A4,1634.805908203125,6,300.37933349609375,31,0.13322268426418304,52,300.37933349609375,STANDARD
0,8,0.0,2018-01-01,R_A4,1633.5291748046875,6,300.2937316894531,32,0.09035944938659668,52,300.2937316894531,STANDARD
0,9,0.0,2018-01-01,R_A4,1635.9794921875,6,300.4580383300781,32,0.13928352296352386,51,300.4580383300781,STANDARD
0,10,0.0,2018-01-01,R_A4,1634.192138671875,5,300.33819580078125,32,0.054337769746780396,51,300.33819580078125,STANDARD
0,11,0.0,2018-01-01,R_A4,1636.260009765625,5,300.4768371582031,33,0.05588585510849953,51,300.4768371582031,STANDARD
0,12,0.0,2018-01-01,R_A4,1640.4716796875,5,300.7592468261719,33,0.05920252203941345,50,300.7592468261719,STANDARD
0,13,0.0,2018-01-01,R_A4,1640.4578857421875,5,300.75830078125,34,0.059411149471998215,50,300.75830078125,STANDARD
0,14,0.0,2018-01-01,R_A4,1638.667724609375,4,300.6382751464844,34,0.12121434509754181,50,300.6382751464844,STANDARD
0,15,0.0,2018-01-01,R_A4,1642.01513671875,4,300.86273193359375,35,0.0967850461602211,50,300.86273193359375,STANDARD
0,16,0.0,2018-01-01,R_A4,1640.29248046875,3,300.7472229003906,35,0.22675716876983643,50,300.7472229003906,STANDARD
0,17,0.0,2018-01-01,R_A4,1643.914306640625,3,300.9900817871094,35,0.23368386924266815,49,300.9900817871094,STANDARD
0,18,0.0,2018-01-01,R_A4,1642.228271484375,2,300.87701416015625,35,0.22962915897369385,49,300.87701416015625,STANDARD
0,19,0.0,2018-01-01,R_A4,1640.5421142578125,1,300.7639465332031,35,0.1992889940738678,49,300.7639465332031,STANDARD
0,20,0.0,2018-01-01,R_A4,1643.7122802734375,28,300.9765319824219,36,0.671605110168457,49,300.9765319824219,STANDARD
0,21,0.0,2018-01-01,R_A4,1642.810791015625,28,300.91607666015625,36,1.0,48,300.91607666015625,STANDARD
0,22,0.0,2018-01-01,R_A4,1651.8094482421875,28,301.5195617675781,37,1.0,48,301.5195617675781,STANDARD
0,23,0.0,2018-01-01,R_A4,1646.123291015625,27,301.1382141113281,37,1.0,48,301.1382141113281,STANDARD
0,24,0.0,2018-01-01,R_A4,1655.8896484375,27,301.793212890625,38,1.0,48,301.793212890625,STANDARD
0,25,0.0,2018-01-01,R_A4,1649.9847412109375,26,301.3971862792969,38,0.09942346811294556,48,301.3971862792969,STANDARD
0,26,0.0,2018-01-01,R_A4,1653.5252685546875,26,301.6346130371094,38,0.06068979948759079,47,301.6346130371094,STANDARD
0,1,0.0,2018-01-01,R_A5,1685.005126953125,1,303.842041015625,31,1.0,20,303.842041015625,STANDARD
0,2,0.0,2018-01-01,R_A5,1687.0618896484375,2,304.0369567871094,31,1.0,20,304.0369567871094,STANDARD
0,3,0.0,2018-01-01,R_A5,1689.11865234375,3,304.23187255859375,31,1.0,20,304.23187255859375,STANDARD
0,4,0.0,2018-01-01,R_A5,1691.1754150390625,4,304.4267578125,31,1.0,20,304.4267578125,STANDARD
0,5,0.0,2018-01-01,R_A5,1693.232177734375,5,304.6216735839844,31,1.0,20,304.6216735839844,STANDARD
0,6,0.0,2018-01-01,R_A5,1695.288818359375,6,304.81658935546875,31,1.0,20,304.81658935546875,STANDARD
0,7,0.0,2018-01-01,R_A5,1697.3455810546875,7,305.3172912597656,31,1.0,20,305.3172912597656,STANDARD
0,8,0.0,2018-01-01,R_A5,1692.4521484375,7,304.8535461425781,31,1.0,21,304.8535461425781,STANDARD
0,9,0.0,2018-01-01,R_A5,1699.368896484375,10,305.509033203125,31,1.0,21,305.509033203125,STANDARD
0,10,0.0,2018-01-01,R_A5,1701.5211181640625,11,305.4073181152344,31,1.0,21,305.4073181152344,STANDARD
0,11,0.0,2018-01-01,R_A5,1703.52001953125,12,305.59674072265625,31,1.0,21,305.59674072265625,STANDARD
0,12,0.0,2018-01-01,R_A5,1705.518798828125,13,305.79815673828125,31,1.0,21,305.79815673828125,STANDARD
0,13,0.0,2018-01-01,R_A5,1707.5177001953125,14,305.9875793457031,31,1.0,21,305.9875793457031,STANDARD
0,14,0.0,2018-01-01,R_A5,1709.5164794921875,15,306.177001953125,31,1.0,21,306.177001953125,STANDARD
0,15,0.0,2018-01-01,R_A5,1711.515380859375,16,306.511474609375,31,1.0,21,306.511474609375,STANDARD
0,16,0.0,2018-01-01,R_A5,1713.472900390625,17,306.6969909667969,31,1.0,21,306.6969909667969,STANDARD
0,17,0.0,2018-01-01,R_A5,1714.7860107421875,18,306.8214416503906,31,1.0,21,306.8214416503906,STANDARD
0,18,0.0,2018-01-01,R_A5,1715.3770751953125,19,306.8774719238281,31,1.0,21,306.8774719238281,STANDARD
0,19,0.0,2018-01-01,R_A5,1716.7052001953125,25,306.8462219238281,31,1.0,21,306.8462219238281,STANDARD
0,20,0.0,2018-01-01,R_A5,1718.8890380859375,26,307.0531921386719,31,1.0,21,307.0531921386719,STANDARD
0,21,0.0,2018-01-01,R_A5,1721.0728759765625,27,307.5659484863281,31,1.0,21,307.5659484863281,STANDARD
0,22,0.0,2018-01-01,R_A5,1723.256591796875,28,307.7729187011719,31,1.0,21,307.7729187011719,STANDARD
0,23,0.0,2018-01-01,R_A5,1725.4404296875,29,307.97991943359375,31,1.0,21,307.97991943359375,STANDARD
0,1,0.0,2018-01-01,R_A6,1695.253662109375,1,305.1190490722656,17,1.0,42,305.1190490722656,STANDARD
0,2,0.0,2018-01-01,R_A6,1696.80126953125,2,305.2657165527344,17,1.0,42,305.2657165527344,STANDARD
0,3,0.0,2018-01-01,R_A6,1698.3489990234375,3,305.4123840332031,17,1.0,42,305.4123840332031,STANDARD
0,4,0.0,2018-01-01,R_A6,1699.896728515625,4,305.5590515136719,17,1.0,42,305.5590515136719,STANDARD
0,5,0.0,2018-01-01,R_A6,1701.4444580078125,5,305.7057189941406,17,1.0,42,305.7057189941406,STANDARD
0,6,0.0,2018-01-01,R_A6,1702.9921875,6,305.8524169921875,17,1.0,42,305.8524169921875,STANDARD
0,7,0.0,2018-01-01,R_A6,1704.5399169921875,7,305.7000427246094,17,1.0,42,305.7000427246094,STANDARD
0,8,0.0,2018-01-01,R_A6,1706.087646484375,8,305.8467102050781,17,1.0,42,305.8467102050781,STANDARD
0,9,0.0,2018-01-01,R_A6,1707.63525390625,9,306.2924499511719,17,1.0,42,306.2924499511719,STANDARD
0,10,0.0,2018-01-01,R_A6,1709.1829833984375,10,306.1333312988281,17,1.0,42,306.1333312988281,STANDARD
0,11,0.0,2018-01-01,R_A6,1711.056884765625,11,306.31103515625,17,1.0,42,306.31103515625,STANDARD
0,12,0.0,2018-01-01,R_A6,1713.2568359375,12,306.51953125,17,1.0,42,306.51953125,STANDARD
0,13,0.0,2018-01-01,R_A6,1715.4569091796875,13,306.7400207519531,17,1.0,42,306.7400207519531,STANDARD
0,14,0.0,2018-01-01,R_A6,1717.656982421875,14,306.9485168457031,17,1.0,42,306.9485168457031,STANDARD
0,15,0.0,2018-01-01,R_A6,1719.8570556640625,15,307.1570129394531,17,1.0,42,307.1570129394531,STANDARD
0,16,0.0,2018-01-01,R_A6,1722.0570068359375,16,307.51055908203125,17,1.0,42,307.51055908203125,STANDARD
0,17,0.0,2018-01-01,R_A6,1724.2569580078125,17,307.71905517578125,17,1.0,42,307.71905517578125,STANDARD
0,18,0.0,2018-01-01,R_A6,1726.1357421875,18,307.8971252441406,17,1.0,42,307.8971252441406,STANDARD
0,19,0.0,2018-01-01,R_A6,1727.77685546875,25,307.89556884765625,17,1.0,42,307.89556884765625,STANDARD
0,20,0.0,2018-01-01,R_A6,1729.5015869140625,26,308.36480712890625,17,1.0,42,308.36480712890625,STANDARD
0,21,0.0,2018-01-01,R_A6,1731.2264404296875,27,308.5282897949219,17,1.0,42,308.5282897949219,STANDARD
0,22,0.0,2018-01-01,R_A6,1732.951171875,28,308.6917724609375,17,1.0,42,308.6917724609375,STANDARD
0,23,0.0,2018-01-01,R_A6,1734.676025390625,29,308.5494689941406,17,1.0,42,308.5494689941406,STANDARD
0,1,0.0,2018-03-01,R_A2,1640.188720703125,1,298.9000244140625,22,0.05236092582345009,30,298.9000244140625,STANDARD
0,2,0.0,2018-03-01,R_A2,1641.9505615234375,2,299.01812744140625,22,0.054525382816791534,30,299.01812744140625,STANDARD
0,3,0.0,2018-03-01,R_A2,1643.71240234375,3,299.1361999511719,22,0.0575164295732975,30,299.1361999511719,STANDARD
0,4,0.0,2018-03-01,R_A2,1645.474365234375,4,299.2543029785156,22,0.06192656233906746,30,299.2543029785156,STANDARD
0,5,0.0,2018-03-01,R_A2,1647.2362060546875,5,299.3724060058594,22,0.06475493311882019,30,299.3724060058594,STANDARD
0,6,0.0,2018-03-01,R_A2,1648.998046875,6,299.52032470703125,22,0.261382520198822,30,299.52032470703125,STANDARD
0,7,0.0,2018-03-01,R_A2,1650.759765625,7,299.768798828125,22,0.8686336278915405,30,299.768798828125,STANDARD
0,8,0.0,2018-03-01,R_A2,1652.5216064453125,8,299.9524230957031,22,0.6486318111419678,30,299.9524230957031,STANDARD
0,9,0.0,2018-03-01,R_A2,1654.283447265625,9,300.1055603027344,22,0.22859406471252441,30,300.1055603027344,STANDARD
0,10,0.0,2018-03-01,R_A2,1656.04541015625,10,300.2197265625,22,0.6482690572738647,30,300.2197265625,STANDARD
0,11,0.0,2018-03-01,R_A2,1657.928466796875,11,299.97357177734375,22,0.0670001432299614,30,299.97357177734375,STANDARD
0,12,0.0,2018-03-01,R_A2,1659.932861328125,12,300.6209411621094,22,0.06355813890695572,30,300.6209411621094,STANDARD
0,13,0.0,2018-03-01,R_A2,1661.9373779296875,13,300.6628723144531,22,0.41305842995643616,30,300.6628723144531,STANDARD
0,14,0.0,2018-03-01,R_A2,1663.9417724609375,14,300.79779052734375,22,0.46362772583961487,30,300.79779052734375,STANDARD
0,15,0.0,2018-03-01,R_A2,1665.9461669921875,15,300.93328857421875,22,0.6560652852058411,30,300.93328857421875,STANDARD
0,16,0.0,2018-03-01,R_A2,1667.9505615234375,16,301.0670471191406,22,0.915568470954895,30,301.0670471191406,STANDARD
0,17,0.0,2018-03-01,R_A2,1669.9549560546875,17,301.20135498046875,22,0.8606615662574768,30,301.20135498046875,STANDARD
0,18,0.0,2018-03-01,R_A2,1671.781982421875,18,301.32366943359375,22,0.9134517312049866,30,301.32366943359375,STANDARD
0,19,0.0,2018-03-01,R_A2,1672.8348388671875,19,301.3942565917969,22,0.9554306268692017,30,301.3942565917969,STANDARD
0,20,0.0,2018-03-01,R_A2,1677.146728515625,25,301.9062805175781,22,0.6489836573600769,29,301.9062805175781,STANDARD
0,21,-1.2418004402547922e-09,2018-03-01,R_A2,1678.9014892578125,26,302.48773193359375,22,1.0,29,302.48773193359375,STANDARD
0,22,0.0,2018-03-01,R_A2,1680.65625,27,303.0447082519531,22,0.8466560244560242,29,303.0447082519531,STANDARD
0,23,-2.12491413353888e-10,2018-03-01,R_A2,1682.4110107421875,28,303.0315856933594,22,1.0,29,303.0315856933594,STANDARD
0,24,0.0,2018-03-01,R_A2,1684.165771484375,29,302.7342529296875,22,0.9999916553497314,29,302.7342529296875,STANDARD
0,1,-1.3739880760921253e-11,2018-04-28,R_A5,1685.005126953125,1,278.0749816894531,31,1.0,20,278.0749816894531,STANDARD
0,2,-2.2834087051726293e-11,2018-04-28,R_A5,1687.0618896484375,2,278.2707824707031,31,1.0,20,278.2707824707031,STANDARD
0,3,-2.552698850910584e-11,2018-04-28,R_A5,1689.11865234375,3,278.4667663574219,31,1.0,20,278.4667663574219,STANDARD
0,4,-2.9565606907144826e-11,2018-04-28,R_A5,1691.1754150390625,4,278.66278076171875,31,1.0,20,278.66278076171875,STANDARD
0,5,-2.5346981458174156e-11,2018-04-28,R_A5,1693.232177734375,5,278.8588562011719,31,1.0,20,278.8588562011719,STANDARD
0,6,-1.5109757195430618e-11,2018-04-28,R_A5,1695.288818359375,6,279.05523681640625,31,1.0,20,279.05523681640625,STANDARD
0,7,-2.918967422372437e-13,2018-04-28,R_A5,1697.3455810546875,7,279.6634216308594,31,1.0,20,279.6634216308594,STANDARD
0,8,-5.720003290465847e-11,2018-04-28,R_A5,1692.4521484375,7,278.5659484863281,31,1.0,21,278.5659484863281,STANDARD
0,9,-2.824327360526069e-12,2018-04-28,R_A5,1699.368896484375,10,278.479736328125,31,1.0,21,278.479736328125,STANDARD
0,10,-1.9631239342454698e-11,2018-04-28,R_A5,1701.5211181640625,11,278.3038330078125,31,1.0,21,278.3038330078125,STANDARD
0,11,-2.8242077079743133e-11,2018-04-28,R_A5,1703.52001953125,12,278.5334167480469,31,1.0,21,278.5334167480469,STANDARD
0,12,-1.0400368717286557e-12,2018-04-28,R_A5,1705.518798828125,13,278.73504638671875,31,1.0,21,278.73504638671875,STANDARD
0,13,-9.780515156446179e-13,2018-04-28,R_A5,1707.5177001953125,14,278.9250183105469,31,1.0,21,278.9250183105469,STANDARD
0,14,-3.160883826815869e-13,2018-04-28,R_A5,1709.5164794921875,15,279.1150207519531,31,1.0,21,279.1150207519531,STANDARD
0,15,-4.104978143970768e-14,2018-04-28,R_A5,1711.515380859375,16,279.4554138183594,31,1.0,21,279.4554138183594,STANDARD
0,16,-6.346660664461462e-14,2018-04-28,R_A5,1713.472900390625,17,279.6475830078125,31,1.0,21,279.6475830078125,STANDARD
0,17,-4.072430394752753e-14,2018-04-28,R_A5,1714.7860107421875,18,279.7738037109375,31,1.0,21,279.7738037109375,STANDARD
0,18,0.0,2018-04-28,R_A5,1715.3770751953125,19,279.8304138183594,31,1.0,21,279.8304138183594,STANDARD
0,19,-2.5257500965388847e-14,2018-04-28,R_A5,1716.7052001953125,25,284.99700927734375,31,1.0,21,284.99700927734375,STANDARD
0,20,-2.5886997217063404e-14,2018-04-28,R_A5,1718.8890380859375,26,285.21307373046875,31,1.0,21,285.21307373046875,STANDARD
0,21,-5.027502788901434e-21,2018-04-28,R_A5,1721.0728759765625,27,296.35601806640625,31,1.0,21,296.35601806640625,STANDARD
0,22,-3.990568125861523e-22,2018-04-28,R_A5,1723.256591796875,28,303.1824645996094,31,1.0,21,303.1824645996094,STANDARD
