CONBPRES,WELLMODEL,DEPTH,DRAWDOWN,CONJPOS,SWAT,DATE,SGAS,PRESSURE,WELL,CONIDX,CONIPOS,CONKPOS
300.3209228515625,STANDARD,1637.3448486328125,0,30,0.055766761302948,2018-01-01,0.0,300.3209228515625,R_A2,1,22,1
300.43548583984375,STANDARD,1639.053466796875,0,30,0.057163141667842865,2018-01-01,0.0,300.43548583984375,R_A2,2,22,2
300.550048828125,STANDARD,1640.76220703125,0,30,0.06252104043960571,2018-01-01,0.0,300.550048828125,R_A2,3,22,3
300.66461181640625,STANDARD,1642.4708251953125,0,30,0.06751299649477005,2018-01-01,0.0,300.66461181640625,R_A2,4,22,4
300.7792053222656,STANDARD,1644.1795654296875,0,30,0.07026717811822891,2018-01-01,0.0,300.7792053222656,R_A2,5,22,5
300.8937683105469,STANDARD,1645.88818359375,0,30,0.30982479453086853,2018-01-01,0.0,300.8937683105469,R_A2,6,22,6
301.0083312988281,STANDARD,1647.5968017578125,0,30,0.8911098837852478,2018-01-01,0.0,301.0083312988281,R_A2,7,22,7
301.1229248046875,STANDARD,1649.305419921875,0,30,0.8763662576675415,2018-01-01,0.0,301.1229248046875,R_A2,8,22,8
301.2375183105469,STANDARD,1651.01416015625,0,30,0.8935993313789368,2018-01-01,0.0,301.2375183105469,R_A2,9,22,9
301.35211181640625,STANDARD,1652.722900390625,0,30,0.9006739258766174,2018-01-01,0.0,301.35211181640625,R_A2,10,22,10
301.4750061035156,STANDARD,1654.5556640625,0,30,0.07656461000442505,2018-01-01,0.0,301.4750061035156,R_A2,11,22,11
301.60626220703125,STANDARD,1656.5123291015625,0,30,0.1787136048078537,2018-01-01,0.0,301.60626220703125,R_A2,12,22,12
301.73748779296875,STANDARD,1658.4691162109375,0,30,0.4601796269416809,2018-01-01,0.0,301.73748779296875,R_A2,13,22,13
301.8687438964844,STANDARD,1660.426025390625,0,30,0.5221281051635742,2018-01-01,0.0,301.8687438964844,R_A2,14,22,14
301.9999694824219,STANDARD,1662.3828125,0,30,0.9413585662841797,2018-01-01,0.0,301.9999694824219,R_A2,15,22,15
302.1312255859375,STANDARD,1664.339599609375,0,30,0.9424441456794739,2018-01-01,0.0,302.1312255859375,R_A2,16,22,16
302.2624816894531,STANDARD,1666.29638671875,0,30,0.9311250448226929,2018-01-01,0.0,302.2624816894531,R_A2,17,22,17
303.3512878417969,STANDARD,1678.16845703125,0,29,1.0,2018-01-01,0.0,303.3512878417969,R_A2,18,22,17
303.48419189453125,STANDARD,1679.5709228515625,0,29,1.0,2018-01-01,0.0,303.48419189453125,R_A2,19,22,18
303.7400207519531,STANDARD,1680.70166015625,0,29,1.0,2018-01-01,0.0,303.7400207519531,R_A2,20,22,27
303.89385986328125,STANDARD,1682.3248291015625,0,29,1.0,2018-01-01,0.0,303.89385986328125,R_A2,21,22,28
304.04766845703125,STANDARD,1683.9478759765625,0,29,1.0,2018-01-01,0.0,304.04766845703125,R_A2,22,22,29
304.20147705078125,STANDARD,1685.571044921875,0,29,1.0,2018-01-01,0.0,304.20147705078125,R_A2,23,22,30
