ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4926419,790461,487057,339649,47822606,0,0,0,0,0
Valysar,CentralSouth,54520172,10566724,8078630,5633633,793215544,0,0,0,0,0
Valysar,CentralNorth,31592126,5137115,3352514,2337876,329172976,0,0,0,0,0
Valysar,NorthHorst,3817937,438769,219161,134619,26371956,24618365,2555642,1298617,302004024,46207
Valysar,CentralRamp,13746446,2398854,1777759,1239720,174552595,0,0,0,0,0
Valysar,CentralHorst,82330072,14788696,11607237,8094308,1139678564,0,0,0,0,0
Valysar,EastLowland,291997,57188,17844,12443,1752033,0,0,0,0,0
Therys,WestLowland,2204974,406690,215420,150223,21151458,0,0,0,0,0
Therys,CentralSouth,6432274,1581343,982990,685488,96516703,0,0,0,0,0
Therys,CentralNorth,15193483,2958054,1715857,1196553,168474644,0,0,0,0,0
Therys,NorthHorst,6534038,920022,360990,221738,43438551,17244197,2694110,1703179,396088085,60601
Therys,CentralRamp,6770890,1540752,1135556,791880,111496747,0,0,0,0,0
Therys,CentralHorst,26283056,7095871,5471229,3815362,537203005,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,254401,41456,24605,17158,2415842,0,0,0,0,0
Volon,CentralSouth,21493685,4217491,3201683,2232694,314363279,0,0,0,0,0
Volon,CentralNorth,2791339,405116,235391,164150,23112352,0,0,0,0,0
Volon,NorthHorst,4817145,881702,687849,422512,82770010,2936745,512964,441281,102623542,15701
Volon,CentralRamp,10909073,1976287,1488519,1038019,146153078,0,0,0,0,0
Volon,CentralHorst,76116961,13694806,10782378,7519092,1058688188,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
