CONIPOS,SGAS,CONJPOS,WELL,CONIDX,DATE,SWAT,PRESSURE,WELLMODEL,CONKPOS,CONBPRES,DRAWDOWN,DEPTH
17,3.725111141588116e-15,42,R_A6,9,2018-11-07,1.0,275.2632751464844,STANDARD,9,275.2632751464844,0,1707.5906982421875
17,1.0805660850360683e-16,42,R_A6,10,2018-11-07,1.0,275.4911193847656,STANDARD,10,275.4911193847656,0,1709.1392822265625
17,-7.765382067025876e-15,42,R_A6,11,2018-11-07,1.0,275.3731689453125,STANDARD,11,275.3731689453125,0,1711.055419921875
17,-3.465136401285037e-15,42,R_A6,12,2018-11-07,1.0,275.58941650390625,STANDARD,12,275.58941650390625,0,1713.3392333984375
17,-2.8200482318152195e-16,42,R_A6,13,2018-11-07,1.0,275.818359375,STANDARD,13,275.818359375,0,1715.623046875
17,-1.8721218814910092e-16,42,R_A6,14,2018-11-07,1.0,276.0362854003906,STANDARD,14,276.0362854003906,0,1717.9068603515625
17,-1.9613581259732299e-16,42,R_A6,15,2018-11-07,1.0,276.2668151855469,STANDARD,15,276.2668151855469,0,1720.190673828125
17,-3.723757344710387e-17,42,R_A6,16,2018-11-07,1.0,276.6803894042969,STANDARD,16,276.6803894042969,0,1722.474365234375
17,-5.42892863525088e-17,42,R_A6,17,2018-11-07,1.0,276.94940185546875,STANDARD,17,276.94940185546875,0,1724.7581787109375
17,-5.761417522061264e-17,42,R_A6,18,2018-11-07,1.0,277.1234436035156,STANDARD,18,277.1234436035156,0,1726.394287109375
17,-5.454732091090663e-15,42,R_A6,19,2018-11-07,1.0,277.1592712402344,STANDARD,27,277.1592712402344,0,1727.7508544921875
17,-3.5025362940381034e-15,42,R_A6,20,2018-11-07,1.0,277.8035888671875,STANDARD,28,277.8035888671875,0,1729.4755859375
17,-1.5662394112846254e-15,42,R_A6,21,2018-11-07,1.0,278.0536804199219,STANDARD,29,278.0536804199219,0,1731.2001953125
17,-4.542557249579068e-21,42,R_A6,22,2018-11-07,1.0,278.4680480957031,STANDARD,30,278.4680480957031,0,1732.9249267578125
17,-1.7876713731607754e-16,42,R_A6,23,2018-11-07,1.0,277.6937255859375,STANDARD,31,277.6937255859375,0,1734.649658203125
