CONIPOS,SGAS,CONJPOS,WELL,CONIDX,DATE,SWAT,PRESSURE,WELLMODEL,CONKPOS,CONBPRES,DRAWDOWN,DEPTH
29,0.0,41,R_A3,18,2018-07-03,0.044530995190143585,284.1726379394531,STANDARD,28,284.1726379394531,0,1637.1630859375
29,0.0,41,R_A3,19,2018-07-03,0.05251690000295639,284.4153747558594,STANDARD,29,284.4153747558594,0,1640.8001708984375
29,-3.735197914855881e-11,41,R_A3,20,2018-07-03,1.0,288.2910461425781,STANDARD,30,288.2910461425781,0,1644.4371337890625
29,0.0,41,R_A3,21,2018-07-03,0.06281980872154236,284.91241455078125,STANDARD,31,284.91241455078125,0,1648.0740966796875
30,0.0,52,R_A4,1,2018-09-12,0.05308952182531357,277.6845397949219,STANDARD,1,277.6845397949219,0,1631.1873779296875
31,0.0,52,R_A4,2,2018-09-12,0.04971090331673622,277.4534912109375,STANDARD,1,277.4534912109375,0,1627.4293212890625
31,0.0,52,R_A4,3,2018-09-12,0.050996068865060806,277.5908203125,STANDARD,2,277.5908203125,0,1629.4896240234375
31,0.0,52,R_A4,4,2018-09-12,0.053515538573265076,277.7281494140625,STANDARD,3,277.7281494140625,0,1631.5498046875
31,0.0,52,R_A4,5,2018-09-12,0.058546148240566254,277.8655090332031,STANDARD,4,277.8655090332031,0,1633.610107421875
32,0.0,52,R_A4,6,2018-09-12,0.057854995131492615,277.7936096191406,STANDARD,4,277.7936096191406,0,1632.3968505859375
32,0.0,51,R_A4,7,2018-09-12,0.058434948325157166,278.02081298828125,STANDARD,4,278.02081298828125,0,1635.880615234375
33,0.0,51,R_A4,8,2018-09-12,0.06198149919509888,278.11712646484375,STANDARD,4,278.11712646484375,0,1637.321044921875
33,0.0,51,R_A4,9,2018-09-12,0.05658821016550064,277.9939880371094,STANDARD,3,277.9939880371094,0,1635.474609375
33,0.0,50,R_A4,10,2018-09-12,0.14775316417217255,278.3985595703125,STANDARD,4,278.3985595703125,0,1642.1485595703125
34,0.0,50,R_A4,11,2018-09-12,0.08168074488639832,278.3164978027344,STANDARD,4,278.3164978027344,0,1641.132080078125
34,0.0,50,R_A4,12,2018-09-12,0.12321686744689941,278.1883544921875,STANDARD,3,278.1883544921875,0,1639.20703125
35,0.0,50,R_A4,13,2018-09-12,0.12443045526742935,278.3116760253906,STANDARD,3,278.3116760253906,0,1640.9061279296875
35,0.0,50,R_A4,14,2018-09-12,0.22925806045532227,278.1881103515625,STANDARD,2,278.1881103515625,0,1639.0426025390625
35,0.0,49,R_A4,15,2018-09-12,0.23673774302005768,278.3135986328125,STANDARD,2,278.3135986328125,0,1641.93212890625
36,0.0,49,R_A4,16,2018-09-12,0.1308300793170929,276.9910888671875,STANDARD,30,276.9910888671875,0,1642.357421875
36,0.0,48,R_A4,17,2018-09-12,0.06429072469472885,276.45806884765625,STANDARD,30,276.45806884765625,0,1639.6068115234375
37,0.0,48,R_A4,18,2018-09-12,0.21430674195289612,277.5057067871094,STANDARD,30,277.5057067871094,0,1646.7513427734375
38,0.0,48,R_A4,19,2018-09-12,0.27853745222091675,278.6318054199219,STANDARD,30,278.6318054199219,0,1653.461669921875
38,0.0,47,R_A4,20,2018-09-12,0.7369106411933899,278.3352966308594,STANDARD,30,278.3352966308594,0,1657.8184814453125
17,1.9520323196937396e-15,42,R_A6,1,2018-11-07,1.0,274.1221923828125,STANDARD,1,274.1221923828125,0,1695.20263671875
17,1.2569208725183656e-15,42,R_A6,2,2018-11-07,1.0,274.2674865722656,STANDARD,2,274.2674865722656,0,1696.7510986328125
17,9.103784120938316e-16,42,R_A6,3,2018-11-07,1.0,274.41009521484375,STANDARD,3,274.41009521484375,0,1698.299560546875
17,7.638790875476352e-16,42,R_A6,4,2018-11-07,1.0,274.5491638183594,STANDARD,4,274.5491638183594,0,1699.84814453125
17,1.9918682792031094e-15,42,R_A6,5,2018-11-07,1.0,274.6866149902344,STANDARD,5,274.6866149902344,0,1701.3966064453125
17,5.050202877415755e-14,42,R_A6,6,2018-11-07,1.0,274.82684326171875,STANDARD,6,274.82684326171875,0,1702.9451904296875
17,9.666825174538263e-14,42,R_A6,7,2018-11-07,1.0,274.67047119140625,STANDARD,7,274.67047119140625,0,1704.49365234375
17,5.180967823812874e-14,42,R_A6,8,2018-11-07,1.0,274.8168640136719,STANDARD,8,274.8168640136719,0,1706.042236328125
