Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:54:35
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       260783023.87         44038932.64         34125610.84         21462647.96
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  260783023.87         44038932.64         34125610.84         21462647.96
MidReek    1                       202192713.22         39957220.95         32684154.90         20556071.92
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  202192713.22         39957220.95         32684154.90         20556071.92
LowerReek  1                       125995389.35         26671251.14         22035914.29         13859065.36
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  125995389.35         26671251.14         22035914.29         13859065.36
Totals     1                       588971126.44        110667404.73         88845680.03         55877785.25
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  588971126.44        110667404.73         88845680.03         55877785.25
