Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 17:16:14
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       273021041.89         45149351.38         35211307.81         22145476.24
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  273021041.89         45149351.38         35211307.81         22145476.24
MidReek    1                       201300367.38         39519456.39         31999330.00         20125364.45
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  201300367.38         39519456.39         31999330.00         20125364.45
LowerReek  1                       123370789.12         25651256.54         21040771.95         13233189.68
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  123370789.12         25651256.54         21040771.95         13233189.68
Totals     1                       597692198.40        110320064.31         88251409.75         55504030.37
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  597692198.40        110320064.31         88251409.75         55504030.37
