Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 17:16:15
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       273008365.59         45139991.70         34987501.74         22004717.72
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  273008365.59         45139991.70         34987501.74         22004717.72
MidReek    1                       201282711.29         39493978.79         31736221.73         19959887.54
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  201282711.29         39493978.79         31736221.73         19959887.54
LowerReek  1                       123434070.25         25654943.54         20821772.24         13095454.02
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  123434070.25         25654943.54         20821772.24         13095454.02
Totals     1                       597725147.13        110288914.02         87545495.72         55060059.28
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  597725147.13        110288914.02         87545495.72         55060059.28
