ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,32673073,5205220,2573511,1794638,252685087,0,0,0,0,0
Valysar,CentralSouth,39963628,7410752,5434353,3789646,533582202,0,0,0,0,0
Valysar,CentralNorth,31682121,5770151,4065852,2835322,399213358,0,0,0,0,0
Valysar,NorthHorst,3210877,381617,172419,105908,20747431,26729922,3128504,1996874,464389352,71052
Valysar,CentralRamp,13879736,2295286,1638415,1142549,160870854,0,0,0,0,0
Valysar,CentralHorst,85302038,13977210,10263587,7157313,1007749721,0,0,0,0,0
Valysar,EastLowland,11313383,1716445,920297,641769,90361102,0,0,0,0,0
Therys,WestLowland,6805351,1468179,750736,523526,73712445,0,0,0,0,0
Therys,CentralSouth,899147,285770,195884,136600,19233239,0,0,0,0,0
Therys,CentralNorth,14035239,2938607,1621953,1131069,159254503,0,0,0,0,0
Therys,NorthHorst,5346450,796638,306752,188422,36911951,20592172,3445317,2162820,502981368,76956
Therys,CentralRamp,6417442,1610697,1193250,832113,117161482,0,0,0,0,0
Therys,CentralHorst,29154342,7431795,5736928,4000647,563291175,0,0,0,0,0
Therys,EastLowland,129129,38829,11313,7889,1110836,0,0,0,0,0
Volon,WestLowland,863716,172580,119553,83370,11738522,0,0,0,0,0
Volon,CentralSouth,25852916,5243627,3958176,2760235,388641026,0,0,0,0,0
Volon,CentralNorth,951848,118112,31993,22311,3141326,0,0,0,0,0
Volon,NorthHorst,2647780,443517,268602,164989,32321347,5968122,1074232,869823,202284392,30950
Volon,CentralRamp,10071737,1809470,1271954,886997,124889224,0,0,0,0,0
Volon,CentralHorst,77951962,14115163,10953954,7638741,1075534737,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
