PRESSURE,CONIDX,SWAT,DEPTH,CONIPOS,CONJPOS,DATE,SGAS,WELLMODEL,DRAWDOWN,CONBPRES,CONKPOS,WELL
300.29644775390625,9,0.19343797862529755,1635.474609375,33,51,2018-01-01,0.0,STANDARD,0,300.29644775390625,3,R_A4
300.74395751953125,10,0.06403730064630508,1642.1485595703125,33,50,2018-01-01,0.0,STANDARD,0,300.74395751953125,4,R_A4
300.67578125,11,0.062113311141729355,1641.132080078125,34,50,2018-01-01,0.0,STANDARD,0,300.67578125,4,R_A4
300.5467224121094,12,0.6481541991233826,1639.20703125,34,50,2018-01-01,0.0,STANDARD,0,300.5467224121094,3,R_A4
300.66064453125,13,0.2713562548160553,1640.9061279296875,35,50,2018-01-01,0.0,STANDARD,0,300.66064453125,3,R_A4
300.53570556640625,14,0.23927634954452515,1639.0426025390625,35,50,2018-01-01,0.0,STANDARD,0,300.53570556640625,2,R_A4
300.72943115234375,15,0.24014364182949066,1641.93212890625,35,49,2018-01-01,0.0,STANDARD,0,300.72943115234375,2,R_A4
300.7579650878906,16,0.24251782894134521,1642.357421875,36,49,2018-01-01,0.0,STANDARD,0,300.7579650878906,30,R_A4
300.5735168457031,17,0.21051277220249176,1639.6068115234375,36,48,2018-01-01,0.0,STANDARD,0,300.5735168457031,30,R_A4
301.0526123046875,18,0.6481541991233826,1646.7513427734375,37,48,2018-01-01,0.0,STANDARD,0,301.0526123046875,30,R_A4
301.5025939941406,19,0.6481541991233826,1653.461669921875,38,48,2018-01-01,0.0,STANDARD,0,301.5025939941406,30,R_A4
301.7947998046875,20,0.6481541991233826,1657.8184814453125,38,47,2018-01-01,0.0,STANDARD,0,301.7947998046875,30,R_A4
303.8440856933594,1,1.0,1685.026611328125,31,20,2018-01-01,0.0,STANDARD,0,303.8440856933594,1,R_A5
304.0601806640625,2,1.0,1687.3070068359375,31,20,2018-01-01,0.0,STANDARD,0,304.0601806640625,2,R_A5
304.27630615234375,3,1.0,1689.5875244140625,31,20,2018-01-01,0.0,STANDARD,0,304.27630615234375,3,R_A5
304.4924011230469,4,1.0,1691.8680419921875,31,20,2018-01-01,0.0,STANDARD,0,304.4924011230469,4,R_A5
304.7085266113281,5,1.0,1694.1485595703125,31,20,2018-01-01,0.0,STANDARD,0,304.7085266113281,5,R_A5
304.9246520996094,6,1.0,1696.4290771484375,31,20,2018-01-01,0.0,STANDARD,0,304.9246520996094,6,R_A5
305.446533203125,7,1.0,1698.70947265625,31,20,2018-01-01,0.0,STANDARD,0,305.446533203125,7,R_A5
305.988037109375,8,1.0,1707.6488037109375,31,20,2018-01-01,0.0,STANDARD,0,305.988037109375,11,R_A5
306.1695251464844,9,1.0,1709.5638427734375,31,20,2018-01-01,0.0,STANDARD,0,306.1695251464844,12,R_A5
305.4322814941406,10,1.0,1701.7845458984375,31,21,2018-01-01,0.0,STANDARD,0,305.4322814941406,12,R_A5
305.6291198730469,11,1.0,1703.735107421875,31,21,2018-01-01,0.0,STANDARD,0,305.6291198730469,13,R_A5
305.81396484375,12,1.0,1705.6856689453125,31,21,2018-01-01,0.0,STANDARD,0,305.81396484375,14,R_A5
305.9988098144531,13,1.0,1707.63623046875,31,21,2018-01-01,0.0,STANDARD,0,305.9988098144531,15,R_A5
306.3287048339844,14,1.0,1709.5867919921875,31,21,2018-01-01,0.0,STANDARD,0,306.3287048339844,16,R_A5
306.5135498046875,15,1.0,1711.537353515625,31,21,2018-01-01,0.0,STANDARD,0,306.5135498046875,17,R_A5
306.6856994628906,16,1.0,1713.35400390625,31,21,2018-01-01,0.0,STANDARD,0,306.6856994628906,18,R_A5
306.7843933105469,17,1.0,1714.3951416015625,31,21,2018-01-01,0.0,STANDARD,0,306.7843933105469,19,R_A5
306.75689697265625,18,1.0,1715.7628173828125,31,21,2018-01-01,0.0,STANDARD,0,306.75689697265625,27,R_A5
306.978271484375,19,1.0,1718.098388671875,31,21,2018-01-01,0.0,STANDARD,0,306.978271484375,28,R_A5
307.5054016113281,20,1.0,1720.43408203125,31,21,2018-01-01,0.0,STANDARD,0,307.5054016113281,29,R_A5
307.7267761230469,21,1.0,1722.7696533203125,31,21,2018-01-01,0.0,STANDARD,0,307.7267761230469,30,R_A5
307.9481506347656,22,1.0,1725.105224609375,31,21,2018-01-01,0.0,STANDARD,0,307.9481506347656,31,R_A5
305.11419677734375,1,1.0,1695.20263671875,17,42,2018-01-01,0.0,STANDARD,0,305.11419677734375,1,R_A6
305.2609558105469,2,1.0,1696.7510986328125,17,42,2018-01-01,0.0,STANDARD,0,305.2609558105469,2,R_A6
305.4076843261719,3,1.0,1698.299560546875,17,42,2018-01-01,0.0,STANDARD,0,305.4076843261719,3,R_A6
305.554443359375,4,1.0,1699.84814453125,17,42,2018-01-01,0.0,STANDARD,0,305.554443359375,4,R_A6
305.7012023925781,5,1.0,1701.3966064453125,17,42,2018-01-01,0.0,STANDARD,0,305.7012023925781,5,R_A6
305.84796142578125,6,1.0,1702.9451904296875,17,42,2018-01-01,0.0,STANDARD,0,305.84796142578125,6,R_A6
305.6956481933594,7,1.0,1704.49365234375,17,42,2018-01-01,0.0,STANDARD,0,305.6956481933594,7,R_A6
305.8424072265625,8,1.0,1706.042236328125,17,42,2018-01-01,0.0,STANDARD,0,305.8424072265625,8,R_A6
306.2882080078125,9,1.0,1707.5906982421875,17,42,2018-01-01,0.0,STANDARD,0,306.2882080078125,9,R_A6
306.1291809082031,10,1.0,1709.1392822265625,17,42,2018-01-01,0.0,STANDARD,0,306.1291809082031,10,R_A6
306.3109130859375,11,1.0,1711.055419921875,17,42,2018-01-01,0.0,STANDARD,0,306.3109130859375,11,R_A6
306.52734375,12,1.0,1713.3392333984375,17,42,2018-01-01,0.0,STANDARD,0,306.52734375,12,R_A6
306.7557678222656,13,1.0,1715.623046875,17,42,2018-01-01,0.0,STANDARD,0,306.7557678222656,13,R_A6
306.9721984863281,14,1.0,1717.9068603515625,17,42,2018-01-01,0.0,STANDARD,0,306.9721984863281,14,R_A6
307.18865966796875,15,1.0,1720.190673828125,17,42,2018-01-01,0.0,STANDARD,0,307.18865966796875,15,R_A6
307.55010986328125,16,1.0,1722.474365234375,17,42,2018-01-01,0.0,STANDARD,0,307.55010986328125,16,R_A6
307.7665710449219,17,1.0,1724.7581787109375,17,42,2018-01-01,0.0,STANDARD,0,307.7665710449219,17,R_A6
307.921630859375,18,1.0,1726.394287109375,17,42,2018-01-01,0.0,STANDARD,0,307.921630859375,18,R_A6
307.8930969238281,19,1.0,1727.7508544921875,17,42,2018-01-01,0.0,STANDARD,0,307.8930969238281,27,R_A6
308.3623352050781,20,1.0,1729.4755859375,17,42,2018-01-01,0.0,STANDARD,0,308.3623352050781,28,R_A6
308.52581787109375,21,1.0,1731.2001953125,17,42,2018-01-01,0.0,STANDARD,0,308.52581787109375,29,R_A6
308.68927001953125,22,1.0,1732.9249267578125,17,42,2018-01-01,0.0,STANDARD,0,308.68927001953125,30,R_A6
308.5469665527344,23,1.0,1734.649658203125,17,42,2018-01-01,0.0,STANDARD,0,308.5469665527344,31,R_A6
298.6444396972656,1,0.05660977214574814,1641.094970703125,22,30,2018-03-01,0.0,STANDARD,0,298.6444396972656,1,R_A2
298.7646789550781,2,0.057908423244953156,1642.8890380859375,22,30,2018-03-01,0.0,STANDARD,0,298.7646789550781,2,R_A2
298.8849182128906,3,0.060640450567007065,1644.68310546875,22,30,2018-03-01,0.0,STANDARD,0,298.8849182128906,3,R_A2
299.0051574707031,4,0.06536021083593369,1646.4771728515625,22,30,2018-03-01,0.0,STANDARD,0,299.0051574707031,4,R_A2
299.12542724609375,5,0.06927596032619476,1648.2713623046875,22,30,2018-03-01,0.0,STANDARD,0,299.12542724609375,5,R_A2
299.26385498046875,6,0.3084685206413269,1650.0654296875,22,30,2018-03-01,0.0,STANDARD,0,299.26385498046875,6,R_A2
299.39715576171875,7,0.8966174721717834,1651.859619140625,22,30,2018-03-01,0.0,STANDARD,0,299.39715576171875,7,R_A2
299.5298156738281,8,0.8800269365310669,1653.6536865234375,22,30,2018-03-01,0.0,STANDARD,0,299.5298156738281,8,R_A2
299.6599426269531,9,0.9073213338851929,1655.44775390625,22,30,2018-03-01,0.0,STANDARD,0,299.6599426269531,9,R_A2
299.9595947265625,10,0.9076159596443176,1657.2418212890625,22,30,2018-03-01,0.0,STANDARD,0,299.9595947265625,10,R_A2
300.6056823730469,11,0.07634297758340836,1659.1368408203125,22,30,2018-03-01,0.0,STANDARD,0,300.6056823730469,11,R_A2
300.7396240234375,12,0.08217362314462662,1661.132568359375,22,30,2018-03-01,0.0,STANDARD,0,300.7396240234375,12,R_A2
301.09002685546875,13,0.475019633769989,1663.12841796875,22,30,2018-03-01,0.0,STANDARD,0,301.09002685546875,13,R_A2
301.2752990722656,14,0.5129536390304565,1665.1241455078125,22,30,2018-03-01,0.0,STANDARD,0,301.2752990722656,14,R_A2
301.4085388183594,15,0.6796107292175293,1667.1199951171875,22,30,2018-03-01,0.0,STANDARD,0,301.4085388183594,15,R_A2
301.5406188964844,16,0.9705058336257935,1669.11572265625,22,30,2018-03-01,0.0,STANDARD,0,301.5406188964844,16,R_A2
301.674072265625,17,0.9568986892700195,1671.111572265625,22,30,2018-03-01,0.0,STANDARD,0,301.674072265625,17,R_A2
301.7997741699219,18,0.9819105267524719,1672.9881591796875,22,30,2018-03-01,0.0,STANDARD,0,301.7997741699219,18,R_A2
301.8382568359375,19,0.9946469664573669,1674.229736328125,22,29,2018-03-01,0.0,STANDARD,0,301.8382568359375,18,R_A2
303.01416015625,20,1.0,1676.1676025390625,22,29,2018-03-01,-3.6006216670825796e-18,STANDARD,0,303.01416015625,27,R_A2
303.465576171875,21,1.0,1677.9368896484375,22,29,2018-03-01,-1.3040117645212223e-21,STANDARD,0,303.465576171875,28,R_A2
303.6329345703125,22,1.0,1679.7061767578125,22,29,2018-03-01,-1.5451641754023925e-20,STANDARD,0,303.6329345703125,29,R_A2
303.8004150390625,23,1.0,1681.4754638671875,22,29,2018-03-01,-1.121665182428031e-18,STANDARD,0,303.8004150390625,30,R_A2
303.65826416015625,24,1.0,1683.2447509765625,22,29,2018-03-01,-4.098952944507064e-15,STANDARD,0,303.65826416015625,31,R_A2
276.77703857421875,1,1.0,1685.026611328125,31,20,2018-04-28,-2.268439994832926e-15,STANDARD,0,276.77703857421875,1,R_A5
276.99285888671875,2,1.0,1687.3070068359375,31,20,2018-04-28,-1.1336838685742428e-17,STANDARD,0,276.99285888671875,2,R_A5
277.208740234375,3,1.0,1689.5875244140625,31,20,2018-04-28,-5.389956262888927e-14,STANDARD,0,277.208740234375,3,R_A5
277.4246520996094,4,1.0,1691.8680419921875,31,20,2018-04-28,-6.77836828550174e-14,STANDARD,0,277.4246520996094,4,R_A5
277.6405334472656,5,1.0,1694.1485595703125,31,20,2018-04-28,-6.571876560741013e-14,STANDARD,0,277.6405334472656,5,R_A5
277.8564453125,6,1.0,1696.4290771484375,31,20,2018-04-28,-5.011940027496026e-14,STANDARD,0,277.8564453125,6,R_A5
278.3951721191406,7,1.0,1698.70947265625,31,20,2018-04-28,-1.1200768977137447e-14,STANDARD,0,278.3951721191406,7,R_A5
268.8360595703125,8,1.0,1707.6488037109375,31,20,2018-04-28,-1.34860633944911e-12,STANDARD,0,268.8360595703125,11,R_A5
269.0913391113281,9,1.0,1709.5638427734375,31,20,2018-04-28,-1.1755575896402193e-12,STANDARD,0,269.0913391113281,12,R_A5
267.46551513671875,10,1.0,1701.7845458984375,31,21,2018-04-28,-2.9693962132898433e-12,STANDARD,0,267.46551513671875,12,R_A5
267.6690673828125,11,1.0,1703.735107421875,31,21,2018-04-28,-3.153585790942326e-13,STANDARD,0,267.6690673828125,13,R_A5
267.8602600097656,12,1.0,1705.6856689453125,31,21,2018-04-28,-4.941727907957494e-13,STANDARD,0,267.8602600097656,14,R_A5
268.0691223144531,13,1.0,1707.63623046875,31,21,2018-04-28,-1.5376231104341498e-12,STANDARD,0,268.0691223144531,15,R_A5
268.4332275390625,14,1.0,1709.5867919921875,31,21,2018-04-28,-1.5732164919748937e-12,STANDARD,0,268.4332275390625,16,R_A5
268.63922119140625,15,1.0,1711.537353515625,31,21,2018-04-28,-3.9697883652198285e-13,STANDARD,0,268.63922119140625,17,R_A5
268.8244934082031,16,1.0,1713.35400390625,31,21,2018-04-28,-8.409022718598724e-13,STANDARD,0,268.8244934082031,18,R_A5
268.9229736328125,17,1.0,1714.3951416015625,31,21,2018-04-28,0.0,STANDARD,0,268.9229736328125,19,R_A5
280.532958984375,18,1.0,1715.7628173828125,31,21,2018-04-28,-6.904584542999359e-12,STANDARD,0,280.532958984375,27,R_A5
280.7754821777344,19,1.0,1718.098388671875,31,21,2018-04-28,-5.9496405198367075e-12,STANDARD,0,280.7754821777344,28,R_A5
293.5380554199219,20,1.0,1720.43408203125,31,21,2018-04-28,-2.8576472137068376e-18,STANDARD,0,293.5380554199219,29,R_A5
302.7870178222656,21,1.0,1722.7696533203125,31,21,2018-04-28,-1.0501298921961063e-19,STANDARD,0,302.7870178222656,30,R_A5
306.01385498046875,22,1.0,1725.105224609375,31,21,2018-04-28,-3.6059665721587734e-20,STANDARD,0,306.01385498046875,31,R_A5
284.1067199707031,1,0.6490750908851624,1609.243408203125,28,41,2018-07-03,0.0,STANDARD,0,284.1067199707031,1,R_A3
284.2463073730469,2,0.19921818375587463,1611.3077392578125,28,41,2018-07-03,0.0,STANDARD,0,284.2463073730469,2,R_A3
284.3841247558594,3,0.19365593791007996,1613.3720703125,28,41,2018-07-03,0.0,STANDARD,0,284.3841247558594,3,R_A3
284.51824951171875,4,0.3767678141593933,1615.4365234375,28,41,2018-07-03,0.0,STANDARD,0,284.51824951171875,4,R_A3
284.6042785644531,5,0.6503273844718933,1617.5008544921875,28,41,2018-07-03,0.0,STANDARD,0,284.6042785644531,5,R_A3
284.7399597167969,6,0.11107531189918518,1619.565185546875,28,41,2018-07-03,0.0,STANDARD,0,284.7399597167969,6,R_A3
284.0865173339844,7,0.286488801240921,1609.3663330078125,29,41,2018-07-03,0.0,STANDARD,0,284.0865173339844,6,R_A3
284.22369384765625,8,0.1977376639842987,1611.4163818359375,29,41,2018-07-03,0.0,STANDARD,0,284.22369384765625,7,R_A3
284.3606262207031,9,0.19906292855739594,1613.46630859375,29,41,2018-07-03,0.0,STANDARD,0,284.3606262207031,8,R_A3
284.4941711425781,10,0.6871076226234436,1615.516357421875,29,41,2018-07-03,0.0,STANDARD,0,284.4941711425781,9,R_A3
284.6061096191406,11,0.649520754814148,1617.5662841796875,29,41,2018-07-03,0.0,STANDARD,0,284.6061096191406,10,R_A3
290.6258850097656,12,0.05110935494303703,1619.750732421875,29,41,2018-07-03,0.0,STANDARD,0,290.6258850097656,11,R_A3
290.781005859375,13,0.05436558648943901,1622.0697021484375,29,41,2018-07-03,0.0,STANDARD,0,290.781005859375,12,R_A3
290.93682861328125,14,0.37346532940864563,1624.388671875,29,41,2018-07-03,0.0,STANDARD,0,290.93682861328125,13,R_A3
292.1930236816406,15,0.35063567757606506,1626.707763671875,29,41,2018-07-03,0.0,STANDARD,0,292.1930236816406,14,R_A3
291.8748474121094,16,0.4956477880477905,1629.026611328125,29,41,2018-07-03,0.0,STANDARD,0,291.8748474121094,15,R_A3
292.01104736328125,17,0.8107289671897888,1630.9468994140625,29,41,2018-07-03,0.0,STANDARD,0,292.01104736328125,16,R_A3
286.0433654785156,18,0.7171374559402466,1633.5262451171875,29,41,2018-07-03,0.0,STANDARD,0,286.0433654785156,27,R_A3
281.70843505859375,19,0.04376264661550522,1637.1630859375,29,41,2018-07-03,0.0,STANDARD,0,281.70843505859375,28,R_A3
281.951416015625,20,0.12082143872976303,1640.8001708984375,29,41,2018-07-03,0.0,STANDARD,0,281.951416015625,29,R_A3
282.23052978515625,21,0.6502362489700317,1644.4371337890625,29,41,2018-07-03,0.0,STANDARD,0,282.23052978515625,30,R_A3
282.49700927734375,22,0.06509851664304733,1648.0740966796875,29,41,2018-07-03,0.0,STANDARD,0,282.49700927734375,31,R_A3
275.9027099609375,1,0.05104340985417366,1631.1873779296875,30,52,2018-09-12,0.0,STANDARD,0,275.9027099609375,1,R_A4
275.99542236328125,2,0.04973973333835602,1627.4293212890625,31,52,2018-09-12,0.0,STANDARD,0,275.99542236328125,1,R_A4
276.13275146484375,3,0.05173283815383911,1629.4896240234375,31,52,2018-09-12,0.0,STANDARD,0,276.13275146484375,2,R_A4
276.2701416015625,4,0.05466041713953018,1631.5498046875,31,52,2018-09-12,0.0,STANDARD,0,276.2701416015625,3,R_A4
276.4075012207031,5,0.056497566401958466,1633.610107421875,31,52,2018-09-12,0.0,STANDARD,0,276.4075012207031,4,R_A4
276.6285095214844,6,0.057200778275728226,1632.3968505859375,32,52,2018-09-12,0.0,STANDARD,0,276.6285095214844,4,R_A4
276.3983459472656,7,0.11261716485023499,1635.880615234375,32,51,2018-09-12,0.0,STANDARD,0,276.3983459472656,4,R_A4
276.6523132324219,8,0.1584596186876297,1637.321044921875,33,51,2018-09-12,0.0,STANDARD,0,276.6523132324219,4,R_A4
276.5372314453125,9,0.19331853091716766,1635.474609375,33,51,2018-09-12,0.0,STANDARD,0,276.5372314453125,3,R_A4
275.94464111328125,10,0.06537812203168869,1642.1485595703125,33,50,2018-09-12,0.0,STANDARD,0,275.94464111328125,4,R_A4
276.17633056640625,11,0.06256824731826782,1641.132080078125,34,50,2018-09-12,0.0,STANDARD,0,276.17633056640625,4,R_A4
276.0675964355469,12,0.6513609886169434,1639.20703125,34,50,2018-09-12,0.0,STANDARD,0,276.0675964355469,3,R_A4
276.61553955078125,13,0.27169209718704224,1640.9061279296875,35,50,2018-09-12,0.0,STANDARD,0,276.61553955078125,3,R_A4
276.6694641113281,14,0.24016794562339783,1639.0426025390625,35,50,2018-09-12,0.0,STANDARD,0,276.6694641113281,2,R_A4
276.2131652832031,15,0.24117141962051392,1641.93212890625,35,49,2018-09-12,0.0,STANDARD,0,276.2131652832031,2,R_A4
285.7909851074219,16,0.24074767529964447,1642.357421875,36,49,2018-09-12,0.0,STANDARD,0,285.7909851074219,30,R_A4
285.7571716308594,17,0.21023716032505035,1639.6068115234375,36,48,2018-09-12,0.0,STANDARD,0,285.7571716308594,30,R_A4
286.21063232421875,18,0.6563128232955933,1646.7513427734375,37,48,2018-09-12,0.0,STANDARD,0,286.21063232421875,30,R_A4
286.6611022949219,19,0.6495408415794373,1653.461669921875,38,48,2018-09-12,0.0,STANDARD,0,286.6611022949219,30,R_A4
286.99835205078125,20,0.6493259072303772,1657.8184814453125,38,47,2018-09-12,0.0,STANDARD,0,286.99835205078125,30,R_A4
267.2288818359375,1,1.0,1695.20263671875,17,42,2018-11-07,-8.911996935787527e-17,STANDARD,0,267.2288818359375,1,R_A6
267.37677001953125,2,1.0,1696.7510986328125,17,42,2018-11-07,-6.105810530503022e-17,STANDARD,0,267.37677001953125,2,R_A6
267.52532958984375,3,1.0,1698.299560546875,17,42,2018-11-07,-4.4095112483405284e-17,STANDARD,0,267.52532958984375,3,R_A6
267.67431640625,4,1.0,1699.84814453125,17,42,2018-11-07,-2.691643066269592e-17,STANDARD,0,267.67431640625,4,R_A6
267.82208251953125,5,1.0,1701.3966064453125,17,42,2018-11-07,-4.6891866382728725e-17,STANDARD,0,267.82208251953125,5,R_A6
267.9693908691406,6,1.0,1702.9451904296875,17,42,2018-11-07,-2.5553069724201447e-15,STANDARD,0,267.9693908691406,6,R_A6
267.8202819824219,7,1.0,1704.49365234375,17,42,2018-11-07,-5.33837983380755e-15,STANDARD,0,267.8202819824219,7,R_A6
267.952392578125,8,1.0,1706.042236328125,17,42,2018-11-07,-2.8880865238803356e-15,STANDARD,0,267.952392578125,8,R_A6
268.39776611328125,9,1.0,1707.5906982421875,17,42,2018-11-07,-1.7214663515610932e-16,STANDARD,0,268.39776611328125,9,R_A6
268.5043640136719,10,1.0,1709.1392822265625,17,42,2018-11-07,0.0,STANDARD,0,268.5043640136719,10,R_A6
284.46923828125,11,1.0,1711.055419921875,17,42,2018-11-07,0.0,STANDARD,0,284.46923828125,11,R_A6
284.6956481933594,12,1.0,1713.3392333984375,17,42,2018-11-07,0.0,STANDARD,0,284.6956481933594,12,R_A6
284.93231201171875,13,1.0,1715.623046875,17,42,2018-11-07,0.0,STANDARD,0,284.93231201171875,13,R_A6
285.1486511230469,14,1.0,1717.9068603515625,17,42,2018-11-07,0.0,STANDARD,0,285.1486511230469,14,R_A6
285.3650817871094,15,1.0,1720.190673828125,17,42,2018-11-07,0.0,STANDARD,0,285.3650817871094,15,R_A6
