PRESSURE,CONIPOS,SWAT,CONBPRES,WELL,DEPTH,CONJPOS,CONKPOS,DATE,CONIDX,SGAS,WELLMODEL,DRAWDOWN
300.8115234375,22,0.053445786237716675,300.8115234375,R_A2,1641.094970703125,30,1,2018-01-01,1,0.0,STANDARD,0
300.93182373046875,22,0.05426427721977234,300.93182373046875,R_A2,1642.8890380859375,30,2,2018-01-01,2,0.0,STANDARD,0
301.0521545410156,22,0.056204576045274734,301.0521545410156,R_A2,1644.68310546875,30,3,2018-01-01,3,0.0,STANDARD,0
301.1724548339844,22,0.06311390548944473,301.1724548339844,R_A2,1646.4771728515625,30,4,2018-01-01,4,0.0,STANDARD,0
301.29278564453125,22,0.06392046064138412,301.29278564453125,R_A2,1648.2713623046875,30,5,2018-01-01,5,0.0,STANDARD,0
301.4130859375,22,0.30079230666160583,301.4130859375,R_A2,1650.0654296875,30,6,2018-01-01,6,0.0,STANDARD,0
301.5334167480469,22,0.8706083297729492,301.5334167480469,R_A2,1651.859619140625,30,7,2018-01-01,7,0.0,STANDARD,0
301.65374755859375,22,0.8557152152061462,301.65374755859375,R_A2,1653.6536865234375,30,8,2018-01-01,8,0.0,STANDARD,0
301.7740783691406,22,0.8790297508239746,301.7740783691406,R_A2,1655.44775390625,30,9,2018-01-01,9,0.0,STANDARD,0
301.8944091796875,22,0.8886839747428894,301.8944091796875,R_A2,1657.2418212890625,30,10,2018-01-01,10,0.0,STANDARD,0
302.0215148925781,22,0.06789121776819229,302.0215148925781,R_A2,1659.1368408203125,30,11,2018-01-01,11,0.0,STANDARD,0
302.1553649902344,22,0.06811117380857468,302.1553649902344,R_A2,1661.132568359375,30,12,2018-01-01,12,0.0,STANDARD,0
302.28924560546875,22,0.4295193552970886,302.28924560546875,R_A2,1663.12841796875,30,13,2018-01-01,13,0.0,STANDARD,0
302.4231262207031,22,0.4627612829208374,302.4231262207031,R_A2,1665.1241455078125,30,14,2018-01-01,14,0.0,STANDARD,0
302.5570068359375,22,0.6365171074867249,302.5570068359375,R_A2,1667.1199951171875,30,15,2018-01-01,15,0.0,STANDARD,0
302.6908874511719,22,0.9182021021842957,302.6908874511719,R_A2,1669.11572265625,30,16,2018-01-01,16,0.0,STANDARD,0
302.8247985839844,22,0.8762227296829224,302.8247985839844,R_A2,1671.111572265625,30,17,2018-01-01,17,0.0,STANDARD,0
302.95068359375,22,0.9253979921340942,302.95068359375,R_A2,1672.9881591796875,30,18,2018-01-01,18,0.0,STANDARD,0
303.03399658203125,22,0.9385215044021606,303.03399658203125,R_A2,1674.229736328125,29,18,2018-01-01,19,0.0,STANDARD,0
303.16400146484375,22,0.7892597913742065,303.16400146484375,R_A2,1676.1676025390625,29,27,2018-01-01,20,0.0,STANDARD,0
303.28271484375,22,1.0,303.28271484375,R_A2,1677.9368896484375,29,28,2018-01-01,21,0.0,STANDARD,0
303.40142822265625,22,1.0,303.40142822265625,R_A2,1679.7061767578125,29,29,2018-01-01,22,0.0,STANDARD,0
303.5201416015625,22,1.0,303.5201416015625,R_A2,1681.4754638671875,29,30,2018-01-01,23,0.0,STANDARD,0
303.98101806640625,22,1.0,303.98101806640625,R_A2,1683.2447509765625,29,31,2018-01-01,24,0.0,STANDARD,0
298.6763000488281,28,0.6481541991233826,298.6763000488281,R_A3,1609.243408203125,41,1,2018-01-01,1,0.0,STANDARD,0
298.8146667480469,28,0.1928284466266632,298.8146667480469,R_A3,1611.3077392578125,41,2,2018-01-01,2,0.0,STANDARD,0
298.9530334472656,28,0.1468539535999298,298.9530334472656,R_A3,1613.3720703125,41,3,2018-01-01,3,0.0,STANDARD,0
299.09136962890625,28,0.6481541991233826,299.09136962890625,R_A3,1615.4365234375,41,4,2018-01-01,4,0.0,STANDARD,0
299.2297668457031,28,0.8243896961212158,299.2297668457031,R_A3,1617.5008544921875,41,5,2018-01-01,5,0.0,STANDARD,0
299.3681335449219,28,0.6481541991233826,299.3681335449219,R_A3,1619.565185546875,41,6,2018-01-01,6,0.0,STANDARD,0
298.6845397949219,29,0.6481541991233826,298.6845397949219,R_A3,1609.3663330078125,41,6,2018-01-01,7,0.0,STANDARD,0
298.8219299316406,29,0.19346031546592712,298.8219299316406,R_A3,1611.4163818359375,41,7,2018-01-01,8,0.0,STANDARD,0
298.9593200683594,29,0.19502577185630798,298.9593200683594,R_A3,1613.46630859375,41,8,2018-01-01,9,0.0,STANDARD,0
299.09674072265625,29,0.791934072971344,299.09674072265625,R_A3,1615.516357421875,41,9,2018-01-01,10,0.0,STANDARD,0
299.234130859375,29,0.7935547232627869,299.234130859375,R_A3,1617.5662841796875,41,10,2018-01-01,11,0.0,STANDARD,0
299.38055419921875,29,0.047230031341314316,299.38055419921875,R_A3,1619.750732421875,41,11,2018-01-01,12,0.0,STANDARD,0
299.5360107421875,29,0.05224001780152321,299.5360107421875,R_A3,1622.0697021484375,41,12,2018-01-01,13,0.0,STANDARD,0
299.69146728515625,29,0.3606124818325043,299.69146728515625,R_A3,1624.388671875,41,13,2018-01-01,14,0.0,STANDARD,0
