PROPERTY,ZONE,REGION,FACIES,Avg,Avg_Weighted,Max,Min,P10,P90,Stddev,SOURCE,ID
SW,MidReek,North,Background,0.9931361,,1.0,0.20470682,1.0,1.0,0.06635732,geogrid,geogrid
PERM,MidReek,North,Channel,2703.389,,10000.0,22.275593,377.86584,7093.3184,2710.67,geogrid,geogrid
PORO,MidReek,North,Channel,0.2436892,,0.4416619,0.051819146,0.17966405,0.30626985,0.049443662,geogrid,geogrid
SW,MidReek,North,Channel,0.98919946,,1.0,0.030108886,1.0,1.0,0.09971351,geogrid,geogrid
PERM,MidReek,North,Crevasse,211.4623,,1000.0,3.2785513,26.55814,538.8773,237.52061,geogrid,geogrid
PORO,MidReek,North,Crevasse,0.21028365,,0.35781813,0.03539157,0.14493367,0.2734747,0.049625617,geogrid,geogrid
SW,MidReek,North,Crevasse,0.9955162,,1.0,0.08486834,1.0,1.0,0.061295595,geogrid,geogrid
PERM,MidReek,Reach,Background,11.938643,,100.0,0.033579603,1.453245,28.421057,15.362384,geogrid,geogrid
PORO,MidReek,Reach,Background,0.10693502,,0.26221022,0.0,0.04641424,0.16749054,0.046336472,geogrid,geogrid
SW,MidReek,Reach,Background,0.7626026,,1.0,0.0,0.36684683,1.0,0.27203923,geogrid,geogrid
PERM,MidReek,Reach,Channel,3165.0332,,10000.0,4.0311193,438.40308,8845.929,2971.7908,geogrid,geogrid
PORO,MidReek,Reach,Channel,0.250226,,0.42384788,0.0,0.18608041,0.31433547,0.050352093,geogrid,geogrid
SW,MidReek,Reach,Channel,0.5853401,,1.0,0.0,0.050307736,1.0,0.45315817,geogrid,geogrid
PERM,MidReek,Reach,Crevasse,194.52963,,1000.0,2.4539902,25.027668,496.99954,228.65833,geogrid,geogrid
PORO,MidReek,Reach,Crevasse,0.2030785,,0.37576595,0.033908963,0.13821483,0.26824602,0.050457146,geogrid,geogrid
SW,MidReek,Reach,Crevasse,0.62774056,,1.0,0.049714185,0.1303968,1.0,0.39685923,geogrid,geogrid
PERM,MidReek,Stormlands,Background,28.46826,,100.0,0.76941365,5.7775264,66.64237,24.739489,geogrid,geogrid
PORO,MidReek,Stormlands,Background,0.13582589,,0.24829423,0.01525481,0.09157255,0.18263784,0.035856687,geogrid,geogrid
SW,MidReek,Stormlands,Background,0.22664063,,0.44500664,0.11503288,0.15855002,0.31072748,0.058898326,geogrid,geogrid
PERM,MidReek,Stormlands,Channel,2887.0513,,10000.0,14.358549,264.3781,8999.983,3053.596,geogrid,geogrid
PORO,MidReek,Stormlands,Channel,0.2348758,,0.38634822,0.00032818317,0.16362783,0.29688665,0.052205,geogrid,geogrid
SW,MidReek,Stormlands,Channel,0.04083336,,0.124609895,0.017090777,0.021261849,0.06495913,0.01707977,geogrid,geogrid
PERM,MidReek,Stormlands,Crevasse,199.41391,,1000.0,8.779059,28.48958,492.66388,225.8175,geogrid,geogrid
PORO,MidReek,Stormlands,Crevasse,0.20432653,,0.32680547,0.06859714,0.1378109,0.2698338,0.050256997,geogrid,geogrid
SW,MidReek,Stormlands,Crevasse,0.10215542,,0.3095959,0.04472552,0.05777735,0.14875062,0.040272187,geogrid,geogrid
PERM,MidReek,Vale,Background,14.046837,,100.0,0.18908814,1.6953971,35.561657,18.117725,geogrid,geogrid
PORO,MidReek,Vale,Background,0.10107,,0.24320391,0.0,0.042153325,0.16106148,0.045188043,geogrid,geogrid
SW,MidReek,Vale,Background,0.5372229,,1.0,0.0,0.21606483,1.0,0.34151134,geogrid,geogrid
PERM,MidReek,Vale,Channel,3134.9873,,10000.0,16.580263,442.05374,8840.566,2972.9404,geogrid,geogrid
PORO,MidReek,Vale,Channel,0.25102416,,0.43241584,0.03181714,0.18936908,0.31268978,0.048544116,geogrid,geogrid
SW,MidReek,Vale,Channel,0.67521834,,1.0,0.020541657,0.037720297,1.0,0.4474131,geogrid,geogrid
PERM,MidReek,Vale,Crevasse,181.899,,1000.0,1.6249156,24.72769,455.38657,214.7932,geogrid,geogrid
PORO,MidReek,Vale,Crevasse,0.20491831,,0.3635772,0.004996851,0.14168419,0.2721329,0.05069665,geogrid,geogrid
SW,MidReek,Vale,Crevasse,0.6981202,,1.0,0.05360567,0.10171526,1.0,0.39556798,geogrid,geogrid
PERM,MidReek,Westerlands,Background,10.476109,,100.0,0.05062599,1.3357546,22.993277,14.803631,geogrid,geogrid
PORO,MidReek,Westerlands,Background,0.09546746,,0.3177933,0.0,0.03331278,0.15365817,0.047505353,geogrid,geogrid
SW,MidReek,Westerlands,Background,0.9846706,,1.0,0.0,1.0,1.0,0.08049298,geogrid,geogrid
PERM,MidReek,Westerlands,Channel,3234.8708,,10000.0,27.374378,477.81528,9097.304,2993.7974,geogrid,geogrid
PORO,MidReek,Westerlands,Channel,0.25175136,,0.442124,0.041361615,0.18746068,0.31637666,0.05039107,geogrid,geogrid
SW,MidReek,Westerlands,Channel,0.9707264,,1.0,0.034453288,1.0,1.0,0.15820666,geogrid,geogrid
PERM,MidReek,Westerlands,Crevasse,186.84256,,1000.0,1.3751317,24.173706,448.02618,211.31537,geogrid,geogrid
PORO,MidReek,Westerlands,Crevasse,0.20618285,,0.3713928,0.037041277,0.13964455,0.2701299,0.050377782,geogrid,geogrid
SW,MidReek,Westerlands,Crevasse,0.9841773,,1.0,0.08583468,1.0,1.0,0.103503734,geogrid,geogrid
PERM,UpperReek,Dorne,Background,11.178308,,100.0,0.1019467,1.5125496,25.396616,14.981948,geogrid,geogrid
PORO,UpperReek,Dorne,Background,0.10604215,,0.32486212,0.0,0.045395624,0.16625686,0.04661497,geogrid,geogrid
SW,UpperReek,Dorne,Background,0.9675614,,1.0,0.0,1.0,1.0,0.112204626,geogrid,geogrid
PERM,UpperReek,Dorne,Channel,2944.6597,,10000.0,38.937748,429.7388,8149.202,2875.0205,geogrid,geogrid
PORO,UpperReek,Dorne,Channel,0.25047964,,0.4273819,0.07444535,0.18693915,0.3161028,0.050543316,geogrid,geogrid
SW,UpperReek,Dorne,Channel,0.95700437,,1.0,0.04934539,1.0,1.0,0.18553099,geogrid,geogrid
PERM,UpperReek,Dorne,Crevasse,162.70601,,1000.0,2.8348255,19.454245,390.39267,201.32198,geogrid,geogrid
PORO,UpperReek,Dorne,Crevasse,0.19715193,,0.39854285,0.058850884,0.12871343,0.25855067,0.051333908,geogrid,geogrid
SW,UpperReek,Dorne,Crevasse,0.96455187,,1.0,0.1432586,1.0,1.0,0.1535572,geogrid,geogrid
PERM,UpperReek,IronIslands,Background,23.359375,,100.0,0.2899968,2.860504,66.26853,26.622223,geogrid,geogrid
PORO,UpperReek,IronIslands,Background,0.12408131,,0.34714258,0.0,0.058806483,0.18998966,0.051438753,geogrid,geogrid
SW,UpperReek,IronIslands,Background,0.5012664,,1.0,0.0,0.18000813,1.0,0.32678348,geogrid,geogrid
PERM,UpperReek,IronIslands,Channel,3362.5525,,10000.0,25.625422,494.37158,10000.0,3106.1199,geogrid,geogrid
PORO,UpperReek,IronIslands,Channel,0.25579968,,0.42288333,0.09302792,0.18646315,0.32372984,0.052246694,geogrid,geogrid
SW,UpperReek,IronIslands,Channel,0.2545056,,1.0,0.017314265,0.02578342,1.0,0.37121835,geogrid,geogrid
PERM,UpperReek,IronIslands,Crevasse,159.06143,,1000.0,2.1234953,23.881582,347.42517,177.3356,geogrid,geogrid
PORO,UpperReek,IronIslands,Crevasse,0.20031916,,0.34649986,0.051511347,0.14415856,0.25863892,0.045437165,geogrid,geogrid
SW,UpperReek,IronIslands,Crevasse,0.49775246,,1.0,0.0441205,0.08140955,1.0,0.40760165,geogrid,geogrid
PERM,UpperReek,North,Background,11.3461,,100.0,0.054647736,1.2889725,26.996174,15.406541,geogrid,geogrid
PORO,UpperReek,North,Background,0.097986475,,0.30564007,0.0,0.034049004,0.16023274,0.048155945,geogrid,geogrid
SW,UpperReek,North,Background,0.99165916,,1.0,0.0,1.0,1.0,0.07612616,geogrid,geogrid
PERM,UpperReek,North,Channel,3183.6323,,10000.0,26.596487,465.7145,8738.458,2931.6409,geogrid,geogrid
PORO,UpperReek,North,Channel,0.25095132,,0.43322042,0.063761815,0.18654928,0.313102,0.049478427,geogrid,geogrid
SW,UpperReek,North,Channel,0.9947712,,1.0,0.027690109,1.0,1.0,0.070457414,geogrid,geogrid
PERM,UpperReek,North,Crevasse,183.5929,,1000.0,3.9543228,28.437807,466.60156,213.086,geogrid,geogrid
PORO,UpperReek,North,Crevasse,0.20626001,,0.38442153,0.07160902,0.14762866,0.26799616,0.047571827,geogrid,geogrid
SW,UpperReek,North,Crevasse,0.98526496,,1.0,0.067689724,1.0,1.0,0.11309939,geogrid,geogrid
PERM,UpperReek,Reach,Background,8.485952,,100.0,0.0761587,1.0835714,19.751558,11.535604,geogrid,geogrid
PORO,UpperReek,Reach,Background,0.08888502,,0.2643268,0.0,0.026686335,0.15016466,0.046794478,geogrid,geogrid
SW,UpperReek,Reach,Background,0.73900807,,1.0,0.0,0.31863382,1.0,0.30634615,geogrid,geogrid
PERM,UpperReek,Reach,Channel,3054.953,,10000.0,10.551478,429.12503,8507.764,2930.138,geogrid,geogrid
PORO,UpperReek,Reach,Channel,0.24936256,,0.42823607,0.039052382,0.18401821,0.3131024,0.050494794,geogrid,geogrid
SW,UpperReek,Reach,Channel,0.29462877,,1.0,0.017689997,0.03907581,1.0,0.39665028,geogrid,geogrid
PERM,UpperReek,Reach,Crevasse,164.7788,,1000.0,2.37313,20.732533,405.50238,209.23459,geogrid,geogrid
PORO,UpperReek,Reach,Crevasse,0.19709037,,0.3811928,0.033902228,0.13336925,0.26118103,0.050479032,geogrid,geogrid
SW,UpperReek,Reach,Crevasse,0.42831016,,1.0,0.042874902,0.10957675,1.0,0.3694288,geogrid,geogrid
PERM,UpperReek,Stormlands,Background,18.911453,,100.0,0.4466526,2.0070066,59.34839,27.2064,geogrid,geogrid
PORO,UpperReek,Stormlands,Background,0.1163968,,0.28438208,0.0,0.047097728,0.19870138,0.058213867,geogrid,geogrid
SW,UpperReek,Stormlands,Background,0.21935399,,0.4117597,0.0,0.12818454,0.29737312,0.06353423,geogrid,geogrid
PERM,UpperReek,Stormlands,Channel,3152.3843,,10000.0,67.9871,453.04953,9334.288,3057.575,geogrid,geogrid
PORO,UpperReek,Stormlands,Channel,0.24547692,,0.43104893,0.10485308,0.18132825,0.31098965,0.050292928,geogrid,geogrid
SW,UpperReek,Stormlands,Channel,0.03463117,,0.091686524,0.01674034,0.02057823,0.052711632,0.012745928,geogrid,geogrid
PERM,UpperReek,Stormlands,Crevasse,245.10162,,1000.0,10.138501,34.13015,688.60345,274.81485,geogrid,geogrid
PORO,UpperReek,Stormlands,Crevasse,0.2115328,,0.3235929,0.0825413,0.15494786,0.27151334,0.04823024,geogrid,geogrid
SW,UpperReek,Stormlands,Crevasse,0.086140625,,0.18083991,0.04674217,0.053912252,0.11985107,0.028832559,geogrid,geogrid
PERM,UpperReek,Vale,Background,11.8703,,100.0,0.07255413,1.2387129,29.319115,16.32715,geogrid,geogrid
PORO,UpperReek,Vale,Background,0.09355482,,0.26691347,0.0,0.029508458,0.1586389,0.04869838,geogrid,geogrid
SW,UpperReek,Vale,Background,0.647984,,1.0,0.0,0.21935028,1.0,0.3521058,geogrid,geogrid
PERM,UpperReek,Vale,Channel,3068.5454,,10000.0,59.899807,453.5993,8550.144,2912.436,geogrid,geogrid
PORO,UpperReek,Vale,Channel,0.25135383,,0.4179449,0.095648155,0.18849446,0.31584424,0.049152475,geogrid,geogrid
SW,UpperReek,Vale,Channel,0.78537744,,1.0,0.017990325,0.038150348,1.0,0.39839733,geogrid,geogrid
PERM,UpperReek,Vale,Crevasse,169.14891,,1000.0,4.045453,24.889013,390.25494,189.12088,geogrid,geogrid
PORO,UpperReek,Vale,Crevasse,0.20355442,,0.35015774,0.07015064,0.14112255,0.2626534,0.047502168,geogrid,geogrid
SW,UpperReek,Vale,Crevasse,0.79425603,,1.0,0.048883554,0.09004681,1.0,0.37656063,geogrid,geogrid
PERM,UpperReek,Westerlands,Background,10.695407,,100.0,0.09131099,1.3852651,24.788511,14.049022,geogrid,geogrid
PORO,UpperReek,Westerlands,Background,0.101568155,,0.30664095,0.0,0.03630012,0.16657221,0.04990081,geogrid,geogrid
SW,UpperReek,Westerlands,Background,0.97673154,,1.0,0.0,1.0,1.0,0.1136035,geogrid,geogrid
PERM,UpperReek,Westerlands,Channel,3110.1611,,10000.0,33.09943,422.63614,9060.862,2989.3652,geogrid,geogrid
PORO,UpperReek,Westerlands,Channel,0.25050408,,0.42587173,0.06614813,0.1857571,0.3154469,0.050362386,geogrid,geogrid
SW,UpperReek,Westerlands,Channel,0.95363176,,1.0,0.02527254,1.0,1.0,0.19792295,geogrid,geogrid
PERM,UpperReek,Westerlands,Crevasse,186.35852,,1000.0,1.7881957,25.577204,461.2562,216.83409,geogrid,geogrid
PORO,UpperReek,Westerlands,Crevasse,0.20441802,,0.36798066,0.030156404,0.1422389,0.26751402,0.04938202,geogrid,geogrid
SW,UpperReek,Westerlands,Crevasse,0.93628806,,1.0,0.060456913,1.0,1.0,0.20341763,geogrid,geogrid
PERM,LowerReek,Dorne,Total,1967.6704,,10000.0,0.13242961,3.3759007,6034.569,2709.0625,geogrid,geogrid
PORO,LowerReek,Dorne,Total,0.20553681,,0.44356805,0.0,0.07477113,0.30056086,0.08389734,geogrid,geogrid
SW,LowerReek,Dorne,Total,0.99352163,,1.0,0.0,1.0,1.0,0.06998877,geogrid,geogrid
PERM,LowerReek,IronIslands,Total,1871.7719,,10000.0,0.10904862,3.268209,6065.5684,2709.8884,geogrid,geogrid
PORO,LowerReek,IronIslands,Total,0.20205428,,0.42973268,0.0,0.077654965,0.29854167,0.08264528,geogrid,geogrid
SW,LowerReek,IronIslands,Total,0.536839,,1.0,0.0,0.039134353,1.0,0.42954296,geogrid,geogrid
PERM,LowerReek,North,Total,1611.5834,,10000.0,0.09194772,3.4987547,5238.727,2566.5586,geogrid,geogrid
PORO,LowerReek,North,Total,0.19056469,,0.43185717,0.0,0.07530776,0.29344285,0.0828113,geogrid,geogrid
SW,LowerReek,North,Total,0.9919405,,1.0,0.025142059,1.0,1.0,0.08230366,geogrid,geogrid
PERM,LowerReek,Reach,Total,2048.8591,,10000.0,0.19462095,5.0357337,6682.277,2849.648,geogrid,geogrid
PORO,LowerReek,Reach,Total,0.2048349,,0.47213888,0.0,0.08691752,0.30131075,0.08077132,geogrid,geogrid
SW,LowerReek,Reach,Total,0.67238253,,1.0,0.0,0.06902852,1.0,0.4093239,geogrid,geogrid
PERM,LowerReek,Stormlands,Total,2864.1777,,10000.0,1.0432866,80.85952,8039.9053,2983.0913,geogrid,geogrid
PORO,LowerReek,Stormlands,Total,0.23872781,,0.39200193,0.021513954,0.16052292,0.3095076,0.06143954,geogrid,geogrid
SW,LowerReek,Stormlands,Total,0.06607141,,0.5874269,0.020028317,0.026590167,0.11710033,0.07258075,geogrid,geogrid
PERM,LowerReek,Vale,Total,1864.2618,,10000.0,0.18044825,5.019741,6331.5264,2829.5874,geogrid,geogrid
PORO,LowerReek,Vale,Total,0.1944019,,0.43500376,0.0,0.0768877,0.30052018,0.085047066,geogrid,geogrid
SW,LowerReek,Vale,Total,0.69693285,,1.0,0.0,0.16761653,1.0,0.37675413,geogrid,geogrid
PERM,LowerReek,Westerlands,Total,1566.6954,,10000.0,0.05670726,3.1550035,5064.8013,2534.7732,geogrid,geogrid
PORO,LowerReek,Westerlands,Total,0.18744081,,0.45217335,0.0,0.06762956,0.2928936,0.08532435,geogrid,geogrid
SW,LowerReek,Westerlands,Total,0.97653973,,1.0,0.0,1.0,1.0,0.13818702,geogrid,geogrid
PERM,MidReek,Dorne,Total,1730.5952,,10000.0,0.086322986,3.286586,5822.0547,2706.0876,geogrid,geogrid
PORO,MidReek,Dorne,Total,0.1931011,,0.44552135,0.0,0.07950078,0.29991633,0.08439462,geogrid,geogrid
SW,MidReek,Dorne,Total,0.9888685,,1.0,0.0,1.0,1.0,0.08062708,geogrid,geogrid
PERM,MidReek,IronIslands,Total,1841.0333,,10000.0,0.14144628,3.8345757,6199.1313,2784.7192,geogrid,geogrid
PORO,MidReek,IronIslands,Total,0.19496077,,0.41102028,0.0,0.079248,0.2951387,0.08187698,geogrid,geogrid
SW,MidReek,IronIslands,Total,0.48568693,,1.0,0.0,0.03488677,1.0,0.41375902,geogrid,geogrid
PERM,MidReek,North,Total,1137.0325,,10000.0,0.09755289,2.1450753,3728.1262,2185.0645,geogrid,geogrid
PORO,MidReek,North,Total,0.164721,,0.4416619,0.0,0.05116911,0.28013113,0.08689623,geogrid,geogrid
SW,MidReek,North,Total,0.9916508,,1.0,0.030108886,1.0,1.0,0.08160712,geogrid,geogrid
PERM,MidReek,Reach,Total,1367.9022,,10000.0,0.033579603,2.398408,4707.899,2483.5095,geogrid,geogrid
PORO,MidReek,Reach,Total,0.17443354,,0.42384788,0.0,0.067032956,0.2879117,0.084568426,geogrid,geogrid
SW,MidReek,Reach,Total,0.67803603,,1.0,0.0,0.071758285,1.0,0.3781744,geogrid,geogrid
PERM,MidReek,Stormlands,Total,1535.2861,,10000.0,0.76941365,10.446037,5176.0713,2617.9873,geogrid,geogrid
PORO,MidReek,Stormlands,Total,0.19434376,,0.38634822,0.00032818317,0.11128959,0.2816882,0.065734,geogrid,geogrid
SW,MidReek,Stormlands,Total,0.11727185,,0.44500664,0.017090777,0.02502905,0.25498992,0.09601737,geogrid,geogrid
