SGAS,CONIPOS,DRAWDOWN,SWAT,CONKPOS,CONJPOS,WELL,CONBPRES,WELLMODEL,PRESSURE,CONIDX,DATE,DEPTH
0.0,29,0,0.168486088514328,29,41,R_A3,285.9334716796875,STANDARD,285.9334716796875,21,2018-07-03,1647.67236328125
0.0,30,0,0.05570175498723984,1,52,R_A4,280.088134765625,STANDARD,280.088134765625,1,2018-09-12,1633.39208984375
0.0,31,0,0.052266206592321396,1,52,R_A4,279.9310302734375,STANDARD,279.9310302734375,2,2018-09-12,1629.741455078125
0.0,31,0,0.05433063954114914,2,52,R_A4,280.0703125,STANDARD,280.0703125,3,2018-09-12,1631.8297119140625
0.0,31,0,0.054288771003484726,3,52,R_A4,280.20965576171875,STANDARD,280.20965576171875,4,2018-09-12,1633.9180908203125
0.0,32,0,0.05472397059202194,3,52,R_A4,280.2464294433594,STANDARD,280.2464294433594,5,2018-09-12,1633.3148193359375
0.0,32,0,0.058730293065309525,3,51,R_A4,280.3949279785156,STANDARD,280.3949279785156,6,2018-09-12,1636.60791015625
0.0,32,0,0.05774111673235893,2,51,R_A4,280.26934814453125,STANDARD,280.26934814453125,7,2018-09-12,1634.7255859375
0.0,33,0,0.05938618257641792,2,51,R_A4,280.4400329589844,STANDARD,280.4400329589844,8,2018-09-12,1636.195068359375
0.0,33,0,0.06104772910475731,3,51,R_A4,280.5693664550781,STANDARD,280.5693664550781,9,2018-09-12,1638.1337890625
0.0,33,0,0.06495499610900879,3,50,R_A4,280.8443298339844,STANDARD,280.8443298339844,10,2018-09-12,1643.3040771484375
0.0,34,0,0.06258591264486313,3,50,R_A4,280.6544494628906,STANDARD,280.6544494628906,11,2018-09-12,1639.464599609375
0.0,34,0,0.15837329626083374,4,50,R_A4,280.790283203125,STANDARD,280.790283203125,12,2018-09-12,1641.49560546875
0.0,35,0,0.17761193215847015,4,50,R_A4,280.6463623046875,STANDARD,280.6463623046875,13,2018-09-12,1638.3226318359375
0.0,35,0,0.6495672464370728,29,49,R_A4,280.04779052734375,STANDARD,280.04779052734375,14,2018-09-12,1640.9005126953125
0.0,36,0,0.10150419920682907,29,49,R_A4,280.43084716796875,STANDARD,280.43084716796875,15,2018-09-12,1645.607421875
0.0,36,0,0.6529057621955872,28,49,R_A4,279.9788818359375,STANDARD,279.9788818359375,16,2018-09-12,1639.7398681640625
0.0,36,0,0.649466872215271,28,48,R_A4,279.8993835449219,STANDARD,279.8993835449219,17,2018-09-12,1639.831298828125
0.0,37,0,0.6532607078552246,28,48,R_A4,280.34326171875,STANDARD,280.34326171875,18,2018-09-12,1646.10546875
0.0,38,0,0.7098647356033325,28,48,R_A4,280.9367980957031,STANDARD,280.9367980957031,19,2018-09-12,1652.9017333984375
0.0,38,0,0.3425346612930298,28,47,R_A4,281.4734191894531,STANDARD,281.4734191894531,20,2018-09-12,1662.341064453125
0.0,38,0,0.07928142696619034,27,47,R_A4,281.0066833496094,STANDARD,281.0066833496094,21,2018-09-12,1656.646728515625
2.9448944825538398e-15,17,0,1.0,1,42,R_A6,276.363037109375,STANDARD,276.363037109375,1,2018-11-07,1695.5501708984375
1.4705958390124588e-15,17,0,1.0,2,42,R_A6,276.5099182128906,STANDARD,276.5099182128906,2,2018-11-07,1697.112548828125
1.1492066572313516e-15,17,0,1.0,3,42,R_A6,276.6545104980469,STANDARD,276.6545104980469,3,2018-11-07,1698.675048828125
