WELL,CONBPRES,DATE,SWAT,DEPTH,CONKPOS,WELLMODEL,CONJPOS,CONIPOS,SGAS,CONIDX,DRAWDOWN,PRESSURE
R_A2,303.07293701171875,2018-01-01,0.9382670521736145,1675.041015625,17,STANDARD,29,22,0.0,18,0,303.07293701171875
R_A2,303.19281005859375,2018-01-01,0.9792571067810059,1676.82763671875,18,STANDARD,29,22,0.0,19,0,303.19281005859375
R_A2,303.3000793457031,2018-01-01,0.6481541991233826,1678.42626953125,25,STANDARD,29,22,0.0,20,0,303.3000793457031
R_A2,303.41632080078125,2018-01-01,0.6804280281066895,1680.1588134765625,26,STANDARD,29,22,0.0,21,0,303.41632080078125
R_A2,303.8527526855469,2018-01-01,1.0,1681.8912353515625,27,STANDARD,29,22,0.0,22,0,303.8527526855469
R_A2,304.0169372558594,2018-01-01,1.0,1683.623779296875,28,STANDARD,29,22,0.0,23,0,304.0169372558594
R_A2,304.1811218261719,2018-01-01,1.0,1685.356201171875,29,STANDARD,29,22,0.0,24,0,304.1811218261719
R_A3,298.59942626953125,2018-01-01,0.6481541991233826,1608.3271484375,1,STANDARD,41,28,0.0,1,0,298.59942626953125
R_A3,298.7349853515625,2018-01-01,0.14665839076042175,1610.349609375,2,STANDARD,41,28,0.0,2,0,298.7349853515625
R_A3,298.8705139160156,2018-01-01,0.11823459714651108,1612.3721923828125,3,STANDARD,41,28,0.0,3,0,298.8705139160156
R_A3,298.38201904296875,2018-01-01,0.11823459714651108,1605.0828857421875,3,STANDARD,41,29,0.0,4,0,298.38201904296875
R_A3,298.516845703125,2018-01-01,0.09690205007791519,1607.094970703125,4,STANDARD,41,29,0.0,5,0,298.516845703125
R_A3,298.6517028808594,2018-01-01,0.6481541991233826,1609.1070556640625,5,STANDARD,41,29,0.0,6,0,298.6517028808594
R_A3,298.78656005859375,2018-01-01,0.18334971368312836,1611.119140625,6,STANDARD,41,29,0.0,7,0,298.78656005859375
R_A3,298.92138671875,2018-01-01,0.19362156093120575,1613.1312255859375,7,STANDARD,41,29,0.0,8,0,298.92138671875
R_A3,299.0562438964844,2018-01-01,0.19522486627101898,1615.1431884765625,8,STANDARD,41,29,0.0,9,0,299.0562438964844
R_A3,299.19110107421875,2018-01-01,0.7984052896499634,1617.1552734375,9,STANDARD,41,29,0.0,10,0,299.19110107421875
R_A3,299.32598876953125,2018-01-01,0.7970255613327026,1619.1673583984375,10,STANDARD,41,29,0.0,11,0,299.32598876953125
R_A3,299.47052001953125,2018-01-01,0.04635120555758476,1621.3238525390625,11,STANDARD,41,29,0.0,12,0,299.47052001953125
R_A3,299.6247863769531,2018-01-01,0.05370665341615677,1623.624755859375,12,STANDARD,41,29,0.0,13,0,299.6247863769531
R_A3,299.7790222167969,2018-01-01,0.3678407669067383,1625.92578125,13,STANDARD,41,29,0.0,14,0,299.7790222167969
R_A3,299.93328857421875,2018-01-01,0.1302444189786911,1628.226806640625,14,STANDARD,41,29,0.0,15,0,299.93328857421875
R_A3,300.0875549316406,2018-01-01,0.5016478896141052,1630.52783203125,15,STANDARD,41,29,0.0,16,0,300.0875549316406
R_A3,300.2085266113281,2018-01-01,0.8114006519317627,1632.332275390625,16,STANDARD,41,29,0.0,17,0,300.2085266113281
R_A3,300.37017822265625,2018-01-01,1.0,1634.743408203125,25,STANDARD,41,29,0.0,18,0,300.37017822265625
R_A3,300.60577392578125,2018-01-01,0.04480902478098869,1638.25732421875,26,STANDARD,41,29,0.0,19,0,300.60577392578125
R_A3,300.8414001464844,2018-01-01,0.05124511569738388,1641.7713623046875,27,STANDARD,41,29,0.0,20,0,300.8414001464844
R_A3,301.0770568847656,2018-01-01,0.6528401374816895,1645.285400390625,28,STANDARD,41,29,0.0,21,0,301.0770568847656
R_A3,301.3127136230469,2018-01-01,0.05909993499517441,1648.7994384765625,29,STANDARD,41,29,0.0,22,0,301.3127136230469
R_A4,300.153076171875,2018-01-01,0.04774530977010727,1631.5052490234375,1,STANDARD,52,30,0.0,1,0,300.153076171875
R_A4,299.7592468261719,2018-01-01,0.0785810574889183,1625.6309814453125,1,STANDARD,52,31,0.0,2,0,299.7592468261719
R_A4,299.8988342285156,2018-01-01,0.08102157711982727,1627.7130126953125,2,STANDARD,52,31,0.0,3,0,299.8988342285156
R_A4,300.0384216308594,2018-01-01,0.05064820498228073,1629.7950439453125,3,STANDARD,52,31,0.0,4,0,300.0384216308594
R_A4,300.1780090332031,2018-01-01,0.052156466990709305,1631.877197265625,4,STANDARD,52,31,0.0,5,0,300.1780090332031
R_A4,300.3175964355469,2018-01-01,0.05420771986246109,1633.959228515625,5,STANDARD,52,31,0.0,6,0,300.3175964355469
R_A4,300.23529052734375,2018-01-01,0.05384605750441551,1632.7315673828125,5,STANDARD,52,32,0.0,7,0,300.23529052734375
R_A4,300.4236755371094,2018-01-01,0.19568711519241333,1635.5413818359375,5,STANDARD,51,32,0.0,8,0,300.4236755371094
R_A4,300.3017272949219,2018-01-01,0.05511036142706871,1633.722412109375,4,STANDARD,51,32,0.0,9,0,300.3017272949219
R_A4,300.47662353515625,2018-01-01,0.05684791877865791,1636.330810546875,4,STANDARD,51,33,0.0,10,0,300.47662353515625
R_A4,300.757568359375,2018-01-01,0.05785005912184715,1640.5211181640625,4,STANDARD,50,33,0.0,11,0,300.757568359375
R_A4,300.71881103515625,2018-01-01,0.059344399720430374,1639.943115234375,4,STANDARD,50,34,0.0,12,0,300.71881103515625
R_A4,300.77703857421875,2018-01-01,0.06044387444853783,1640.8114013671875,4,STANDARD,50,35,0.0,13,0,300.77703857421875
R_A4,300.6564025878906,2018-01-01,0.22444066405296326,1639.012451171875,3,STANDARD,50,35,0.0,14,0,300.6564025878906
R_A4,300.9878845214844,2018-01-01,0.23448491096496582,1643.95556640625,3,STANDARD,49,35,0.0,15,0,300.9878845214844
R_A4,300.8705749511719,2018-01-01,0.20580525696277618,1642.2061767578125,2,STANDARD,49,35,0.0,16,0,300.8705749511719
R_A4,300.8868103027344,2018-01-01,0.6481541991233826,1642.4483642578125,28,STANDARD,49,36,0.0,17,0,300.8868103027344
R_A4,300.9111328125,2018-01-01,0.04814840480685234,1642.81103515625,28,STANDARD,48,36,0.0,18,0,300.9111328125
R_A4,301.2414855957031,2018-01-01,0.22286228835582733,1647.7373046875,28,STANDARD,48,37,0.0,19,0,301.2414855957031
R_A4,301.5687561035156,2018-01-01,0.05978522449731827,1652.6171875,28,STANDARD,48,38,0.0,20,0,301.5687561035156
R_A4,302.1952819824219,2018-01-01,0.6481541991233826,1661.95849609375,28,STANDARD,47,38,0.0,21,0,302.1952819824219
R_A4,301.8163757324219,2018-01-01,0.06295834481716156,1656.3092041015625,27,STANDARD,47,38,0.0,22,0,301.8163757324219
R_A5,303.96636962890625,2018-01-01,1.0,1686.3170166015625,1,STANDARD,20,31,0.0,1,0,303.96636962890625
R_A5,304.1744079589844,2018-01-01,1.0,1688.51220703125,2,STANDARD,20,31,0.0,2,0,304.1744079589844
R_A5,304.3824462890625,2018-01-01,1.0,1690.70751953125,3,STANDARD,20,31,0.0,3,0,304.3824462890625
R_A5,304.5904846191406,2018-01-01,1.0,1692.90283203125,4,STANDARD,20,31,0.0,4,0,304.5904846191406
R_A5,304.79852294921875,2018-01-01,1.0,1695.09814453125,5,STANDARD,20,31,0.0,5,0,304.79852294921875
R_A5,305.0065612792969,2018-01-01,1.0,1697.2933349609375,6,STANDARD,20,31,0.0,6,0,305.0065612792969
R_A5,305.5203857421875,2018-01-01,1.0,1699.4886474609375,7,STANDARD,20,31,0.0,7,0,305.5203857421875
R_A5,305.7284240722656,2018-01-01,1.0,1701.683837890625,8,STANDARD,20,31,0.0,8,0,305.7284240722656
R_A5,304.89471435546875,2018-01-01,1.0,1692.8863525390625,8,STANDARD,21,31,0.0,9,0,304.89471435546875
R_A5,305.2502136230469,2018-01-01,1.0,1699.8634033203125,11,STANDARD,21,31,0.0,10,0,305.2502136230469
R_A5,305.441162109375,2018-01-01,1.0,1701.878173828125,12,STANDARD,21,31,0.0,11,0,305.441162109375
R_A5,305.6440734863281,2018-01-01,1.0,1703.89306640625,13,STANDARD,21,31,0.0,12,0,305.6440734863281
R_A5,305.83502197265625,2018-01-01,1.0,1705.9078369140625,14,STANDARD,21,31,0.0,13,0,305.83502197265625
R_A5,306.0259704589844,2018-01-01,1.0,1707.9227294921875,15,STANDARD,21,31,0.0,14,0,306.0259704589844
R_A5,306.3619384765625,2018-01-01,1.0,1709.9375,16,STANDARD,21,31,0.0,15,0,306.3619384765625
R_A5,306.5528869628906,2018-01-01,1.0,1711.952392578125,17,STANDARD,21,31,0.0,16,0,306.5528869628906
R_A5,306.6944274902344,2018-01-01,1.0,1713.446044921875,18,STANDARD,21,31,0.0,17,0,306.6944274902344
R_A5,306.7593688964844,2018-01-01,1.0,1714.1312255859375,19,STANDARD,21,31,0.0,18,0,306.7593688964844
R_A5,306.7305908203125,2018-01-01,1.0,1715.485107421875,25,STANDARD,21,31,0.0,19,0,306.7305908203125
R_A5,306.94952392578125,2018-01-01,1.0,1717.7950439453125,26,STANDARD,21,31,0.0,20,0,306.94952392578125
R_A5,307.4742126464844,2018-01-01,1.0,1720.10498046875,27,STANDARD,21,31,0.0,21,0,307.4742126464844
R_A5,307.6931457519531,2018-01-01,1.0,1722.4149169921875,28,STANDARD,21,31,0.0,22,0,307.6931457519531
R_A5,307.9120788574219,2018-01-01,1.0,1724.724853515625,29,STANDARD,21,31,0.0,23,0,307.9120788574219
R_A6,305.0453796386719,2018-01-01,1.0,1694.4765625,1,STANDARD,42,17,0.0,1,0,305.0453796386719
R_A6,305.1911315917969,2018-01-01,1.0,1696.014404296875,2,STANDARD,42,17,0.0,2,0,305.1911315917969
R_A6,305.33685302734375,2018-01-01,1.0,1697.55224609375,3,STANDARD,42,17,0.0,3,0,305.33685302734375
R_A6,305.48260498046875,2018-01-01,1.0,1699.090087890625,4,STANDARD,42,17,0.0,4,0,305.48260498046875
R_A6,305.62835693359375,2018-01-01,1.0,1700.6279296875,5,STANDARD,42,17,0.0,5,0,305.62835693359375
R_A6,305.7740783691406,2018-01-01,1.0,1702.165771484375,6,STANDARD,42,17,0.0,6,0,305.7740783691406
R_A6,305.62078857421875,2018-01-01,1.0,1703.70361328125,7,STANDARD,42,17,0.0,7,0,305.62078857421875
R_A6,305.7665100097656,2018-01-01,1.0,1705.241455078125,8,STANDARD,42,17,0.0,8,0,305.7665100097656
R_A6,306.2113037109375,2018-01-01,1.0,1706.779296875,9,STANDARD,42,17,0.0,9,0,306.2113037109375
R_A6,306.05126953125,2018-01-01,1.0,1708.3172607421875,10,STANDARD,42,17,0.0,10,0,306.05126953125
R_A6,306.2314758300781,2018-01-01,1.0,1710.2174072265625,11,STANDARD,42,17,0.0,11,0,306.2314758300781
R_A6,306.4459228515625,2018-01-01,1.0,1712.47998046875,12,STANDARD,42,17,0.0,12,0,306.4459228515625
R_A6,306.67230224609375,2018-01-01,1.0,1714.74267578125,13,STANDARD,42,17,0.0,13,0,306.67230224609375
R_A6,306.8867492675781,2018-01-01,1.0,1717.0052490234375,14,STANDARD,42,17,0.0,14,0,306.8867492675781
R_A6,307.1011962890625,2018-01-01,1.0,1719.267822265625,15,STANDARD,42,17,0.0,15,0,307.1011962890625
R_A6,307.46063232421875,2018-01-01,1.0,1721.530517578125,16,STANDARD,42,17,0.0,16,0,307.46063232421875
R_A6,307.6750793457031,2018-01-01,1.0,1723.79296875,17,STANDARD,42,17,0.0,17,0,307.6750793457031
R_A6,307.8302307128906,2018-01-01,1.0,1725.4300537109375,18,STANDARD,42,17,0.0,18,0,307.8302307128906
R_A6,307.80224609375,2018-01-01,1.0,1726.792236328125,25,STANDARD,42,17,0.0,19,0,307.80224609375
R_A6,308.2703857421875,2018-01-01,1.0,1728.5052490234375,26,STANDARD,42,17,0.0,20,0,308.2703857421875
R_A6,308.4327392578125,2018-01-01,1.0,1730.2181396484375,27,STANDARD,42,17,0.0,21,0,308.4327392578125
R_A6,308.5950927734375,2018-01-01,1.0,1731.93115234375,28,STANDARD,42,17,0.0,22,0,308.5950927734375
R_A6,308.45166015625,2018-01-01,1.0,1733.64404296875,29,STANDARD,42,17,0.0,23,0,308.45166015625
R_A2,298.3866882324219,2018-03-01,0.054376307874917984,1640.6181640625,1,STANDARD,30,22,0.0,1,0,298.3866882324219
R_A2,298.5037536621094,2018-03-01,0.05506204813718796,1642.3636474609375,2,STANDARD,30,22,0.0,2,0,298.5037536621094
R_A2,298.6208190917969,2018-03-01,0.0573737658560276,1644.109130859375,3,STANDARD,30,22,0.0,3,0,298.6208190917969
R_A2,298.7378845214844,2018-03-01,0.062049418687820435,1645.8546142578125,4,STANDARD,30,22,0.0,4,0,298.7378845214844
R_A2,298.85491943359375,2018-03-01,0.06398917734622955,1647.60009765625,5,STANDARD,30,22,0.0,5,0,298.85491943359375
R_A2,299.01385498046875,2018-03-01,0.30081939697265625,1649.3455810546875,6,STANDARD,30,22,0.0,6,0,299.01385498046875
R_A2,299.1404113769531,2018-03-01,0.8755195140838623,1651.091064453125,7,STANDARD,30,22,0.0,7,0,299.1404113769531
R_A2,299.27691650390625,2018-03-01,0.8390651941299438,1652.8365478515625,8,STANDARD,30,22,0.0,8,0,299.27691650390625
R_A2,299.7372131347656,2018-03-01,0.8841424584388733,1654.5821533203125,9,STANDARD,30,22,0.0,9,0,299.7372131347656
R_A2,300.1045837402344,2018-03-01,0.8809922933578491,1656.3275146484375,10,STANDARD,30,22,0.0,10,0,300.1045837402344
R_A2,300.15234375,2018-03-01,0.06715511530637741,1658.2215576171875,11,STANDARD,30,22,0.0,11,0,300.15234375
R_A2,300.2882995605469,2018-03-01,0.06767097860574722,1660.26416015625,12,STANDARD,30,22,0.0,12,0,300.2882995605469
R_A2,300.450927734375,2018-03-01,0.4281735420227051,1662.306884765625,13,STANDARD,30,22,0.0,13,0,300.450927734375
R_A2,300.58905029296875,2018-03-01,0.47584789991378784,1664.3494873046875,14,STANDARD,30,22,0.0,14,0,300.58905029296875
R_A2,300.7296142578125,2018-03-01,0.9055504202842712,1666.3922119140625,15,STANDARD,30,22,0.0,15,0,300.7296142578125
R_A2,300.8689270019531,2018-03-01,0.9041153192520142,1668.434814453125,16,STANDARD,30,22,0.0,16,0,300.8689270019531
R_A2,301.0067138671875,2018-03-01,0.8795777559280396,1670.4774169921875,17,STANDARD,30,22,0.0,17,0,301.0067138671875
R_A2,301.3004455566406,2018-03-01,0.9382335543632507,1675.041015625,17,STANDARD,29,22,0.0,18,0,301.3004455566406
R_A2,301.4201965332031,2018-03-01,0.9792458415031433,1676.82763671875,18,STANDARD,29,22,0.0,19,0,301.4201965332031
R_A2,302.1996154785156,2018-03-01,0.6485612988471985,1678.42626953125,25,STANDARD,29,22,0.0,20,0,302.1996154785156
R_A2,302.3426818847656,2018-03-01,0.6805099844932556,1680.1588134765625,26,STANDARD,29,22,0.0,21,0,302.3426818847656
R_A2,302.71649169921875,2018-03-01,1.0,1681.8912353515625,27,STANDARD,29,22,1.1342556532683776e-13,22,0,302.71649169921875
R_A2,303.0571594238281,2018-03-01,1.0,1683.623779296875,28,STANDARD,29,22,2.7601198778794134e-13,23,0,303.0571594238281
R_A2,303.00714111328125,2018-03-01,1.000002145767212,1685.356201171875,29,STANDARD,29,22,2.065843744958329e-07,24,0,303.00714111328125
R_A5,281.9375,2018-04-28,1.0,1686.3170166015625,1,STANDARD,20,31,-8.840679299737531e-10,1,0,281.9375
R_A5,282.1449890136719,2018-04-28,1.0,1688.51220703125,2,STANDARD,20,31,-8.219984692914295e-10,2,0,282.1449890136719
R_A5,282.3524169921875,2018-04-28,1.0,1690.70751953125,3,STANDARD,20,31,-7.354047926177998e-10,3,0,282.3524169921875
R_A5,282.559814453125,2018-04-28,1.0,1692.90283203125,4,STANDARD,20,31,-8.819108221480576e-10,4,0,282.559814453125
R_A5,282.76702880859375,2018-04-28,1.0,1695.09814453125,5,STANDARD,20,31,-8.549365104748574e-10,5,0,282.76702880859375
R_A5,282.97412109375,2018-04-28,1.0,1697.2933349609375,6,STANDARD,20,31,-7.646185351539714e-10,6,0,282.97412109375
R_A5,283.47772216796875,2018-04-28,1.0,1699.4886474609375,7,STANDARD,20,31,-2.6576256386551256e-12,7,0,283.47772216796875
R_A5,283.682373046875,2018-04-28,1.0,1701.683837890625,8,STANDARD,20,31,0.0,8,0,283.682373046875
R_A5,282.68548583984375,2018-04-28,1.0,1692.8863525390625,8,STANDARD,21,31,-1.2840423169180326e-11,9,0,282.68548583984375
R_A5,276.20556640625,2018-04-28,1.0,1699.8634033203125,11,STANDARD,21,31,-3.395272604733712e-11,10,0,276.20556640625
R_A5,276.37774658203125,2018-04-28,1.0,1701.878173828125,12,STANDARD,21,31,-2.3455720005172154e-11,11,0,276.37774658203125
R_A5,276.5814514160156,2018-04-28,1.0,1703.89306640625,13,STANDARD,21,31,-9.509344700564526e-12,12,0,276.5814514160156
R_A5,276.77508544921875,2018-04-28,1.0,1705.9078369140625,14,STANDARD,21,31,0.0,13,0,276.77508544921875
R_A5,277.0621643066406,2018-04-28,1.0,1707.9227294921875,15,STANDARD,21,31,-3.262943368731626e-14,14,0,277.0621643066406
R_A5,277.4632568359375,2018-04-28,1.0,1709.9375,16,STANDARD,21,31,-6.604353159191459e-15,15,0,277.4632568359375
R_A5,277.6893310546875,2018-04-28,1.0,1711.952392578125,17,STANDARD,21,31,-7.941738561808957e-15,16,0,277.6893310546875
R_A5,277.8437805175781,2018-04-28,1.0,1713.446044921875,18,STANDARD,21,31,-1.147091658313705e-14,17,0,277.8437805175781
R_A5,277.9093322753906,2018-04-28,1.0,1714.1312255859375,19,STANDARD,21,31,0.0,18,0,277.9093322753906
R_A5,286.4698181152344,2018-04-28,1.0,1715.485107421875,25,STANDARD,21,31,-6.333958854845968e-16,19,0,286.4698181152344
R_A5,286.7682800292969,2018-04-28,1.0,1717.7950439453125,26,STANDARD,21,31,-5.836744162060589e-16,20,0,286.7682800292969
R_A5,289.6127014160156,2018-04-28,1.0,1720.10498046875,27,STANDARD,21,31,-1.1866698534510748e-21,21,0,289.6127014160156
R_A5,301.7387390136719,2018-04-28,1.0,1722.4149169921875,28,STANDARD,21,31,-9.157207039471331e-24,22,0,301.7387390136719
R_A5,306.2998046875,2018-04-28,1.0,1724.724853515625,29,STANDARD,21,31,-7.772695186651623e-26,23,0,306.2998046875
R_A3,278.0664367675781,2018-07-03,0.6498281955718994,1608.3271484375,1,STANDARD,41,28,0.0,1,0,278.0664367675781
R_A3,278.19683837890625,2018-07-03,0.14701779186725616,1610.349609375,2,STANDARD,41,28,0.0,2,0,278.19683837890625
R_A3,278.3316345214844,2018-07-03,0.11864814162254333,1612.3721923828125,3,STANDARD,41,28,0.0,3,0,278.3316345214844
R_A3,277.8404541015625,2018-07-03,0.11857429146766663,1605.0828857421875,3,STANDARD,41,29,0.0,4,0,277.8404541015625
R_A3,277.9746398925781,2018-07-03,0.0968795120716095,1607.094970703125,4,STANDARD,41,29,0.0,5,0,277.9746398925781
R_A3,278.118408203125,2018-07-03,0.6494613885879517,1609.1070556640625,5,STANDARD,41,29,0.0,6,0,278.118408203125
R_A3,278.2524108886719,2018-07-03,0.1847969889640808,1611.119140625,6,STANDARD,41,29,0.0,7,0,278.2524108886719
R_A3,278.38671875,2018-07-03,0.19493789970874786,1613.1312255859375,7,STANDARD,41,29,0.0,8,0,278.38671875
R_A3,278.5210876464844,2018-07-03,0.1967131495475769,1615.1431884765625,8,STANDARD,41,29,0.0,9,0,278.5210876464844
R_A3,278.7732849121094,2018-07-03,0.7973273992538452,1617.1552734375,9,STANDARD,41,29,0.0,10,0,278.7732849121094
R_A3,283.2811279296875,2018-07-03,0.7937256097793579,1619.1673583984375,10,STANDARD,41,29,0.0,11,0,283.2811279296875
R_A3,298.38665771484375,2018-07-03,0.046367354691028595,1621.3238525390625,11,STANDARD,41,29,0.0,12,0,298.38665771484375
R_A3,298.5408630371094,2018-07-03,0.05372077599167824,1623.624755859375,12,STANDARD,41,29,0.0,13,0,298.5408630371094
R_A3,298.6953125,2018-07-03,0.3678975999355316,1625.92578125,13,STANDARD,41,29,0.0,14,0,298.6953125
R_A3,298.849609375,2018-07-03,0.1303127557039261,1628.226806640625,14,STANDARD,41,29,0.0,15,0,298.849609375
R_A3,299.0059814453125,2018-07-03,0.5016591548919678,1630.52783203125,15,STANDARD,41,29,0.0,16,0,299.0059814453125
R_A3,299.12811279296875,2018-07-03,0.81134033203125,1632.332275390625,16,STANDARD,41,29,0.0,17,0,299.12811279296875
R_A3,288.3908386230469,2018-07-03,1.0,1634.743408203125,25,STANDARD,41,29,-4.437885475772063e-11,18,0,288.3908386230469
R_A3,287.4635925292969,2018-07-03,0.04510596767067909,1638.25732421875,26,STANDARD,41,29,0.0,19,0,287.4635925292969
R_A3,287.6984558105469,2018-07-03,0.05153020843863487,1641.7713623046875,27,STANDARD,41,29,0.0,20,0,287.6984558105469
R_A3,287.9192199707031,2018-07-03,0.6546793580055237,1645.285400390625,28,STANDARD,41,29,0.0,21,0,287.9192199707031
R_A3,288.0791320800781,2018-07-03,0.05990518257021904,1648.7994384765625,29,STANDARD,41,29,0.0,22,0,288.0791320800781
R_A4,279.5711975097656,2018-09-12,0.04793330281972885,1631.5052490234375,1,STANDARD,52,30,0.0,1,0,279.5711975097656
R_A4,279.41253662109375,2018-09-12,0.07886786013841629,1625.6309814453125,1,STANDARD,52,31,0.0,2,0,279.41253662109375
R_A4,279.5513610839844,2018-09-12,0.08164580911397934,1627.7130126953125,2,STANDARD,52,31,0.0,3,0,279.5513610839844
R_A4,279.69012451171875,2018-09-12,0.050937116146087646,1629.7950439453125,3,STANDARD,52,31,0.0,4,0,279.69012451171875
R_A4,279.82891845703125,2018-09-12,0.05234644562005997,1631.877197265625,4,STANDARD,52,31,0.0,5,0,279.82891845703125
R_A4,279.9678039550781,2018-09-12,0.05431763082742691,1633.959228515625,5,STANDARD,52,31,0.0,6,0,279.9678039550781
R_A4,280.06988525390625,2018-09-12,0.053832538425922394,1632.7315673828125,5,STANDARD,52,32,0.0,7,0,280.06988525390625
R_A4,280.0985107421875,2018-09-12,0.19411763548851013,1635.5413818359375,5,STANDARD,51,32,0.0,8,0,280.0985107421875
R_A4,279.94915771484375,2018-09-12,0.056058045476675034,1633.722412109375,4,STANDARD,51,32,0.0,9,0,279.94915771484375
R_A4,280.2552490234375,2018-09-12,0.05698808282613754,1636.330810546875,4,STANDARD,51,33,0.0,10,0,280.2552490234375
R_A4,280.3951721191406,2018-09-12,0.0581694021821022,1640.5211181640625,4,STANDARD,50,33,0.0,11,0,280.3951721191406
R_A4,280.471923828125,2018-09-12,0.05946825444698334,1639.943115234375,4,STANDARD,50,34,0.0,12,0,280.471923828125
R_A4,280.5994873046875,2018-09-12,0.06050838902592659,1640.8114013671875,4,STANDARD,50,35,0.0,13,0,280.5994873046875
R_A4,280.4793701171875,2018-09-12,0.22474685311317444,1639.012451171875,3,STANDARD,50,35,0.0,14,0,280.4793701171875
R_A4,280.74810791015625,2018-09-12,0.23439034819602966,1643.95556640625,3,STANDARD,49,35,0.0,15,0,280.74810791015625
R_A4,280.6307067871094,2018-09-12,0.20572182536125183,1642.2061767578125,2,STANDARD,49,35,0.0,16,0,280.6307067871094
R_A4,277.23638916015625,2018-09-12,0.6531481742858887,1642.4483642578125,28,STANDARD,49,36,0.0,17,0,277.23638916015625
R_A4,276.7891540527344,2018-09-12,0.05499434471130371,1642.81103515625,28,STANDARD,48,36,0.0,18,0,276.7891540527344
R_A4,277.8145751953125,2018-09-12,0.19835489988327026,1647.7373046875,28,STANDARD,48,37,0.0,19,0,277.8145751953125
R_A4,278.5225830078125,2018-09-12,0.06302200257778168,1652.6171875,28,STANDARD,48,38,0.0,20,0,278.5225830078125
R_A4,278.7986755371094,2018-09-12,0.6543536186218262,1661.95849609375,28,STANDARD,47,38,0.0,21,0,278.7986755371094
R_A4,278.52569580078125,2018-09-12,0.06542235612869263,1656.3092041015625,27,STANDARD,47,38,0.0,22,0,278.52569580078125
R_A6,278.8964538574219,2018-11-07,1.0,1694.4765625,1,STANDARD,42,17,-1.7265975162192998e-13,1,0,278.8964538574219
R_A6,279.0434265136719,2018-11-07,1.0,1696.014404296875,2,STANDARD,42,17,-9.764138418156057e-14,2,0,279.0434265136719
R_A6,279.19171142578125,2018-11-07,1.0,1697.55224609375,3,STANDARD,42,17,-6.835528101661534e-14,3,0,279.19171142578125
R_A6,279.34002685546875,2018-11-07,1.0,1699.090087890625,4,STANDARD,42,17,-5.546130164824602e-14,4,0,279.34002685546875
R_A6,279.487060546875,2018-11-07,1.0,1700.6279296875,5,STANDARD,42,17,-7.831847556550794e-14,5,0,279.487060546875
R_A6,279.63287353515625,2018-11-07,1.0,1702.165771484375,6,STANDARD,42,17,-4.21345987614008e-12,6,0,279.63287353515625
R_A6,279.4896545410156,2018-11-07,1.0,1703.70361328125,7,STANDARD,42,17,-7.315470278157488e-12,7,0,279.4896545410156
R_A6,279.6573486328125,2018-11-07,1.0,1705.241455078125,8,STANDARD,42,17,-4.782598796160276e-12,8,0,279.6573486328125
R_A6,280.1873779296875,2018-11-07,1.0,1706.779296875,9,STANDARD,42,17,-2.7677266403215717e-13,9,0,280.1873779296875
R_A6,280.20220947265625,2018-11-07,1.0,1708.3172607421875,10,STANDARD,42,17,-3.9705809170079154e-13,10,0,280.20220947265625
