DRAWDOWN,SWAT,PRESSURE,CONKPOS,CONBPRES,CONIPOS,DATE,WELL,CONIDX,WELLMODEL,CONJPOS,DEPTH,SGAS
0,0.11851617693901062,279.81719970703125,2,279.81719970703125,28,2018-07-03,R_A3,2,STANDARD,41,1611.3077392578125,0.0
0,0.18063470721244812,279.9549865722656,3,279.9549865722656,28,2018-07-03,R_A3,3,STANDARD,41,1613.3720703125,0.0
0,0.1941257119178772,280.09283447265625,4,280.09283447265625,28,2018-07-03,R_A3,4,STANDARD,41,1615.4365234375,0.0
0,0.6495988965034485,280.2305908203125,5,280.2305908203125,28,2018-07-03,R_A3,5,STANDARD,41,1617.5008544921875,0.0
0,0.2655518054962158,280.3684387207031,6,280.3684387207031,28,2018-07-03,R_A3,6,STANDARD,41,1619.565185546875,0.0
0,0.23586073517799377,279.5892639160156,6,279.5892639160156,29,2018-07-03,R_A3,7,STANDARD,41,1609.3663330078125,0.0
0,0.2033611387014389,279.7261047363281,7,279.7261047363281,29,2018-07-03,R_A3,8,STANDARD,41,1611.4163818359375,0.0
0,0.24994990229606628,279.86309814453125,8,279.86309814453125,29,2018-07-03,R_A3,9,STANDARD,41,1613.46630859375,0.0
0,0.8058223724365234,280.0779113769531,9,280.0779113769531,29,2018-07-03,R_A3,10,STANDARD,41,1615.516357421875,0.0
0,0.8047532439231873,282.31658935546875,10,282.31658935546875,29,2018-07-03,R_A3,11,STANDARD,41,1617.5662841796875,0.0
0,0.0509045273065567,282.9302673339844,11,282.9302673339844,29,2018-07-03,R_A3,12,STANDARD,41,1619.750732421875,0.0
0,0.056512992829084396,283.0850524902344,12,283.0850524902344,29,2018-07-03,R_A3,13,STANDARD,41,1622.0697021484375,0.0
0,0.3785632252693176,283.2402648925781,13,283.2402648925781,29,2018-07-03,R_A3,14,STANDARD,41,1624.388671875,0.0
0,0.3950441777706146,283.7182922363281,14,283.7182922363281,29,2018-07-03,R_A3,15,STANDARD,41,1626.707763671875,0.0
0,0.5127180814743042,284.2464294433594,15,284.2464294433594,29,2018-07-03,R_A3,16,STANDARD,41,1629.026611328125,0.0
0,0.8266572952270508,284.3837585449219,16,284.3837585449219,29,2018-07-03,R_A3,17,STANDARD,41,1630.9468994140625,0.0
0,1.0,285.8808288574219,27,285.8808288574219,29,2018-07-03,R_A3,18,STANDARD,41,1633.5262451171875,3.508923403575115e-12
0,0.05369826778769493,284.1670227050781,28,284.1670227050781,29,2018-07-03,R_A3,19,STANDARD,41,1637.1630859375,0.0
0,0.08965455740690231,284.409912109375,29,284.409912109375,29,2018-07-03,R_A3,20,STANDARD,41,1640.8001708984375,0.0
0,0.692033588886261,284.6177673339844,30,284.6177673339844,29,2018-07-03,R_A3,21,STANDARD,41,1644.4371337890625,0.0
0,0.10047750174999237,284.8338928222656,31,284.8338928222656,29,2018-07-03,R_A3,22,STANDARD,41,1648.0740966796875,0.0
0,0.05268048122525215,276.12701416015625,1,276.12701416015625,30,2018-09-12,R_A4,1,STANDARD,52,1631.1873779296875,0.0
0,0.06529192626476288,276.11163330078125,1,276.11163330078125,31,2018-09-12,R_A4,2,STANDARD,52,1627.4293212890625,0.0
0,0.06974852830171585,276.2489013671875,2,276.2489013671875,31,2018-09-12,R_A4,3,STANDARD,52,1629.4896240234375,0.0
0,0.05687936767935753,276.38604736328125,3,276.38604736328125,31,2018-09-12,R_A4,4,STANDARD,52,1631.5498046875,0.0
0,0.061040282249450684,276.5232849121094,4,276.5232849121094,31,2018-09-12,R_A4,5,STANDARD,52,1633.610107421875,0.0
0,0.059743329882621765,276.66583251953125,4,276.66583251953125,32,2018-09-12,R_A4,6,STANDARD,52,1632.3968505859375,0.0
0,0.06361869722604752,276.5867919921875,4,276.5867919921875,32,2018-09-12,R_A4,7,STANDARD,51,1635.880615234375,0.0
0,0.06468228995800018,276.9107360839844,4,276.9107360839844,33,2018-09-12,R_A4,8,STANDARD,51,1637.321044921875,0.0
0,0.06251578778028488,276.7875671386719,3,276.7875671386719,33,2018-09-12,R_A4,9,STANDARD,51,1635.474609375,0.0
0,0.06897561997175217,276.9632873535156,4,276.9632873535156,33,2018-09-12,R_A4,10,STANDARD,50,1642.1485595703125,0.0
0,0.06565666198730469,277.1797790527344,4,277.1797790527344,34,2018-09-12,R_A4,11,STANDARD,50,1641.132080078125,0.0
0,0.10680077970027924,277.0517883300781,3,277.0517883300781,34,2018-09-12,R_A4,12,STANDARD,50,1639.20703125,0.0
0,0.1039656475186348,277.4125671386719,3,277.4125671386719,35,2018-09-12,R_A4,13,STANDARD,50,1640.9061279296875,0.0
0,0.20986293256282806,277.2888488769531,2,277.2888488769531,35,2018-09-12,R_A4,14,STANDARD,50,1639.0426025390625,0.0
0,0.24963434040546417,277.31689453125,2,277.31689453125,35,2018-09-12,R_A4,15,STANDARD,49,1641.93212890625,0.0
0,0.059045612812042236,279.5769348144531,30,279.5769348144531,36,2018-09-12,R_A4,16,STANDARD,49,1642.357421875,0.0
0,0.10448013246059418,279.3560791015625,30,279.3560791015625,36,2018-09-12,R_A4,17,STANDARD,48,1639.6068115234375,0.0
0,0.19834847748279572,279.9170227050781,30,279.9170227050781,37,2018-09-12,R_A4,18,STANDARD,48,1646.7513427734375,0.0
0,0.37167519330978394,280.4687194824219,30,280.4687194824219,38,2018-09-12,R_A4,19,STANDARD,48,1653.461669921875,0.0
0,0.23549602925777435,280.7188720703125,30,280.7188720703125,38,2018-09-12,R_A4,20,STANDARD,47,1657.8184814453125,0.0
0,1.0,275.4754333496094,1,275.4754333496094,17,2018-11-07,R_A6,1,STANDARD,42,1695.20263671875,-4.474877045577939e-17
0,1.0,275.6207275390625,2,275.6207275390625,17,2018-11-07,R_A6,2,STANDARD,42,1696.7510986328125,-3.1166511119772977e-17
0,1.0,275.7633056640625,3,275.7633056640625,17,2018-11-07,R_A6,3,STANDARD,42,1698.299560546875,-2.2725478730165376e-17
0,1.0,275.9025573730469,4,275.9025573730469,17,2018-11-07,R_A6,4,STANDARD,42,1699.84814453125,-1.7607492250256855e-17
0,1.0,276.03997802734375,5,276.03997802734375,17,2018-11-07,R_A6,5,STANDARD,42,1701.3966064453125,-2.827794678990105e-17
0,1.0,275.8804931640625,6,275.8804931640625,17,2018-11-07,R_A6,6,STANDARD,42,1702.9451904296875,-1.4519945719742807e-15
0,1.0,276.02691650390625,7,276.02691650390625,17,2018-11-07,R_A6,7,STANDARD,42,1704.49365234375,-2.7501078213879255e-15
0,1.0,276.1754455566406,8,276.1754455566406,17,2018-11-07,R_A6,8,STANDARD,42,1706.042236328125,-1.86030521601144e-15
0,1.0,276.6294860839844,9,276.6294860839844,17,2018-11-07,R_A6,9,STANDARD,42,1707.5906982421875,-1.696253754141579e-16
0,1.0,276.4886779785156,10,276.4886779785156,17,2018-11-07,R_A6,10,STANDARD,42,1709.1392822265625,-1.7833636653465275e-14
