Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 17:16:20
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       288790672.22         49218939.84         38123660.62         23977144.64
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  288790672.22         49218939.84         38123660.62         23977144.64
MidReek    1                       191210637.61         38173044.53         31114886.36         19569110.59
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  191210637.61         38173044.53         31114886.36         19569110.59
LowerReek  1                       121048963.01         25992009.65         21801788.12         13711816.20
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  121048963.01         25992009.65         21801788.12         13711816.20
Totals     1                       601050272.84        113383994.02         91040335.09         57258071.43
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  601050272.84        113383994.02         91040335.09         57258071.43
