WELLMODEL,CONJPOS,DEPTH,WELL,DATE,CONIPOS,SWAT,SGAS,PRESSURE,CONIDX,CONBPRES,DRAWDOWN,CONKPOS
STANDARD,42,1710.1146240234375,R_A6,2018-11-07,17,0.9999999403953552,-1.5664223251832254e-09,280.05462646484375,11,280.05462646484375,0,11
STANDARD,42,1712.332763671875,R_A6,2018-11-07,17,1.0,-4.0005768142670206e-10,280.2646179199219,12,280.2646179199219,0,12
STANDARD,42,1714.5509033203125,R_A6,2018-11-07,17,1.0,-5.071798883649059e-11,280.4866638183594,13,280.4866638183594,0,13
STANDARD,42,1716.76904296875,R_A6,2018-11-07,17,1.0,-4.629987712667649e-11,280.69671630859375,14,280.69671630859375,0,14
STANDARD,42,1718.9871826171875,R_A6,2018-11-07,17,1.0,-2.3566532406094076e-11,280.9071350097656,15,280.9071350097656,0,15
STANDARD,42,1721.205322265625,R_A6,2018-11-07,17,1.0,-6.842751625740773e-12,281.2628173828125,16,281.2628173828125,0,16
STANDARD,42,1723.423583984375,R_A6,2018-11-07,17,1.0,-1.4493592090381036e-11,281.47332763671875,17,281.47332763671875,0,17
STANDARD,42,1725.1859130859375,R_A6,2018-11-07,17,1.0,-1.2514396637020031e-11,281.64031982421875,18,281.64031982421875,0,18
STANDARD,42,1726.6951904296875,R_A6,2018-11-07,17,1.0,-1.031384396291135e-12,282.0082092285156,19,282.0082092285156,0,25
STANDARD,42,1728.4071044921875,R_A6,2018-11-07,17,1.0,-4.464533668972759e-13,282.5220031738281,20,282.5220031738281,0,26
STANDARD,42,1730.119140625,R_A6,2018-11-07,17,1.0,3.53454299249073e-13,282.6620178222656,21,282.6620178222656,0,27
STANDARD,42,1731.8310546875,R_A6,2018-11-07,17,1.0,5.6896447973893246e-18,283.0735168457031,22,283.0735168457031,0,28
STANDARD,42,1733.54296875,R_A6,2018-11-07,17,1.0,5.181646127797035e-15,282.5095520019531,23,282.5095520019531,0,29
