WELLMODEL,CONJPOS,DEPTH,WELL,DATE,CONIPOS,SWAT,SGAS,PRESSURE,CONIDX,CONBPRES,DRAWDOWN,CONKPOS
STANDARD,21,1720.8272705078125,R_A5,2018-04-28,31,1.0,-3.184185756101307e-19,293.44622802734375,20,293.44622802734375,0,27
STANDARD,21,1723.0721435546875,R_A5,2018-04-28,31,1.0,-5.0646782566458703e-20,302.2229309082031,21,302.2229309082031,0,28
STANDARD,21,1725.317138671875,R_A5,2018-04-28,31,1.0,-3.3783088172947424e-21,305.79522705078125,22,305.79522705078125,0,29
STANDARD,41,1599.3154296875,R_A3,2018-07-03,29,0.6498778462409973,0.0,274.9537353515625,1,274.9537353515625,0,1
STANDARD,41,1601.5306396484375,R_A3,2018-07-03,29,0.11875417828559875,0.0,275.10595703125,2,275.10595703125,0,2
STANDARD,41,1603.745849609375,R_A3,2018-07-03,29,0.1363902986049652,0.0,275.2535400390625,3,275.2535400390625,0,3
STANDARD,41,1605.961181640625,R_A3,2018-07-03,29,0.20109190046787262,0.0,275.40118408203125,4,275.40118408203125,0,4
STANDARD,41,1608.176513671875,R_A3,2018-07-03,29,0.8083720803260803,0.0,275.6384582519531,5,275.6384582519531,0,5
STANDARD,41,1610.3917236328125,R_A3,2018-07-03,29,0.6497023105621338,0.0,275.72198486328125,6,275.72198486328125,0,6
STANDARD,41,1612.6070556640625,R_A3,2018-07-03,29,0.19613420963287354,0.0,275.8753356933594,7,275.8753356933594,0,7
STANDARD,41,1614.822265625,R_A3,2018-07-03,29,0.19942037761211395,0.0,276.0229797363281,8,276.0229797363281,0,8
STANDARD,41,1617.03759765625,R_A3,2018-07-03,29,0.7941665053367615,0.0,276.26910400390625,9,276.26910400390625,0,9
STANDARD,41,1619.2528076171875,R_A3,2018-07-03,29,0.7922534942626953,0.0,277.8778381347656,10,277.8778381347656,0,10
STANDARD,41,1621.459228515625,R_A3,2018-07-03,29,0.04611923545598984,0.0,290.50445556640625,11,290.50445556640625,0,11
STANDARD,41,1623.6571044921875,R_A3,2018-07-03,29,0.05223272368311882,0.0,290.6514587402344,12,290.6514587402344,0,12
STANDARD,41,1625.85498046875,R_A3,2018-07-03,29,0.3654766380786896,0.0,290.8002014160156,13,290.8002014160156,0,13
STANDARD,41,1628.052734375,R_A3,2018-07-03,29,0.2854973077774048,0.0,290.9487609863281,14,290.9487609863281,0,14
STANDARD,41,1630.2506103515625,R_A3,2018-07-03,29,0.501288115978241,0.0,291.1164245605469,15,291.1164245605469,0,15
STANDARD,41,1632.34228515625,R_A3,2018-07-03,29,0.8022162914276123,0.0,291.2760314941406,16,291.2760314941406,0,16
STANDARD,41,1635.381103515625,R_A3,2018-07-03,29,1.0,-2.368772021523087e-14,286.47320556640625,17,286.47320556640625,0,25
STANDARD,41,1639.0218505859375,R_A3,2018-07-03,29,0.04538305848836899,0.0,284.68560791015625,18,284.68560791015625,0,26
STANDARD,41,1642.66259765625,R_A3,2018-07-03,29,0.05137594789266586,0.0,284.92877197265625,19,284.92877197265625,0,27
STANDARD,41,1646.303466796875,R_A3,2018-07-03,29,0.6494293808937073,0.0,285.17095947265625,20,285.17095947265625,0,28
STANDARD,41,1649.9442138671875,R_A3,2018-07-03,29,0.060036640614271164,0.0,285.4123229980469,21,285.4123229980469,0,29
STANDARD,52,1630.44384765625,R_A4,2018-09-12,30,0.04845906049013138,0.0,279.2374572753906,1,279.2374572753906,0,1
STANDARD,52,1627.150146484375,R_A4,2018-09-12,31,0.04852404445409775,0.0,279.0503845214844,2,279.0503845214844,0,1
STANDARD,52,1629.1329345703125,R_A4,2018-09-12,31,0.16390706598758698,0.0,279.1826171875,3,279.1826171875,0,2
STANDARD,52,1631.1156005859375,R_A4,2018-09-12,31,0.10471226274967194,0.0,279.31488037109375,4,279.31488037109375,0,3
STANDARD,52,1633.098388671875,R_A4,2018-09-12,31,0.05368002876639366,0.0,279.4471740722656,5,279.4471740722656,0,4
STANDARD,52,1632.5042724609375,R_A4,2018-09-12,32,0.07185029238462448,0.0,279.43603515625,6,279.43603515625,0,4
STANDARD,51,1635.4615478515625,R_A4,2018-09-12,32,0.05623939260840416,0.0,279.580078125,7,279.580078125,0,4
STANDARD,51,1637.0615234375,R_A4,2018-09-12,33,0.07619505375623703,0.0,279.70147705078125,8,279.70147705078125,0,4
STANDARD,50,1642.9168701171875,R_A4,2018-09-12,33,0.059899475425481796,0.0,280.037109375,9,280.037109375,0,4
STANDARD,50,1640.6259765625,R_A4,2018-09-12,34,0.06119520962238312,0.0,279.878662109375,10,279.878662109375,0,4
STANDARD,50,1638.7874755859375,R_A4,2018-09-12,34,0.09627475589513779,0.0,279.756103515625,11,279.756103515625,0,3
STANDARD,50,1640.7904052734375,R_A4,2018-09-12,35,0.05807306990027428,0.0,279.85052490234375,12,279.85052490234375,0,4
STANDARD,50,1639.0244140625,R_A4,2018-09-12,35,0.13808350265026093,0.0,279.7328186035156,13,279.7328186035156,0,3
STANDARD,49,1643.9927978515625,R_A4,2018-09-12,35,0.22911643981933594,0.0,280.0301208496094,14,280.0301208496094,0,3
STANDARD,49,1642.2301025390625,R_A4,2018-09-12,35,0.22298453748226166,0.0,279.91204833984375,15,279.91204833984375,0,2
STANDARD,49,1641.3201904296875,R_A4,2018-09-12,36,0.057156484574079514,0.0,277.4250793457031,16,277.4250793457031,0,28
STANDARD,48,1640.835693359375,R_A4,2018-09-12,36,0.18767444789409637,0.0,277.10968017578125,17,277.10968017578125,0,28
STANDARD,48,1647.133544921875,R_A4,2018-09-12,37,0.29041430354118347,0.0,277.8302917480469,18,277.8302917480469,0,28
STANDARD,48,1650.5142822265625,R_A4,2018-09-12,38,0.6717599630355835,0.0,278.4169616699219,19,278.4169616699219,0,28
STANDARD,47,1660.1334228515625,R_A4,2018-09-12,38,0.6510382890701294,0.0,278.8274230957031,20,278.8274230957031,0,28
STANDARD,42,1694.407470703125,R_A6,2018-11-07,17,1.0,-9.00172644757724e-12,273.48089599609375,1,273.48089599609375,0,1
STANDARD,42,1695.944091796875,R_A6,2018-11-07,17,1.0,-2.796782120131902e-12,273.6258544921875,2,273.6258544921875,0,2
STANDARD,42,1697.480712890625,R_A6,2018-11-07,17,1.0,-4.188114265113452e-12,273.76904296875,3,273.76904296875,0,3
STANDARD,42,1699.017333984375,R_A6,2018-11-07,17,1.0,-3.186256597106918e-12,273.9112854003906,4,273.9112854003906,0,4
STANDARD,42,1700.553955078125,R_A6,2018-11-07,17,1.0,-2.3667376652242167e-12,274.0530700683594,5,274.0530700683594,0,5
STANDARD,42,1702.090576171875,R_A6,2018-11-07,17,1.0,-1.1718077896905044e-10,274.1954345703125,6,274.1954345703125,0,6
STANDARD,42,1703.6273193359375,R_A6,2018-11-07,17,1.0,-1.9276313878435758e-10,274.0384826660156,7,274.0384826660156,0,7
STANDARD,42,1705.1639404296875,R_A6,2018-11-07,17,1.0,-1.3745796167974333e-10,274.1780700683594,8,274.1780700683594,0,8
STANDARD,42,1706.7005615234375,R_A6,2018-11-07,17,1.0,-8.006461812981591e-12,274.58868408203125,9,274.58868408203125,0,9
STANDARD,42,1708.2371826171875,R_A6,2018-11-07,17,1.0,-7.663245593647616e-10,274.1888732910156,10,274.1888732910156,0,10
