PRESSURE,DRAWDOWN,WELLMODEL,CONIDX,DATE,WELL,CONBPRES,SGAS,CONJPOS,CONIPOS,CONKPOS,DEPTH,SWAT
276.9254150390625,0,STANDARD,2,2018-09-12,R_A4,276.9254150390625,0.0,52,31,1,1627.4293212890625,0.050884999334812164
277.062744140625,0,STANDARD,3,2018-09-12,R_A4,277.062744140625,0.0,52,31,2,1629.4896240234375,0.051814332604408264
277.2001037597656,0,STANDARD,4,2018-09-12,R_A4,277.2001037597656,0.0,52,31,3,1631.5498046875,0.05372574180364609
277.3322448730469,0,STANDARD,5,2018-09-12,R_A4,277.3322448730469,0.0,52,31,4,1633.610107421875,0.6513586044311523
277.3922424316406,0,STANDARD,6,2018-09-12,R_A4,277.3922424316406,0.0,52,32,4,1632.3968505859375,0.057280637323856354
277.5876770019531,0,STANDARD,7,2018-09-12,R_A4,277.5876770019531,0.0,51,32,4,1635.880615234375,0.6525189280509949
277.7569580078125,0,STANDARD,8,2018-09-12,R_A4,277.7569580078125,0.0,51,33,4,1637.321044921875,0.6515530943870544
277.6398010253906,0,STANDARD,9,2018-09-12,R_A4,277.6398010253906,0.0,51,33,3,1635.474609375,0.05961109325289726
278.0054931640625,0,STANDARD,10,2018-09-12,R_A4,278.0054931640625,0.0,50,33,4,1642.1485595703125,0.6527542471885681
278.0146484375,0,STANDARD,11,2018-09-12,R_A4,278.0146484375,0.0,50,34,4,1641.132080078125,0.09993626177310944
277.8867492675781,0,STANDARD,12,2018-09-12,R_A4,277.8867492675781,0.0,50,34,3,1639.20703125,0.15589801967144012
278.0293273925781,0,STANDARD,13,2018-09-12,R_A4,278.0293273925781,0.0,50,35,3,1640.9061279296875,0.22992649674415588
277.90924072265625,0,STANDARD,14,2018-09-12,R_A4,277.90924072265625,0.0,50,35,2,1639.0426025390625,0.22920630872249603
278.0287170410156,0,STANDARD,15,2018-09-12,R_A4,278.0287170410156,0.0,49,35,2,1641.93212890625,0.24123039841651917
279.5280456542969,0,STANDARD,16,2018-09-12,R_A4,279.5280456542969,0.0,49,36,30,1642.357421875,0.05322069674730301
279.3164367675781,0,STANDARD,17,2018-09-12,R_A4,279.3164367675781,0.0,48,36,30,1639.6068115234375,0.1898176372051239
279.8829040527344,0,STANDARD,18,2018-09-12,R_A4,279.8829040527344,0.0,48,37,30,1646.7513427734375,0.099784716963768
280.4170837402344,0,STANDARD,19,2018-09-12,R_A4,280.4170837402344,0.0,48,38,30,1653.461669921875,0.1472937911748886
280.68634033203125,0,STANDARD,20,2018-09-12,R_A4,280.68634033203125,0.0,47,38,30,1657.8184814453125,0.14311757683753967
276.24609375,0,STANDARD,1,2018-11-07,R_A6,276.24609375,-3.1449865345848814e-15,42,17,1,1695.20263671875,1.0
276.3917236328125,0,STANDARD,2,2018-11-07,R_A6,276.3917236328125,-1.9643378025932133e-15,42,17,2,1696.7510986328125,1.0
276.5348205566406,0,STANDARD,3,2018-11-07,R_A6,276.5348205566406,-1.4386446974508425e-15,42,17,3,1698.299560546875,1.0
276.67425537109375,0,STANDARD,4,2018-11-07,R_A6,276.67425537109375,-1.2363457010757298e-15,42,17,4,1699.84814453125,1.0
276.8117370605469,0,STANDARD,5,2018-11-07,R_A6,276.8117370605469,-1.7133243532347297e-15,42,17,5,1701.3966064453125,1.0
276.9519348144531,0,STANDARD,6,2018-11-07,R_A6,276.9519348144531,-8.822876782464684e-14,42,17,6,1702.9451904296875,1.0
276.8013916015625,0,STANDARD,7,2018-11-07,R_A6,276.8013916015625,-1.5369873613852586e-13,42,17,7,1704.49365234375,1.0
276.9482116699219,0,STANDARD,8,2018-11-07,R_A6,276.9482116699219,-2.6730401475171667e-14,42,17,8,1706.042236328125,1.0
277.4053955078125,0,STANDARD,9,2018-11-07,R_A6,277.4053955078125,-6.295420338053555e-15,42,17,9,1707.5906982421875,1.0
277.29180908203125,0,STANDARD,10,2018-11-07,R_A6,277.29180908203125,-9.304474508572969e-13,42,17,10,1709.1392822265625,1.0
277.5440368652344,0,STANDARD,11,2018-11-07,R_A6,277.5440368652344,-1.384186276882915e-12,42,17,11,1711.055419921875,1.0
277.744140625,0,STANDARD,12,2018-11-07,R_A6,277.744140625,-3.060260378440205e-13,42,17,12,1713.3392333984375,1.0
