ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,22458327,3809138,2425350,1691318,238137609,0,0,0,0,0
Valysar,CentralSouth,56656583,10844081,8139954,5676397,799236772,0,0,0,0,0
Valysar,CentralNorth,34629044,6165600,4436279,3093640,435584489,0,0,0,0,0
Valysar,NorthHorst,4557290,784535,501381,307973,60331976,25875810,3461533,2178930,506728000,77529
Valysar,CentralRamp,13503735,2486082,1863098,1299231,182931793,0,0,0,0,0
Valysar,CentralHorst,82759195,13666439,10015632,6984402,983403777,0,0,0,0,0
Valysar,EastLowland,16574564,1877217,774831,540328,76078236,0,0,0,0,0
Therys,WestLowland,15255689,3886681,3111677,2169928,305525899,0,0,0,0,0
Therys,CentralSouth,6551771,1717337,1232997,859831,121064146,0,0,0,0,0
Therys,CentralNorth,16713545,3443505,2000943,1395358,196466362,0,0,0,0,0
Therys,NorthHorst,9980407,1370263,558021,342765,67147642,16954158,2828003,1863313,433328688,66299
Therys,CentralRamp,6784263,1617634,1199734,836635,117798189,0,0,0,0,0
Therys,CentralHorst,27738203,6945923,5355734,3734822,525862896,0,0,0,0,0
Therys,EastLowland,1968467,579657,418684,291969,41109257,0,0,0,0,0
Volon,WestLowland,2342099,393166,247878,172858,24338389,0,0,0,0,0
Volon,CentralSouth,28918992,5235077,3726562,2598718,365899523,0,0,0,0,0
Volon,CentralNorth,3520292,459872,214484,149570,21059513,0,0,0,0,0
Volon,NorthHorst,6992054,1275731,982712,603631,118251386,1716022,301601,259519,60353250,9234
Volon,CentralRamp,12146123,2236544,1760501,1227686,172858165,0,0,0,0,0
Volon,CentralHorst,78823840,13787084,10620832,7406438,1042826498,0,0,0,0,0
Volon,EastLowland,932871,109976,44332,30915,4352823,0,0,0,0,0
