WELL,WELLMODEL,DEPTH,PRESSURE,DRAWDOWN,CONBPRES,CONKPOS,CONJPOS,CONIPOS,SWAT,SGAS,DATE,CONIDX
R_A5,STANDARD,1701.609619140625,305.42767333984375,0,305.42767333984375,14,21,31,1.0,0.0,2018-01-01,13
R_A5,STANDARD,1703.572509765625,305.61370849609375,0,305.61370849609375,15,21,31,1.0,0.0,2018-01-01,14
R_A5,STANDARD,1705.5355224609375,305.9447326660156,0,305.9447326660156,16,21,31,1.0,0.0,2018-01-01,15
R_A5,STANDARD,1707.49853515625,306.1307678222656,0,306.1307678222656,17,21,31,1.0,0.0,2018-01-01,16
R_A5,STANDARD,1709.46142578125,306.3168029785156,0,306.3168029785156,18,21,31,1.0,0.0,2018-01-01,17
R_A5,STANDARD,1710.9320068359375,306.4561767578125,0,306.4561767578125,19,21,31,1.0,0.0,2018-01-01,18
R_A5,STANDARD,1712.9034423828125,306.48590087890625,0,306.48590087890625,29,21,31,1.0,0.0,2018-01-01,19
R_A5,STANDARD,1715.4638671875,306.72857666015625,0,306.72857666015625,30,21,31,1.0,0.0,2018-01-01,20
R_A5,STANDARD,1718.0244140625,307.27703857421875,0,307.27703857421875,31,21,31,1.0,0.0,2018-01-01,21
R_A5,STANDARD,1720.5849609375,307.51971435546875,0,307.51971435546875,32,21,31,1.0,0.0,2018-01-01,22
R_A5,STANDARD,1723.1453857421875,307.76239013671875,0,307.76239013671875,33,21,31,1.0,0.0,2018-01-01,23
R_A6,STANDARD,1694.5040283203125,305.0480041503906,0,305.0480041503906,1,42,17,1.0,0.0,2018-01-01,1
R_A6,STANDARD,1696.0389404296875,305.1934509277344,0,305.1934509277344,2,42,17,1.0,0.0,2018-01-01,2
R_A6,STANDARD,1697.5738525390625,305.33892822265625,0,305.33892822265625,3,42,17,1.0,0.0,2018-01-01,3
R_A6,STANDARD,1699.1087646484375,305.484375,0,305.484375,4,42,17,1.0,0.0,2018-01-01,4
R_A6,STANDARD,1700.6436767578125,305.62982177734375,0,305.62982177734375,5,42,17,1.0,0.0,2018-01-01,5
R_A6,STANDARD,1702.178466796875,305.4762268066406,0,305.4762268066406,6,42,17,1.0,0.0,2018-01-01,6
R_A6,STANDARD,1703.71337890625,305.6217041015625,0,305.6217041015625,7,42,17,1.0,0.0,2018-01-01,7
R_A6,STANDARD,1705.248291015625,305.76715087890625,0,305.76715087890625,8,42,17,1.0,0.0,2018-01-01,8
R_A6,STANDARD,1706.783203125,306.211669921875,0,306.211669921875,9,42,17,1.0,0.0,2018-01-01,9
R_A6,STANDARD,1708.318115234375,306.0513610839844,0,306.0513610839844,10,42,17,1.0,0.0,2018-01-01,10
R_A6,STANDARD,1710.2183837890625,306.2315673828125,0,306.2315673828125,11,42,17,1.0,0.0,2018-01-01,11
R_A6,STANDARD,1712.484130859375,306.4462890625,0,306.4462890625,12,42,17,1.0,0.0,2018-01-01,12
R_A6,STANDARD,1714.749755859375,306.6730041503906,0,306.6730041503906,13,42,17,1.0,0.0,2018-01-01,13
R_A6,STANDARD,1717.0155029296875,306.8877258300781,0,306.8877258300781,14,42,17,1.0,0.0,2018-01-01,14
R_A6,STANDARD,1719.28125,307.1024475097656,0,307.1024475097656,15,42,17,1.0,0.0,2018-01-01,15
R_A6,STANDARD,1721.5469970703125,307.46221923828125,0,307.46221923828125,16,42,17,1.0,0.0,2018-01-01,16
R_A6,STANDARD,1723.812744140625,307.67694091796875,0,307.67694091796875,17,42,17,1.0,0.0,2018-01-01,17
R_A6,STANDARD,1725.4322509765625,307.8304443359375,0,307.8304443359375,18,42,17,1.0,0.0,2018-01-01,18
R_A6,STANDARD,1726.775146484375,307.8006286621094,0,307.8006286621094,29,42,17,1.0,0.0,2018-01-01,19
R_A6,STANDARD,1728.4873046875,308.2686767578125,0,308.2686767578125,30,42,17,1.0,0.0,2018-01-01,20
R_A6,STANDARD,1730.1995849609375,308.43096923828125,0,308.43096923828125,31,42,17,1.0,0.0,2018-01-01,21
R_A6,STANDARD,1731.911865234375,308.2874755859375,0,308.2874755859375,32,42,17,1.0,0.0,2018-01-01,22
R_A6,STANDARD,1733.6241455078125,308.44976806640625,0,308.44976806640625,33,42,17,1.0,0.0,2018-01-01,23
R_A2,STANDARD,1639.648193359375,297.6802673339844,0,297.6802673339844,1,30,22,0.05643979087471962,0.0,2018-03-01,1
R_A2,STANDARD,1641.4034423828125,297.7978515625,0,297.7978515625,2,30,22,0.0599684864282608,0.0,2018-03-01,2
R_A2,STANDARD,1643.15869140625,297.91546630859375,0,297.91546630859375,3,30,22,0.06293443590402603,0.0,2018-03-01,3
R_A2,STANDARD,1644.9139404296875,298.0330505371094,0,298.0330505371094,4,30,22,0.06927046179771423,0.0,2018-03-01,4
R_A2,STANDARD,1646.669189453125,298.1506652832031,0,298.1506652832031,5,30,22,0.07318241149187088,0.0,2018-03-01,5
R_A2,STANDARD,1648.42431640625,298.268310546875,0,298.268310546875,6,30,22,0.2397218942642212,0.0,2018-03-01,6
R_A2,STANDARD,1650.1795654296875,298.4008483886719,0,298.4008483886719,7,30,22,0.8982157707214355,0.0,2018-03-01,7
R_A2,STANDARD,1651.934814453125,298.5306091308594,0,298.5306091308594,8,30,22,0.870780885219574,0.0,2018-03-01,8
R_A2,STANDARD,1653.6900634765625,298.6542663574219,0,298.6542663574219,9,30,22,0.8923107981681824,0.0,2018-03-01,9
R_A2,STANDARD,1655.4453125,299.1282653808594,0,299.1282653808594,10,30,22,0.9185576438903809,0.0,2018-03-01,10
R_A2,STANDARD,1657.3299560546875,300.2703857421875,0,300.2703857421875,11,30,22,0.07940676063299179,0.0,2018-03-01,11
R_A2,STANDARD,1659.34423828125,300.40606689453125,0,300.40606689453125,12,30,22,0.18682976067066193,0.0,2018-03-01,12
R_A2,STANDARD,1661.3583984375,300.54290771484375,0,300.54290771484375,13,30,22,0.473936527967453,0.0,2018-03-01,13
R_A2,STANDARD,1664.29052734375,300.6446533203125,0,300.6446533203125,13,29,22,0.4895957410335541,0.0,2018-03-01,14
R_A2,STANDARD,1666.4388427734375,300.78961181640625,0,300.78961181640625,14,29,22,0.5604498982429504,0.0,2018-03-01,15
R_A2,STANDARD,1668.587158203125,300.9338073730469,0,300.9338073730469,15,29,22,0.9864581823348999,0.0,2018-03-01,16
R_A2,STANDARD,1670.7354736328125,301.0780944824219,0,301.0780944824219,16,29,22,1.0,2.1112276371582084e-09,2018-03-01,17
R_A2,STANDARD,1672.8836669921875,301.2222595214844,0,301.2222595214844,17,29,22,0.9914262890815735,0.0,2018-03-01,18
R_A2,STANDARD,1674.7705078125,301.5184631347656,0,301.5184631347656,18,29,22,1.0,1.8254173728138312e-09,2018-03-01,19
R_A2,STANDARD,1676.608642578125,302.6351318359375,0,302.6351318359375,29,29,22,1.0,2.0685762181811692e-15,2018-03-01,20
R_A2,STANDARD,1678.376220703125,303.1763610839844,0,303.1763610839844,30,29,22,1.0,-7.29804264980663e-15,2018-03-01,21
R_A2,STANDARD,1680.143798828125,303.03582763671875,0,303.03582763671875,31,29,22,1.0,-1.2686954351665003e-13,2018-03-01,22
R_A2,STANDARD,1681.9114990234375,302.37847900390625,0,302.37847900390625,32,29,22,1.0,-4.323044201261228e-13,2018-03-01,23
R_A2,STANDARD,1683.678955078125,301.6490478515625,0,301.6490478515625,33,29,22,1.0,-2.0939394424109026e-13,2018-03-01,24
R_A5,STANDARD,1687.881591796875,267.44085693359375,0,267.44085693359375,1,20,31,1.0,-2.6844837320411617e-15,2018-04-28,1
R_A5,STANDARD,1690.29052734375,267.66845703125,0,267.66845703125,2,20,31,1.0,-2.127579050979246e-15,2018-04-28,2
R_A5,STANDARD,1692.699462890625,267.8960876464844,0,267.8960876464844,3,20,31,1.0,-2.0856394851453703e-15,2018-04-28,3
R_A5,STANDARD,1695.1085205078125,268.1244201660156,0,268.1244201660156,4,20,31,1.0,-1.405580969014021e-18,2018-04-28,4
R_A5,STANDARD,1697.5174560546875,268.3551330566406,0,268.3551330566406,5,20,31,1.0,-4.274291305687546e-15,2018-04-28,5
R_A5,STANDARD,1699.9263916015625,268.584716796875,0,268.584716796875,6,20,31,1.0,-3.4865508764992835e-15,2018-04-28,6
R_A5,STANDARD,1702.3353271484375,269.15557861328125,0,269.15557861328125,7,20,31,1.0,-9.44349224308837e-17,2018-04-28,7
R_A5,STANDARD,1707.1531982421875,276.996826171875,0,276.996826171875,9,20,31,1.0,-4.048342810611914e-14,2018-04-28,8
R_A5,STANDARD,1709.5621337890625,276.8452453613281,0,276.8452453613281,10,20,31,1.0,-3.446110855443579e-14,2018-04-28,9
R_A5,STANDARD,1695.720703125,273.9219970703125,0,273.9219970703125,11,21,31,1.0,-3.5642103851651896e-11,2018-04-28,10
R_A5,STANDARD,1697.68359375,274.10791015625,0,274.10791015625,12,21,31,1.0,-3.507329149332605e-11,2018-04-28,11
R_A5,STANDARD,1699.6466064453125,274.3063659667969,0,274.3063659667969,13,21,31,1.0,-4.4987542337227016e-12,2018-04-28,12
R_A5,STANDARD,1701.609619140625,274.4925537109375,0,274.4925537109375,14,21,31,1.0,-3.1296805425018448e-12,2018-04-28,13
R_A5,STANDARD,1703.572509765625,274.678466796875,0,274.678466796875,15,21,31,1.0,-1.1830427045986247e-12,2018-04-28,14
R_A5,STANDARD,1705.5355224609375,275.4833984375,0,275.4833984375,16,21,31,1.0,-5.7399111505485045e-12,2018-04-28,15
R_A5,STANDARD,1707.49853515625,275.7851867675781,0,275.7851867675781,17,21,31,1.0,-5.391928223352771e-12,2018-04-28,16
R_A5,STANDARD,1709.46142578125,275.96417236328125,0,275.96417236328125,18,21,31,1.0,0.0,2018-04-28,17
R_A5,STANDARD,1710.9320068359375,276.0981750488281,0,276.0981750488281,19,21,31,1.0,0.0,2018-04-28,18
R_A5,STANDARD,1712.9034423828125,279.5290832519531,0,279.5290832519531,29,21,31,1.0,-1.1853016831930852e-11,2018-04-28,19
R_A5,STANDARD,1715.4638671875,279.7708740234375,0,279.7708740234375,30,21,31,1.0,-1.4023510651328674e-11,2018-04-28,20
R_A5,STANDARD,1718.0244140625,280.38189697265625,0,280.38189697265625,31,21,31,1.0,-1.5296795080610437e-11,2018-04-28,21
R_A5,STANDARD,1720.5849609375,293.23736572265625,0,293.23736572265625,32,21,31,1.0,-3.4741800794186426e-18,2018-04-28,22
R_A5,STANDARD,1723.1453857421875,303.7232666015625,0,303.7232666015625,33,21,31,1.0,-6.344605837722141e-20,2018-04-28,23
R_A3,STANDARD,1607.6387939453125,286.3230895996094,0,286.3230895996094,1,41,28,0.6499083638191223,0.0,2018-07-03,1
R_A3,STANDARD,1609.660400390625,286.475341796875,0,286.475341796875,2,41,28,0.19740301370620728,0.0,2018-07-03,2
R_A3,STANDARD,1611.68212890625,286.61077880859375,0,286.61077880859375,3,41,28,0.19741539657115936,0.0,2018-07-03,3
R_A3,STANDARD,1613.703857421875,286.7463073730469,0,286.7463073730469,4,41,28,0.20518167316913605,0.0,2018-07-03,4
R_A3,STANDARD,1610.619384765625,286.5247497558594,0,286.5247497558594,4,41,29,0.3768754005432129,0.0,2018-07-03,5
R_A3,STANDARD,1612.37744140625,286.63494873046875,0,286.63494873046875,5,41,29,0.8155501484870911,0.0,2018-07-03,6
R_A3,STANDARD,1614.1356201171875,286.728271484375,0,286.728271484375,6,41,29,0.6492071747779846,0.0,2018-07-03,7
R_A3,STANDARD,1615.893798828125,286.8358154296875,0,286.8358154296875,7,41,29,0.20364634692668915,0.0,2018-07-03,8
R_A3,STANDARD,1617.6519775390625,286.9531555175781,0,286.9531555175781,8,41,29,0.20543769001960754,0.0,2018-07-03,9
R_A3,STANDARD,1619.41015625,287.1286315917969,0,287.1286315917969,9,41,29,0.811493456363678,0.0,2018-07-03,10
R_A3,STANDARD,1621.1683349609375,288.7630920410156,0,288.7630920410156,10,41,29,0.8109505772590637,0.0,2018-07-03,11
R_A3,STANDARD,1623.203369140625,290.2071838378906,0,290.2071838378906,11,41,29,0.05235111340880394,0.0,2018-07-03,12
R_A3,STANDARD,1625.51513671875,290.36181640625,0,290.36181640625,12,41,29,0.05935163050889969,0.0,2018-07-03,13
R_A3,STANDARD,1627.8270263671875,290.51806640625,0,290.51806640625,13,41,29,0.37911590933799744,0.0,2018-07-03,14
R_A3,STANDARD,1630.1387939453125,290.6737365722656,0,290.6737365722656,14,41,29,0.3755284547805786,0.0,2018-07-03,15
R_A3,STANDARD,1632.2991943359375,290.81622314453125,0,290.81622314453125,15,41,29,0.8139871954917908,0.0,2018-07-03,16
R_A3,STANDARD,1633.540771484375,290.88262939453125,0,290.88262939453125,16,41,29,0.7966393828392029,0.0,2018-07-03,17
R_A3,STANDARD,1635.4366455078125,289.12646484375,0,289.12646484375,29,41,29,0.6525709629058838,0.0,2018-07-03,18
R_A3,STANDARD,1638.75390625,289.3136901855469,0,289.3136901855469,30,41,29,0.04810415953397751,0.0,2018-07-03,19
R_A3,STANDARD,1642.0712890625,289.5354919433594,0,289.5354919433594,31,41,29,0.05293010175228119,0.0,2018-07-03,20
R_A3,STANDARD,1645.3885498046875,289.7521057128906,0,289.7521057128906,32,41,29,0.6491146087646484,0.0,2018-07-03,21
R_A3,STANDARD,1648.705810546875,289.97882080078125,0,289.97882080078125,33,41,29,0.0644129067659378,0.0,2018-07-03,22
R_A4,STANDARD,1633.4259033203125,278.1581726074219,0,278.1581726074219,1,52,30,0.05478822812438011,0.0,2018-09-12,1
R_A4,STANDARD,1628.0426025390625,277.9405517578125,0,277.9405517578125,1,52,31,0.05276136472821236,0.0,2018-09-12,2
R_A4,STANDARD,1630.1600341796875,278.08160400390625,0,278.08160400390625,2,52,31,0.05343470349907875,0.0,2018-09-12,3
R_A4,STANDARD,1632.2774658203125,278.2225646972656,0,278.2225646972656,3,52,31,0.05611264705657959,0.0,2018-09-12,4
R_A4,STANDARD,1634.3948974609375,278.3634338378906,0,278.3634338378906,4,52,31,0.05909154191613197,0.0,2018-09-12,5
R_A4,STANDARD,1632.5201416015625,278.385009765625,0,278.385009765625,4,52,32,0.05994875356554985,0.0,2018-09-12,6
R_A4,STANDARD,1636.486572265625,278.4779968261719,0,278.4779968261719,4,51,32,0.059246670454740524,0.0,2018-09-12,7
R_A4,STANDARD,1634.5938720703125,278.3516540527344,0,278.3516540527344,3,51,32,0.059600912034511566,0.0,2018-09-12,8
R_A4,STANDARD,1637.119140625,278.63507080078125,0,278.63507080078125,3,51,33,0.06161368265748024,0.0,2018-09-12,9
R_A4,STANDARD,1635.1837158203125,278.5060729980469,0,278.5060729980469,2,51,33,0.06106637418270111,0.0,2018-09-12,10
R_A4,STANDARD,1639.0546875,278.7641906738281,0,278.7641906738281,4,51,33,0.0622125081717968,0.0,2018-09-12,11
R_A4,STANDARD,1644.388671875,278.75250244140625,0,278.75250244140625,4,50,33,0.08664869517087936,0.0,2018-09-12,12
R_A4,STANDARD,1643.155517578125,278.8197326660156,0,278.8197326660156,4,50,34,0.10562699288129807,0.0,2018-09-12,13
R_A4,STANDARD,1641.1531982421875,278.6860656738281,0,278.6860656738281,3,50,34,0.06629469245672226,0.0,2018-09-12,14
R_A4,STANDARD,1639.15087890625,278.5522766113281,0,278.5522766113281,2,50,34,0.0855252742767334,0.0,2018-09-12,15
R_A4,STANDARD,1642.6766357421875,279.15185546875,0,279.15185546875,2,50,35,0.24538147449493408,0.0,2018-09-12,16
R_A4,STANDARD,1640.6783447265625,279.0190734863281,0,279.0190734863281,1,50,35,0.23710134625434875,0.0,2018-09-12,17
R_A4,STANDARD,1638.9178466796875,279.3388366699219,0,279.3388366699219,32,49,35,0.6508264541625977,0.0,2018-09-12,18
R_A4,STANDARD,1643.207275390625,295.178955078125,0,295.178955078125,32,49,36,0.7101606726646423,0.0,2018-09-12,19
R_A4,STANDARD,1642.3382568359375,279.56488037109375,0,279.56488037109375,32,48,36,0.7009667158126831,0.0,2018-09-12,20
R_A4,STANDARD,1646.968994140625,281.91015625,0,281.91015625,32,48,37,1.0,-1.421335271700741e-12,2018-09-12,21
R_A4,STANDARD,1650.6624755859375,280.6519775390625,0,280.6519775390625,32,48,38,0.3359948396682739,0.0,2018-09-12,22
R_A4,STANDARD,1655.8660888671875,280.92236328125,0,280.92236328125,32,47,38,0.6550296545028687,0.0,2018-09-12,23
R_A6,STANDARD,1694.5040283203125,274.06011962890625,0,274.06011962890625,1,42,17,1.0,-3.4357244696817113e-13,2018-11-07,1
R_A6,STANDARD,1696.0389404296875,274.2060241699219,0,274.2060241699219,2,42,17,1.0,-4.2176296634853505e-13,2018-11-07,2
R_A6,STANDARD,1697.5738525390625,274.3504943847656,0,274.3504943847656,3,42,17,1.0,-3.208936751302599e-13,2018-11-07,3
R_A6,STANDARD,1699.1087646484375,274.4927673339844,0,274.4927673339844,4,42,17,1.0,-2.6248518332841475e-13,2018-11-07,4
R_A6,STANDARD,1700.6436767578125,274.6332092285156,0,274.6332092285156,5,42,17,1.0,-3.2689831202213637e-13,2018-11-07,5
R_A6,STANDARD,1702.178466796875,274.4765319824219,0,274.4765319824219,6,42,17,1.0,-7.279255323511258e-12,2018-11-07,6
R_A6,STANDARD,1703.71337890625,274.6219482421875,0,274.6219482421875,7,42,17,1.0,-1.5218217311319115e-11,2018-11-07,7
