WELL,WELLMODEL,DEPTH,PRESSURE,DRAWDOWN,CONBPRES,CONKPOS,CONJPOS,CONIPOS,SWAT,SGAS,DATE,CONIDX
R_A2,STANDARD,1639.648193359375,300.5041198730469,0,300.5041198730469,1,30,22,0.05640457570552826,0.0,2018-01-01,1
R_A2,STANDARD,1641.4034423828125,300.621826171875,0,300.621826171875,2,30,22,0.059934768825769424,0.0,2018-01-01,2
R_A2,STANDARD,1643.15869140625,300.739501953125,0,300.739501953125,3,30,22,0.06281924247741699,0.0,2018-01-01,3
R_A2,STANDARD,1644.9139404296875,300.8572082519531,0,300.8572082519531,4,30,22,0.06912803649902344,0.0,2018-01-01,4
R_A2,STANDARD,1646.669189453125,300.97491455078125,0,300.97491455078125,5,30,22,0.07297865301370621,0.0,2018-01-01,5
R_A2,STANDARD,1648.42431640625,301.09259033203125,0,301.09259033203125,6,30,22,0.23899532854557037,0.0,2018-01-01,6
R_A2,STANDARD,1650.1795654296875,301.2102966308594,0,301.2102966308594,7,30,22,0.8983528017997742,0.0,2018-01-01,7
R_A2,STANDARD,1651.934814453125,301.3280334472656,0,301.3280334472656,8,30,22,0.8710009455680847,0.0,2018-01-01,8
R_A2,STANDARD,1653.6900634765625,301.44573974609375,0,301.44573974609375,9,30,22,0.8925028443336487,0.0,2018-01-01,9
R_A2,STANDARD,1655.4453125,301.5634460449219,0,301.5634460449219,10,30,22,0.9187943935394287,0.0,2018-01-01,10
R_A2,STANDARD,1657.3299560546875,301.6898498535156,0,301.6898498535156,11,30,22,0.07925239205360413,0.0,2018-01-01,11
R_A2,STANDARD,1659.34423828125,301.824951171875,0,301.824951171875,12,30,22,0.1861911416053772,0.0,2018-01-01,12
R_A2,STANDARD,1661.3583984375,301.9600524902344,0,301.9600524902344,13,30,22,0.4735736846923828,0.0,2018-01-01,13
R_A2,STANDARD,1664.29052734375,302.1567077636719,0,302.1567077636719,13,29,22,0.48943910002708435,0.0,2018-01-01,14
R_A2,STANDARD,1666.4388427734375,302.3008117675781,0,302.3008117675781,14,29,22,0.5604865550994873,0.0,2018-01-01,15
R_A2,STANDARD,1668.587158203125,302.4449462890625,0,302.4449462890625,15,29,22,0.9864643812179565,0.0,2018-01-01,16
R_A2,STANDARD,1670.7354736328125,302.58905029296875,0,302.58905029296875,16,29,22,1.0,0.0,2018-01-01,17
R_A2,STANDARD,1672.8836669921875,302.733154296875,0,302.733154296875,17,29,22,0.9914301633834839,0.0,2018-01-01,18
R_A2,STANDARD,1674.7705078125,303.029296875,0,303.029296875,18,29,22,1.0,0.0,2018-01-01,19
R_A2,STANDARD,1676.608642578125,303.3521728515625,0,303.3521728515625,29,29,22,1.0,0.0,2018-01-01,20
R_A2,STANDARD,1678.376220703125,303.5196838378906,0,303.5196838378906,30,29,22,1.0,0.0,2018-01-01,21
R_A2,STANDARD,1680.143798828125,303.6871643066406,0,303.6871643066406,31,29,22,1.0,0.0,2018-01-01,22
R_A2,STANDARD,1681.9114990234375,303.85467529296875,0,303.85467529296875,32,29,22,1.0,0.0,2018-01-01,23
R_A2,STANDARD,1683.678955078125,304.0221862792969,0,304.0221862792969,33,29,22,1.0,0.0,2018-01-01,24
R_A3,STANDARD,1607.6387939453125,298.3584899902344,0,298.3584899902344,1,41,28,0.6481541991233826,0.0,2018-01-01,1
R_A3,STANDARD,1609.660400390625,298.49395751953125,0,298.49395751953125,2,41,28,0.1971440464258194,0.0,2018-01-01,2
R_A3,STANDARD,1611.68212890625,298.62945556640625,0,298.62945556640625,3,41,28,0.19714520871639252,0.0,2018-01-01,3
R_A3,STANDARD,1613.703857421875,298.76495361328125,0,298.76495361328125,4,41,28,0.20479364693164825,0.0,2018-01-01,4
R_A3,STANDARD,1610.619384765625,298.5582275390625,0,298.5582275390625,4,41,29,0.3790176510810852,0.0,2018-01-01,5
R_A3,STANDARD,1612.37744140625,298.6760559082031,0,298.6760559082031,5,41,29,0.8163810968399048,0.0,2018-01-01,6
R_A3,STANDARD,1614.1356201171875,298.79388427734375,0,298.79388427734375,6,41,29,0.6481541991233826,0.0,2018-01-01,7
R_A3,STANDARD,1615.893798828125,298.9117126464844,0,298.9117126464844,7,41,29,0.20270711183547974,0.0,2018-01-01,8
R_A3,STANDARD,1617.6519775390625,299.0295715332031,0,299.0295715332031,8,41,29,0.20440782606601715,0.0,2018-01-01,9
R_A3,STANDARD,1619.41015625,299.14739990234375,0,299.14739990234375,9,41,29,0.8121497631072998,0.0,2018-01-01,10
R_A3,STANDARD,1621.1683349609375,299.2652587890625,0,299.2652587890625,10,41,29,0.8126556277275085,0.0,2018-01-01,11
R_A3,STANDARD,1623.203369140625,299.4016418457031,0,299.4016418457031,11,41,29,0.05226688086986542,0.0,2018-01-01,12
R_A3,STANDARD,1625.51513671875,299.5566101074219,0,299.5566101074219,12,41,29,0.059284523129463196,0.0,2018-01-01,13
R_A3,STANDARD,1627.8270263671875,299.71160888671875,0,299.71160888671875,13,41,29,0.37884753942489624,0.0,2018-01-01,14
R_A3,STANDARD,1630.1387939453125,299.8665771484375,0,299.8665771484375,14,41,29,0.3753480315208435,0.0,2018-01-01,15
R_A3,STANDARD,1632.2991943359375,300.01141357421875,0,300.01141357421875,15,41,29,0.8154009580612183,0.0,2018-01-01,16
R_A3,STANDARD,1633.540771484375,300.0946350097656,0,300.0946350097656,16,41,29,0.7970927357673645,0.0,2018-01-01,17
R_A3,STANDARD,1635.4366455078125,300.22174072265625,0,300.22174072265625,29,41,29,0.6481541991233826,0.0,2018-01-01,18
R_A3,STANDARD,1638.75390625,300.44415283203125,0,300.44415283203125,30,41,29,0.047940947115421295,0.0,2018-01-01,19
R_A3,STANDARD,1642.0712890625,300.6665954589844,0,300.6665954589844,31,41,29,0.05280083417892456,0.0,2018-01-01,20
R_A3,STANDARD,1645.3885498046875,300.8890380859375,0,300.8890380859375,32,41,29,0.6481541991233826,0.0,2018-01-01,21
R_A3,STANDARD,1648.705810546875,301.1114807128906,0,301.1114807128906,33,41,29,0.06430017203092575,0.0,2018-01-01,22
R_A4,STANDARD,1633.4259033203125,300.0869445800781,0,300.0869445800781,1,52,30,0.05472250655293465,0.0,2018-01-01,1
R_A4,STANDARD,1628.0426025390625,299.7260437011719,0,299.7260437011719,1,52,31,0.05270230770111084,0.0,2018-01-01,2
R_A4,STANDARD,1630.1600341796875,299.8680114746094,0,299.8680114746094,2,52,31,0.05337183550000191,0.0,2018-01-01,3
R_A4,STANDARD,1632.2774658203125,300.00994873046875,0,300.00994873046875,3,52,31,0.056060098111629486,0.0,2018-01-01,4
R_A4,STANDARD,1634.3948974609375,300.15191650390625,0,300.15191650390625,4,52,31,0.059057675302028656,0.0,2018-01-01,5
R_A4,STANDARD,1632.5201416015625,300.0262145996094,0,300.0262145996094,4,52,32,0.05986221879720688,0.0,2018-01-01,6
R_A4,STANDARD,1636.486572265625,300.2921447753906,0,300.2921447753906,4,51,32,0.05914396420121193,0.0,2018-01-01,7
R_A4,STANDARD,1634.5938720703125,300.1652526855469,0,300.1652526855469,3,51,32,0.059504859149456024,0.0,2018-01-01,8
R_A4,STANDARD,1637.119140625,300.3345642089844,0,300.3345642089844,3,51,33,0.061478372663259506,0.0,2018-01-01,9
R_A4,STANDARD,1635.1837158203125,300.2048034667969,0,300.2048034667969,2,51,33,0.06095106899738312,0.0,2018-01-01,10
R_A4,STANDARD,1639.0546875,300.4643249511719,0,300.4643249511719,4,51,33,0.062046851962804794,0.0,2018-01-01,11
R_A4,STANDARD,1644.388671875,300.8219909667969,0,300.8219909667969,4,50,33,0.08540919423103333,0.0,2018-01-01,12
R_A4,STANDARD,1643.155517578125,300.7392883300781,0,300.7392883300781,4,50,34,0.10553088039159775,0.0,2018-01-01,13
R_A4,STANDARD,1641.1531982421875,300.60504150390625,0,300.60504150390625,3,50,34,0.06617072969675064,0.0,2018-01-01,14
R_A4,STANDARD,1639.15087890625,300.4707946777344,0,300.4707946777344,2,50,34,0.08535143733024597,0.0,2018-01-01,15
R_A4,STANDARD,1642.6766357421875,300.7071838378906,0,300.7071838378906,2,50,35,0.2453034371137619,0.0,2018-01-01,16
R_A4,STANDARD,1640.6783447265625,300.57318115234375,0,300.57318115234375,1,50,35,0.2370930314064026,0.0,2018-01-01,17
R_A4,STANDARD,1638.9178466796875,300.45513916015625,0,300.45513916015625,32,49,35,0.6481541991233826,0.0,2018-01-01,18
R_A4,STANDARD,1643.207275390625,300.7427673339844,0,300.7427673339844,32,49,36,0.7098487615585327,0.0,2018-01-01,19
R_A4,STANDARD,1642.3382568359375,300.68450927734375,0,300.68450927734375,32,48,36,0.7039986252784729,0.0,2018-01-01,20
R_A4,STANDARD,1646.968994140625,300.9949951171875,0,300.9949951171875,32,48,37,1.0,0.0,2018-01-01,21
R_A4,STANDARD,1650.6624755859375,301.2427062988281,0,301.2427062988281,32,48,38,0.3664693832397461,0.0,2018-01-01,22
R_A4,STANDARD,1655.8660888671875,301.5916748046875,0,301.5916748046875,32,47,38,0.6481541991233826,0.0,2018-01-01,23
R_A5,STANDARD,1687.881591796875,304.1146240234375,0,304.1146240234375,1,20,31,1.0,0.0,2018-01-01,1
R_A5,STANDARD,1690.29052734375,304.3429260253906,0,304.3429260253906,2,20,31,1.0,0.0,2018-01-01,2
R_A5,STANDARD,1692.699462890625,304.5711975097656,0,304.5711975097656,3,20,31,1.0,0.0,2018-01-01,3
R_A5,STANDARD,1695.1085205078125,304.79949951171875,0,304.79949951171875,4,20,31,1.0,0.0,2018-01-01,4
R_A5,STANDARD,1697.5174560546875,305.02777099609375,0,305.02777099609375,5,20,31,1.0,0.0,2018-01-01,5
R_A5,STANDARD,1699.9263916015625,305.2560729980469,0,305.2560729980469,6,20,31,1.0,0.0,2018-01-01,6
R_A5,STANDARD,1702.3353271484375,305.7901611328125,0,305.7901611328125,7,20,31,1.0,0.0,2018-01-01,7
R_A5,STANDARD,1707.1531982421875,305.94769287109375,0,305.94769287109375,9,20,31,1.0,0.0,2018-01-01,8
R_A5,STANDARD,1709.5621337890625,306.1759948730469,0,306.1759948730469,10,20,31,1.0,0.0,2018-01-01,9
R_A5,STANDARD,1695.720703125,304.8576354980469,0,304.8576354980469,11,21,31,1.0,0.0,2018-01-01,10
R_A5,STANDARD,1697.68359375,305.0436706542969,0,305.0436706542969,12,21,31,1.0,0.0,2018-01-01,11
R_A5,STANDARD,1699.6466064453125,305.24163818359375,0,305.24163818359375,13,21,31,1.0,0.0,2018-01-01,12
