ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,6413047,1174775,689616,480904,67711239
Valysar,CentralSouth,51622843,9950460,7611814,5308099,747380409
Valysar,CentralNorth,29029068,4737318,3464889,2416240,340206658
Valysar,NorthHorst,4205648,692528,418491,257058,50357688
Valysar,CentralRamp,13043703,2142136,1463733,1020735,143719421
Valysar,CentralHorst,81304221,13888148,10388560,7244464,1020020488
Valysar,EastLowland,2396384,473749,309097,215549,30349282
Therys,WestLowland,648495,148452,73292,51110,7196315
Therys,CentralSouth,3717335,940687,608254,424166,59722618
Therys,CentralNorth,18143359,3403622,1981978,1382133,194604280
Therys,NorthHorst,7116083,1039607,380955,234002,45840961
Therys,CentralRamp,6729090,1645246,1244681,867978,122211318
Therys,CentralHorst,27415929,7267553,5880278,4100612,577366227
Therys,EastLowland,10115,2654,191,133,18735
Volon,WestLowland,0,0,0,0,0
Volon,CentralSouth,30333370,5852038,4692385,3272235,460730677
Volon,CentralNorth,5223161,660761,272790,190230,26784376
Volon,NorthHorst,3275852,611995,437049,268458,52590827
Volon,CentralRamp,10024308,1700196,1242648,866560,122011716
Volon,CentralHorst,77319945,13826467,10623852,7408544,1043123051
Volon,EastLowland,0,0,0,0,0
