PRESSURE,WELL,SWAT,CONIPOS,CONJPOS,CONIDX,WELLMODEL,DEPTH,SGAS,DRAWDOWN,CONBPRES,DATE,CONKPOS
302.5570068359375,R_A2,0.6450681686401367,22,30,15,STANDARD,1667.1199951171875,0.0,0,302.5570068359375,2018-01-01,15
302.6908874511719,R_A2,0.9165946245193481,22,30,16,STANDARD,1669.11572265625,0.0,0,302.6908874511719,2018-01-01,16
302.8247985839844,R_A2,0.8799328207969666,22,30,17,STANDARD,1671.111572265625,0.0,0,302.8247985839844,2018-01-01,17
302.95068359375,R_A2,0.9266901612281799,22,30,18,STANDARD,1672.9881591796875,0.0,0,302.95068359375,2018-01-01,18
303.03399658203125,R_A2,0.9370887279510498,22,29,19,STANDARD,1674.229736328125,0.0,0,303.03399658203125,2018-01-01,18
303.16400146484375,R_A2,0.6481541991233826,22,29,20,STANDARD,1676.1676025390625,0.0,0,303.16400146484375,2018-01-01,27
303.28271484375,R_A2,1.0,22,29,21,STANDARD,1677.9368896484375,0.0,0,303.28271484375,2018-01-01,28
303.40142822265625,R_A2,1.0,22,29,22,STANDARD,1679.7061767578125,0.0,0,303.40142822265625,2018-01-01,29
303.5201416015625,R_A2,1.0,22,29,23,STANDARD,1681.4754638671875,0.0,0,303.5201416015625,2018-01-01,30
303.98101806640625,R_A2,1.0,22,29,24,STANDARD,1683.2447509765625,0.0,0,303.98101806640625,2018-01-01,31
298.6763000488281,R_A3,0.1323935091495514,28,41,1,STANDARD,1609.243408203125,0.0,0,298.6763000488281,2018-01-01,1
298.8146667480469,R_A3,0.11823459714651108,28,41,2,STANDARD,1611.3077392578125,0.0,0,298.8146667480469,2018-01-01,2
298.9530334472656,R_A3,0.11935968697071075,28,41,3,STANDARD,1613.3720703125,0.0,0,298.9530334472656,2018-01-01,3
299.09136962890625,R_A3,0.2437456101179123,28,41,4,STANDARD,1615.4365234375,0.0,0,299.09136962890625,2018-01-01,4
299.2297668457031,R_A3,0.6481541991233826,28,41,5,STANDARD,1617.5008544921875,0.0,0,299.2297668457031,2018-01-01,5
299.3681335449219,R_A3,0.3345637023448944,28,41,6,STANDARD,1619.565185546875,0.0,0,299.3681335449219,2018-01-01,6
298.6845397949219,R_A3,0.6481541991233826,29,41,7,STANDARD,1609.3663330078125,0.0,0,298.6845397949219,2018-01-01,6
298.8219299316406,R_A3,0.19395753741264343,29,41,8,STANDARD,1611.4163818359375,0.0,0,298.8219299316406,2018-01-01,7
298.9593200683594,R_A3,0.19638358056545258,29,41,9,STANDARD,1613.46630859375,0.0,0,298.9593200683594,2018-01-01,8
299.09674072265625,R_A3,0.6481541991233826,29,41,10,STANDARD,1615.516357421875,0.0,0,299.09674072265625,2018-01-01,9
299.234130859375,R_A3,0.7900200486183167,29,41,11,STANDARD,1617.5662841796875,0.0,0,299.234130859375,2018-01-01,10
299.38055419921875,R_A3,0.04886334016919136,29,41,12,STANDARD,1619.750732421875,0.0,0,299.38055419921875,2018-01-01,11
299.5360107421875,R_A3,0.052425142377614975,29,41,13,STANDARD,1622.0697021484375,0.0,0,299.5360107421875,2018-01-01,12
299.69146728515625,R_A3,0.36070889234542847,29,41,14,STANDARD,1624.388671875,0.0,0,299.69146728515625,2018-01-01,13
299.846923828125,R_A3,0.36403101682662964,29,41,15,STANDARD,1626.707763671875,0.0,0,299.846923828125,2018-01-01,14
300.00238037109375,R_A3,0.48277759552001953,29,41,16,STANDARD,1629.026611328125,0.0,0,300.00238037109375,2018-01-01,15
300.1311340332031,R_A3,0.7984952926635742,29,41,17,STANDARD,1630.9468994140625,0.0,0,300.1311340332031,2018-01-01,16
300.3040466308594,R_A3,0.2996436655521393,29,41,18,STANDARD,1633.5262451171875,0.0,0,300.3040466308594,2018-01-01,27
300.54791259765625,R_A3,0.04172467067837715,29,41,19,STANDARD,1637.1630859375,0.0,0,300.54791259765625,2018-01-01,28
300.7917785644531,R_A3,0.08551035821437836,29,41,20,STANDARD,1640.8001708984375,0.0,0,300.7917785644531,2018-01-01,29
301.03564453125,R_A3,1.0,29,41,21,STANDARD,1644.4371337890625,0.0,0,301.03564453125,2018-01-01,30
301.279541015625,R_A3,0.05868930369615555,29,41,22,STANDARD,1648.0740966796875,0.0,0,301.279541015625,2018-01-01,31
300.1472473144531,R_A4,0.049115635454654694,30,52,1,STANDARD,1631.1873779296875,0.0,0,300.1472473144531,2018-01-01,1
299.8952941894531,R_A4,0.04730672389268875,31,52,2,STANDARD,1627.4293212890625,0.0,0,299.8952941894531,2018-01-01,1
300.0334167480469,R_A4,0.04867403581738472,31,52,3,STANDARD,1629.4896240234375,0.0,0,300.0334167480469,2018-01-01,2
300.1715393066406,R_A4,0.05037596449255943,31,52,4,STANDARD,1631.5498046875,0.0,0,300.1715393066406,2018-01-01,3
300.3096618652344,R_A4,0.056155022233724594,31,52,5,STANDARD,1633.610107421875,0.0,0,300.3096618652344,2018-01-01,4
300.22833251953125,R_A4,0.05377472564578056,32,52,6,STANDARD,1632.3968505859375,0.0,0,300.22833251953125,2018-01-01,4
300.4619140625,R_A4,0.054935164749622345,32,51,7,STANDARD,1635.880615234375,0.0,0,300.4619140625,2018-01-01,4
300.5585021972656,R_A4,0.055549561977386475,33,51,8,STANDARD,1637.321044921875,0.0,0,300.5585021972656,2018-01-01,4
300.4346923828125,R_A4,0.056090038269758224,33,51,9,STANDARD,1635.474609375,0.0,0,300.4346923828125,2018-01-01,3
300.8821716308594,R_A4,0.1324312835931778,33,50,10,STANDARD,1642.1485595703125,0.0,0,300.8821716308594,2018-01-01,4
300.81402587890625,R_A4,0.12835967540740967,34,50,11,STANDARD,1641.132080078125,0.0,0,300.81402587890625,2018-01-01,4
300.6849365234375,R_A4,0.13428319990634918,34,50,12,STANDARD,1639.20703125,0.0,0,300.6849365234375,2018-01-01,3
300.7988586425781,R_A4,0.2249116450548172,35,50,13,STANDARD,1640.9061279296875,0.0,0,300.7988586425781,2018-01-01,3
300.6739196777344,R_A4,0.22078995406627655,35,50,14,STANDARD,1639.0426025390625,0.0,0,300.6739196777344,2018-01-01,2
300.86767578125,R_A4,0.22672833502292633,35,49,15,STANDARD,1641.93212890625,0.0,0,300.86767578125,2018-01-01,2
300.89617919921875,R_A4,0.6481541991233826,36,49,16,STANDARD,1642.357421875,0.0,0,300.89617919921875,2018-01-01,30
300.7117614746094,R_A4,0.3173534572124481,36,48,17,STANDARD,1639.6068115234375,0.0,0,300.7117614746094,2018-01-01,30
301.19085693359375,R_A4,0.6481541991233826,37,48,18,STANDARD,1646.7513427734375,0.0,0,301.19085693359375,2018-01-01,30
301.640869140625,R_A4,0.6481541991233826,38,48,19,STANDARD,1653.461669921875,0.0,0,301.640869140625,2018-01-01,30
301.9330749511719,R_A4,0.23394979536533356,38,47,20,STANDARD,1657.8184814453125,0.0,0,301.9330749511719,2018-01-01,30
303.8440856933594,R_A5,1.0,31,20,1,STANDARD,1685.026611328125,0.0,0,303.8440856933594,2018-01-01,1
304.0601806640625,R_A5,1.0,31,20,2,STANDARD,1687.3070068359375,0.0,0,304.0601806640625,2018-01-01,2
304.27630615234375,R_A5,1.0,31,20,3,STANDARD,1689.5875244140625,0.0,0,304.27630615234375,2018-01-01,3
304.4924011230469,R_A5,1.0,31,20,4,STANDARD,1691.8680419921875,0.0,0,304.4924011230469,2018-01-01,4
304.7085266113281,R_A5,1.0,31,20,5,STANDARD,1694.1485595703125,0.0,0,304.7085266113281,2018-01-01,5
304.9246520996094,R_A5,1.0,31,20,6,STANDARD,1696.4290771484375,0.0,0,304.9246520996094,2018-01-01,6
305.446533203125,R_A5,1.0,31,20,7,STANDARD,1698.70947265625,0.0,0,305.446533203125,2018-01-01,7
305.988037109375,R_A5,1.0,31,20,8,STANDARD,1707.6488037109375,0.0,0,305.988037109375,2018-01-01,11
306.1695251464844,R_A5,1.0,31,20,9,STANDARD,1709.5638427734375,0.0,0,306.1695251464844,2018-01-01,12
305.4322814941406,R_A5,1.0,31,21,10,STANDARD,1701.7845458984375,0.0,0,305.4322814941406,2018-01-01,12
305.6291198730469,R_A5,1.0,31,21,11,STANDARD,1703.735107421875,0.0,0,305.6291198730469,2018-01-01,13
305.81396484375,R_A5,1.0,31,21,12,STANDARD,1705.6856689453125,0.0,0,305.81396484375,2018-01-01,14
305.9988098144531,R_A5,1.0,31,21,13,STANDARD,1707.63623046875,0.0,0,305.9988098144531,2018-01-01,15
306.1836853027344,R_A5,1.0,31,21,14,STANDARD,1709.5867919921875,0.0,0,306.1836853027344,2018-01-01,16
306.5135498046875,R_A5,1.0,31,21,15,STANDARD,1711.537353515625,0.0,0,306.5135498046875,2018-01-01,17
306.6856994628906,R_A5,1.0,31,21,16,STANDARD,1713.35400390625,0.0,0,306.6856994628906,2018-01-01,18
306.7843933105469,R_A5,1.0,31,21,17,STANDARD,1714.3951416015625,0.0,0,306.7843933105469,2018-01-01,19
306.75689697265625,R_A5,1.0,31,21,18,STANDARD,1715.7628173828125,0.0,0,306.75689697265625,2018-01-01,27
306.978271484375,R_A5,1.0,31,21,19,STANDARD,1718.098388671875,0.0,0,306.978271484375,2018-01-01,28
307.5054016113281,R_A5,1.0,31,21,20,STANDARD,1720.43408203125,0.0,0,307.5054016113281,2018-01-01,29
307.7267761230469,R_A5,1.0,31,21,21,STANDARD,1722.7696533203125,0.0,0,307.7267761230469,2018-01-01,30
307.9481506347656,R_A5,1.0,31,21,22,STANDARD,1725.105224609375,0.0,0,307.9481506347656,2018-01-01,31
305.11419677734375,R_A6,1.0,17,42,1,STANDARD,1695.20263671875,0.0,0,305.11419677734375,2018-01-01,1
305.2609558105469,R_A6,1.0,17,42,2,STANDARD,1696.7510986328125,0.0,0,305.2609558105469,2018-01-01,2
305.4076843261719,R_A6,1.0,17,42,3,STANDARD,1698.299560546875,0.0,0,305.4076843261719,2018-01-01,3
305.554443359375,R_A6,1.0,17,42,4,STANDARD,1699.84814453125,0.0,0,305.554443359375,2018-01-01,4
305.7012023925781,R_A6,1.0,17,42,5,STANDARD,1701.3966064453125,0.0,0,305.7012023925781,2018-01-01,5
305.84796142578125,R_A6,1.0,17,42,6,STANDARD,1702.9451904296875,0.0,0,305.84796142578125,2018-01-01,6
305.6956481933594,R_A6,1.0,17,42,7,STANDARD,1704.49365234375,0.0,0,305.6956481933594,2018-01-01,7
305.8424072265625,R_A6,1.0,17,42,8,STANDARD,1706.042236328125,0.0,0,305.8424072265625,2018-01-01,8
306.2882080078125,R_A6,1.0,17,42,9,STANDARD,1707.5906982421875,0.0,0,306.2882080078125,2018-01-01,9
306.1291809082031,R_A6,1.0,17,42,10,STANDARD,1709.1392822265625,0.0,0,306.1291809082031,2018-01-01,10
306.3109130859375,R_A6,1.0,17,42,11,STANDARD,1711.055419921875,0.0,0,306.3109130859375,2018-01-01,11
306.52734375,R_A6,1.0,17,42,12,STANDARD,1713.3392333984375,0.0,0,306.52734375,2018-01-01,12
306.7557678222656,R_A6,1.0,17,42,13,STANDARD,1715.623046875,0.0,0,306.7557678222656,2018-01-01,13
306.9721984863281,R_A6,1.0,17,42,14,STANDARD,1717.9068603515625,0.0,0,306.9721984863281,2018-01-01,14
307.18865966796875,R_A6,1.0,17,42,15,STANDARD,1720.190673828125,0.0,0,307.18865966796875,2018-01-01,15
307.55010986328125,R_A6,1.0,17,42,16,STANDARD,1722.474365234375,0.0,0,307.55010986328125,2018-01-01,16
307.7665710449219,R_A6,1.0,17,42,17,STANDARD,1724.7581787109375,0.0,0,307.7665710449219,2018-01-01,17
307.921630859375,R_A6,1.0,17,42,18,STANDARD,1726.394287109375,0.0,0,307.921630859375,2018-01-01,18
307.8930969238281,R_A6,1.0,17,42,19,STANDARD,1727.7508544921875,0.0,0,307.8930969238281,2018-01-01,27
308.3623352050781,R_A6,1.0,17,42,20,STANDARD,1729.4755859375,0.0,0,308.3623352050781,2018-01-01,28
308.52581787109375,R_A6,1.0,17,42,21,STANDARD,1731.2001953125,0.0,0,308.52581787109375,2018-01-01,29
308.68927001953125,R_A6,1.0,17,42,22,STANDARD,1732.9249267578125,0.0,0,308.68927001953125,2018-01-01,30
308.8527526855469,R_A6,1.0,17,42,23,STANDARD,1734.649658203125,0.0,0,308.8527526855469,2018-01-01,31
298.8830871582031,R_A2,0.10330316424369812,22,30,1,STANDARD,1641.094970703125,0.0,0,298.8830871582031,2018-03-01,1
299.0033874511719,R_A2,0.10528644174337387,22,30,2,STANDARD,1642.8890380859375,0.0,0,299.0033874511719,2018-03-01,2
299.1236572265625,R_A2,0.07329773902893066,22,30,3,STANDARD,1644.68310546875,0.0,0,299.1236572265625,2018-03-01,3
299.2439270019531,R_A2,0.062304411083459854,22,30,4,STANDARD,1646.4771728515625,0.0,0,299.2439270019531,2018-03-01,4
299.36419677734375,R_A2,0.06731750816106796,22,30,5,STANDARD,1648.2713623046875,0.0,0,299.36419677734375,2018-03-01,5
299.4844665527344,R_A2,0.11226772516965866,22,30,6,STANDARD,1650.0654296875,0.0,0,299.4844665527344,2018-03-01,6
299.604736328125,R_A2,0.6482763290405273,22,30,7,STANDARD,1651.859619140625,0.0,0,299.604736328125,2018-03-01,7
299.73687744140625,R_A2,0.6483224034309387,22,30,8,STANDARD,1653.6536865234375,0.0,0,299.73687744140625,2018-03-01,8
299.8766784667969,R_A2,0.16477175056934357,22,30,9,STANDARD,1655.44775390625,0.0,0,299.8766784667969,2018-03-01,9
299.93060302734375,R_A2,0.31287041306495667,22,30,10,STANDARD,1657.2418212890625,0.0,0,299.93060302734375,2018-03-01,10
300.0316162109375,R_A2,0.069327712059021,22,30,11,STANDARD,1659.1368408203125,0.0,0,300.0316162109375,2018-03-01,11
300.1670227050781,R_A2,0.06756861507892609,22,30,12,STANDARD,1661.132568359375,0.0,0,300.1670227050781,2018-03-01,12
300.3154296875,R_A2,0.42430785298347473,22,30,13,STANDARD,1663.12841796875,0.0,0,300.3154296875,2018-03-01,13
300.4503173828125,R_A2,0.4554246962070465,22,30,14,STANDARD,1665.1241455078125,0.0,0,300.4503173828125,2018-03-01,14
300.5896911621094,R_A2,0.6449248194694519,22,30,15,STANDARD,1667.1199951171875,0.0,0,300.5896911621094,2018-03-01,15
300.7243347167969,R_A2,0.916544497013092,22,30,16,STANDARD,1669.11572265625,0.0,0,300.7243347167969,2018-03-01,16
300.8591003417969,R_A2,0.8798606991767883,22,30,17,STANDARD,1671.111572265625,0.0,0,300.8591003417969,2018-03-01,17
300.9851379394531,R_A2,0.9266461133956909,22,30,18,STANDARD,1672.9881591796875,0.0,0,300.9851379394531,2018-03-01,18
300.95086669921875,R_A2,0.9370486736297607,22,29,19,STANDARD,1674.229736328125,0.0,0,300.95086669921875,2018-03-01,18
300.8987121582031,R_A2,0.6483202576637268,22,29,20,STANDARD,1676.1676025390625,0.0,0,300.8987121582031,2018-03-01,27
303.26708984375,R_A2,1.0,22,29,21,STANDARD,1677.9368896484375,-3.5330495971717555e-15,0,303.26708984375,2018-03-01,28
303.39044189453125,R_A2,1.0,22,29,22,STANDARD,1679.7061767578125,-2.6709542865329056e-16,0,303.39044189453125,2018-03-01,29
303.5099182128906,R_A2,1.0,22,29,23,STANDARD,1681.4754638671875,-6.030973184379635e-17,0,303.5099182128906,2018-03-01,30
303.9744567871094,R_A2,1.0,22,29,24,STANDARD,1683.2447509765625,-9.235254817834065e-18,0,303.9744567871094,2018-03-01,31
272.11505126953125,R_A5,1.0,31,20,1,STANDARD,1685.026611328125,-1.1632085268956094e-13,0,272.11505126953125,2018-04-28,1
272.3310546875,R_A5,1.0,31,20,2,STANDARD,1687.3070068359375,-2.0323722088946838e-13,0,272.3310546875,2018-04-28,2
272.54718017578125,R_A5,1.0,31,20,3,STANDARD,1689.5875244140625,-2.315528953474033e-13,0,272.54718017578125,2018-04-28,3
272.76336669921875,R_A5,1.0,31,20,4,STANDARD,1691.8680419921875,-2.2865173296415797e-13,0,272.76336669921875,2018-04-28,4
272.97943115234375,R_A5,1.0,31,20,5,STANDARD,1694.1485595703125,-2.2180903489800452e-13,0,272.97943115234375,2018-04-28,5
273.1953430175781,R_A5,1.0,31,20,6,STANDARD,1696.4290771484375,-1.8222207597007323e-13,0,273.1953430175781,2018-04-28,6
273.73870849609375,R_A5,1.0,31,20,7,STANDARD,1698.70947265625,-6.338133414374864e-14,0,273.73870849609375,2018-04-28,7
273.9024658203125,R_A5,1.0,31,20,8,STANDARD,1707.6488037109375,-7.639012686300184e-12,0,273.9024658203125,2018-04-28,11
274.08367919921875,R_A5,1.0,31,20,9,STANDARD,1709.5638427734375,-7.415336573945996e-12,0,274.08367919921875,2018-04-28,12
272.62908935546875,R_A5,1.0,31,21,10,STANDARD,1701.7845458984375,-2.447373415037646e-10,0,272.62908935546875,2018-04-28,12
272.82635498046875,R_A5,1.0,31,21,11,STANDARD,1703.735107421875,-8.146894617255818e-12,0,272.82635498046875,2018-04-28,13
273.0118103027344,R_A5,1.0,31,21,12,STANDARD,1705.6856689453125,-1.6834658667086444e-11,0,273.0118103027344,2018-04-28,14
273.57623291015625,R_A5,1.0,31,21,13,STANDARD,1707.63623046875,-3.463948919368853e-11,0,273.57623291015625,2018-04-28,15
274.1822204589844,R_A5,1.0,31,21,14,STANDARD,1709.5867919921875,-2.165887087735019e-11,0,274.1822204589844,2018-04-28,16
274.4789123535156,R_A5,1.0,31,21,15,STANDARD,1711.537353515625,-2.1165213678897565e-12,0,274.4789123535156,2018-04-28,17
274.62945556640625,R_A5,1.0,31,21,16,STANDARD,1713.35400390625,-2.189328579538241e-12,0,274.62945556640625,2018-04-28,18
274.717041015625,R_A5,1.0,31,21,17,STANDARD,1714.3951416015625,0.0,0,274.717041015625,2018-04-28,19
274.68206787109375,R_A5,1.0,31,21,18,STANDARD,1715.7628173828125,-8.744605733967958e-11,0,274.68206787109375,2018-04-28,27
274.9225769042969,R_A5,1.0,31,21,19,STANDARD,1718.098388671875,-6.339533065169434e-11,0,274.9225769042969,2018-04-28,28
285.914306640625,R_A5,1.0,31,21,20,STANDARD,1720.43408203125,-1.5262390132325638e-18,0,285.914306640625,2018-04-28,29
281.8921813964844,R_A5,1.0,31,21,21,STANDARD,1722.7696533203125,-3.0348343467174327e-16,0,281.8921813964844,2018-04-28,30
298.37249755859375,R_A5,1.0,31,21,22,STANDARD,1725.105224609375,-3.706408512845802e-21,0,298.37249755859375,2018-04-28,31
283.4053039550781,R_A3,0.13242924213409424,28,41,1,STANDARD,1609.243408203125,0.0,0,283.4053039550781,2018-07-03,1
283.5431823730469,R_A3,0.11841734498739243,28,41,2,STANDARD,1611.3077392578125,0.0,0,283.5431823730469,2018-07-03,2
283.68109130859375,R_A3,0.11966831982135773,28,41,3,STANDARD,1613.3720703125,0.0,0,283.68109130859375,2018-07-03,3
283.820068359375,R_A3,0.24433360993862152,28,41,4,STANDARD,1615.4365234375,0.0,0,283.820068359375,2018-07-03,4
283.9586181640625,R_A3,0.6495628356933594,28,41,5,STANDARD,1617.5008544921875,0.0,0,283.9586181640625,2018-07-03,5
284.1011962890625,R_A3,0.3352568447589874,28,41,6,STANDARD,1619.565185546875,0.0,0,284.1011962890625,2018-07-03,6
283.4276123046875,R_A3,0.6491302847862244,29,41,7,STANDARD,1609.3663330078125,0.0,0,283.4276123046875,2018-07-03,6
283.5796203613281,R_A3,0.19424347579479218,29,41,8,STANDARD,1611.4163818359375,0.0,0,283.5796203613281,2018-07-03,7
283.7164001464844,R_A3,0.19666653871536255,29,41,9,STANDARD,1613.46630859375,0.0,0,283.7164001464844,2018-07-03,8
283.8512268066406,R_A3,0.6498809456825256,29,41,10,STANDARD,1615.516357421875,0.0,0,283.8512268066406,2018-07-03,9
284.92578125,R_A3,0.7891663312911987,29,41,11,STANDARD,1617.5662841796875,0.0,0,284.92578125,2018-07-03,10
284.2553405761719,R_A3,0.04906294867396355,29,41,12,STANDARD,1619.750732421875,0.0,0,284.2553405761719,2018-07-03,11
284.4101867675781,R_A3,0.05256737023591995,29,41,13,STANDARD,1622.0697021484375,0.0,0,284.4101867675781,2018-07-03,12
284.56549072265625,R_A3,0.36118125915527344,29,41,14,STANDARD,1624.388671875,0.0,0,284.56549072265625,2018-07-03,13
284.76043701171875,R_A3,0.3645385801792145,29,41,15,STANDARD,1626.707763671875,0.0,0,284.76043701171875,2018-07-03,14
284.7162170410156,R_A3,0.48164206743240356,29,41,16,STANDARD,1629.026611328125,0.0,0,284.7162170410156,2018-07-03,15
284.84014892578125,R_A3,0.7912238836288452,29,41,17,STANDARD,1630.9468994140625,0.0,0,284.84014892578125,2018-07-03,16
284.7803649902344,R_A3,0.3048029839992523,29,41,18,STANDARD,1633.5262451171875,0.0,0,284.7803649902344,2018-07-03,27
284.9526062011719,R_A3,0.042265210300683975,29,41,19,STANDARD,1637.1630859375,0.0,0,284.9526062011719,2018-07-03,28
285.1954650878906,R_A3,0.0864587128162384,29,41,20,STANDARD,1640.8001708984375,0.0,0,285.1954650878906,2018-07-03,29
289.0112609863281,R_A3,1.0,29,41,21,STANDARD,1644.4371337890625,-7.396162154948982e-11,0,289.0112609863281,2018-07-03,30
285.6798095703125,R_A3,0.0592469722032547,29,41,22,STANDARD,1648.0740966796875,0.0,0,285.6798095703125,2018-07-03,31
276.2872009277344,R_A4,0.04923912137746811,30,52,1,STANDARD,1631.1873779296875,0.0,0,276.2872009277344,2018-09-12,1
276.1878356933594,R_A4,0.04742744565010071,31,52,2,STANDARD,1627.4293212890625,0.0,0,276.1878356933594,2018-09-12,1
276.32513427734375,R_A4,0.04879656434059143,31,52,3,STANDARD,1629.4896240234375,0.0,0,276.32513427734375,2018-09-12,2
276.4624938964844,R_A4,0.050502926111221313,31,52,4,STANDARD,1631.5498046875,0.0,0,276.4624938964844,2018-09-12,3
276.5998840332031,R_A4,0.056265074759721756,31,52,5,STANDARD,1633.610107421875,0.0,0,276.5998840332031,2018-09-12,4
276.70220947265625,R_A4,0.053886815905570984,32,52,6,STANDARD,1632.3968505859375,0.0,0,276.70220947265625,2018-09-12,4
276.80853271484375,R_A4,0.0550692118704319,32,51,7,STANDARD,1635.880615234375,0.0,0,276.80853271484375,2018-09-12,4
277.10595703125,R_A4,0.055662769824266434,33,51,8,STANDARD,1637.321044921875,0.0,0,277.10595703125,2018-09-12,4
276.9828796386719,R_A4,0.056198082864284515,33,51,9,STANDARD,1635.474609375,0.0,0,276.9828796386719,2018-09-12,3
277.3269348144531,R_A4,0.1329638510942459,33,50,10,STANDARD,1642.1485595703125,0.0,0,277.3269348144531,2018-09-12,4
277.47174072265625,R_A4,0.13247255980968475,34,50,11,STANDARD,1641.132080078125,0.0,0,277.47174072265625,2018-09-12,4
277.36175537109375,R_A4,0.1346500664949417,34,50,12,STANDARD,1639.20703125,0.0,0,277.36175537109375,2018-09-12,3
277.6886901855469,R_A4,0.2253655344247818,35,50,13,STANDARD,1640.9061279296875,0.0,0,277.6886901855469,2018-09-12,3
277.56427001953125,R_A4,0.22119727730751038,35,50,14,STANDARD,1639.0426025390625,0.0,0,277.56427001953125,2018-09-12,2
277.666259765625,R_A4,0.2272334098815918,35,49,15,STANDARD,1641.93212890625,0.0,0,277.666259765625,2018-09-12,2
279.64764404296875,R_A4,0.6495596170425415,36,49,16,STANDARD,1642.357421875,0.0,0,279.64764404296875,2018-09-12,30
279.4291687011719,R_A4,0.2748907804489136,36,48,17,STANDARD,1639.6068115234375,0.0,0,279.4291687011719,2018-09-12,30
279.94073486328125,R_A4,0.6496330499649048,37,48,18,STANDARD,1646.7513427734375,0.0,0,279.94073486328125,2018-09-12,30
280.4355163574219,R_A4,0.6796678900718689,38,48,19,STANDARD,1653.461669921875,0.0,0,280.4355163574219,2018-09-12,30
280.6971435546875,R_A4,0.26534605026245117,38,47,20,STANDARD,1657.8184814453125,0.0,0,280.6971435546875,2018-09-12,30
275.15777587890625,R_A6,1.0,17,42,1,STANDARD,1695.20263671875,2.4400437877489635e-15,0,275.15777587890625,2018-11-07,1
275.30377197265625,R_A6,1.0,17,42,2,STANDARD,1696.7510986328125,7.538537644026109e-16,0,275.30377197265625,2018-11-07,2
275.4467468261719,R_A6,1.0,17,42,3,STANDARD,1698.299560546875,7.319317576342816e-16,0,275.4467468261719,2018-11-07,3
275.58575439453125,R_A6,1.0,17,42,4,STANDARD,1699.84814453125,7.380743346886514e-16,0,275.58575439453125,2018-11-07,4
275.7232360839844,R_A6,1.0,17,42,5,STANDARD,1701.3966064453125,1.4617677439988193e-15,0,275.7232360839844,2018-11-07,5
275.8638000488281,R_A6,1.0,17,42,6,STANDARD,1702.9451904296875,7.862602984052419e-14,0,275.8638000488281,2018-11-07,6
275.70904541015625,R_A6,1.0,17,42,7,STANDARD,1704.49365234375,1.405612144690302e-13,0,275.70904541015625,2018-11-07,7
275.8540344238281,R_A6,1.0,17,42,8,STANDARD,1706.042236328125,1.0028480460335179e-13,0,275.8540344238281,2018-11-07,8
276.2934875488281,R_A6,1.0,17,42,9,STANDARD,1707.5906982421875,5.9253923009796195e-15,0,276.2934875488281,2018-11-07,9
276.11651611328125,R_A6,1.0,17,42,10,STANDARD,1709.1392822265625,1.2103368437696438e-12,0,276.11651611328125,2018-11-07,10
276.3614807128906,R_A6,1.0,17,42,11,STANDARD,1711.055419921875,9.322449496390606e-13,0,276.3614807128906,2018-11-07,11
276.57763671875,R_A6,1.0,17,42,12,STANDARD,1713.3392333984375,3.7256452805646545e-13,0,276.57763671875,2018-11-07,12
276.8063049316406,R_A6,1.0,17,42,13,STANDARD,1715.623046875,2.9947798527076713e-14,0,276.8063049316406,2018-11-07,13
277.0234375,R_A6,1.0,17,42,14,STANDARD,1717.9068603515625,2.1378342482782434e-14,0,277.0234375,2018-11-07,14
277.263916015625,R_A6,1.0,17,42,15,STANDARD,1720.190673828125,1.5665845560348078e-14,0,277.263916015625,2018-11-07,15
