ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4978951,872030,516885,360450,50751316
Valysar,CentralSouth,64442777,12237129,9259021,6456779,909114499
Valysar,CentralNorth,38204582,6642068,4678337,3262438,459351336
Valysar,NorthHorst,5010440,751543,343639,211080,41350640
Valysar,CentralRamp,13608385,2463396,1929155,1345296,189417734
Valysar,CentralHorst,85660479,12940883,9488842,6617045,931679947
Valysar,EastLowland,1827857,272023,156137,108882,15330643
Therys,WestLowland,2176559,407649,201015,140178,19737011
Therys,CentralSouth,12986212,3274006,2142750,1494247,210390004
Therys,CentralNorth,22685838,4452481,2680860,1869498,263225364
Therys,NorthHorst,7576170,1081078,401431,246579,48304859
Therys,CentralRamp,6700564,1563631,1265855,882744,124290377
Therys,CentralHorst,31102680,8092601,6462940,4506932,634575987
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,214407,39478,19570,13647,1921513
Volon,CentralSouth,30946571,5662145,3968568,2767482,389661404
Volon,CentralNorth,6715579,873439,426982,297756,41924018
Volon,NorthHorst,5676078,1005432,692508,425373,83330641
Volon,CentralRamp,12726345,2277375,1751255,1221238,171950300
Volon,CentralHorst,80608764,13710240,10729375,7482130,1053483997
Volon,EastLowland,0,0,0,0,0
