DATE,CONIPOS,SWAT,DRAWDOWN,PRESSURE,CONIDX,CONBPRES,CONJPOS,CONKPOS,WELL,SGAS,DEPTH,WELLMODEL
2018-01-01,29,1.0,0,300.16583251953125,17,300.16583251953125,41,27,R_A3,0.0,1633.5262451171875,STANDARD
2018-01-01,29,0.04337825998663902,0,300.40966796875,18,300.40966796875,41,28,R_A3,0.0,1637.1630859375,STANDARD
2018-01-01,29,0.05151337385177612,0,300.6535339355469,19,300.6535339355469,41,29,R_A3,0.0,1640.8001708984375,STANDARD
2018-01-01,29,1.0,0,300.89739990234375,20,300.89739990234375,41,30,R_A3,0.0,1644.4371337890625,STANDARD
2018-01-01,29,0.06231296807527542,0,301.14129638671875,21,301.14129638671875,41,31,R_A3,0.0,1648.0740966796875,STANDARD
2018-01-01,30,0.053005583584308624,0,300.009033203125,1,300.009033203125,52,1,R_A4,0.0,1631.1873779296875,STANDARD
2018-01-01,31,0.04966719448566437,0,299.7571105957031,2,299.7571105957031,52,1,R_A4,0.0,1627.4293212890625,STANDARD
2018-01-01,31,0.050943583250045776,0,299.89520263671875,3,299.89520263671875,52,2,R_A4,0.0,1629.4896240234375,STANDARD
2018-01-01,31,0.05345940962433815,0,300.0333251953125,4,300.0333251953125,52,3,R_A4,0.0,1631.5498046875,STANDARD
2018-01-01,31,0.058497145771980286,0,300.17144775390625,5,300.17144775390625,52,4,R_A4,0.0,1633.610107421875,STANDARD
2018-01-01,32,0.05785714462399483,0,300.0901184082031,6,300.0901184082031,52,4,R_A4,0.0,1632.3968505859375,STANDARD
2018-01-01,32,0.058354947715997696,0,300.3236999511719,7,300.3236999511719,51,4,R_A4,0.0,1635.880615234375,STANDARD
2018-01-01,33,0.0618814118206501,0,300.4202575683594,8,300.4202575683594,51,4,R_A4,0.0,1637.321044921875,STANDARD
2018-01-01,33,0.05655122175812721,0,300.29644775390625,9,300.29644775390625,51,3,R_A4,0.0,1635.474609375,STANDARD
2018-01-01,33,0.14695020020008087,0,300.74395751953125,10,300.74395751953125,50,4,R_A4,0.0,1642.1485595703125,STANDARD
2018-01-01,34,0.08094248175621033,0,300.67578125,11,300.67578125,50,4,R_A4,0.0,1641.132080078125,STANDARD
2018-01-01,34,0.12245088070631027,0,300.5467224121094,12,300.5467224121094,50,3,R_A4,0.0,1639.20703125,STANDARD
2018-01-01,35,0.12450994551181793,0,300.66064453125,13,300.66064453125,50,3,R_A4,0.0,1640.9061279296875,STANDARD
2018-01-01,35,0.22938384115695953,0,300.53570556640625,14,300.53570556640625,50,2,R_A4,0.0,1639.0426025390625,STANDARD
2018-01-01,35,0.23677265644073486,0,300.72943115234375,15,300.72943115234375,49,2,R_A4,0.0,1641.93212890625,STANDARD
2018-01-01,36,0.12670636177062988,0,300.7579650878906,16,300.7579650878906,49,30,R_A4,0.0,1642.357421875,STANDARD
2018-01-01,36,0.04889002442359924,0,300.5735168457031,17,300.5735168457031,48,30,R_A4,0.0,1639.6068115234375,STANDARD
2018-01-01,37,0.2428145408630371,0,301.0526123046875,18,301.0526123046875,48,30,R_A4,0.0,1646.7513427734375,STANDARD
2018-01-01,38,0.3171052634716034,0,301.5025939941406,19,301.5025939941406,48,30,R_A4,0.0,1653.461669921875,STANDARD
2018-01-01,38,0.6481541991233826,0,301.7947998046875,20,301.7947998046875,47,30,R_A4,0.0,1657.8184814453125,STANDARD
2018-01-01,31,1.0,0,304.1498718261719,1,304.1498718261719,20,1,R_A5,0.0,1685.026611328125,STANDARD
2018-01-01,31,1.0,0,304.0601806640625,2,304.0601806640625,20,2,R_A5,0.0,1687.3070068359375,STANDARD
2018-01-01,31,1.0,0,304.27630615234375,3,304.27630615234375,20,3,R_A5,0.0,1689.5875244140625,STANDARD
2018-01-01,31,1.0,0,304.4924011230469,4,304.4924011230469,20,4,R_A5,0.0,1691.8680419921875,STANDARD
2018-01-01,31,1.0,0,304.7085266113281,5,304.7085266113281,20,5,R_A5,0.0,1694.1485595703125,STANDARD
2018-01-01,31,1.0,0,304.9246520996094,6,304.9246520996094,20,6,R_A5,0.0,1696.4290771484375,STANDARD
2018-01-01,31,1.0,0,305.446533203125,7,305.446533203125,20,7,R_A5,0.0,1698.70947265625,STANDARD
2018-01-01,31,1.0,0,305.66265869140625,8,305.66265869140625,20,8,R_A5,0.0,1700.989990234375,STANDARD
2018-01-01,31,1.0,0,305.8787841796875,9,305.8787841796875,20,9,R_A5,0.0,1703.2706298828125,STANDARD
2018-01-01,31,1.0,0,305.988037109375,10,305.988037109375,20,11,R_A5,0.0,1707.6488037109375,STANDARD
2018-01-01,31,1.0,0,306.1695251464844,11,306.1695251464844,20,12,R_A5,0.0,1709.5638427734375,STANDARD
2018-01-01,31,1.0,0,305.4322814941406,12,305.4322814941406,21,12,R_A5,0.0,1701.7845458984375,STANDARD
2018-01-01,31,1.0,0,305.6291198730469,13,305.6291198730469,21,13,R_A5,0.0,1703.735107421875,STANDARD
2018-01-01,31,1.0,0,305.81396484375,14,305.81396484375,21,14,R_A5,0.0,1705.6856689453125,STANDARD
2018-01-01,31,1.0,0,305.9988098144531,15,305.9988098144531,21,15,R_A5,0.0,1707.63623046875,STANDARD
2018-01-01,31,1.0,0,306.3287048339844,16,306.3287048339844,21,16,R_A5,0.0,1709.5867919921875,STANDARD
2018-01-01,31,1.0,0,306.5135498046875,17,306.5135498046875,21,17,R_A5,0.0,1711.537353515625,STANDARD
2018-01-01,31,1.0,0,306.6856994628906,18,306.6856994628906,21,18,R_A5,0.0,1713.35400390625,STANDARD
2018-01-01,31,1.0,0,306.7843933105469,19,306.7843933105469,21,19,R_A5,0.0,1714.3951416015625,STANDARD
2018-01-01,31,1.0,0,306.75689697265625,20,306.75689697265625,21,27,R_A5,0.0,1715.7628173828125,STANDARD
2018-01-01,31,1.0,0,306.978271484375,21,306.978271484375,21,28,R_A5,0.0,1718.098388671875,STANDARD
2018-01-01,31,1.0,0,307.5054016113281,22,307.5054016113281,21,29,R_A5,0.0,1720.43408203125,STANDARD
2018-01-01,31,1.0,0,307.7267761230469,23,307.7267761230469,21,30,R_A5,0.0,1722.7696533203125,STANDARD
2018-01-01,31,1.0,0,307.9481506347656,24,307.9481506347656,21,31,R_A5,0.0,1725.105224609375,STANDARD
2018-01-01,17,1.0,0,305.11419677734375,1,305.11419677734375,42,1,R_A6,0.0,1695.20263671875,STANDARD
2018-01-01,17,1.0,0,305.2609558105469,2,305.2609558105469,42,2,R_A6,0.0,1696.7510986328125,STANDARD
2018-01-01,17,1.0,0,305.4076843261719,3,305.4076843261719,42,3,R_A6,0.0,1698.299560546875,STANDARD
2018-01-01,17,1.0,0,305.554443359375,4,305.554443359375,42,4,R_A6,0.0,1699.84814453125,STANDARD
2018-01-01,17,1.0,0,305.7012023925781,5,305.7012023925781,42,5,R_A6,0.0,1701.3966064453125,STANDARD
2018-01-01,17,1.0,0,305.84796142578125,6,305.84796142578125,42,6,R_A6,0.0,1702.9451904296875,STANDARD
2018-01-01,17,1.0,0,305.6956481933594,7,305.6956481933594,42,7,R_A6,0.0,1704.49365234375,STANDARD
2018-01-01,17,1.0,0,305.8424072265625,8,305.8424072265625,42,8,R_A6,0.0,1706.042236328125,STANDARD
2018-01-01,17,1.0,0,306.2882080078125,9,306.2882080078125,42,9,R_A6,0.0,1707.5906982421875,STANDARD
2018-01-01,17,1.0,0,306.4349670410156,10,306.4349670410156,42,10,R_A6,0.0,1709.1392822265625,STANDARD
2018-01-01,17,1.0,0,306.3109130859375,11,306.3109130859375,42,11,R_A6,0.0,1711.055419921875,STANDARD
2018-01-01,17,1.0,0,306.52734375,12,306.52734375,42,12,R_A6,0.0,1713.3392333984375,STANDARD
2018-01-01,17,1.0,0,306.7557678222656,13,306.7557678222656,42,13,R_A6,0.0,1715.623046875,STANDARD
2018-01-01,17,1.0,0,306.9721984863281,14,306.9721984863281,42,14,R_A6,0.0,1717.9068603515625,STANDARD
2018-01-01,17,1.0,0,307.18865966796875,15,307.18865966796875,42,15,R_A6,0.0,1720.190673828125,STANDARD
2018-01-01,17,1.0,0,307.55010986328125,16,307.55010986328125,42,16,R_A6,0.0,1722.474365234375,STANDARD
2018-01-01,17,1.0,0,307.7665710449219,17,307.7665710449219,42,17,R_A6,0.0,1724.7581787109375,STANDARD
2018-01-01,17,1.0,0,307.921630859375,18,307.921630859375,42,18,R_A6,0.0,1726.394287109375,STANDARD
2018-01-01,17,1.0,0,307.8930969238281,19,307.8930969238281,42,27,R_A6,0.0,1727.7508544921875,STANDARD
2018-01-01,17,1.0,0,308.3623352050781,20,308.3623352050781,42,28,R_A6,0.0,1729.4755859375,STANDARD
2018-01-01,17,1.0,0,308.52581787109375,21,308.52581787109375,42,29,R_A6,0.0,1731.2001953125,STANDARD
2018-01-01,17,1.0,0,308.68927001953125,22,308.68927001953125,42,30,R_A6,0.0,1732.9249267578125,STANDARD
2018-01-01,17,1.0,0,308.5469665527344,23,308.5469665527344,42,31,R_A6,0.0,1734.649658203125,STANDARD
2018-03-01,22,0.055785346776247025,0,298.5699462890625,1,298.5699462890625,30,1,R_A2,0.0,1641.094970703125,STANDARD
2018-03-01,22,0.058863669633865356,0,298.69012451171875,2,298.69012451171875,30,2,R_A2,0.0,1642.8890380859375,STANDARD
2018-03-01,22,0.0615486316382885,0,298.810302734375,3,298.810302734375,30,3,R_A2,0.0,1644.68310546875,STANDARD
2018-03-01,22,0.06771981716156006,0,298.9305419921875,4,298.9305419921875,30,4,R_A2,0.0,1646.4771728515625,STANDARD
2018-03-01,22,0.13477034866809845,0,299.051025390625,5,299.051025390625,30,5,R_A2,0.0,1648.2713623046875,STANDARD
2018-03-01,22,0.3076646327972412,0,299.3171081542969,6,299.3171081542969,30,6,R_A2,0.0,1650.0654296875,STANDARD
2018-03-01,22,0.8872156143188477,0,299.56158447265625,7,299.56158447265625,30,7,R_A2,0.0,1651.859619140625,STANDARD
2018-03-01,22,0.6483243107795715,0,299.7293395996094,8,299.7293395996094,30,8,R_A2,0.0,1653.6536865234375,STANDARD
2018-03-01,22,0.18728144466876984,0,299.849609375,9,299.849609375,30,9,R_A2,0.0,1655.44775390625,STANDARD
2018-03-01,22,0.9045072793960571,0,300.07861328125,10,300.07861328125,30,10,R_A2,0.0,1657.2418212890625,STANDARD
2018-03-01,22,0.07898752391338348,0,300.1692199707031,11,300.1692199707031,30,11,R_A2,0.0,1659.1368408203125,STANDARD
2018-03-01,22,0.07926313579082489,0,300.3186340332031,12,300.3186340332031,30,12,R_A2,0.0,1661.132568359375,STANDARD
2018-03-01,22,0.4531056582927704,0,300.7184753417969,13,300.7184753417969,30,13,R_A2,0.0,1663.12841796875,STANDARD
2018-03-01,22,0.504270076751709,0,301.0116271972656,14,301.0116271972656,30,14,R_A2,0.0,1665.1241455078125,STANDARD
2018-03-01,22,0.690547525882721,0,301.1451416015625,15,301.1451416015625,30,15,R_A2,0.0,1667.1199951171875,STANDARD
2018-03-01,22,0.9649177193641663,0,301.2774658203125,16,301.2774658203125,30,16,R_A2,0.0,1669.11572265625,STANDARD
2018-03-01,22,0.9507995843887329,0,301.4109802246094,17,301.4109802246094,30,17,R_A2,0.0,1671.111572265625,STANDARD
2018-03-01,22,0.9831554293632507,0,301.5367736816406,18,301.5367736816406,30,18,R_A2,0.0,1672.9881591796875,STANDARD
2018-03-01,22,0.9968770146369934,0,301.5792236328125,19,301.5792236328125,29,18,R_A2,0.0,1674.229736328125,STANDARD
2018-03-01,22,0.9948220252990723,0,301.6466979980469,20,301.6466979980469,29,19,R_A2,0.0,1675.235107421875,STANDARD
2018-03-01,22,1.0,0,302.0852355957031,21,302.0852355957031,29,27,R_A2,1.7618819272459396e-13,1676.1676025390625,STANDARD
2018-03-01,22,1.0,0,302.9632568359375,22,302.9632568359375,29,28,R_A2,9.686879484245808e-16,1677.9368896484375,STANDARD
2018-03-01,22,1.0,0,303.0665588378906,23,303.0665588378906,29,29,R_A2,-5.250769098490669e-15,1679.7061767578125,STANDARD
2018-03-01,22,1.0,0,302.6875,24,302.6875,29,30,R_A2,-3.8507888081040255e-15,1681.4754638671875,STANDARD
2018-03-01,22,1.0,0,302.1374816894531,25,302.1374816894531,29,31,R_A2,-1.7263462794708806e-12,1683.2447509765625,STANDARD
2018-04-28,31,1.0,0,271.7671813964844,1,271.7671813964844,20,1,R_A5,-1.1442768262166581e-17,1685.026611328125,STANDARD
2018-04-28,31,1.0,0,271.6774597167969,2,271.6774597167969,20,2,R_A5,-2.816537650825765e-15,1687.3070068359375,STANDARD
2018-04-28,31,1.0,0,271.8934326171875,3,271.8934326171875,20,3,R_A5,-4.215898548369729e-15,1689.5875244140625,STANDARD
2018-04-28,31,1.0,0,272.1094055175781,4,272.1094055175781,20,4,R_A5,-4.972464141692534e-15,1691.8680419921875,STANDARD
2018-04-28,31,1.0,0,272.3252868652344,5,272.3252868652344,20,5,R_A5,-1.6101710927313249e-15,1694.1485595703125,STANDARD
2018-04-28,31,1.0,0,272.5412292480469,6,272.5412292480469,20,6,R_A5,-7.998338150377437e-15,1696.4290771484375,STANDARD
2018-04-28,31,1.0,0,273.11480712890625,7,273.11480712890625,20,7,R_A5,-1.0728509780802311e-15,1698.70947265625,STANDARD
2018-04-28,31,1.0,0,273.40460205078125,8,273.40460205078125,20,8,R_A5,-5.145614193253784e-15,1700.989990234375,STANDARD
2018-04-28,31,1.0,0,275.8082580566406,9,275.8082580566406,20,9,R_A5,0.0,1703.2706298828125,STANDARD
2018-04-28,31,1.0,0,277.45867919921875,10,277.45867919921875,20,11,R_A5,-5.728439098941218e-13,1707.6488037109375,STANDARD
2018-04-28,31,1.0,0,277.7004699707031,11,277.7004699707031,20,12,R_A5,-2.1192460763694299e-13,1709.5638427734375,STANDARD
2018-04-28,31,1.0,0,276.39990234375,12,276.39990234375,21,12,R_A5,-9.723867544497722e-11,1701.7845458984375,STANDARD
2018-04-28,31,1.0,0,277.24810791015625,13,277.24810791015625,21,13,R_A5,0.0,1703.735107421875,STANDARD
2018-04-28,31,1.0,0,277.4566345214844,14,277.4566345214844,21,14,R_A5,-4.300504397036775e-11,1705.6856689453125,STANDARD
2018-04-28,31,1.0,0,277.65728759765625,15,277.65728759765625,21,15,R_A5,-8.222322128714765e-12,1707.63623046875,STANDARD
2018-04-28,31,1.0,0,278.0551452636719,16,278.0551452636719,21,16,R_A5,-2.033315356364529e-12,1709.5867919921875,STANDARD
2018-04-28,31,1.0,0,278.3859558105469,17,278.3859558105469,21,17,R_A5,-1.6586293970222155e-12,1711.537353515625,STANDARD
2018-04-28,31,1.0,0,278.8644104003906,18,278.8644104003906,21,18,R_A5,-1.983836922861415e-12,1713.35400390625,STANDARD
2018-04-28,31,1.0,0,279.18365478515625,19,279.18365478515625,21,19,R_A5,0.0,1714.3951416015625,STANDARD
2018-04-28,31,1.0,0,279.2600402832031,20,279.2600402832031,21,27,R_A5,-6.03323432879499e-11,1715.7628173828125,STANDARD
2018-04-28,31,1.0,0,279.7082214355469,21,279.7082214355469,21,28,R_A5,-3.167040935059262e-11,1718.098388671875,STANDARD
2018-04-28,31,1.0,0,285.307373046875,22,285.307373046875,21,29,R_A5,-5.241909716197541e-19,1720.43408203125,STANDARD
2018-04-28,31,1.0,0,279.5457458496094,23,279.5457458496094,21,30,R_A5,-1.6298418235687062e-13,1722.7696533203125,STANDARD
2018-04-28,31,1.0,0,281.55853271484375,24,281.55853271484375,21,31,R_A5,-8.217250332958137e-20,1725.105224609375,STANDARD
2018-07-03,28,0.6494950652122498,0,278.54473876953125,1,278.54473876953125,41,1,R_A3,0.0,1609.243408203125,STANDARD
2018-07-03,28,0.19763974845409393,0,278.67974853515625,2,278.67974853515625,41,2,R_A3,0.0,1611.3077392578125,STANDARD
2018-07-03,28,0.1581977903842926,0,278.81732177734375,3,278.81732177734375,41,3,R_A3,0.0,1613.3720703125,STANDARD
2018-07-03,28,0.17276766896247864,0,278.9549865722656,4,278.9549865722656,41,4,R_A3,0.0,1615.4365234375,STANDARD
2018-07-03,28,0.6501965522766113,0,279.102294921875,5,279.102294921875,41,5,R_A3,0.0,1617.5008544921875,STANDARD
2018-07-03,28,0.338200181722641,0,279.25042724609375,6,279.25042724609375,41,6,R_A3,0.0,1619.565185546875,STANDARD
2018-07-03,29,0.6498072147369385,0,278.47265625,7,278.47265625,41,6,R_A3,0.0,1609.3663330078125,STANDARD
2018-07-03,29,0.19831222295761108,0,278.63543701171875,8,278.63543701171875,41,7,R_A3,0.0,1611.4163818359375,STANDARD
2018-07-03,29,0.35213416814804077,0,278.7735595703125,9,278.7735595703125,41,8,R_A3,0.0,1613.46630859375,STANDARD
2018-07-03,29,0.8015140891075134,0,278.9967956542969,10,278.9967956542969,41,9,R_A3,0.0,1615.516357421875,STANDARD
2018-07-03,29,0.7958913445472717,0,280.52288818359375,11,280.52288818359375,41,10,R_A3,0.0,1617.5662841796875,STANDARD
2018-07-03,29,0.04922144114971161,0,280.8782653808594,12,280.8782653808594,41,11,R_A3,0.0,1619.750732421875,STANDARD
2018-07-03,29,0.05498085916042328,0,281.03302001953125,13,281.03302001953125,41,12,R_A3,0.0,1622.0697021484375,STANDARD
2018-07-03,29,0.37263309955596924,0,281.1879577636719,14,281.1879577636719,41,13,R_A3,0.0,1624.388671875,STANDARD
2018-07-03,29,0.4877694845199585,0,283.108642578125,15,283.108642578125,41,15,R_A3,0.0,1629.026611328125,STANDARD
2018-07-03,29,0.8067115545272827,0,283.2550048828125,16,283.2550048828125,41,16,R_A3,0.0,1630.9468994140625,STANDARD
2018-07-03,29,1.0,0,287.2474670410156,17,287.2474670410156,41,27,R_A3,-5.303596646057118e-13,1633.5262451171875,STANDARD
2018-07-03,29,0.04379578307271004,0,283.3366394042969,18,283.3366394042969,41,28,R_A3,0.0,1637.1630859375,STANDARD
2018-07-03,29,0.052065033465623856,0,283.579345703125,19,283.579345703125,41,29,R_A3,0.0,1640.8001708984375,STANDARD
2018-07-03,29,1.0,0,287.4356384277344,20,287.4356384277344,41,30,R_A3,-1.058673895076856e-11,1644.4371337890625,STANDARD
2018-07-03,29,0.06269452720880508,0,284.05389404296875,21,284.05389404296875,41,31,R_A3,0.0,1648.0740966796875,STANDARD
2018-09-12,30,0.05311211198568344,0,276.5434875488281,1,276.5434875488281,52,1,R_A4,0.0,1631.1873779296875,STANDARD
2018-09-12,31,0.04977262020111084,0,276.3272705078125,2,276.3272705078125,52,1,R_A4,0.0,1627.4293212890625,STANDARD
2018-09-12,31,0.05105467885732651,0,276.46453857421875,3,276.46453857421875,52,2,R_A4,0.0,1629.4896240234375,STANDARD
2018-09-12,31,0.05356541648507118,0,276.6018371582031,4,276.6018371582031,52,3,R_A4,0.0,1631.5498046875,STANDARD
2018-09-12,31,0.05857756361365318,0,276.7391357421875,5,276.7391357421875,52,4,R_A4,0.0,1633.610107421875,STANDARD
2018-09-12,32,0.05794668570160866,0,276.6827087402344,6,276.6827087402344,52,4,R_A4,0.0,1632.3968505859375,STANDARD
2018-09-12,32,0.05845313519239426,0,276.8987731933594,7,276.8987731933594,51,4,R_A4,0.0,1635.880615234375,STANDARD
2018-09-12,33,0.06206541135907173,0,277.016357421875,8,277.016357421875,51,4,R_A4,0.0,1637.321044921875,STANDARD
2018-09-12,33,0.0566464327275753,0,276.89324951171875,9,276.89324951171875,51,3,R_A4,0.0,1635.474609375,STANDARD
2018-09-12,33,0.14831207692623138,0,277.2735290527344,10,277.2735290527344,50,4,R_A4,0.0,1642.1485595703125,STANDARD
2018-09-12,34,0.08213083446025848,0,277.2196044921875,11,277.2196044921875,50,4,R_A4,0.0,1641.132080078125,STANDARD
2018-09-12,34,0.12331805378198624,0,277.0914306640625,12,277.0914306640625,50,3,R_A4,0.0,1639.20703125,STANDARD
2018-09-12,35,0.12481750547885895,0,277.2674255371094,13,277.2674255371094,50,3,R_A4,0.0,1640.9061279296875,STANDARD
2018-09-12,35,0.22970415651798248,0,277.1436462402344,14,277.1436462402344,50,2,R_A4,0.0,1639.0426025390625,STANDARD
2018-09-12,35,0.23711499571800232,0,277.25006103515625,15,277.25006103515625,49,2,R_A4,0.0,1641.93212890625,STANDARD
2018-09-12,36,0.12609770894050598,0,278.0760498046875,16,278.0760498046875,49,30,R_A4,0.0,1642.357421875,STANDARD
2018-09-12,36,0.05739405378699303,0,277.78106689453125,17,277.78106689453125,48,30,R_A4,0.0,1639.6068115234375,STANDARD
2018-09-12,37,0.22917406260967255,0,278.4224548339844,18,278.4224548339844,48,30,R_A4,0.0,1646.7513427734375,STANDARD
2018-09-12,38,0.273047536611557,0,279.0657958984375,19,279.0657958984375,48,30,R_A4,0.0,1653.461669921875,STANDARD
2018-09-12,38,0.7130745649337769,0,279.17364501953125,20,279.17364501953125,47,30,R_A4,0.0,1657.8184814453125,STANDARD
2018-11-07,17,1.0,0,273.4079895019531,1,273.4079895019531,42,1,R_A6,-7.667010307509721e-16,1695.20263671875,STANDARD
2018-11-07,17,1.0,0,273.5533142089844,2,273.5533142089844,42,2,R_A6,-4.676817773486143e-16,1696.7510986328125,STANDARD
2018-11-07,17,1.0,0,273.696044921875,3,273.696044921875,42,3,R_A6,-3.566471134990246e-16,1698.299560546875,STANDARD
2018-11-07,17,1.0,0,273.83526611328125,4,273.83526611328125,42,4,R_A6,-2.7572595323198303e-16,1699.84814453125,STANDARD
2018-11-07,17,1.0,0,273.9729309082031,5,273.9729309082031,42,5,R_A6,-7.338692396220074e-16,1701.3966064453125,STANDARD
2018-11-07,17,1.0,0,274.1133117675781,6,274.1133117675781,42,6,R_A6,-1.84448183587543e-14,1702.9451904296875,STANDARD
2018-11-07,17,1.0,0,273.9571228027344,7,273.9571228027344,42,7,R_A6,-3.5397764363773176e-14,1704.49365234375,STANDARD
2018-11-07,17,1.0,0,274.1036071777344,8,274.1036071777344,42,8,R_A6,-1.899267588090659e-14,1706.042236328125,STANDARD
2018-11-07,17,1.0,0,274.5501403808594,9,274.5501403808594,42,9,R_A6,-1.3684968168910304e-15,1707.5906982421875,STANDARD
2018-11-07,17,1.0,0,274.81524658203125,10,274.81524658203125,42,10,R_A6,-8.245945812603909e-17,1709.1392822265625,STANDARD
2018-11-07,17,1.0,0,274.732177734375,11,274.732177734375,42,11,R_A6,-1.1205863033282235e-14,1711.055419921875,STANDARD
