ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,5555996,863686,497565,346977,48854317,0,0,0,0,0
Valysar,CentralSouth,64727156,11626962,8545305,5959069,839036948,0,0,0,0,0
Valysar,CentralNorth,39266672,6201494,4460385,3110450,437951359,0,0,0,0,0
Valysar,NorthHorst,3575205,543708,294352,180806,35419912,23826984,3263188,2151258,500292510,76545
Valysar,CentralRamp,13694645,1999371,1340829,935027,131651863,0,0,0,0,0
Valysar,CentralHorst,85200228,13114299,9941324,6932583,976107757,0,0,0,0,0
Valysar,EastLowland,3081809,432080,253146,176531,24855604,0,0,0,0,0
Therys,WestLowland,2853604,527201,262561,183097,25780017,0,0,0,0,0
Therys,CentralSouth,11678388,2981379,1914848,1335320,188013010,0,0,0,0,0
Therys,CentralNorth,22963333,4339914,2580631,1799603,253384140,0,0,0,0,0
Therys,NorthHorst,5459903,755568,296112,181887,35631676,17824006,2976032,1916146,445615328,68179
Therys,CentralRamp,6798983,1540894,1190217,829998,116863724,0,0,0,0,0
Therys,CentralHorst,30897605,7798584,6111251,4261681,600044722,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,444145,75077,45797,31936,4496627,0,0,0,0,0
Volon,CentralSouth,33694353,6357606,4906385,3421468,481742750,0,0,0,0,0
Volon,CentralNorth,8392113,1245947,750513,523370,73690502,0,0,0,0,0
Volon,NorthHorst,4267195,808005,603236,370538,72588458,3637003,655353,521410,121258231,18553
Volon,CentralRamp,12222747,2240512,1773158,1236512,174100834,0,0,0,0,0
Volon,CentralHorst,83551089,14760802,11988379,8360097,1177101696,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
