Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:53:15
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       263714580.46         43840325.88         33741835.21         21221279.65
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  263714580.46         43840325.88         33741835.21         21221279.65
MidReek    1                       207497767.90         40771492.36         33405717.65         21009884.98
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  207497767.90         40771492.36         33405717.65         21009884.98
LowerReek  1                       130059787.39         28243706.09         23337430.72         14677629.15
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  130059787.39         28243706.09         23337430.72         14677629.15
Totals     1                       601272135.75        112855524.33         90484983.59         56908793.78
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  601272135.75        112855524.33         90484983.59         56908793.78
