Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:53:14
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       263717152.36         43849068.81         33961944.69         21359713.29
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  263717152.36         43849068.81         33961944.69         21359713.29
MidReek    1                       207471803.46         40799313.18         33638120.31         21156050.16
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  207471803.46         40799313.18         33638120.31         21156050.16
LowerReek  1                       130004532.42         28216151.84         23520762.46         14792932.12
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  130004532.42         28216151.84         23520762.46         14792932.12
Totals     1                       601193488.25        112864533.82         91120827.46         57308695.56
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  601193488.25        112864533.82         91120827.46         57308695.56
