ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,285414111.58,41897964.82,30269603.67,19037486.27
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,226195475.02,38773413.64,28499928.69,17924483.14
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,122625702.62,22835919.77,18126626.51,11400393.85
LowerReek,2,0.0,0.0,0.0,0.0
