SWAT,CONBPRES,CONIPOS,CONIDX,DEPTH,SGAS,CONJPOS,WELL,WELLMODEL,DRAWDOWN,PRESSURE,DATE,CONKPOS
0.058341383934020996,300.7557678222656,22,1,1642.4813232421875,0.0,30,R_A2,STANDARD,0,300.7557678222656,2018-01-01,1
0.06107332929968834,300.87445068359375,22,2,1644.25146484375,0.0,30,R_A2,STANDARD,0,300.87445068359375,2018-01-01,2
0.06350153684616089,300.9931640625,22,3,1646.0216064453125,0.0,30,R_A2,STANDARD,0,300.9931640625,2018-01-01,3
0.06953524053096771,301.1118469238281,22,4,1647.791748046875,0.0,30,R_A2,STANDARD,0,301.1118469238281,2018-01-01,4
0.07339510321617126,301.2305603027344,22,5,1649.5618896484375,0.0,30,R_A2,STANDARD,0,301.2305603027344,2018-01-01,5
0.3246289789676666,301.3492736816406,22,6,1651.3321533203125,0.0,30,R_A2,STANDARD,0,301.3492736816406,2018-01-01,6
0.8935472369194031,301.4679870605469,22,7,1653.102294921875,0.0,30,R_A2,STANDARD,0,301.4679870605469,2018-01-01,7
0.8645499348640442,301.5867004394531,22,8,1654.8724365234375,0.0,30,R_A2,STANDARD,0,301.5867004394531,2018-01-01,8
0.8921149373054504,301.7054443359375,22,9,1656.642578125,0.0,30,R_A2,STANDARD,0,301.7054443359375,2018-01-01,9
0.9215099811553955,301.82415771484375,22,10,1658.412841796875,0.0,30,R_A2,STANDARD,0,301.82415771484375,2018-01-01,10
0.08028700947761536,301.9518737792969,22,11,1660.316650390625,0.0,30,R_A2,STANDARD,0,301.9518737792969,2018-01-01,11
0.0818440243601799,302.0885009765625,22,12,1662.35400390625,0.0,30,R_A2,STANDARD,0,302.0885009765625,2018-01-01,12
0.47820135951042175,302.2251892089844,22,13,1664.391357421875,0.0,30,R_A2,STANDARD,0,302.2251892089844,2018-01-01,13
0.5307953357696533,302.3618469238281,22,14,1666.4287109375,0.0,30,R_A2,STANDARD,0,302.3618469238281,2018-01-01,14
0.7048062086105347,302.4985046386719,22,15,1668.4661865234375,0.0,30,R_A2,STANDARD,0,302.4985046386719,2018-01-01,15
0.9899711012840271,302.63519287109375,22,16,1670.5035400390625,0.0,30,R_A2,STANDARD,0,302.63519287109375,2018-01-01,16
0.9720190763473511,302.7718811035156,22,17,1672.5408935546875,0.0,30,R_A2,STANDARD,0,302.7718811035156,2018-01-01,17
0.994513750076294,302.89227294921875,22,18,1674.335693359375,0.0,30,R_A2,STANDARD,0,302.89227294921875,2018-01-01,18
1.0,303.211181640625,22,19,1676.68994140625,0.0,29,R_A2,STANDARD,0,303.211181640625,2018-01-01,18
1.0,303.51025390625,22,20,1678.2769775390625,0.0,29,R_A2,STANDARD,0,303.51025390625,2018-01-01,27
1.0,303.6711120605469,22,21,1679.97412109375,0.0,29,R_A2,STANDARD,0,303.6711120605469,2018-01-01,28
1.0,303.8319396972656,22,22,1681.67138671875,0.0,29,R_A2,STANDARD,0,303.8319396972656,2018-01-01,29
1.0,303.9927673339844,22,23,1683.36865234375,0.0,29,R_A2,STANDARD,0,303.9927673339844,2018-01-01,30
1.0,304.1535949707031,22,24,1685.06591796875,0.0,29,R_A2,STANDARD,0,304.1535949707031,2018-01-01,31
0.6481541991233826,298.6618347167969,28,1,1611.245849609375,0.0,41,R_A3,STANDARD,0,298.6618347167969,2018-01-01,1
0.14922833442687988,298.80224609375,28,2,1613.3408203125,0.0,41,R_A3,STANDARD,0,298.80224609375,2018-01-01,2
0.11823459714651108,298.9426574707031,28,3,1615.4359130859375,0.0,41,R_A3,STANDARD,0,298.9426574707031,2018-01-01,3
0.22809843719005585,299.0830993652344,28,4,1617.5308837890625,0.0,41,R_A3,STANDARD,0,299.0830993652344,2018-01-01,4
0.6481541991233826,299.2235107421875,28,5,1619.6259765625,0.0,41,R_A3,STANDARD,0,299.2235107421875,2018-01-01,5
0.8099104166030884,298.36181640625,29,6,1606.76904296875,0.0,41,R_A3,STANDARD,0,298.36181640625,2018-01-01,5
0.23144997656345367,298.4975891113281,29,7,1608.7947998046875,0.0,41,R_A3,STANDARD,0,298.4975891113281,2018-01-01,6
0.19578279554843903,298.63336181640625,29,8,1610.8206787109375,0.0,41,R_A3,STANDARD,0,298.63336181640625,2018-01-01,7
0.19777585566043854,298.7691345214844,29,9,1612.846435546875,0.0,41,R_A3,STANDARD,0,298.7691345214844,2018-01-01,8
0.8015378713607788,298.9049072265625,29,10,1614.872314453125,0.0,41,R_A3,STANDARD,0,298.9049072265625,2018-01-01,9
0.804063618183136,299.0406799316406,29,11,1616.8980712890625,0.0,41,R_A3,STANDARD,0,299.0406799316406,2018-01-01,10
0.05015449598431587,299.1856689453125,29,12,1619.0615234375,0.0,41,R_A3,STANDARD,0,299.1856689453125,2018-01-01,11
0.05521531030535698,299.33990478515625,29,13,1621.3624267578125,0.0,41,R_A3,STANDARD,0,299.33990478515625,2018-01-01,12
0.36952176690101624,299.494140625,29,14,1623.663330078125,0.0,41,R_A3,STANDARD,0,299.494140625,2018-01-01,13
0.36111563444137573,299.64837646484375,29,15,1625.9642333984375,0.0,41,R_A3,STANDARD,0,299.64837646484375,2018-01-01,14
0.49887096881866455,299.7995910644531,29,16,1628.2197265625,0.0,41,R_A3,STANDARD,0,299.7995910644531,2018-01-01,15
0.80843585729599,299.9252014160156,29,17,1630.09375,0.0,41,R_A3,STANDARD,0,299.9252014160156,2018-01-01,16
0.6481541991233826,300.10333251953125,29,18,1632.750732421875,0.0,41,R_A3,STANDARD,0,300.10333251953125,2018-01-01,27
0.04576864838600159,300.34869384765625,29,19,1636.410400390625,0.0,41,R_A3,STANDARD,0,300.34869384765625,2018-01-01,28
0.05364048480987549,300.5940856933594,29,20,1640.0701904296875,0.0,41,R_A3,STANDARD,0,300.5940856933594,2018-01-01,29
1.0,300.8394775390625,29,21,1643.7298583984375,0.0,41,R_A3,STANDARD,0,300.8394775390625,2018-01-01,30
0.06436459720134735,301.0848693847656,29,22,1647.389404296875,0.0,41,R_A3,STANDARD,0,301.0848693847656,2018-01-01,31
0.0504903569817543,299.85540771484375,30,1,1629.0526123046875,0.0,52,R_A4,STANDARD,0,299.85540771484375,2018-01-01,1
0.04999881982803345,299.66802978515625,31,2,1626.25732421875,0.0,52,R_A4,STANDARD,0,299.66802978515625,2018-01-01,1
0.05121094733476639,299.8094177246094,31,3,1628.36669921875,0.0,52,R_A4,STANDARD,0,299.8094177246094,2018-01-01,2
0.05264923349022865,299.9508361816406,31,4,1630.47607421875,0.0,52,R_A4,STANDARD,0,299.9508361816406,2018-01-01,3
0.055859897285699844,300.0922546386719,31,5,1632.58544921875,0.0,52,R_A4,STANDARD,0,300.0922546386719,2018-01-01,4
0.05630069971084595,300.12615966796875,32,6,1633.09130859375,0.0,52,R_A4,STANDARD,0,300.12615966796875,2018-01-01,4
0.05745304003357887,300.30517578125,32,7,1635.7613525390625,0.0,51,R_A4,STANDARD,0,300.30517578125,2018-01-01,4
0.05808468908071518,300.18499755859375,32,8,1633.9686279296875,0.0,51,R_A4,STANDARD,0,300.18499755859375,2018-01-01,3
0.06377935409545898,300.45196533203125,33,9,1637.950439453125,0.0,51,R_A4,STANDARD,0,300.45196533203125,2018-01-01,3
