PROPERTY,ZONE,REGION,FACIES,Avg,Avg_Weighted,Max,Min,P10,P90,Stddev,SOURCE,ID
PERM,LowerReek,Dorne,Background,14.949197,,100.0,0.10180723,1.7787368,36.347008,19.307894,geogrid,geogrid
PORO,LowerReek,Dorne,Background,0.107799254,,0.29141626,0.0,0.04548503,0.17165098,0.0485583,geogrid,geogrid
SW,LowerReek,Dorne,Background,0.99711514,,1.0,0.52402246,1.0,1.0,0.02978391,geogrid,geogrid
PERM,LowerReek,Dorne,Channel,2852.3684,,10000.0,22.214113,430.80035,7454.439,2755.2966,geogrid,geogrid
PORO,LowerReek,Dorne,Channel,0.24682075,,0.4090622,0.04475884,0.18539841,0.30796525,0.0475322,geogrid,geogrid
SW,LowerReek,Dorne,Channel,0.9924395,,1.0,0.081424154,1.0,1.0,0.07415956,geogrid,geogrid
PERM,LowerReek,Dorne,Crevasse,200.5554,,1000.0,2.2494462,26.74696,513.36536,224.48215,geogrid,geogrid
PORO,LowerReek,Dorne,Crevasse,0.21045703,,0.36347538,0.03997785,0.14680676,0.27566952,0.050023455,geogrid,geogrid
SW,LowerReek,Dorne,Crevasse,0.99836665,,1.0,0.25070167,1.0,1.0,0.031091373,geogrid,geogrid
PERM,LowerReek,IronIslands,Background,14.502284,,100.0,0.106309794,1.3821348,36.274593,19.653849,geogrid,geogrid
PORO,LowerReek,IronIslands,Background,0.106364235,,0.30386224,0.0,0.039917033,0.17946239,0.05330039,geogrid,geogrid
SW,LowerReek,IronIslands,Background,0.65586466,,1.0,0.0,0.2540413,1.0,0.32826027,geogrid,geogrid
PERM,LowerReek,IronIslands,Channel,3134.8127,,10000.0,17.76773,460.41702,8726.499,2955.2825,geogrid,geogrid
PORO,LowerReek,IronIslands,Channel,0.2515534,,0.4141052,0.028128132,0.18922547,0.31502676,0.049282268,geogrid,geogrid
SW,LowerReek,IronIslands,Channel,0.46160552,,1.0,0.020347236,0.037154537,1.0,0.4580326,geogrid,geogrid
PERM,LowerReek,IronIslands,Crevasse,141.33167,,1000.0,1.9359509,21.317673,337.83228,163.75128,geogrid,geogrid
PORO,LowerReek,IronIslands,Crevasse,0.19711778,,0.3507365,0.018414348,0.13615315,0.25758082,0.04762633,geogrid,geogrid
SW,LowerReek,IronIslands,Crevasse,0.55925214,,1.0,0.05848658,0.11150643,1.0,0.40976992,geogrid,geogrid
PERM,LowerReek,North,Background,12.301361,,100.0,0.058376323,1.4617957,28.933006,14.99795,geogrid,geogrid
PORO,LowerReek,North,Background,0.115454264,,0.2696627,0.0,0.053149283,0.17557633,0.047260422,geogrid,geogrid
SW,LowerReek,North,Background,0.99550754,,1.0,0.17119189,1.0,1.0,0.049379777,geogrid,geogrid
PERM,LowerReek,North,Channel,3115.287,,10000.0,25.786171,474.67828,8520.564,2900.4292,geogrid,geogrid
PORO,LowerReek,North,Channel,0.25029916,,0.456797,0.06698255,0.19000742,0.31062776,0.04755781,geogrid,geogrid
SW,LowerReek,North,Channel,0.9890239,,1.0,0.026186103,1.0,1.0,0.10106196,geogrid,geogrid
PERM,LowerReek,North,Crevasse,177.3428,,1000.0,2.8679173,22.593052,431.62515,200.67612,geogrid,geogrid
PORO,LowerReek,North,Crevasse,0.20182502,,0.3591541,0.04636973,0.1387201,0.26567098,0.048870355,geogrid,geogrid
SW,LowerReek,North,Crevasse,0.9976354,,1.0,0.10044352,1.0,1.0,0.044410557,geogrid,geogrid
PERM,LowerReek,Reach,Background,20.596262,,100.0,0.17073126,2.3998556,53.40889,23.50278,geogrid,geogrid
PORO,LowerReek,Reach,Background,0.1250166,,0.3032801,0.0,0.057024024,0.19222753,0.05142934,geogrid,geogrid
SW,LowerReek,Reach,Background,0.9156609,,1.0,0.0,0.559622,1.0,0.18383259,geogrid,geogrid
PERM,LowerReek,Reach,Channel,3049.4194,,10000.0,11.004643,428.8037,8671.366,2939.4197,geogrid,geogrid
PORO,LowerReek,Reach,Channel,0.2512289,,0.44588095,0.036062896,0.18676215,0.3162036,0.050688017,geogrid,geogrid
SW,LowerReek,Reach,Channel,0.5753716,,1.0,0.026089555,0.06060029,1.0,0.4404019,geogrid,geogrid
PERM,LowerReek,Reach,Crevasse,155.5753,,1000.0,1.7808425,19.495018,379.4176,197.40044,geogrid,geogrid
PORO,LowerReek,Reach,Crevasse,0.19560103,,0.35119206,0.03164138,0.13241705,0.2586914,0.049078833,geogrid,geogrid
SW,LowerReek,Reach,Crevasse,0.636416,,1.0,0.08256372,0.17378217,1.0,0.3592161,geogrid,geogrid
PERM,LowerReek,Stormlands,Background,18.225533,,62.610462,1.1103165,4.1203537,41.187054,15.367423,geogrid,geogrid
PORO,LowerReek,Stormlands,Background,0.11605608,,0.20347846,0.005962394,0.07041998,0.16653353,0.040031984,geogrid,geogrid
SW,LowerReek,Stormlands,Background,0.25629914,,0.37183434,0.16215506,0.1938393,0.31493473,0.04859054,geogrid,geogrid
PERM,LowerReek,Stormlands,Channel,2949.0842,,10000.0,21.119562,395.10187,7423.2095,2797.6033,geogrid,geogrid
PORO,LowerReek,Stormlands,Channel,0.25345197,,0.40642306,0.06728305,0.1857695,0.31749266,0.051604286,geogrid,geogrid
SW,LowerReek,Stormlands,Channel,0.045198005,,0.13616905,0.019724673,0.027898725,0.065834895,0.016433446,geogrid,geogrid
PERM,LowerReek,Stormlands,Crevasse,202.84404,,1000.0,7.722966,26.416346,498.33414,239.13637,geogrid,geogrid
PORO,LowerReek,Stormlands,Crevasse,0.20898162,,0.3748982,0.053806335,0.14149383,0.2741468,0.053225458,geogrid,geogrid
