SWAT,DRAWDOWN,DATE,CONJPOS,CONKPOS,CONIDX,CONBPRES,WELL,SGAS,DEPTH,PRESSURE,WELLMODEL,CONIPOS
0.051925983279943466,0,2018-09-12,52,4,6,280.07623291015625,R_A4,0.0,1631.2501220703125,280.07623291015625,STANDARD,32
0.10883219540119171,0,2018-09-12,52,5,7,280.20361328125,R_A4,0.0,1633.16015625,280.20361328125,STANDARD,32
0.12561875581741333,0,2018-09-12,51,5,8,280.4343566894531,R_A4,0.0,1637.19287109375,280.4343566894531,STANDARD,32
0.05313311144709587,0,2018-09-12,51,4,9,280.31085205078125,R_A4,0.0,1635.3409423828125,280.31085205078125,STANDARD,32
0.05534259229898453,0,2018-09-12,51,4,10,280.41314697265625,R_A4,0.0,1636.56103515625,280.41314697265625,STANDARD,33
0.05881841108202934,0,2018-09-12,50,4,11,280.7452392578125,R_A4,0.0,1641.94384765625,280.7452392578125,STANDARD,33
0.060905151069164276,0,2018-09-12,50,4,12,280.6565856933594,R_A4,0.0,1640.4415283203125,280.6565856933594,STANDARD,34
0.06125550717115402,0,2018-09-12,50,4,13,280.6763916015625,R_A4,0.0,1640.88818359375,280.6763916015625,STANDARD,35
0.15893368422985077,0,2018-09-12,50,3,14,280.5555725097656,R_A4,0.0,1639.0726318359375,280.5555725097656,STANDARD,35
0.18208520114421844,0,2018-09-12,49,3,15,280.84228515625,R_A4,0.0,1643.98583984375,280.84228515625,STANDARD,35
0.22741660475730896,0,2018-09-12,49,2,16,280.718994140625,R_A4,0.0,1642.147216796875,280.718994140625,STANDARD,35
0.2765079736709595,0,2018-09-12,49,29,17,277.0174865722656,R_A4,0.0,1644.635009765625,277.0174865722656,STANDARD,36
0.07221482694149017,0,2018-09-12,48,29,18,275.78094482421875,R_A4,0.0,1644.9227294921875,275.78094482421875,STANDARD,36
0.21533627808094025,0,2018-09-12,48,29,19,277.34820556640625,R_A4,0.0,1650.0848388671875,277.34820556640625,STANDARD,37
0.717170238494873,0,2018-09-12,48,28,20,276.52935791015625,R_A4,0.0,1644.51416015625,276.52935791015625,STANDARD,37
1.0,0,2018-09-12,48,28,21,279.8431396484375,R_A4,4.709398235963613e-12,1647.578369140625,279.8431396484375,STANDARD,38
0.09287776798009872,0,2018-09-12,48,29,22,278.1265563964844,R_A4,0.0,1653.230712890625,278.1265563964844,STANDARD,38
0.7000618577003479,0,2018-09-12,47,29,23,277.9446716308594,R_A4,0.0,1661.604736328125,277.9446716308594,STANDARD,38
1.0,0,2018-11-07,42,1,1,272.7351379394531,R_A6,-4.381334531289305e-11,1694.1068115234375,272.7351379394531,STANDARD,17
1.0,0,2018-11-07,42,2,2,272.8791809082031,R_A6,-1.2369580186522011e-11,1695.6358642578125,272.8791809082031,STANDARD,17
